"isRequired","id","label","isEnabled","datatype","name","instanceType","uuid:ID"
"True","BiomedicalConceptProperty_47","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","12026ad7-7706-497b-9e2b-5719b78c3344"
"True","BiomedicalConceptProperty_48","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","fa77302a-9521-4482-8460-c0f262559183"
"True","BiomedicalConceptProperty_49","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","c6bce8b5-9a2b-4dc1-a223-9f0626d563f5"
"True","BiomedicalConceptProperty_50","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","c51ad379-a1de-47cb-8162-a71a7cdb67e2"
"True","BiomedicalConceptProperty_51","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","34edcb76-7eb7-462e-8c3c-8be822793148"
"True","BiomedicalConceptProperty_52","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","f1751b51-2bd2-43d8-a3ee-7e8eec5fb93e"
"True","BiomedicalConceptProperty_53","VSPOS","True","","VSPOS","BiomedicalConceptProperty","39df112e-ec4b-4eea-8a3b-69f089fbaa1d"
"True","BiomedicalConceptProperty_54","VSLOC","True","","VSLOC","BiomedicalConceptProperty","9a428ea5-a83a-4460-af85-f65e4bd8d73f"
"True","BiomedicalConceptProperty_55","VSLAT","True","","VSLAT","BiomedicalConceptProperty","9e02facc-03b8-4737-addb-bc4eb5872907"
"True","BiomedicalConceptProperty_56","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","c3e76d50-124c-4e02-b3d9-676d416d9381"
"True","BiomedicalConceptProperty_57","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","3b598980-2926-4d6a-ac4e-3822c92abfe1"
"True","BiomedicalConceptProperty_58","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","6cdebaae-9d96-4f92-962e-e760da18802b"
"True","BiomedicalConceptProperty_59","VSPOS","True","","VSPOS","BiomedicalConceptProperty","dfdb5b30-55d5-4556-a1af-1f9978f19420"
"True","BiomedicalConceptProperty_60","VSLOC","True","","VSLOC","BiomedicalConceptProperty","02d53048-38fb-4aa1-8336-8efc7e454d50"
"True","BiomedicalConceptProperty_61","VSLAT","True","","VSLAT","BiomedicalConceptProperty","8e3acc28-d175-4a5c-bb2f-1f264d718543"
"True","BiomedicalConceptProperty_1","AETERM","True","text","AETERM","BiomedicalConceptProperty","05d860a8-de9c-4c40-990a-aa971694988c"
"True","BiomedicalConceptProperty_2","AEDECOD","True","text","AEDECOD","BiomedicalConceptProperty","95ab19d6-e2bb-43d3-8397-4c0132070b85"
"True","BiomedicalConceptProperty_3","AEPRESP","True","text","AEPRESP","BiomedicalConceptProperty","c92f5e1c-2ceb-4885-a04b-3359f3ffc742"
"True","BiomedicalConceptProperty_4","AELOC","True","text","AELOC","BiomedicalConceptProperty","15087347-346d-494f-9ac8-2d22ae07fae3"
"True","BiomedicalConceptProperty_5","AESEV","True","text","AESEV","BiomedicalConceptProperty","f85aacf8-12b8-4a88-8e9d-7d1a10fedd32"
"True","BiomedicalConceptProperty_6","AESER","True","text","AESER","BiomedicalConceptProperty","0da52a4e-e3d9-4354-928c-18017b1c9005"
"True","BiomedicalConceptProperty_7","AEACN","True","text","AEACN","BiomedicalConceptProperty","2a192bf9-a748-4681-bc59-952393152db3"
"True","BiomedicalConceptProperty_8","AEACNOTH","True","text","AEACNOTH","BiomedicalConceptProperty","2b4c5e14-f7bb-45b4-b978-f350a4574900"
"True","BiomedicalConceptProperty_9","AEREL","True","text","AEREL","BiomedicalConceptProperty","cf8f8b91-1c0c-4cf6-aca9-f082b7731944"
"True","BiomedicalConceptProperty_10","AERELNST","True","text","AERELNST","BiomedicalConceptProperty","64025477-793c-4946-84ac-5335c9d763e1"
"True","BiomedicalConceptProperty_11","AEPATT","True","text","AEPATT","BiomedicalConceptProperty","f6598cc0-9dbd-4839-9d07-c9ef0fd13fac"
"True","BiomedicalConceptProperty_12","AEOUT","True","text","AEOUT","BiomedicalConceptProperty","30bd7200-67da-409a-a28e-ba73d7e57f1c"
"True","BiomedicalConceptProperty_13","AESCAN","True","text","AESCAN","BiomedicalConceptProperty","e8a18a45-649d-4180-82fb-58845268fa6f"
"True","BiomedicalConceptProperty_14","AESCONG","True","text","AESCONG","BiomedicalConceptProperty","eb94db3d-8a72-4835-854b-1d4f7b0efe9f"
"True","BiomedicalConceptProperty_15","AESDISAB","True","text","AESDISAB","BiomedicalConceptProperty","fca1ed46-473f-4215-9fb3-17d49b6b514f"
"True","BiomedicalConceptProperty_16","AESDTH","True","text","AESDTH","BiomedicalConceptProperty","486e5f17-7474-4217-9b95-3bbe2205cc6e"
"True","BiomedicalConceptProperty_17","AESHOSP","True","text","AESHOSP","BiomedicalConceptProperty","f19a2f16-6bb3-454f-8491-51b0f87a4196"
"True","BiomedicalConceptProperty_18","AESLIFE","True","text","AESLIFE","BiomedicalConceptProperty","4c1d8824-eaf2-40cc-b697-bcdb561279c7"
"True","BiomedicalConceptProperty_19","AESOD","True","text","AESOD","BiomedicalConceptProperty","1e4fdf3e-61d2-4151-8eb1-8fc1d11d522a"
"True","BiomedicalConceptProperty_20","AESMIE","True","text","AESMIE","BiomedicalConceptProperty","8e061a25-da1d-4efb-ae8e-155be7cd196a"
"True","BiomedicalConceptProperty_21","AECONTRT","True","text","AECONTRT","BiomedicalConceptProperty","49aa0d8b-b5ea-4f24-b151-bae0d6ebcefc"
"True","BiomedicalConceptProperty_22","AESTDTC","True","datetime","AESTDTC","BiomedicalConceptProperty","c9d090c8-b7f0-4006-a0e2-6f9f4d105c5e"
"True","BiomedicalConceptProperty_23","AEENDTC","True","datetime","AEENDTC","BiomedicalConceptProperty","9ea9cce2-f8ca-40bc-8c72-33c5258296e7"
