"isEnabled","isRequired","uuid:ID","id","label","name","datatype","instanceType"
"True","True","1cf4c3ac-e7a4-4a8c-86f3-1e27979e9644","BiomedicalConceptProperty_161","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","d68019ce-e44c-478f-b880-1be4acaaded4","BiomedicalConceptProperty_162","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","468fbf3c-4d00-4b6a-ace0-e57ef5a27023","BiomedicalConceptProperty_163","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","57c09e70-2ee3-4321-8d1e-d15b5281d36d","BiomedicalConceptProperty_164","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","c7a4434f-e4a3-4ec7-8683-84ad91962e6b","BiomedicalConceptProperty_165","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","aaf94a65-49ac-466e-ba77-f248a094a798","BiomedicalConceptProperty_166","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","743cd926-b808-467b-879f-85a4f161b6eb","BiomedicalConceptProperty_1","AETERM","AETERM","text","BiomedicalConceptProperty"
"True","True","8ae39c5b-5062-4d12-b2ae-c6c658e44aef","BiomedicalConceptProperty_2","AEDECOD","AEDECOD","text","BiomedicalConceptProperty"
"True","True","04b187d5-0cdc-461e-a38c-f1b5763f2a8b","BiomedicalConceptProperty_3","AEPRESP","AEPRESP","text","BiomedicalConceptProperty"
"True","True","89d3a5d7-be1b-4185-b843-fac2542dfbd1","BiomedicalConceptProperty_4","AELOC","AELOC","text","BiomedicalConceptProperty"
"True","True","931ff621-8c79-42d9-8100-2752f36aaac1","BiomedicalConceptProperty_5","AESEV","AESEV","text","BiomedicalConceptProperty"
"True","True","c33a4201-7d18-4d0d-b8a6-e6f9dbf82e73","BiomedicalConceptProperty_6","AESER","AESER","text","BiomedicalConceptProperty"
"True","True","23285d6e-b5c4-4de1-be8b-466f6ca2ffe5","BiomedicalConceptProperty_7","AEACN","AEACN","text","BiomedicalConceptProperty"
"True","True","1626cca1-319f-4258-9e29-dbc66f837ab6","BiomedicalConceptProperty_8","AEACNOTH","AEACNOTH","text","BiomedicalConceptProperty"
"True","True","332dbad8-0dbc-4061-a878-3b29dfb8687f","BiomedicalConceptProperty_9","AEREL","AEREL","text","BiomedicalConceptProperty"
"True","True","016d005e-8995-4022-ad97-273012965bae","BiomedicalConceptProperty_10","AERELNST","AERELNST","text","BiomedicalConceptProperty"
"True","True","420fe180-4d8f-4760-ab83-5ab93520de52","BiomedicalConceptProperty_11","AEPATT","AEPATT","text","BiomedicalConceptProperty"
"True","True","411619c8-28e5-4c7a-bd12-6460205fd519","BiomedicalConceptProperty_12","AEOUT","AEOUT","text","BiomedicalConceptProperty"
"True","True","a0aff11a-7423-4971-b054-4ae056c48aed","BiomedicalConceptProperty_13","AESCAN","AESCAN","text","BiomedicalConceptProperty"
"True","True","bc7cb68e-f773-4f28-b934-ab64366084dd","BiomedicalConceptProperty_14","AESCONG","AESCONG","text","BiomedicalConceptProperty"
"True","True","9fbe19a3-062c-4441-80d3-9eac6f6df33e","BiomedicalConceptProperty_15","AESDISAB","AESDISAB","text","BiomedicalConceptProperty"
"True","True","5c09effb-ef24-458c-a0b1-12d224fd2279","BiomedicalConceptProperty_16","AESDTH","AESDTH","text","BiomedicalConceptProperty"
"True","True","b0badb51-7b3f-47d1-afe7-45c0b0400994","BiomedicalConceptProperty_17","AESHOSP","AESHOSP","text","BiomedicalConceptProperty"
"True","True","3f46e7e4-54b4-43c1-b890-996a863154a3","BiomedicalConceptProperty_18","AESLIFE","AESLIFE","text","BiomedicalConceptProperty"
"True","True","69e54aca-d2a6-444b-8786-1d2755fab976","BiomedicalConceptProperty_19","AESOD","AESOD","text","BiomedicalConceptProperty"
"True","True","72b05af1-2ff7-45db-9bb5-3c632965b509","BiomedicalConceptProperty_20","AESMIE","AESMIE","text","BiomedicalConceptProperty"
"True","True","c824fc2d-7b24-44d0-87c5-192da8b6ac11","BiomedicalConceptProperty_21","AECONTRT","AECONTRT","text","BiomedicalConceptProperty"
"True","True","a16e2235-f5a2-42db-9426-2d4188292b90","BiomedicalConceptProperty_22","AESTDTC","AESTDTC","datetime","BiomedicalConceptProperty"
"True","True","d31bc276-772f-4c80-8dd3-9bdfac1dc07e","BiomedicalConceptProperty_23","AEENDTC","AEENDTC","datetime","BiomedicalConceptProperty"
"True","True","16761ef3-7260-4dd1-8d77-8b596c4e0cf9","BiomedicalConceptProperty_24","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","905d7c56-1eb7-4703-8202-da73d6b7b762","BiomedicalConceptProperty_25","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","baa21682-8828-4de2-954e-45779b80f2b9","BiomedicalConceptProperty_26","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","d9c4b87e-3554-4c45-a8d2-61452793e6df","BiomedicalConceptProperty_27","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","f034ae9e-cad3-4fc4-9835-edc3fc18a782","BiomedicalConceptProperty_28","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","16728830-4c85-4a56-8a78-4f126ea94ea4","BiomedicalConceptProperty_29","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","1572a1cf-6287-4b5f-9f9a-09d55908bbab","BiomedicalConceptProperty_30","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","32366485-5c74-40f8-980f-9ab1fcfb18f5","BiomedicalConceptProperty_31","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","0279d5a1-ba22-4f71-ad19-98f8b54a9069","BiomedicalConceptProperty_32","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","1f8570fe-4031-441d-97ab-b0832fa809bc","BiomedicalConceptProperty_33","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","5ab24b8f-223b-465d-817a-49b1f1d74652","BiomedicalConceptProperty_34","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","e6988f3f-7820-4f9b-8eae-89d7f1890ac2","BiomedicalConceptProperty_35","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","9cbda450-ecb4-42ff-b2bc-42e37b274371","BiomedicalConceptProperty_36","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","2099e774-3722-4683-917c-4fd9b00e331a","BiomedicalConceptProperty_37","VSORRES","VSORRES","float","BiomedicalConceptProperty"
"True","True","8ffd7622-4112-4f8a-8771-a64b3b34e299","BiomedicalConceptProperty_38","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","b6cc6980-b5cb-41b5-85cc-ada66657ff2f","BiomedicalConceptProperty_39","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","0d1f24c5-587b-416e-9d37-29542f29384b","BiomedicalConceptProperty_40","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","5e83a00a-6be1-40aa-a0ea-e5861eead5a0","BiomedicalConceptProperty_41","VSORRES","VSORRES","float","BiomedicalConceptProperty"
"True","True","c39b7e93-1160-43a3-8616-cf1575995a4a","BiomedicalConceptProperty_42","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","52b2cd52-c9de-4d04-86cb-3f2ff0f8f6c4","BiomedicalConceptProperty_43","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","30a0419e-6c16-408e-9740-1150f5871169","BiomedicalConceptProperty_44","VSORRES","VSORRES","float","BiomedicalConceptProperty"
"True","True","652b67d5-37c3-457f-b2ae-e1403d979ce4","BiomedicalConceptProperty_45","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","da1139c4-2308-4435-96e7-c9bebc49e3b6","BiomedicalConceptProperty_46","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","0cb24aa7-5088-4b13-9eb1-6a2e329fff8d","BiomedicalConceptProperty_47","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","ec54db05-6c75-453a-ab4a-3f4f1c452281","BiomedicalConceptProperty_48","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","62aaf83f-e77c-4038-9120-bcf8133f508a","BiomedicalConceptProperty_49","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","ea8d7e8c-99c6-4393-bcab-02b8eaf88a1f","BiomedicalConceptProperty_50","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","28525ecd-8d5e-4683-8065-8ecd25bd95ae","BiomedicalConceptProperty_51","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","86dc7a65-bcd6-450c-8397-fd76a2b47747","BiomedicalConceptProperty_52","LBORRES","LBORRES","text","BiomedicalConceptProperty"
"True","True","f5a78010-5468-4b86-8e02-b225fe6bde41","BiomedicalConceptProperty_53","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","56f422e8-6213-4628-bf6e-746975da018d","BiomedicalConceptProperty_54","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","b9e2e8da-a975-4eb8-937c-8156bc7f3795","BiomedicalConceptProperty_55","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","8138ad3a-fe45-42a5-a9cf-b33de40482b2","BiomedicalConceptProperty_56","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","387ab1c3-8022-4b02-83ce-c0a42061fad8","BiomedicalConceptProperty_57","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","9e11edf9-62bb-454c-8939-d40a0e03c510","BiomedicalConceptProperty_58","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","f11cd331-fcd3-42b8-a3d4-d17f959e0473","BiomedicalConceptProperty_59","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","2b282640-bdef-4b8d-9cfb-7c46673ad7d7","BiomedicalConceptProperty_60","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","bc00ac0e-6d6a-4b97-ac12-a3aebbca6fd2","BiomedicalConceptProperty_61","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","ecaaf312-414f-4aa7-9945-ff643e3fbc2b","BiomedicalConceptProperty_62","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","23371013-22bb-4a87-8019-cdeef402b8b6","BiomedicalConceptProperty_63","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","ba9879d7-21c4-4b9d-a6e7-e0103054aa2b","BiomedicalConceptProperty_64","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","e51df222-2897-42cd-87ae-f5105b2582e3","BiomedicalConceptProperty_65","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","541f6ee1-c247-4784-b133-ded2bed8e8cd","BiomedicalConceptProperty_66","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","688970e5-14ca-404d-b88a-21d0325206c6","BiomedicalConceptProperty_67","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","9f1ca2b3-f6be-428f-b5ef-44981127f89c","BiomedicalConceptProperty_68","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","058cb91f-581a-48ef-9c7e-6f459611859c","BiomedicalConceptProperty_69","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","593c00ce-0b0f-4599-83b3-cf0874cbdffe","BiomedicalConceptProperty_70","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","e6d411dd-11cd-48a8-9ec3-2cc124c33d75","BiomedicalConceptProperty_71","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","c9d176d3-a5ac-4110-bc0b-473fb86aa98c","BiomedicalConceptProperty_72","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","c862af59-ff1c-4120-9532-22f649a828e8","BiomedicalConceptProperty_73","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","cea488d9-8bbe-4f01-9c58-4248ceccbea5","BiomedicalConceptProperty_74","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","355b1da3-083f-4575-a565-8a3fd2c1d64e","BiomedicalConceptProperty_75","LBTESTCD","LBTESTCD","","BiomedicalConceptProperty"
"True","True","1fee8add-4c15-4877-a409-691cb1c291dd","BiomedicalConceptProperty_76","LBORRES","LBORRES","float","BiomedicalConceptProperty"
"True","True","fa95341b-f257-4fab-b31d-266b0b537369","BiomedicalConceptProperty_77","LBORRESU","LBORRESU","","BiomedicalConceptProperty"
"True","True","591d47e1-1f23-4764-ba0b-50e26c98981a","BiomedicalConceptProperty_78","LBSPEC","LBSPEC","","BiomedicalConceptProperty"
"True","True","99b5bd9f-e97e-4beb-8a57-c702c0a72a91","BiomedicalConceptProperty_79","LBFAST","LBFAST","","BiomedicalConceptProperty"
"True","True","0fb7de95-7924-4ac8-a55b-60f814ec9b40","BiomedicalConceptProperty_80","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","d45ddced-8061-45bb-82c1-07de98db9caa","BiomedicalConceptProperty_81","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","20f13786-e4db-4079-9d04-b57b79773557","BiomedicalConceptProperty_82","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","62f1a801-545e-4ea9-874d-23d22e15a4e6","BiomedicalConceptProperty_83","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","11322261-32f9-4f32-996a-8211fa1a7b1a","BiomedicalConceptProperty_84","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","4a83a802-5a97-4c34-97de-77dab3e7aac8","BiomedicalConceptProperty_85","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","d6290e79-2aa4-45c6-9f6d-cb07cfbd7c16","BiomedicalConceptProperty_86","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","f8bad5d0-41fb-4dec-80e1-bfd8ec025c35","BiomedicalConceptProperty_87","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","90a6a84b-dcb3-4dcd-8e60-e8139f8dad74","BiomedicalConceptProperty_88","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","db4257a1-c845-4096-978f-fa9580fa2eba","BiomedicalConceptProperty_89","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","52e4f272-3abc-488e-9f6b-45ce97b7bdaa","BiomedicalConceptProperty_90","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","5f528184-ff8b-4bae-992f-7bc5da0c0020","BiomedicalConceptProperty_91","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","d4728d36-abe9-4271-b92e-19444ca74d3d","BiomedicalConceptProperty_92","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","ad70362b-9c2e-4244-a3e2-09a99e24e7eb","BiomedicalConceptProperty_93","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","1946a5ad-a3e9-4048-88e6-d08d0cdb1d83","BiomedicalConceptProperty_94","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","9b06be6b-0781-4b14-9613-dd5501c42cd2","BiomedicalConceptProperty_95","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","f005ea6e-21e6-4fea-93dd-fc42bd2b2aee","BiomedicalConceptProperty_96","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","bd99ab0e-a8d6-4c23-9435-8e28abccbc4c","BiomedicalConceptProperty_97","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","98390579-9220-4654-873c-8fb73d219ff0","BiomedicalConceptProperty_98","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","988d6d9a-c9bc-4b6c-895c-bbf49ed0fe0e","BiomedicalConceptProperty_99","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","3a6c34ad-73a4-497f-830d-be255bc7dd63","BiomedicalConceptProperty_100","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","74b30ee0-378d-4c0e-a0c4-8232f253a7eb","BiomedicalConceptProperty_101","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","82e3645e-a8cc-4acd-945b-d33e0e9b4bbe","BiomedicalConceptProperty_102","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","a5473a7a-22bb-4015-ada4-3877c189d669","BiomedicalConceptProperty_103","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","52dc91a1-dca4-4b7d-91c0-0b7ca5da2ce6","BiomedicalConceptProperty_104","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","04b1af01-80ba-4881-81b5-a9b074fec28a","BiomedicalConceptProperty_105","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","7d174637-2f17-40ec-b89c-a93da4ee5b56","BiomedicalConceptProperty_106","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","65c64986-7ef7-44a8-bfa6-712f9c26ffcb","BiomedicalConceptProperty_107","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","42a3861e-a433-466a-ab66-387df2953cf0","BiomedicalConceptProperty_108","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","7b299225-19b3-41f5-b9b6-245038d3e125","BiomedicalConceptProperty_109","VSLAT","VSLAT","","BiomedicalConceptProperty"
"True","True","6575a1df-5f2a-4618-a1ce-dc52f16300e9","BiomedicalConceptProperty_110","VSTESTCD","VSTESTCD","","BiomedicalConceptProperty"
"True","True","26ef40d1-7630-4ef9-b80c-850368112075","BiomedicalConceptProperty_111","VSORRES","VSORRES","integer","BiomedicalConceptProperty"
"True","True","3c6628d5-8029-400c-bf1a-ba72b3797b5e","BiomedicalConceptProperty_112","VSORRESU","VSORRESU","","BiomedicalConceptProperty"
"True","True","5ac2b9ed-42a7-416a-b035-053b0a55287e","BiomedicalConceptProperty_113","VSPOS","VSPOS","","BiomedicalConceptProperty"
"True","True","00789374-bce0-4869-a915-855f34e06c94","BiomedicalConceptProperty_114","VSLOC","VSLOC","","BiomedicalConceptProperty"
"True","True","51214252-12d7-470c-98bb-a8da66cefba7","BiomedicalConceptProperty_115","VSLAT","VSLAT","","BiomedicalConceptProperty"
