"label","datatype","instanceType","isEnabled","isRequired","id","uuid:ID","name"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_82","3bb59ed0-0237-43d6-a59b-80af61565c8d","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_83","c4e9cb35-26dc-4f2a-a1f4-26f1f56f2730","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_84","80e0035f-aca1-454f-bd76-4f8abbf7ee92","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_85","2ea38f36-844e-42bd-a9eb-660bb73e73af","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_86","c867c7b6-1d8a-45df-8841-0a7d01a867a8","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_87","22b178c3-f699-4f94-b8c8-0c24ac766481","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_88","d187aa55-6d35-440c-b764-5bf6378b6d49","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_89","25e0ab7b-7a09-4cf5-b07a-91db606719b5","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_90","5c5cb2ac-cc0d-4de4-920b-d53c030a1bdf","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_91","6d887edf-1a79-4bf3-b4e9-1a328fca6ac1","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_92","ec4aa8ce-301e-4c78-9d96-62686f03f9f3","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_93","b97a631b-3d67-4db5-9480-aa1184020a0f","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_94","39697007-f598-4ef7-8a4f-6ecf71abcb00","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_95","7d6ade6f-3585-4167-b18f-d6ea2d3d40f2","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_96","23307e5e-f656-40a4-8988-8768fc6f0b01","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_97","0d47ae45-4ebc-4e36-a85d-5f1c7b64d895","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_98","6e54b2e5-bbe1-4b6b-aa9d-d29cf6f3c50c","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_99","bfb4bb89-1734-4be6-8ce2-8397dce95b3b","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_100","3ee8f12e-d986-47c3-81fa-7847a2ed46cf","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_101","bce7172a-870a-42d7-aafb-776c48725593","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_102","d115d302-da3f-438d-a933-2accec3a997d","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_103","1c31c0d3-e320-4026-ba77-e70b6136c8f2","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_104","1ce1f23b-ff0e-4fd4-a76c-98ff8bbea782","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_105","73218b3b-af81-4c5c-8c5a-b7fcd614e413","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_106","4d2474db-1aa1-4947-be15-3392fe347972","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_107","6910bffd-93b8-4b1a-afb1-0768313b8460","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_108","82cd777d-2d21-4700-bca7-06450c73b9e0","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_109","7593f876-f8d2-4974-bf9b-a7a374dc805a","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_110","602beafb-9565-4947-9f61-2c9287876916","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_111","b02eb241-9a91-4045-918a-e59d99895fa2","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_112","a450963f-2b29-4079-a9d1-07d83f1f7c96","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_113","009a2e6b-74a2-4565-a7a1-b4810eea97f3","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_114","c9b00074-aa4a-4396-bc06-d0e2ec16c4c9","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_115","029b196d-cf58-468b-8c19-ce1e71fd9f3f","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_116","9a7debac-dcbb-4a5d-a4ad-84f541ab73ff","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_117","5a5ac593-46d3-49d8-8629-b78e2782f478","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_118","6b66606d-6ac6-4c5f-a9f2-8436f3e4083f","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_119","780b1d0a-8f31-400f-bf64-edd09084afcd","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_120","83094b14-bf7f-44f1-b784-62e42a376a0b","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_121","d91e86e0-af91-4d79-8e36-5b84c0d55bc3","LBTESTCD"
"LBORRES","text","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_122","1c9297a6-2525-4de5-a8aa-b4b2ddfc61ae","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_123","7c989664-455a-4755-bcc2-3e1e39dd1dde","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_124","beca5e6f-0b4a-42b6-be14-5510920e174c","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_125","10ecc4d2-d6e5-4831-afe4-564883efa886","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_126","1452e027-2e2a-4c81-ad23-927f1281ffe1","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_127","a319403c-e264-442a-a8c9-a239de859051","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_128","7d7777dd-8263-4aa8-b359-648cc0fa4cad","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_129","80a2ae22-b072-48b3-8a13-1379e143c866","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_130","33089763-c3d9-4af9-851c-395e16fdac7c","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_131","dfe63ca2-85c3-4d0b-bf1a-ca7a63c0285f","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_132","ed4984dd-8979-42bc-b13b-f09012c3bee3","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_133","8a7b40fc-cdd6-489e-9dae-9e99cbd8e84e","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_134","8076cb7a-1ed9-4b6e-8f81-84747e98be29","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_135","4d7ed5c4-70a0-4ffb-809c-77fdefd6d127","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_136","1aed4aef-656c-4b76-aa8e-c55c867fd15f","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_137","c0a12790-563d-4c6c-b691-49df6aed95b8","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_138","d1dfb589-495a-4281-8351-15511fed0a58","LBTESTCD"
"LBORRES","text","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_139","a6c7bf16-51b8-4b3a-a30d-f150d3162557","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_140","ba20f957-1b48-4f67-b3b7-5acb70adf81a","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_141","072c5e07-68f4-43e0-83ec-c95b8384d066","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_142","b3316e11-aa81-4983-af58-6167aee87742","LBTESTCD"
"LBORRES","text","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_143","05888b55-b8ee-4201-9edb-8db45b27602d","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_144","52a62207-f3ae-4399-9132-c07ed7ef113b","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_145","a0b6c18e-85af-4c19-9d4d-988839a16c2d","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_146","86bda6dc-68bd-4f66-8158-9f23a1b3c6b6","LBTESTCD"
"LBORRES","text","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_147","8c39e241-7d1c-4f1e-b11f-5b013c6e2488","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_148","4ae7e5ae-cc13-49fa-acc0-36838fc17d57","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_149","a229eac9-7d20-45bb-b22f-7119c8279d70","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_150","38453cd9-fda3-44a2-8eb0-b05d4ea1b311","LBTESTCD"
"LBORRES","text","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_151","6a55526f-c8fa-4ee2-8bb4-d3a393ef92c9","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_152","0ffea123-8394-454b-91fc-32b27bd8c0a6","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_153","fcd8ea14-822a-4569-a010-beab811957f7","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_154","16b92fa2-6b83-4f75-8f9b-48d49466de22","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_155","d3833208-d74d-4fed-ab74-21c906d280b5","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_156","72d62044-ab3b-4517-90ff-2f815f612edd","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_157","9a06ae0a-74c8-4893-8da4-431abb250005","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_158","180f674a-7ba8-4562-807c-5009572d74ce","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_159","47ff73b0-c007-4279-adaf-12a374a738b6","LBTESTCD"
"LBORRES","text","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_160","3f6a5484-df50-479b-b13c-9b767e0c0458","LBORRES"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_161","a010cd1e-f74b-4e42-b172-1c20af9c1d97","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_162","4f41b99b-520a-4c8f-8913-e00e1707a5f4","LBFAST"
"LBTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_163","ed025f69-6877-49c3-8127-2e1edb95924e","LBTESTCD"
"LBORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_164","b53034c0-304e-4300-83ee-64824b49826e","LBORRES"
"LBORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_165","350698e0-0046-4023-ba30-1cd3332647d2","LBORRESU"
"LBSPEC","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_166","93482d3e-588b-485a-9f44-c3bcb737162d","LBSPEC"
"LBFAST","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_167","9baf7a52-030f-4560-87e9-1ef43a702907","LBFAST"
"VSTESTCD","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_1","98959b47-6ea1-44f1-b644-0cf166498204","VSTESTCD"
"VSORRES","float","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_2","728d20b7-7baa-4b28-8f91-167aeaeb649a","VSORRES"
"VSORRESU","","BiomedicalConceptProperty","True","True","BiomedicalConceptProperty_3","188a453f-b2e1-46db-b148-79a619eb5458","VSORRESU"
