"uuid:ID","isEnabled","id","datatype","name","label","instanceType","isRequired"
"78946ab9-27af-4b03-8b24-3637c7801d52","True","BiomedicalConceptProperty_154","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"fb822c07-d394-4c2d-a67a-94e85bcda89a","True","BiomedicalConceptProperty_155","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"d8304d2b-a1f2-4e49-91c2-75cf21706f82","True","BiomedicalConceptProperty_156","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"d894a354-4142-429c-ac20-5544a990ee02","True","BiomedicalConceptProperty_157","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"d1f83d56-37ea-464b-872a-87ef62454c5f","True","BiomedicalConceptProperty_158","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"e3b8a238-5ceb-4538-afa5-6be17ebca60b","True","BiomedicalConceptProperty_159","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"8c8b2b2d-d5e5-4acb-93f8-c8efaa65e001","True","BiomedicalConceptProperty_160","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"c65ca1ea-9277-4450-b802-024f6a7debd7","True","BiomedicalConceptProperty_161","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"380be37b-5a68-4dd4-a340-9b704913b704","True","BiomedicalConceptProperty_162","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"5fe5ce68-7f3b-410c-8431-e9f778f5f6a6","True","BiomedicalConceptProperty_163","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"a1718bb1-e2a5-46d7-9074-1598c4367542","True","BiomedicalConceptProperty_164","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"45d79953-c29a-4ae4-9bfe-881965041c48","True","BiomedicalConceptProperty_165","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"f468abee-4d8e-4be3-a46f-46180c381e56","True","BiomedicalConceptProperty_166","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"61358408-4dd6-48dc-89c6-3cbfecf3098f","True","BiomedicalConceptProperty_167","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"163ce4df-b991-438a-8c40-bf5d7a86aa69","True","BiomedicalConceptProperty_168","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"0d320071-2312-494d-9da9-b1f09fc97c88","True","BiomedicalConceptProperty_169","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"e4300294-8b1a-4f5a-9631-fe0d6f503046","True","BiomedicalConceptProperty_1","text","AETERM","AETERM","BiomedicalConceptProperty","True"
"36ae43eb-0a69-4493-b49b-a65d8efafbb6","True","BiomedicalConceptProperty_2","text","AEDECOD","AEDECOD","BiomedicalConceptProperty","True"
"18fd8f82-5b73-4579-99a5-9c13d60e53a7","True","BiomedicalConceptProperty_3","text","AEPRESP","AEPRESP","BiomedicalConceptProperty","True"
"d72c7a69-0b05-4b91-96c8-20b2ddb2b753","True","BiomedicalConceptProperty_4","text","AELOC","AELOC","BiomedicalConceptProperty","True"
"49ec354f-a031-4c37-a368-1bacf3ffa8de","True","BiomedicalConceptProperty_5","text","AESEV","AESEV","BiomedicalConceptProperty","True"
"337a874e-31a7-47b5-a9b0-b3f9bb2adbfd","True","BiomedicalConceptProperty_6","text","AESER","AESER","BiomedicalConceptProperty","True"
"1430b6e4-79de-41d6-864d-380c46d98d8a","True","BiomedicalConceptProperty_7","text","AEACN","AEACN","BiomedicalConceptProperty","True"
"7cf76b1b-8e1d-4f54-bace-2220afdd27f6","True","BiomedicalConceptProperty_8","text","AEACNOTH","AEACNOTH","BiomedicalConceptProperty","True"
"80b83268-b2e3-4a40-ac34-1bc09575e193","True","BiomedicalConceptProperty_9","text","AEREL","AEREL","BiomedicalConceptProperty","True"
"ddcb1054-dba7-497b-81b4-8e46d6996bd0","True","BiomedicalConceptProperty_10","text","AERELNST","AERELNST","BiomedicalConceptProperty","True"
"27342b4c-3d55-4d34-9c0a-3c329ce48142","True","BiomedicalConceptProperty_11","text","AEPATT","AEPATT","BiomedicalConceptProperty","True"
"6e32e11d-c942-4168-acdb-2cb06f1d3de4","True","BiomedicalConceptProperty_12","text","AEOUT","AEOUT","BiomedicalConceptProperty","True"
"3ba6117f-4402-4359-8e14-e71d055b34b6","True","BiomedicalConceptProperty_13","text","AESCAN","AESCAN","BiomedicalConceptProperty","True"
"3b4ffd5d-8efc-4a78-b1e6-62f6697a768c","True","BiomedicalConceptProperty_14","text","AESCONG","AESCONG","BiomedicalConceptProperty","True"
"a7ae4983-6d94-4287-bd11-9ac292380907","True","BiomedicalConceptProperty_15","text","AESDISAB","AESDISAB","BiomedicalConceptProperty","True"
"676e81ef-0226-4977-a1e1-5478997f34c5","True","BiomedicalConceptProperty_16","text","AESDTH","AESDTH","BiomedicalConceptProperty","True"
"911c3b74-aab7-4902-8786-3e4d18a10c42","True","BiomedicalConceptProperty_17","text","AESHOSP","AESHOSP","BiomedicalConceptProperty","True"
"ae0bdccb-14cd-4361-bc15-85f5025920fb","True","BiomedicalConceptProperty_18","text","AESLIFE","AESLIFE","BiomedicalConceptProperty","True"
"9490908e-b67c-4174-98f0-ae3696be515a","True","BiomedicalConceptProperty_19","text","AESOD","AESOD","BiomedicalConceptProperty","True"
"9c18e287-1f36-4436-91dd-8a571c6e5cb4","True","BiomedicalConceptProperty_20","text","AESMIE","AESMIE","BiomedicalConceptProperty","True"
"a8a694ef-015e-4283-8fb7-8be9dc293ec3","True","BiomedicalConceptProperty_21","text","AECONTRT","AECONTRT","BiomedicalConceptProperty","True"
"89af4cdf-a427-43b4-a45d-67a4065326ce","True","BiomedicalConceptProperty_22","datetime","AESTDTC","AESTDTC","BiomedicalConceptProperty","True"
"d881e548-d62f-4cdd-a281-2adfa9e31c88","True","BiomedicalConceptProperty_23","datetime","AEENDTC","AEENDTC","BiomedicalConceptProperty","True"
"c8b43bb3-b07a-452d-bc4d-55f94d3295d6","True","BiomedicalConceptProperty_24","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"1c4a4753-8f1a-4110-b91c-940a2a908ff9","True","BiomedicalConceptProperty_25","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"683caa7e-976a-4035-83ff-9e0c8c29b371","True","BiomedicalConceptProperty_26","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"42845843-46a2-4682-a1ec-c7ea37f7f9cb","True","BiomedicalConceptProperty_27","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"be8028bb-fc06-46d2-8cd2-6a1fd81cc523","True","BiomedicalConceptProperty_28","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"4a43f8f8-8a55-4084-905d-ed05dd87dae1","True","BiomedicalConceptProperty_29","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"ef2e6496-7e35-456a-b60d-cac4483b70d0","True","BiomedicalConceptProperty_30","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"104d086b-c82d-4b67-bcdc-bb8f0448356f","True","BiomedicalConceptProperty_31","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"68218393-0e3f-4786-88aa-29a6652c99a2","True","BiomedicalConceptProperty_32","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"0505edeb-cbdd-440b-82fd-c3e2cfceff7c","True","BiomedicalConceptProperty_33","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"5ed0b5b9-298e-4175-8bcf-7d113324d2a1","True","BiomedicalConceptProperty_34","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"53875915-e333-4e2d-b506-d2e128f51f7d","True","BiomedicalConceptProperty_35","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"3007c77a-b4df-469e-8585-5849b5df9b21","True","BiomedicalConceptProperty_36","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"d29dee2b-ed0b-477f-99b8-5d4da6d4c011","True","BiomedicalConceptProperty_37","float","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"5f23d292-6695-48dd-968d-80abd6120e8c","True","BiomedicalConceptProperty_38","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"a21d4251-b81f-4f0c-9afc-fd5a95e6f7e5","True","BiomedicalConceptProperty_39","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"791d7d78-4340-41be-8e09-e640c84f4b48","True","BiomedicalConceptProperty_40","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"ee9c7153-93ec-4205-a7e4-e6a42ab92685","True","BiomedicalConceptProperty_41","float","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"002a10c0-51c8-4601-9c9a-21eebc05a51d","True","BiomedicalConceptProperty_42","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"4787180d-1a9a-4ad4-b1df-30acb8b6d094","True","BiomedicalConceptProperty_43","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"f035eb0c-4600-446a-bc7f-63fd078260a6","True","BiomedicalConceptProperty_44","float","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"44ae3cc2-f041-4bd1-8bea-381458279e89","True","BiomedicalConceptProperty_45","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"6b8c3823-0b79-4e91-9245-e237a608bef4","True","BiomedicalConceptProperty_46","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"ef6f8e07-b735-4806-9fc4-1114aff34150","True","BiomedicalConceptProperty_47","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"94c5c6be-d5c3-493e-9659-8bcb7a944401","True","BiomedicalConceptProperty_48","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"2ab3cefa-aed9-48af-a5d1-4bf8aed87a35","True","BiomedicalConceptProperty_49","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"4dc041f6-6cff-4657-bd03-89c8f194f428","True","BiomedicalConceptProperty_50","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"667d9d9d-750a-4fc7-8766-e3816f9434f3","True","BiomedicalConceptProperty_51","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"185e3173-7e5c-4159-b564-c561b4cacb1d","True","BiomedicalConceptProperty_52","text","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"b4ce8662-e897-4a9d-8b72-553fc3b85e35","True","BiomedicalConceptProperty_53","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"ab289df3-4564-41fb-ab77-19d710d691de","True","BiomedicalConceptProperty_54","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"363535ad-a009-4e54-aab4-c3a8e655b4e7","True","BiomedicalConceptProperty_55","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"20b99c6b-0778-4f99-994e-4b486eb2730a","True","BiomedicalConceptProperty_56","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"bb23c3e3-4d20-4fc7-89ec-0f4f5ee23c1a","True","BiomedicalConceptProperty_57","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"281f2522-6b4e-409c-8a71-11c92b4069a7","True","BiomedicalConceptProperty_58","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"e4606900-b2df-4bbc-9e48-03e6c30cdf6a","True","BiomedicalConceptProperty_59","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"0114be0b-6eac-4799-9813-e083c6ca8d9b","True","BiomedicalConceptProperty_60","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"4f53ee48-fceb-4772-a27a-e31e62294426","True","BiomedicalConceptProperty_61","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"088c3c3f-8204-4b0c-92f4-77fae2a8ad54","True","BiomedicalConceptProperty_62","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"e819ced1-bd08-4a50-aac4-dcb7588031bc","True","BiomedicalConceptProperty_63","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"9dd4cb8c-ee59-4019-a804-c5b4faa19f81","True","BiomedicalConceptProperty_64","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"6049edf2-9f39-4294-9a3d-ae69e5435b6d","True","BiomedicalConceptProperty_65","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"cc07806a-c768-40b9-a58a-d2dba464b2ec","True","BiomedicalConceptProperty_66","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"b42792f9-7bd2-43d9-b1c5-72be6799c45b","True","BiomedicalConceptProperty_67","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"c8e3beea-ee16-4612-b1bc-4e27d7082618","True","BiomedicalConceptProperty_68","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"5f21282f-c282-4323-805d-fc37d1366e8f","True","BiomedicalConceptProperty_69","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"9fa521e5-6155-4e28-b0c2-5eda0158135a","True","BiomedicalConceptProperty_70","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"18355d2a-527d-4a70-b7ab-a5d4f1996a60","True","BiomedicalConceptProperty_71","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"f9b1b48b-5ce1-41ff-b7ed-d94672d5a923","True","BiomedicalConceptProperty_72","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"fa9b54d8-fac6-469c-a5e0-422004549800","True","BiomedicalConceptProperty_73","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"d70755e3-f6e8-45f7-82c9-aa59499e1236","True","BiomedicalConceptProperty_74","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"cc7ec9cb-368d-4605-9f91-01bbe725d2f3","True","BiomedicalConceptProperty_75","","LBTESTCD","LBTESTCD","BiomedicalConceptProperty","True"
"4c96c97f-47f1-4f28-a76f-bcf0cb0efe65","True","BiomedicalConceptProperty_76","float","LBORRES","LBORRES","BiomedicalConceptProperty","True"
"03b7e206-301f-4f3c-bbba-bf4cf08c52b4","True","BiomedicalConceptProperty_77","","LBORRESU","LBORRESU","BiomedicalConceptProperty","True"
"f87e3551-9deb-40d0-aa2a-d582548fcce8","True","BiomedicalConceptProperty_78","","LBSPEC","LBSPEC","BiomedicalConceptProperty","True"
"a54a2518-63cd-4cdc-a8b9-b9c950bd9a71","True","BiomedicalConceptProperty_79","","LBFAST","LBFAST","BiomedicalConceptProperty","True"
"7a7d8579-8080-4a7a-af33-4553b84f3d15","True","BiomedicalConceptProperty_80","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"1c6c5940-94f8-4028-bf44-a2ed9e455ce6","True","BiomedicalConceptProperty_81","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"4192b702-2ce1-48c5-8f45-0d4c455b27e6","True","BiomedicalConceptProperty_82","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"a423b4ef-add7-4add-a88e-0a7977258780","True","BiomedicalConceptProperty_83","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"92b4c655-3148-41e9-a83d-b018f2fe63a7","True","BiomedicalConceptProperty_84","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"5303e40a-2096-44de-81d1-153cc5d90d7b","True","BiomedicalConceptProperty_85","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"3b0b67ae-90e6-4f57-a954-5d833715695c","True","BiomedicalConceptProperty_86","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"1702ac96-80b4-4b6c-a147-1cba1ea296d3","True","BiomedicalConceptProperty_87","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"753fd4fb-3b58-443a-8903-dcccd23b4f49","True","BiomedicalConceptProperty_88","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"86dc15a7-0929-43dd-a1d2-e8ebc5ee55e9","True","BiomedicalConceptProperty_89","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"b7dbccd8-3ab6-42e8-802b-20b25d9d22ad","True","BiomedicalConceptProperty_90","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"ab367783-0ebb-4b13-9d96-8649458765ac","True","BiomedicalConceptProperty_91","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"6157ab54-8743-48db-8000-372baea4e23f","True","BiomedicalConceptProperty_92","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"523fba21-ede3-4066-80dc-9b6583d0b47e","True","BiomedicalConceptProperty_93","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"abb43aea-39a3-4a8a-861c-5f88fce2c030","True","BiomedicalConceptProperty_94","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"a1b92910-659b-48c2-b96a-e7d082d70e6a","True","BiomedicalConceptProperty_95","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"fd8ac01c-3c87-49e3-9779-6f3e357628ed","True","BiomedicalConceptProperty_96","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"72ffcb8b-363f-4bb4-91d0-e3dfd3a10bf0","True","BiomedicalConceptProperty_97","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"3de45f5b-8551-43e2-8817-e20e5ffe5dc9","True","BiomedicalConceptProperty_98","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"2edbf57a-94ee-45d2-a97e-b846839bd704","True","BiomedicalConceptProperty_99","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"d3d34968-3b17-4c16-b5c1-9301ec0e1b35","True","BiomedicalConceptProperty_100","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"91268a16-362b-40d2-a4e9-081d16cd20e9","True","BiomedicalConceptProperty_101","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"50258855-e7f6-4bfc-b946-a91c45b5564e","True","BiomedicalConceptProperty_102","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"56370190-7402-4cb3-b42e-a219da7f079e","True","BiomedicalConceptProperty_103","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"916aa3be-aff8-472b-82bd-5c05f16ac6f3","True","BiomedicalConceptProperty_104","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"c89ede72-b705-4e2f-8425-e1b7044b1da9","True","BiomedicalConceptProperty_105","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"1ccc6bb4-9b02-49d6-bdff-58fdca9a4cad","True","BiomedicalConceptProperty_106","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"6e5a3b19-cd23-40f4-a8f1-5cb714dc63af","True","BiomedicalConceptProperty_107","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"4079c2d3-ebe3-4ec5-9fdc-643cfbdfa6ab","True","BiomedicalConceptProperty_108","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"ccd9b052-484b-41d1-a104-30908f822dac","True","BiomedicalConceptProperty_109","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
"886ef48e-631e-4023-9b0a-55e2d17b0150","True","BiomedicalConceptProperty_110","","VSTESTCD","VSTESTCD","BiomedicalConceptProperty","True"
"f8a23863-24db-4b8e-a07c-bb1c51b70917","True","BiomedicalConceptProperty_111","integer","VSORRES","VSORRES","BiomedicalConceptProperty","True"
"e20ad03b-7800-4ad5-8fce-71730eccccc2","True","BiomedicalConceptProperty_112","","VSORRESU","VSORRESU","BiomedicalConceptProperty","True"
"b36cc364-e082-47ba-8c9a-89be37b06180","True","BiomedicalConceptProperty_113","","VSPOS","VSPOS","BiomedicalConceptProperty","True"
"705bcbca-7365-4b95-a1da-761ec5c25f2a","True","BiomedicalConceptProperty_114","","VSLOC","VSLOC","BiomedicalConceptProperty","True"
"156ca9d4-e77e-4e2a-b83f-c26100bc662e","True","BiomedicalConceptProperty_115","","VSLAT","VSLAT","BiomedicalConceptProperty","True"
