"id","name","isRequired","datatype","label","uuid:ID","isEnabled","instanceType"
"BiomedicalConceptProperty_34","VSLOC","True","","VSLOC","9484cb0b-9105-41c0-9591-6dc0ff1ed69e","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_35","VSLAT","True","","VSLAT","1357723a-4ce5-4270-b4f5-2acadaaf5aca","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_36","VSTESTCD","True","","VSTESTCD","2f8275d5-4472-473c-9232-24a078138198","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_37","VSORRES","True","float","VSORRES","3ccd43a3-dbde-4f93-8ed3-ab47a836cd58","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_38","VSORRESU","True","","VSORRESU","dba5ac77-4d83-4bf4-a263-7445dea52d20","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_39","VSLOC","True","","VSLOC","7e2fcf15-ee3c-45fb-b3dd-2a1401e97fcb","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_40","VSTESTCD","True","","VSTESTCD","56b72bd2-cdc8-458a-bfa6-83f2d7af305a","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_41","VSORRES","True","float","VSORRES","2aa048e4-9e49-4666-a5d2-76beba524b0b","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_42","VSORRESU","True","","VSORRESU","f91fb357-5281-4c83-add1-318043d56f39","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_43","VSTESTCD","True","","VSTESTCD","05d00e3e-d982-4ed0-b7df-721e0c44fbff","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_44","VSORRES","True","float","VSORRES","c788aa55-c379-4564-baf6-2d0a2e3f0377","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_45","VSORRESU","True","","VSORRESU","ee5c4b3a-2919-4e7f-a99e-d1bebaf25312","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_46","LBTESTCD","True","","LBTESTCD","dafcfd87-2fc8-4757-9e37-bef1e6e68989","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_47","LBORRES","True","float","LBORRES","d23e1b27-3292-40ed-bed4-bdf18144d966","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_48","LBORRESU","True","","LBORRESU","45e58c08-5cce-4dc2-9076-0322b259041d","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_49","LBSPEC","True","","LBSPEC","8a35f67b-cab5-4c5b-a833-b221d760ef64","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_50","LBFAST","True","","LBFAST","b160050c-d584-421b-8c68-d216b7ec5a14","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_51","LBTESTCD","True","","LBTESTCD","2a61a9ae-1b54-41f9-bc3d-572a29d9027e","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_52","LBORRES","True","text","LBORRES","e675984a-cb83-4418-8f9a-89911340ff44","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_53","LBSPEC","True","","LBSPEC","23ed61a9-d49e-4e4a-9405-e178e2ab9fd2","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_54","LBFAST","True","","LBFAST","2e5e3b0d-1503-4f78-a14a-41000c559599","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_55","LBTESTCD","True","","LBTESTCD","9eb70e39-977b-4e2a-8ed5-837186abba16","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_56","LBORRES","True","float","LBORRES","68368146-1816-42f4-847a-eace1e6d6d83","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_57","LBORRESU","True","","LBORRESU","0115b485-9272-4797-a338-4369c31295a2","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_58","LBSPEC","True","","LBSPEC","768cec59-3207-43e2-913a-fa7c5227eaf9","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_59","LBFAST","True","","LBFAST","cfedc9e2-c1c2-4972-a7a2-58392136e2e7","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_60","LBTESTCD","True","","LBTESTCD","6cb0ff2f-6ee1-4296-871f-0c33afc2ce2e","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_61","LBORRES","True","float","LBORRES","3ef50273-d813-4a91-8f74-2d97e09ea7ef","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_62","LBORRESU","True","","LBORRESU","0beb0fbc-142d-48b7-a2dd-1558a7d6e4ef","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_63","LBSPEC","True","","LBSPEC","24a9576e-1c1e-424c-9a2f-67b2b796dec9","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_64","LBFAST","True","","LBFAST","b37a63e6-bd07-46c2-a4d5-5cec87ef8b10","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_65","LBTESTCD","True","","LBTESTCD","4be43619-36d0-49d8-93fa-2a710ac414f6","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_66","LBORRES","True","float","LBORRES","b6c0ae14-909f-43cf-8c3e-fb19218fa8fb","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_67","LBORRESU","True","","LBORRESU","ab365f8c-cdbe-4c49-85cd-4ed1bb44aaaf","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_68","LBSPEC","True","","LBSPEC","23d55f74-6919-40f0-aaf4-65d5f4f4b947","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_69","LBFAST","True","","LBFAST","5968062f-f18a-4bc6-9b04-8a75bd54eb1d","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_70","LBTESTCD","True","","LBTESTCD","a960deb4-eac5-4730-84c1-841e19fa09c4","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_71","LBORRES","True","float","LBORRES","4084772a-5960-4e57-9c10-3e97e8ca69e8","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_72","LBORRESU","True","","LBORRESU","66d4e1eb-2b3f-49a6-90c4-4541638dd069","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_73","LBSPEC","True","","LBSPEC","6283afc7-0779-431d-8c5b-a117369c50cf","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_74","LBFAST","True","","LBFAST","0e4e91df-ed78-4507-bc5d-4761c0e87ab7","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_75","LBTESTCD","True","","LBTESTCD","569ac60d-b17b-46ad-b28b-7d4e202671b9","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_76","LBORRES","True","float","LBORRES","b7bc8513-4ecb-4d47-b175-2d1744e5f3df","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_77","LBORRESU","True","","LBORRESU","a8ba5b34-e5b2-443a-9c2f-878a5e57d21d","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_78","LBSPEC","True","","LBSPEC","c7e468c0-fc54-4550-9b65-b1d841f94799","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_79","LBFAST","True","","LBFAST","df6e64a2-e787-4391-a15b-09ef59d7b174","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_80","VSTESTCD","True","","VSTESTCD","970465e8-7e79-47d5-8981-f6f934c5b5de","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_81","VSORRES","True","integer","VSORRES","785c8201-d667-4ce8-9be9-5bdba96f7ef3","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_82","VSORRESU","True","","VSORRESU","143ad710-ef4e-4ea7-9935-8a0052098ed6","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_83","VSPOS","True","","VSPOS","0f16d777-2147-413e-be3f-478e550a28a8","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_84","VSLOC","True","","VSLOC","1f52e9a5-c46c-4b79-8ebb-e6dcad76c7f0","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_85","VSLAT","True","","VSLAT","af406452-187a-4de0-abd5-52c839778a47","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_86","VSTESTCD","True","","VSTESTCD","a2e8bc40-bdb2-4cd7-b786-1adccaaa4792","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_87","VSORRES","True","integer","VSORRES","c82f67d3-fe11-4702-a0b9-9968a71fa6e8","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_88","VSORRESU","True","","VSORRESU","bc452dff-295a-45bc-aea0-9e7397ebc902","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_89","VSPOS","True","","VSPOS","b304825c-0014-4cc9-bef0-45b0ae36f188","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_90","VSLOC","True","","VSLOC","7253f302-ea56-4c08-9b9a-3ee5918b6e08","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_91","VSLAT","True","","VSLAT","789779a4-c278-464d-9072-ecfc54849049","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_92","VSTESTCD","True","","VSTESTCD","359ef5ca-fbb9-4b21-b302-218089f0b828","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_93","VSORRES","True","integer","VSORRES","ae0cf534-e1ae-48bb-bbdb-d2734e0c0e2a","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_94","VSORRESU","True","","VSORRESU","70a5003a-9cad-4c2d-9144-cc1daf10d343","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_95","VSPOS","True","","VSPOS","2b2d2a9d-857e-4eb6-8222-74e12bb552be","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_96","VSLOC","True","","VSLOC","8fe586c2-6ca8-4846-9c55-61c5ac1d1718","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_97","VSLAT","True","","VSLAT","340d18ba-a45d-4788-b091-fc62c49fd33d","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_98","VSTESTCD","True","","VSTESTCD","bcf10683-2327-4cd1-8a3f-70805878cae2","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_99","VSORRES","True","integer","VSORRES","0c4fda05-a1db-4fbb-9754-2b4ab37ca75e","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_100","VSORRESU","True","","VSORRESU","82022a29-f7e8-4586-85a7-7701f3ee2b01","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_101","VSPOS","True","","VSPOS","b899179d-aefd-491c-bd67-88ae176c4018","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_102","VSLOC","True","","VSLOC","9cdf8066-2fe5-471e-afe1-7028431d4ca3","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_103","VSLAT","True","","VSLAT","1453302e-6c3d-4c04-b625-ce4f257fbdd9","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_104","VSTESTCD","True","","VSTESTCD","7626801b-4d9c-4d21-b594-358cc0894b00","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_105","VSORRES","True","integer","VSORRES","a4ed7217-11f3-4e61-98ba-f3cb7fa64f24","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_106","VSORRESU","True","","VSORRESU","dbb4ad6c-abd5-49d0-8dbf-0089da3bad60","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_107","VSPOS","True","","VSPOS","bd4d834a-b8d0-432a-b1c6-037ae7ea3d15","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_108","VSLOC","True","","VSLOC","61b4d4bb-cac7-4d35-9686-ec52e7cba2ed","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_109","VSLAT","True","","VSLAT","19801535-5b5f-4d09-804c-bf15252cc59a","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_110","VSTESTCD","True","","VSTESTCD","0a1e2abd-d156-46df-8426-c680d3913bf1","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_111","VSORRES","True","integer","VSORRES","0d4e8e1a-64a9-4cef-8b93-27ed4e406df2","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_112","VSORRESU","True","","VSORRESU","31c1fe9b-ae58-4449-aa0b-af5bd2e6e770","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_113","VSPOS","True","","VSPOS","e45a2cef-b414-42bc-a092-c9f9b5c8f215","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_114","VSLOC","True","","VSLOC","aee75e80-27bb-425f-8a27-c18d5897dc09","True","BiomedicalConceptProperty"
"BiomedicalConceptProperty_115","VSLAT","True","","VSLAT","91aa43a5-a16c-4001-8b81-e33f34c56d70","True","BiomedicalConceptProperty"
