"label","instanceType","isRequired","uuid:ID","name","isEnabled","id","datatype"
"LBORRES","BiomedicalConceptProperty","True","ed6ce3ee-80c5-48be-a564-8bb56d5753b1","LBORRES","True","BiomedicalConceptProperty_143","float"
"LBORRESU","BiomedicalConceptProperty","True","ed43a991-3ee2-4061-8e02-84aba3fe2ff6","LBORRESU","True","BiomedicalConceptProperty_144",""
"LBSPEC","BiomedicalConceptProperty","True","0dc79bb8-9baf-4943-833e-548980557589","LBSPEC","True","BiomedicalConceptProperty_145",""
"LBFAST","BiomedicalConceptProperty","True","f176fd80-59d0-4c69-8d6b-4fe712bccf40","LBFAST","True","BiomedicalConceptProperty_146",""
"LBTESTCD","BiomedicalConceptProperty","True","e113aa2a-c4e6-4335-a0f4-ee0c294ecad4","LBTESTCD","True","BiomedicalConceptProperty_147",""
"LBORRES","BiomedicalConceptProperty","True","cf230b97-7b49-4598-8122-15357a84dc80","LBORRES","True","BiomedicalConceptProperty_148","float"
"LBORRESU","BiomedicalConceptProperty","True","9d763b38-ad31-4a02-a46e-0a5d20672f76","LBORRESU","True","BiomedicalConceptProperty_149",""
"LBSPEC","BiomedicalConceptProperty","True","a9497af3-a428-4fa3-ba71-8ced1122faa3","LBSPEC","True","BiomedicalConceptProperty_150",""
"LBFAST","BiomedicalConceptProperty","True","0d731513-3b2b-4b1c-ac54-2a39887114e8","LBFAST","True","BiomedicalConceptProperty_151",""
"LBTESTCD","BiomedicalConceptProperty","True","b1ca6888-c1ee-4d7d-940c-74c18f292d66","LBTESTCD","True","BiomedicalConceptProperty_152",""
"LBORRES","BiomedicalConceptProperty","True","0127f49d-26e8-43ea-83bd-ff617e70a66c","LBORRES","True","BiomedicalConceptProperty_153","float"
"LBORRESU","BiomedicalConceptProperty","True","cdc16562-3b6c-4c9d-81e8-1a81a6c1e572","LBORRESU","True","BiomedicalConceptProperty_154",""
"LBSPEC","BiomedicalConceptProperty","True","f71dcb2c-88b0-49c3-abfa-c6ea746de0d9","LBSPEC","True","BiomedicalConceptProperty_155",""
"LBFAST","BiomedicalConceptProperty","True","91e105b6-783c-47bf-8f52-eb9232e0ef1b","LBFAST","True","BiomedicalConceptProperty_156",""
"LBTESTCD","BiomedicalConceptProperty","True","e810dff0-e031-42f1-bfe4-32eac9e72d42","LBTESTCD","True","BiomedicalConceptProperty_157",""
"LBORRES","BiomedicalConceptProperty","True","c12e44f0-aca6-496f-9dcb-153567a0e454","LBORRES","True","BiomedicalConceptProperty_158","float"
"LBORRESU","BiomedicalConceptProperty","True","1310d841-bbef-4b51-bafe-f3b1fcf94d65","LBORRESU","True","BiomedicalConceptProperty_159",""
"LBSPEC","BiomedicalConceptProperty","True","497e6012-7acd-4b10-8a60-2cc472a32ee7","LBSPEC","True","BiomedicalConceptProperty_160",""
"LBFAST","BiomedicalConceptProperty","True","597db93c-ddd2-4559-8e10-a92b63b71106","LBFAST","True","BiomedicalConceptProperty_161",""
"LBTESTCD","BiomedicalConceptProperty","True","ac385c68-8fba-4e26-a8e0-fd44656f09c3","LBTESTCD","True","BiomedicalConceptProperty_162",""
"LBORRES","BiomedicalConceptProperty","True","9fbfd4a3-b29f-4a4a-a1ac-b1a73e6fa73f","LBORRES","True","BiomedicalConceptProperty_163","float"
"LBORRESU","BiomedicalConceptProperty","True","629dbad1-6427-4bc4-b2f5-ea8956dd1df2","LBORRESU","True","BiomedicalConceptProperty_164",""
"LBSPEC","BiomedicalConceptProperty","True","6b0fec5e-e079-497a-b38c-cd8c816603a9","LBSPEC","True","BiomedicalConceptProperty_165",""
"LBFAST","BiomedicalConceptProperty","True","f2905e62-4368-4ad4-aa15-2cf565669411","LBFAST","True","BiomedicalConceptProperty_166",""
"AETERM","BiomedicalConceptProperty","True","155cd94d-a0e6-4419-9445-87f4d60849b8","AETERM","True","BiomedicalConceptProperty_1","text"
"AEDECOD","BiomedicalConceptProperty","True","049fb46e-f65f-4f24-90be-b1888cde1003","AEDECOD","True","BiomedicalConceptProperty_2","text"
"AEPRESP","BiomedicalConceptProperty","True","507a0f59-8782-43b8-8d53-cf129ae4d359","AEPRESP","True","BiomedicalConceptProperty_3","text"
"AELOC","BiomedicalConceptProperty","True","d40644dc-9edb-4c03-9e83-ebbd7d72fece","AELOC","True","BiomedicalConceptProperty_4","text"
"AESEV","BiomedicalConceptProperty","True","ecbe1fd7-9acb-4e55-9c90-ef7afc917edb","AESEV","True","BiomedicalConceptProperty_5","text"
"AESER","BiomedicalConceptProperty","True","54132b7f-9875-4c0f-84bf-adaf4e0d7d59","AESER","True","BiomedicalConceptProperty_6","text"
"AEACN","BiomedicalConceptProperty","True","378bf30a-6b0c-45d5-b9d3-6800631efca4","AEACN","True","BiomedicalConceptProperty_7","text"
"AEACNOTH","BiomedicalConceptProperty","True","5c9c5fb1-796a-4f23-a423-92459a4ebd4a","AEACNOTH","True","BiomedicalConceptProperty_8","text"
"AEREL","BiomedicalConceptProperty","True","3a52ddeb-c269-439e-9d32-5948e960736a","AEREL","True","BiomedicalConceptProperty_9","text"
"AERELNST","BiomedicalConceptProperty","True","b67ffd17-e8bb-4c84-8035-fcefc5aaf5b2","AERELNST","True","BiomedicalConceptProperty_10","text"
"AEPATT","BiomedicalConceptProperty","True","54f3e794-ca05-4fbd-bd12-8e40492c5e19","AEPATT","True","BiomedicalConceptProperty_11","text"
"AEOUT","BiomedicalConceptProperty","True","bcb252ac-0e7c-4a54-8bbe-c183844d4b5a","AEOUT","True","BiomedicalConceptProperty_12","text"
"AESCAN","BiomedicalConceptProperty","True","250366c7-9392-40d8-9c4a-9234aa3ed68c","AESCAN","True","BiomedicalConceptProperty_13","text"
"AESCONG","BiomedicalConceptProperty","True","069e39f0-7a96-4046-a2ef-6ede49e42528","AESCONG","True","BiomedicalConceptProperty_14","text"
"AESDISAB","BiomedicalConceptProperty","True","db4f0741-086b-47d3-b2e6-b8f14776aa56","AESDISAB","True","BiomedicalConceptProperty_15","text"
"AESDTH","BiomedicalConceptProperty","True","fa4db560-5852-4300-bf5d-f108d7bac440","AESDTH","True","BiomedicalConceptProperty_16","text"
"AESHOSP","BiomedicalConceptProperty","True","758db363-09f4-455b-b072-f87465988f8f","AESHOSP","True","BiomedicalConceptProperty_17","text"
"AESLIFE","BiomedicalConceptProperty","True","04310b34-6a03-4456-9cf9-a83e234aad76","AESLIFE","True","BiomedicalConceptProperty_18","text"
"AESOD","BiomedicalConceptProperty","True","333b3a58-bf04-4790-bb5e-4c05c6c098a3","AESOD","True","BiomedicalConceptProperty_19","text"
"AESMIE","BiomedicalConceptProperty","True","17de62e9-e4b3-4b70-86e1-29c980f88cf7","AESMIE","True","BiomedicalConceptProperty_20","text"
"AECONTRT","BiomedicalConceptProperty","True","df793791-f37c-4e46-be0b-55b236f0642d","AECONTRT","True","BiomedicalConceptProperty_21","text"
"AESTDTC","BiomedicalConceptProperty","True","d3352be7-a874-4ad5-88da-58f790d54e74","AESTDTC","True","BiomedicalConceptProperty_22","datetime"
"AEENDTC","BiomedicalConceptProperty","True","c2e80a27-f812-437a-9de9-25dc4bb197ef","AEENDTC","True","BiomedicalConceptProperty_23","datetime"
"VSTESTCD","BiomedicalConceptProperty","True","c546a7dd-d5ea-4a8b-a6de-acbe6ed49631","VSTESTCD","True","BiomedicalConceptProperty_24",""
"VSORRES","BiomedicalConceptProperty","True","83ff9247-6692-4935-82a9-c6f493ae3795","VSORRES","True","BiomedicalConceptProperty_25","integer"
"VSORRESU","BiomedicalConceptProperty","True","a94ae407-d524-451b-a6b4-f974886ebb8e","VSORRESU","True","BiomedicalConceptProperty_26",""
"VSPOS","BiomedicalConceptProperty","True","18aa4ee8-1f7d-4cb8-9b33-7dda52e1739f","VSPOS","True","BiomedicalConceptProperty_27",""
"VSLOC","BiomedicalConceptProperty","True","711dfca7-62ea-4786-805a-f349a2cf10c3","VSLOC","True","BiomedicalConceptProperty_28",""
"VSLAT","BiomedicalConceptProperty","True","beb2e7a7-cee9-4a5f-881b-6e17d09373c4","VSLAT","True","BiomedicalConceptProperty_29",""
"VSTESTCD","BiomedicalConceptProperty","True","d60b616e-e6ca-48a2-be2f-bd339b214e5a","VSTESTCD","True","BiomedicalConceptProperty_30",""
"VSORRES","BiomedicalConceptProperty","True","7ae1f9f0-342b-41da-8511-c2c51b322d9d","VSORRES","True","BiomedicalConceptProperty_31","integer"
"VSORRESU","BiomedicalConceptProperty","True","1a9591b2-d135-48c7-ad49-fcf5104b6751","VSORRESU","True","BiomedicalConceptProperty_32",""
"VSPOS","BiomedicalConceptProperty","True","c77859f9-a7f0-405a-8cc2-eb3106808457","VSPOS","True","BiomedicalConceptProperty_33",""
"VSLOC","BiomedicalConceptProperty","True","9201aab3-01ea-4b3b-b6c8-879c30f46ee6","VSLOC","True","BiomedicalConceptProperty_34",""
"VSLAT","BiomedicalConceptProperty","True","bc417eef-ec8f-4387-af48-264741f9158e","VSLAT","True","BiomedicalConceptProperty_35",""
"VSTESTCD","BiomedicalConceptProperty","True","f1715295-cdd5-4f93-96cf-63857aa3adaf","VSTESTCD","True","BiomedicalConceptProperty_36",""
"VSORRES","BiomedicalConceptProperty","True","b6cd3d59-b2ba-4784-94d0-8ebf7c0e7f4b","VSORRES","True","BiomedicalConceptProperty_37","float"
"VSORRESU","BiomedicalConceptProperty","True","b7b58cae-1396-4a07-bc39-4faa587279f4","VSORRESU","True","BiomedicalConceptProperty_38",""
"VSLOC","BiomedicalConceptProperty","True","bcd96188-3ebe-481e-b8fc-f61ef459ab94","VSLOC","True","BiomedicalConceptProperty_39",""
"VSTESTCD","BiomedicalConceptProperty","True","91bb18fc-63cc-4e2d-ad95-6e2af89e77bd","VSTESTCD","True","BiomedicalConceptProperty_40",""
"VSORRES","BiomedicalConceptProperty","True","0be30b27-cdab-45f2-98a2-986d2fb889b4","VSORRES","True","BiomedicalConceptProperty_41","float"
"VSORRESU","BiomedicalConceptProperty","True","7e99bd3f-b215-412c-b33e-1864f525a99e","VSORRESU","True","BiomedicalConceptProperty_42",""
"VSTESTCD","BiomedicalConceptProperty","True","eb5336fc-84c4-4f28-a6b3-9a5af20476c4","VSTESTCD","True","BiomedicalConceptProperty_43",""
"VSORRES","BiomedicalConceptProperty","True","8d63d5b2-1dad-48b2-9442-9ab6de780ecb","VSORRES","True","BiomedicalConceptProperty_44","float"
"VSORRESU","BiomedicalConceptProperty","True","1ffc14c7-c563-43a2-b150-1f40d3f6e7e7","VSORRESU","True","BiomedicalConceptProperty_45",""
"LBTESTCD","BiomedicalConceptProperty","True","d2af09ad-1c85-446c-b772-d32ed9a69df5","LBTESTCD","True","BiomedicalConceptProperty_46",""
"LBORRES","BiomedicalConceptProperty","True","72cd8aa1-7323-4d91-b741-c0a835e1db7f","LBORRES","True","BiomedicalConceptProperty_47","float"
"LBORRESU","BiomedicalConceptProperty","True","9227c30b-4f94-433b-838f-66b325cd6303","LBORRESU","True","BiomedicalConceptProperty_48",""
"LBSPEC","BiomedicalConceptProperty","True","80f61d7a-e18f-426c-ba89-95d307c9ba7f","LBSPEC","True","BiomedicalConceptProperty_49",""
"LBFAST","BiomedicalConceptProperty","True","9c04f239-a587-4346-a472-2258fd75476a","LBFAST","True","BiomedicalConceptProperty_50",""
"LBTESTCD","BiomedicalConceptProperty","True","a01b38f1-d981-4539-96db-94525134a087","LBTESTCD","True","BiomedicalConceptProperty_51",""
"LBORRES","BiomedicalConceptProperty","True","0645aefa-b8d7-43c7-8a3a-e7f910d8d820","LBORRES","True","BiomedicalConceptProperty_52","text"
"LBSPEC","BiomedicalConceptProperty","True","e2304657-c6d0-4981-94c1-76f718759176","LBSPEC","True","BiomedicalConceptProperty_53",""
"LBFAST","BiomedicalConceptProperty","True","0eea0345-7faf-4a3a-95d3-1fe93c2283f3","LBFAST","True","BiomedicalConceptProperty_54",""
"LBTESTCD","BiomedicalConceptProperty","True","15444af2-9504-4f97-a4db-480dee804049","LBTESTCD","True","BiomedicalConceptProperty_55",""
"LBORRES","BiomedicalConceptProperty","True","bac47d24-cdd7-4de0-9461-5cf53ceba2a9","LBORRES","True","BiomedicalConceptProperty_56","float"
"LBORRESU","BiomedicalConceptProperty","True","3e3d07a2-4543-41e9-a1d2-7054c68abb86","LBORRESU","True","BiomedicalConceptProperty_57",""
"LBSPEC","BiomedicalConceptProperty","True","e912a392-77f7-4592-9c27-b5f916e3dc99","LBSPEC","True","BiomedicalConceptProperty_58",""
"LBFAST","BiomedicalConceptProperty","True","9db96bd3-da7c-4852-8af5-b20e0292f9e1","LBFAST","True","BiomedicalConceptProperty_59",""
"LBTESTCD","BiomedicalConceptProperty","True","1e2e7aa6-0059-46ee-aa90-757b6c81fb6f","LBTESTCD","True","BiomedicalConceptProperty_60",""
"LBORRES","BiomedicalConceptProperty","True","6e151acc-97fe-4866-992a-230b5a97c281","LBORRES","True","BiomedicalConceptProperty_61","float"
"LBORRESU","BiomedicalConceptProperty","True","686a6e24-1487-4d21-8f5c-8987ce690fbb","LBORRESU","True","BiomedicalConceptProperty_62",""
"LBSPEC","BiomedicalConceptProperty","True","55e297b8-6423-4441-b587-9dd2086f4cbd","LBSPEC","True","BiomedicalConceptProperty_63",""
"LBFAST","BiomedicalConceptProperty","True","4a8765b0-90f8-4b11-a83b-2342c6743d37","LBFAST","True","BiomedicalConceptProperty_64",""
"LBTESTCD","BiomedicalConceptProperty","True","32c306da-b77d-436f-86e3-66b609ed72d7","LBTESTCD","True","BiomedicalConceptProperty_65",""
"LBORRES","BiomedicalConceptProperty","True","9b84d7b1-0c94-42d7-b148-789fdc491868","LBORRES","True","BiomedicalConceptProperty_66","float"
"LBORRESU","BiomedicalConceptProperty","True","998ce0aa-ac2c-4d9c-91a5-7bed07d7fe2b","LBORRESU","True","BiomedicalConceptProperty_67",""
"LBSPEC","BiomedicalConceptProperty","True","ba2f8d6c-ab07-4481-80d0-1187fbed0df3","LBSPEC","True","BiomedicalConceptProperty_68",""
"LBFAST","BiomedicalConceptProperty","True","4ec3f73c-da85-42a3-b928-d66cdd1f43bf","LBFAST","True","BiomedicalConceptProperty_69",""
"LBTESTCD","BiomedicalConceptProperty","True","0878a87d-5102-4d41-95e4-2435c4da75cb","LBTESTCD","True","BiomedicalConceptProperty_70",""
"LBORRES","BiomedicalConceptProperty","True","7da730db-0163-4bff-ad78-efe20832b9e5","LBORRES","True","BiomedicalConceptProperty_71","float"
"LBORRESU","BiomedicalConceptProperty","True","ce177e49-f1bf-409e-bec2-172958fcedaa","LBORRESU","True","BiomedicalConceptProperty_72",""
"LBSPEC","BiomedicalConceptProperty","True","b7bd22f7-a1aa-4389-aad7-be40ee6c9987","LBSPEC","True","BiomedicalConceptProperty_73",""
"LBFAST","BiomedicalConceptProperty","True","1f4cc664-f157-461c-8293-6e5c1b2afc40","LBFAST","True","BiomedicalConceptProperty_74",""
"LBTESTCD","BiomedicalConceptProperty","True","25dabf8e-7983-478b-bb90-f6142191b893","LBTESTCD","True","BiomedicalConceptProperty_75",""
"LBORRES","BiomedicalConceptProperty","True","3c8c3355-dd32-4660-9d12-5f6dd0fccd1b","LBORRES","True","BiomedicalConceptProperty_76","float"
"LBORRESU","BiomedicalConceptProperty","True","88210d6a-e75d-4e61-a563-a07b655046fb","LBORRESU","True","BiomedicalConceptProperty_77",""
"LBSPEC","BiomedicalConceptProperty","True","f985c41d-841b-437a-9f42-5266953d1fc4","LBSPEC","True","BiomedicalConceptProperty_78",""
"LBFAST","BiomedicalConceptProperty","True","c94e92eb-68c6-455d-a72b-d8e6d571c25c","LBFAST","True","BiomedicalConceptProperty_79",""
"VSTESTCD","BiomedicalConceptProperty","True","f0c37cf9-0d76-4cd8-b41e-d1990c81ac3d","VSTESTCD","True","BiomedicalConceptProperty_80",""
"VSORRES","BiomedicalConceptProperty","True","b4da2af2-37d4-4266-829e-e60408b20d6f","VSORRES","True","BiomedicalConceptProperty_81","integer"
"VSORRESU","BiomedicalConceptProperty","True","7f8b3416-3f57-4fcb-8716-85e9582bd708","VSORRESU","True","BiomedicalConceptProperty_82",""
"VSPOS","BiomedicalConceptProperty","True","c409fedf-6407-4a4d-8470-d8970f573d4b","VSPOS","True","BiomedicalConceptProperty_83",""
"VSLOC","BiomedicalConceptProperty","True","75b6b495-427d-4161-b574-9bd73ddf1bef","VSLOC","True","BiomedicalConceptProperty_84",""
"VSLAT","BiomedicalConceptProperty","True","1b83df34-661e-465c-98c6-8105457183dd","VSLAT","True","BiomedicalConceptProperty_85",""
"VSTESTCD","BiomedicalConceptProperty","True","cd694b0c-6b7d-46ca-8be2-8ad2529ad8b0","VSTESTCD","True","BiomedicalConceptProperty_86",""
"VSORRES","BiomedicalConceptProperty","True","c724c753-bbc7-4efc-a225-128f28ce1ed8","VSORRES","True","BiomedicalConceptProperty_87","integer"
"VSORRESU","BiomedicalConceptProperty","True","5e8d29a8-0b53-47c7-a484-684d3b8c4744","VSORRESU","True","BiomedicalConceptProperty_88",""
"VSPOS","BiomedicalConceptProperty","True","1d25fe4d-3ec6-42c5-ad86-d3ee4c75eb1b","VSPOS","True","BiomedicalConceptProperty_89",""
"VSLOC","BiomedicalConceptProperty","True","c12d3d1c-9093-445f-b4cb-b28cbec2e565","VSLOC","True","BiomedicalConceptProperty_90",""
"VSLAT","BiomedicalConceptProperty","True","c3c87b01-9ad4-470d-928e-cf4656788435","VSLAT","True","BiomedicalConceptProperty_91",""
"VSTESTCD","BiomedicalConceptProperty","True","ebf943df-de5f-426c-ba52-2d5b0e09ee92","VSTESTCD","True","BiomedicalConceptProperty_92",""
"VSORRES","BiomedicalConceptProperty","True","31b9ae0d-1b78-4ac9-9109-84e2ceaa254a","VSORRES","True","BiomedicalConceptProperty_93","integer"
"VSORRESU","BiomedicalConceptProperty","True","48e3bbc1-2022-485f-8483-ba62c12083ea","VSORRESU","True","BiomedicalConceptProperty_94",""
"VSPOS","BiomedicalConceptProperty","True","b5a6a9d3-dbb3-42cb-bb6f-889da513d27d","VSPOS","True","BiomedicalConceptProperty_95",""
"VSLOC","BiomedicalConceptProperty","True","43bd0f71-a5e4-4ffe-aaf1-96885d1c62a8","VSLOC","True","BiomedicalConceptProperty_96",""
"VSLAT","BiomedicalConceptProperty","True","c4a34dae-bf05-48fe-81ea-802ea2f0b91b","VSLAT","True","BiomedicalConceptProperty_97",""
"VSTESTCD","BiomedicalConceptProperty","True","2ece5b39-0f37-4197-928f-6679856fd951","VSTESTCD","True","BiomedicalConceptProperty_98",""
"VSORRES","BiomedicalConceptProperty","True","c4f2fd45-100c-4e6e-a418-ff4d68a85a2b","VSORRES","True","BiomedicalConceptProperty_99","integer"
"VSORRESU","BiomedicalConceptProperty","True","1a08960e-021a-47d7-ad04-644829593de2","VSORRESU","True","BiomedicalConceptProperty_100",""
"VSPOS","BiomedicalConceptProperty","True","90df0d75-7c99-4d45-a78b-525d1cec5ee6","VSPOS","True","BiomedicalConceptProperty_101",""
"VSLOC","BiomedicalConceptProperty","True","21633d17-5147-4982-b5cd-aa6006b35195","VSLOC","True","BiomedicalConceptProperty_102",""
"VSLAT","BiomedicalConceptProperty","True","9334d370-749d-46ba-b4a7-5cdc07890b39","VSLAT","True","BiomedicalConceptProperty_103",""
"VSTESTCD","BiomedicalConceptProperty","True","817ae8b4-93b6-4b09-b9ee-e455e585169d","VSTESTCD","True","BiomedicalConceptProperty_104",""
"VSORRES","BiomedicalConceptProperty","True","0e3e867c-8cc7-441f-95dc-976565de1dff","VSORRES","True","BiomedicalConceptProperty_105","integer"
"VSORRESU","BiomedicalConceptProperty","True","f89468bd-ed36-4f37-b321-fb6caf6f7402","VSORRESU","True","BiomedicalConceptProperty_106",""
"VSPOS","BiomedicalConceptProperty","True","112cc428-a002-4c4e-b02f-4c23d9f74eff","VSPOS","True","BiomedicalConceptProperty_107",""
"VSLOC","BiomedicalConceptProperty","True","0ac0dccb-eae1-42c0-9735-44f4021645a8","VSLOC","True","BiomedicalConceptProperty_108",""
"VSLAT","BiomedicalConceptProperty","True","a6381a26-008a-49ac-a73d-832424585c5d","VSLAT","True","BiomedicalConceptProperty_109",""
"VSTESTCD","BiomedicalConceptProperty","True","0f041292-e009-4404-aa24-1ec8ed7a12d6","VSTESTCD","True","BiomedicalConceptProperty_110",""
"VSORRES","BiomedicalConceptProperty","True","43472ba6-31e6-4c41-a4f6-bfbeae8cdfc8","VSORRES","True","BiomedicalConceptProperty_111","integer"
"VSORRESU","BiomedicalConceptProperty","True","51c85553-0d37-4360-b658-8a610eefd387","VSORRESU","True","BiomedicalConceptProperty_112",""
"VSPOS","BiomedicalConceptProperty","True","0d56426e-07d4-4ad1-ba9a-425f6dc6abb4","VSPOS","True","BiomedicalConceptProperty_113",""
"VSLOC","BiomedicalConceptProperty","True","e976e0b8-aa96-4286-882e-d3a3104029db","VSLOC","True","BiomedicalConceptProperty_114",""
"VSLAT","BiomedicalConceptProperty","True","1ab91f03-abd1-4455-adee-082b41b0f7f1","VSLAT","True","BiomedicalConceptProperty_115",""
