"name","uuid:ID","datatype","id","label","isRequired","isEnabled","instanceType"
"LBORRESU","4b34c95f-b22a-4939-b667-ffcef4ebc806","","BiomedicalConceptProperty_164","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","bc42c0f4-5a84-4fba-8536-84c0424104c1","","BiomedicalConceptProperty_165","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","54a29b9b-de5c-4a85-8c7e-d3ca1228e491","","BiomedicalConceptProperty_166","LBFAST","True","True","BiomedicalConceptProperty"
"AETERM","1348d8e1-4662-44c2-9e32-69583f1f5f21","text","BiomedicalConceptProperty_1","AETERM","True","True","BiomedicalConceptProperty"
"AEDECOD","ac45b9a4-551b-4f34-8cbb-52f968f84772","text","BiomedicalConceptProperty_2","AEDECOD","True","True","BiomedicalConceptProperty"
"AEPRESP","c45d8a20-6e21-4bcc-bda1-9dca6edf0e8c","text","BiomedicalConceptProperty_3","AEPRESP","True","True","BiomedicalConceptProperty"
"AELOC","198d361e-ec28-4ded-98af-76473432865c","text","BiomedicalConceptProperty_4","AELOC","True","True","BiomedicalConceptProperty"
"AESEV","6f431fcd-1eeb-4c8d-a64c-d163d2217543","text","BiomedicalConceptProperty_5","AESEV","True","True","BiomedicalConceptProperty"
"AESER","ee34ef4d-efcf-45ba-bfd3-421feb0e1d9d","text","BiomedicalConceptProperty_6","AESER","True","True","BiomedicalConceptProperty"
"AEACN","82448821-24d0-4281-8e9b-3ffa8122a708","text","BiomedicalConceptProperty_7","AEACN","True","True","BiomedicalConceptProperty"
"AEACNOTH","d2fb3fe3-2617-4326-aa33-eb1b05350f15","text","BiomedicalConceptProperty_8","AEACNOTH","True","True","BiomedicalConceptProperty"
"AEREL","dc7e3251-174c-4da1-a5e7-982251592b95","text","BiomedicalConceptProperty_9","AEREL","True","True","BiomedicalConceptProperty"
"AERELNST","d13e182b-e936-4c73-b0ab-fe0c3b3e33fd","text","BiomedicalConceptProperty_10","AERELNST","True","True","BiomedicalConceptProperty"
"AEPATT","459d43d7-ed15-4c72-9d3d-1f66d5689023","text","BiomedicalConceptProperty_11","AEPATT","True","True","BiomedicalConceptProperty"
"AEOUT","c4f9ee28-5a7c-4c00-bf76-84089d1e1f73","text","BiomedicalConceptProperty_12","AEOUT","True","True","BiomedicalConceptProperty"
"AESCAN","2634a87f-6be8-4e79-963a-64ca174c230d","text","BiomedicalConceptProperty_13","AESCAN","True","True","BiomedicalConceptProperty"
"AESCONG","6f643731-1080-44cc-93a6-d9a4717f3082","text","BiomedicalConceptProperty_14","AESCONG","True","True","BiomedicalConceptProperty"
"AESDISAB","7b2ef8c4-129d-48fe-bb8c-03a8ef2476da","text","BiomedicalConceptProperty_15","AESDISAB","True","True","BiomedicalConceptProperty"
"AESDTH","4ee59f39-65a4-4a47-bd26-7ae45b19634e","text","BiomedicalConceptProperty_16","AESDTH","True","True","BiomedicalConceptProperty"
"AESHOSP","d6b7c487-5473-4e8c-83c8-7cf59a0f6de6","text","BiomedicalConceptProperty_17","AESHOSP","True","True","BiomedicalConceptProperty"
"AESLIFE","49f7856d-724f-402e-8b63-25e3a9110397","text","BiomedicalConceptProperty_18","AESLIFE","True","True","BiomedicalConceptProperty"
"AESOD","d416ecd6-71f1-405b-86f9-15b5369ac2f1","text","BiomedicalConceptProperty_19","AESOD","True","True","BiomedicalConceptProperty"
"AESMIE","a42f6d0d-392b-484a-b307-72a824f3a9b7","text","BiomedicalConceptProperty_20","AESMIE","True","True","BiomedicalConceptProperty"
"AECONTRT","aa137d1f-76d8-49cf-b271-bb28ba81307a","text","BiomedicalConceptProperty_21","AECONTRT","True","True","BiomedicalConceptProperty"
"AESTDTC","f574cf26-bda5-4174-bd81-13c82855db8f","datetime","BiomedicalConceptProperty_22","AESTDTC","True","True","BiomedicalConceptProperty"
"AEENDTC","7bfbad8e-b441-4e79-ada3-c300b7b7064a","datetime","BiomedicalConceptProperty_23","AEENDTC","True","True","BiomedicalConceptProperty"
"VSTESTCD","fa8f76b8-439d-4dfd-b6eb-aebfd463ac7b","","BiomedicalConceptProperty_24","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","db57a279-2c8b-481f-a7c4-e89fc85cea47","integer","BiomedicalConceptProperty_25","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","62dde141-6464-44c3-89f6-8cf57285f6e8","","BiomedicalConceptProperty_26","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","515be736-5173-4333-897d-130165c2c361","","BiomedicalConceptProperty_27","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","45721b47-5718-47cf-a6be-c3d601316d2d","","BiomedicalConceptProperty_28","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","a83f8714-f47b-4372-9588-4d98bc37ca7e","","BiomedicalConceptProperty_29","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","33821d0e-7735-4a49-a9d3-2d1adb45c8af","","BiomedicalConceptProperty_30","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","80870ce7-0291-4eff-bed8-2c47ba84e376","integer","BiomedicalConceptProperty_31","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","faed008f-f5bd-4269-b906-c0d5cae75162","","BiomedicalConceptProperty_32","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","284bc5a9-a3bc-401a-87c9-69d660982ba2","","BiomedicalConceptProperty_33","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","b5a9b259-73b6-49d2-90c9-42ff87c6d399","","BiomedicalConceptProperty_34","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","2793eab9-9be0-4ce0-9e53-c15af32aca83","","BiomedicalConceptProperty_35","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","05165c8b-0198-4923-92de-6bedea01ec64","","BiomedicalConceptProperty_36","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","3b620773-1be9-4d06-8968-ffac863bc8a4","float","BiomedicalConceptProperty_37","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","08270b3f-fd0d-43fa-9357-012d3bd84924","","BiomedicalConceptProperty_38","VSORRESU","True","True","BiomedicalConceptProperty"
"VSLOC","17bbc837-d8b1-4bf1-8443-bf381bf68f89","","BiomedicalConceptProperty_39","VSLOC","True","True","BiomedicalConceptProperty"
"VSTESTCD","fa209182-551c-46c3-b366-c7a8e7d97f2c","","BiomedicalConceptProperty_40","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","c448b630-479d-4ffd-b3d6-bb4b6de3d624","float","BiomedicalConceptProperty_41","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","63d5ae24-61ed-4988-9bb5-e457666d8a5e","","BiomedicalConceptProperty_42","VSORRESU","True","True","BiomedicalConceptProperty"
"VSTESTCD","29388370-09af-4586-98a6-fce5f0a0dc99","","BiomedicalConceptProperty_43","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","acfb6fce-5776-4775-9362-585ede2230b2","float","BiomedicalConceptProperty_44","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","763cf066-b25d-44ae-bcd9-0ff502e7548e","","BiomedicalConceptProperty_45","VSORRESU","True","True","BiomedicalConceptProperty"
"LBTESTCD","752bb0c6-bc13-49be-b624-995634bbb652","","BiomedicalConceptProperty_46","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","a592138f-806a-4755-a7cf-772234580001","float","BiomedicalConceptProperty_47","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","b788c636-7df6-400b-a86e-aad79bdbf1de","","BiomedicalConceptProperty_48","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","7f480f8d-b346-458b-9ef5-aff430629ce0","","BiomedicalConceptProperty_49","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","52719ecc-66f5-4933-a51a-4bca1c511cd8","","BiomedicalConceptProperty_50","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","ceb4c320-0987-455e-9ad2-510fc11fb1df","","BiomedicalConceptProperty_51","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","0cf9db8b-0fca-4024-9557-cd81625e348b","text","BiomedicalConceptProperty_52","LBORRES","True","True","BiomedicalConceptProperty"
"LBSPEC","32945dba-a9a7-48fd-a994-07aca2c1cf77","","BiomedicalConceptProperty_53","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","938cfdb1-1735-480f-8894-f19bbdaa1c50","","BiomedicalConceptProperty_54","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","a2715cbd-00da-4b10-b858-a1db022df90d","","BiomedicalConceptProperty_55","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","36616125-c855-4426-b6a4-8bc73f50ff0b","float","BiomedicalConceptProperty_56","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","aa34dd8e-f56c-4448-a0f9-6dd929928c8e","","BiomedicalConceptProperty_57","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","e0f27561-c63a-4f6e-8e41-ec5f70f25b25","","BiomedicalConceptProperty_58","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","296bb424-f5df-4cec-a11f-4f63ed1f23de","","BiomedicalConceptProperty_59","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","58f72b6d-810c-426f-973f-81e59003a7d2","","BiomedicalConceptProperty_60","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","6567a010-b768-4437-941b-8dcfc2cce7a3","float","BiomedicalConceptProperty_61","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","320497b2-6e22-4e01-b146-14780acf2430","","BiomedicalConceptProperty_62","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","d9baeeff-8112-4b86-b619-4565572189fe","","BiomedicalConceptProperty_63","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","abfab3eb-feef-4014-b616-fb1cb47124fb","","BiomedicalConceptProperty_64","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","c5b8dc47-80a9-43b0-ad1c-2eff1785b900","","BiomedicalConceptProperty_65","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","3b22a5a4-e20c-47df-8bee-bb9776216f86","float","BiomedicalConceptProperty_66","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","4e01d0aa-fc10-4944-8e4a-e6d09dcecee4","","BiomedicalConceptProperty_67","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","f66c5baa-9aca-4ebf-bbf5-9e31a028ab2f","","BiomedicalConceptProperty_68","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","45c21c1e-5518-4be1-8244-10e0877ac798","","BiomedicalConceptProperty_69","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","82647da7-be3e-4dde-a663-3ac3c930efab","","BiomedicalConceptProperty_70","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","e7854d03-41a4-4592-95de-7410b9a11a3e","float","BiomedicalConceptProperty_71","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","dd1554ab-ef74-46b8-b0c7-895c7ea7ccd8","","BiomedicalConceptProperty_72","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","ec0271aa-fa34-4be5-90a3-dde1cb4b1a38","","BiomedicalConceptProperty_73","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","b776920d-a26a-40bb-9e32-90ef7f1df9c5","","BiomedicalConceptProperty_74","LBFAST","True","True","BiomedicalConceptProperty"
"LBTESTCD","75e360e3-268c-45fe-b7aa-fef5b8befc1f","","BiomedicalConceptProperty_75","LBTESTCD","True","True","BiomedicalConceptProperty"
"LBORRES","ed30dcd1-9fad-4d5d-86c9-06313d85988a","float","BiomedicalConceptProperty_76","LBORRES","True","True","BiomedicalConceptProperty"
"LBORRESU","5d6abddc-dcd3-4474-9f42-7cb1bc6119df","","BiomedicalConceptProperty_77","LBORRESU","True","True","BiomedicalConceptProperty"
"LBSPEC","7df632e6-d71f-4fbd-9c05-e12c0050aed1","","BiomedicalConceptProperty_78","LBSPEC","True","True","BiomedicalConceptProperty"
"LBFAST","ee35dc69-097c-4b39-b474-4dddd0c8b34f","","BiomedicalConceptProperty_79","LBFAST","True","True","BiomedicalConceptProperty"
"VSTESTCD","f6327ff6-ba5b-48b2-ae20-cc59eb8fe0aa","","BiomedicalConceptProperty_80","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","4f0d6432-7f6d-41dd-90bd-460585c78db7","integer","BiomedicalConceptProperty_81","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","73239b3f-df42-4376-a13e-6c53702bd3b7","","BiomedicalConceptProperty_82","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","7ad02534-609d-404d-b8c6-49dec333f8dd","","BiomedicalConceptProperty_83","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","32c50e37-46c8-4909-a22d-95410c8d4243","","BiomedicalConceptProperty_84","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","91c6c19b-dac3-47eb-b74b-a183195c2ed2","","BiomedicalConceptProperty_85","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","018eac38-7adc-4951-bf90-5697abb3ecfd","","BiomedicalConceptProperty_86","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","bc5fd460-c72d-42e1-95e5-165cad65c13f","integer","BiomedicalConceptProperty_87","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","37150d65-6f2f-4bff-afc3-c975dad0746b","","BiomedicalConceptProperty_88","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","9b413fa5-5708-471e-a369-46cc43dd736e","","BiomedicalConceptProperty_89","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","8edc096e-d0d6-4de9-aaf3-0cd1be831cea","","BiomedicalConceptProperty_90","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","53412773-b898-4cce-9f1a-b1656ae47ab9","","BiomedicalConceptProperty_91","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","aada42ac-665a-439c-8bf5-615770649794","","BiomedicalConceptProperty_92","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","e8b94958-7fed-47eb-8db8-e90d3703e142","integer","BiomedicalConceptProperty_93","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","8faac800-8162-403a-9972-d9ad72aaa03f","","BiomedicalConceptProperty_94","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","5ca59db2-7874-46c0-a56f-ecc099567fa2","","BiomedicalConceptProperty_95","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","a455f001-22ec-4395-b227-9a1dfaaf8d8f","","BiomedicalConceptProperty_96","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","32859133-a30b-46a7-baa6-1bc3a3cfcd72","","BiomedicalConceptProperty_97","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","fe49ca49-9f0a-484a-8f23-ccbe082f1015","","BiomedicalConceptProperty_98","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","c0eb1195-ed61-47fb-94ca-7d0524bf3bd1","integer","BiomedicalConceptProperty_99","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","e0adebba-0e3d-487a-a068-695ce0583a66","","BiomedicalConceptProperty_100","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","e05f54ab-0b59-4d40-b84a-0eac94761dae","","BiomedicalConceptProperty_101","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","3f0aceb9-7a32-4ce0-9d43-dc8f8d0882d4","","BiomedicalConceptProperty_102","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","4361f2d4-5a95-4dc1-8a8c-5fe92eee1e16","","BiomedicalConceptProperty_103","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","0c93e3bc-d32e-4e4f-bc7f-cc7afa71b13c","","BiomedicalConceptProperty_104","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","ef8611a4-476c-4e92-a8cc-5724e8582451","integer","BiomedicalConceptProperty_105","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","c3c5d364-f064-46d0-a54d-b30a0b7a1cce","","BiomedicalConceptProperty_106","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","c6e23871-14b0-4366-8fd6-4980d12e86c6","","BiomedicalConceptProperty_107","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","15fa26a2-b8dd-4874-b996-898569495059","","BiomedicalConceptProperty_108","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","852b5213-8465-4e54-96b2-dcde52619369","","BiomedicalConceptProperty_109","VSLAT","True","True","BiomedicalConceptProperty"
"VSTESTCD","f368bf47-9bf8-47ec-9b7f-eb8321aec34f","","BiomedicalConceptProperty_110","VSTESTCD","True","True","BiomedicalConceptProperty"
"VSORRES","8e2efa29-759c-4740-9f37-88c1f2308b11","integer","BiomedicalConceptProperty_111","VSORRES","True","True","BiomedicalConceptProperty"
"VSORRESU","f9d3fd90-a345-4403-8562-dde2aa49bc85","","BiomedicalConceptProperty_112","VSORRESU","True","True","BiomedicalConceptProperty"
"VSPOS","09b0f7ed-9616-4992-9ce0-13303ff7df72","","BiomedicalConceptProperty_113","VSPOS","True","True","BiomedicalConceptProperty"
"VSLOC","5d3f5f30-ceaa-49d5-8157-e0ec620d02cb","","BiomedicalConceptProperty_114","VSLOC","True","True","BiomedicalConceptProperty"
"VSLAT","6c55c10f-1f28-4f1d-b59b-e93f90002545","","BiomedicalConceptProperty_115","VSLAT","True","True","BiomedicalConceptProperty"
