"instanceType","name","isEnabled","id","isRequired","datatype","uuid:ID","label"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_143","True","","457bc9f7-fa14-4872-a45c-88fe0de6e0b2","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_144","True","","faa14d78-5030-4320-8058-b1a941c35afd","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_145","True","","6f36cf5d-a7b3-4de9-a752-8a20d60506e4","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_146","True","float","16598d64-ff52-4368-96a5-513f047d1ff5","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_147","True","","a8fa5053-ca8b-453f-8d11-746658d817d6","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_148","True","","e7e065ac-1a44-4963-a65f-e93a0fcb0859","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_149","True","","c1bd6dc8-c3e2-439b-bf00-04e32ca73120","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_150","True","","72b410de-c4b6-4a8a-be64-ac6da1661ce6","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_151","True","float","01dac494-a057-432f-8269-939c8c4ce3e7","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_152","True","","8d245483-b782-4a48-8e13-d08d9088774a","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_153","True","","fedb5afa-a787-4440-871e-89c8ebc59f25","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_154","True","","5116b84e-8835-4072-b756-e309a59e1467","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_155","True","","9028fb99-2ad8-4a57-bd36-1e9af1cdee50","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_156","True","float","4a03f31f-eed9-4868-b9dc-a79de65e1de0","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_157","True","","f7f277a4-ffe9-49f2-8f29-4bb58698697c","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_158","True","","56cce7e4-6fe0-4082-b3a7-eac60e97bc28","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_159","True","","90d7b007-680a-4398-9dc1-37e368a47d3f","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_160","True","","c465eb7b-2cf4-4d52-9055-21c3ef887990","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_161","True","float","3d7e62de-fe29-47c8-9d7a-26f7c67d23c1","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_162","True","","8a142183-93b6-4d81-9e06-699137c88679","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_163","True","","c262c93e-b16d-4d0b-93bc-b43c092627b1","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_164","True","","47292ec6-307c-4a0a-b912-3680c44c6608","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_165","True","","5df9dcf1-f2a1-4705-a246-2b2d172ee614","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_166","True","float","0b0e2a2d-2835-45eb-8a2e-65083391e69a","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_167","True","","554b1db9-27a7-4f5f-bb88-bdc1185e97f4","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_168","True","","fb29415c-77aa-4fb1-bc56-a40819e3b5dc","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_169","True","","d7474b11-09db-4c2e-9ab8-1d88c2283e51","LBFAST"
"BiomedicalConceptProperty","AETERM","True","BiomedicalConceptProperty_1","True","text","e750146a-9d70-4a8b-9e46-ca34edef7cf4","AETERM"
"BiomedicalConceptProperty","AEDECOD","True","BiomedicalConceptProperty_2","True","text","ba851a77-c45a-4b72-b591-6a6234e9a399","AEDECOD"
"BiomedicalConceptProperty","AEPRESP","True","BiomedicalConceptProperty_3","True","text","f3871e99-709a-498f-bf64-2c980be73597","AEPRESP"
"BiomedicalConceptProperty","AELOC","True","BiomedicalConceptProperty_4","True","text","a73cc2c2-1520-421a-b3d2-f05acc92d696","AELOC"
"BiomedicalConceptProperty","AESEV","True","BiomedicalConceptProperty_5","True","text","c0eaf8e9-0209-43b7-9387-1abf7146973c","AESEV"
"BiomedicalConceptProperty","AESER","True","BiomedicalConceptProperty_6","True","text","454962ba-a079-4c09-9218-cc4dee8593f1","AESER"
"BiomedicalConceptProperty","AEACN","True","BiomedicalConceptProperty_7","True","text","d1dfea83-5434-44c6-9d6e-dd5606bfa4bf","AEACN"
"BiomedicalConceptProperty","AEACNOTH","True","BiomedicalConceptProperty_8","True","text","be56995e-b457-49fa-a5bd-fbeb0b95536f","AEACNOTH"
"BiomedicalConceptProperty","AEREL","True","BiomedicalConceptProperty_9","True","text","42860853-af31-4ae0-a815-648d28f439a4","AEREL"
"BiomedicalConceptProperty","AERELNST","True","BiomedicalConceptProperty_10","True","text","9be6b35c-ca5f-4668-859c-0c97347d946d","AERELNST"
"BiomedicalConceptProperty","AEPATT","True","BiomedicalConceptProperty_11","True","text","0ed1f0b3-da68-4cd8-a2a4-fd8305d60f63","AEPATT"
"BiomedicalConceptProperty","AEOUT","True","BiomedicalConceptProperty_12","True","text","0dee36ca-59e4-44d0-9d7c-978d5acd4bfc","AEOUT"
"BiomedicalConceptProperty","AESCAN","True","BiomedicalConceptProperty_13","True","text","30751fe2-dfc4-4c96-8781-380050e594f7","AESCAN"
"BiomedicalConceptProperty","AESCONG","True","BiomedicalConceptProperty_14","True","text","dea515ae-7c3b-4bee-a9fe-62a90d6b5b2d","AESCONG"
"BiomedicalConceptProperty","AESDISAB","True","BiomedicalConceptProperty_15","True","text","14d87986-de45-463d-aa27-34653d41d067","AESDISAB"
"BiomedicalConceptProperty","AESDTH","True","BiomedicalConceptProperty_16","True","text","240bb9c2-8b4d-48b7-b30b-ad4d023feec4","AESDTH"
"BiomedicalConceptProperty","AESHOSP","True","BiomedicalConceptProperty_17","True","text","465f692c-a3a9-427a-a66a-c73c119dff3c","AESHOSP"
"BiomedicalConceptProperty","AESLIFE","True","BiomedicalConceptProperty_18","True","text","fdae27f8-9d3f-4e76-94a4-de23035ae045","AESLIFE"
"BiomedicalConceptProperty","AESOD","True","BiomedicalConceptProperty_19","True","text","d6908145-7430-4cf4-b900-53d07e3ff5cc","AESOD"
"BiomedicalConceptProperty","AESMIE","True","BiomedicalConceptProperty_20","True","text","1658057d-6be3-49fe-b792-bcdfad7b5886","AESMIE"
"BiomedicalConceptProperty","AECONTRT","True","BiomedicalConceptProperty_21","True","text","7591ca23-efe0-49cf-80cd-b6e365c7693e","AECONTRT"
"BiomedicalConceptProperty","AESTDTC","True","BiomedicalConceptProperty_22","True","datetime","c428ca46-d06c-4f40-8ae2-bd2640fc6bb6","AESTDTC"
"BiomedicalConceptProperty","AEENDTC","True","BiomedicalConceptProperty_23","True","datetime","33170a3c-b075-430f-a8f5-964f21d4dc6d","AEENDTC"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_24","True","","f2695955-c410-40d4-8ea2-e375e4b6f6eb","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_25","True","integer","a547f1bf-a0c2-4e8e-8095-af0200aeee69","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_26","True","","b637276e-ee91-4110-a1e3-401ca6f85611","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_27","True","","32e69d5f-276e-4580-8c07-184bcaf3acd7","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_28","True","","fc24fdea-97a0-45d3-82cc-80b56ef695b7","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_29","True","","1d6012a4-32f6-4963-8f6b-881c442347e8","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_30","True","","20b48362-46c5-4582-94a7-39d53e4cf55a","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_31","True","integer","1ba75c3b-9fc6-4dac-af2b-75f7afd94525","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_32","True","","017bff2f-eb5a-45c2-888a-dba5a3cc30dc","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_33","True","","86a5ae65-7e93-4b2d-b633-d5653dbec08f","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_34","True","","8edb1e9d-ee38-42eb-9038-659e78195ad3","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_35","True","","9bdc86d2-948e-43c9-ab24-c3b65f2fdd8b","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_36","True","","be82a798-5a7f-435a-bdff-b66d8fd46e07","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_37","True","float","8b1961f7-9284-4e66-8075-ba5f305a022c","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_38","True","","0fa9e6fa-c0a1-461f-a9f2-0b552dc4727c","VSORRESU"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_39","True","","e00db94c-f481-4209-954a-c3e4d0b78f36","VSLOC"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_40","True","","f66beffc-fb87-473c-a147-b26d91f75fab","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_41","True","float","8491b354-46df-43e8-8209-2c16826d1953","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_42","True","","72245e27-e5a8-4ebf-8026-ded59422880b","VSORRESU"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_43","True","","ad869322-5988-43d8-82de-4c19b7a9688f","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_44","True","float","e6bd1a22-2317-40c4-b686-f503060201b8","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_45","True","","29f297f5-22be-4223-a4d8-df05e24c6c29","VSORRESU"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_46","True","","54acae2b-6641-49d1-9e8a-09bed18c1eff","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_47","True","float","703f6554-4f39-46c8-a6be-884cd28d401a","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_48","True","","36170f3e-3bb7-43d9-a143-890b530c76db","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_49","True","","b72eb1ea-166a-49c2-8730-85eabb8bdd47","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_50","True","","3dafdf1f-6c72-4e89-b16c-98068aedd830","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_51","True","","f675b8f5-2e6f-472c-b065-979d277cf6f1","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_52","True","text","9dd5432d-f1f4-4f35-8010-6e069ece9c6b","LBORRES"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_53","True","","b7714308-066b-4fc9-9cc3-28dfc91a2ade","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_54","True","","17cd6bb5-d3a8-4c83-ab1c-497ef5c62494","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_55","True","","f3cbd76b-7c63-4ef8-9d2f-41f7e30dd7e8","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_56","True","float","5e6ec656-62ca-4f9a-ad15-94e6443d717c","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_57","True","","c451f7cd-1f1e-4326-b835-f0db053d39a8","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_58","True","","055967d4-2cd2-4b92-b960-b21cb384699b","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_59","True","","63c204ca-ef6b-41cc-bf24-90bff3beba7a","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_60","True","","d7136a1c-90f3-4834-8f12-6b142730dc15","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_61","True","float","60224186-2a60-433f-a5c9-127a35519a5e","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_62","True","","835ffa7c-54b7-4580-bd90-4b1638822386","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_63","True","","1ec057b4-cf05-405e-af90-205c109f9155","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_64","True","","7fd1a0eb-37ff-4343-ba74-a067a4831d5c","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_65","True","","b7476454-e8e8-4920-a848-6b2e2ac912c4","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_66","True","float","08474dd5-dbb8-431a-b620-e13bcae996f3","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_67","True","","5f37f2ad-e54d-4610-9bbf-2dedf3235979","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_68","True","","680ac341-4c36-4559-a3b5-28c7a5808cc8","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_69","True","","423cf250-bfe0-4a7d-8470-10ad925e20c4","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_70","True","","e0c0d587-f2fb-4a6d-b93b-135ba169aca8","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_71","True","float","7e2eb952-0da9-4f0f-9098-a0ed1beb5553","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_72","True","","867c264d-ba66-4208-b4c7-db24d227c433","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_73","True","","df09aaaa-18e9-4e0b-ae1f-ba777b881572","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_74","True","","571b1417-9027-464e-ac42-349c6d2c0d9b","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","BiomedicalConceptProperty_75","True","","2592f582-c758-4746-8ca6-7c3ed89f55f7","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","BiomedicalConceptProperty_76","True","float","6d995274-f1e9-477c-96b0-874719026979","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","BiomedicalConceptProperty_77","True","","b19ef3e2-bd0f-4725-ad40-d7a27fccc42d","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","BiomedicalConceptProperty_78","True","","9c6472c2-4589-4839-8e1a-0a51b939f3a8","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","BiomedicalConceptProperty_79","True","","21d7de7e-e453-4879-a39f-9f77b4f535f3","LBFAST"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_80","True","","7ac8dfcb-0676-4466-ba80-47e8a4895c05","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_81","True","integer","0fd97551-0077-487b-8d21-419aae110570","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_82","True","","21ff38fa-589a-43be-b305-41f03258cf8b","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_83","True","","cd088931-77a4-4fc6-aea3-08758a272e5e","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_84","True","","716271ae-6842-4d3a-b6aa-240a139199f7","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_85","True","","bcd3643b-15a9-4d33-8386-d6c47f26ce50","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_86","True","","a9d63f31-24ea-4b1d-81c4-ebc60bc70130","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_87","True","integer","a6801a91-b69e-4d7c-8c06-a6d482b06fff","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_88","True","","4d841e80-4a1c-4992-8b4e-42124dc3a039","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_89","True","","0293157a-ead8-4c97-bf1a-2c9ecb440671","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_90","True","","c8523e52-ceb5-425e-b0f1-6c843a1dc2dc","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_91","True","","18d276c8-eeec-48df-9319-ecef9be6574e","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_92","True","","2217dd17-2006-4cf3-9291-9039cd66021e","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_93","True","integer","7ddf9d94-5804-4fe5-ae64-dbb9d81d61e7","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_94","True","","8baa334b-d369-4a93-9bb4-645b689ba133","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_95","True","","32348ba0-aca9-4a47-a7ca-fd3672467df0","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_96","True","","27d33816-8f1d-4a35-b219-3ff32a8fe54f","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_97","True","","a7be02f5-f7f9-4246-87c4-3986612f4e5c","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_98","True","","92c6e99f-918a-4e09-9318-f74ea4f2ffb0","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_99","True","integer","c6d58f1f-4602-4b82-83b1-9885cc5d43d5","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_100","True","","a3532b3b-a1d5-44d8-a2c1-c6aef2346ea7","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_101","True","","300d2dd0-b25d-441f-80d4-17e159b692af","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_102","True","","1ce69484-5f74-484a-912a-e89f53ea7936","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_103","True","","99cffa57-7faa-434c-9dd7-a10e457bfcc1","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_104","True","","514e0177-4857-493e-a1e0-59f2626628d5","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_105","True","integer","ff4bbb49-7b45-4aa7-b0d9-64243eba76e5","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_106","True","","0a4d0415-03bc-4d23-82e0-35b79c84b756","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_107","True","","febcd063-18ac-4902-9cf6-da0e31401499","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_108","True","","f1453d5b-e82f-4d8c-838d-ba37ff952e66","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_109","True","","3114a6c3-e033-4494-8e90-81b0a79bc22f","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","BiomedicalConceptProperty_110","True","","55275db8-4334-4f59-9135-0fdb3b25ad4c","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","BiomedicalConceptProperty_111","True","integer","1967bcbd-fe27-462c-863e-ec3369d448ea","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","BiomedicalConceptProperty_112","True","","f43d33c4-2aa4-4784-9859-4f952924eadd","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","BiomedicalConceptProperty_113","True","","4941c1a6-b1fe-4395-8890-a09877837596","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","BiomedicalConceptProperty_114","True","","545630c2-7957-467f-8c2d-ae31ccbc627b","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","BiomedicalConceptProperty_115","True","","93d0e946-0860-43ec-ad97-c3209dc70e3c","VSLAT"
