"name","instanceType","datatype","isRequired","uuid:ID","id","isEnabled","label"
"VSTESTCD","BiomedicalConceptProperty","","True","b6bfa7fe-aa11-48ba-ab39-60d0b018f8d1","BiomedicalConceptProperty_104","True","VSTESTCD"
"VSORRES","BiomedicalConceptProperty","integer","True","02e2a383-ac97-4ece-acbf-068f52ca8ddc","BiomedicalConceptProperty_105","True","VSORRES"
"VSORRESU","BiomedicalConceptProperty","","True","4720cb8c-6904-453c-89df-6e5c3dd910d3","BiomedicalConceptProperty_106","True","VSORRESU"
"VSPOS","BiomedicalConceptProperty","","True","b1c7653c-1b00-4537-a1d1-229f731b0e86","BiomedicalConceptProperty_107","True","VSPOS"
"VSLOC","BiomedicalConceptProperty","","True","081a1b37-dde3-482e-8878-798f456f700e","BiomedicalConceptProperty_108","True","VSLOC"
"VSLAT","BiomedicalConceptProperty","","True","9aa4a20d-b7f3-4a69-b124-809e32693892","BiomedicalConceptProperty_109","True","VSLAT"
"VSTESTCD","BiomedicalConceptProperty","","True","8d13cdae-15a9-4421-9359-49bc2315803c","BiomedicalConceptProperty_110","True","VSTESTCD"
"VSORRES","BiomedicalConceptProperty","integer","True","03ee8274-01d4-4181-90f6-0aba634afb1d","BiomedicalConceptProperty_111","True","VSORRES"
"VSORRESU","BiomedicalConceptProperty","","True","6f17f3ab-28d9-431a-8bd2-1053f5cdfee0","BiomedicalConceptProperty_112","True","VSORRESU"
"VSPOS","BiomedicalConceptProperty","","True","75fb6ce0-834c-41ac-9b1a-c3170848f4f2","BiomedicalConceptProperty_113","True","VSPOS"
"VSLOC","BiomedicalConceptProperty","","True","00b1e0ab-ce0f-4c65-aa43-80ed148b3e3c","BiomedicalConceptProperty_114","True","VSLOC"
"VSLAT","BiomedicalConceptProperty","","True","79b242af-0aa8-40a7-b800-a7b5e28f5dac","BiomedicalConceptProperty_115","True","VSLAT"
