"instanceType","datatype","label","id","isEnabled","isRequired","name","uuid:ID"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_26","True","True","VSORRESU","f05bee99-2b24-4ea8-b1af-e2ee411f4928"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_27","True","True","VSPOS","57d3d565-7d9f-4540-b079-544852aa17a8"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_28","True","True","VSLOC","2ed38e1d-4309-454d-8f49-f2d995a7cbe0"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_29","True","True","VSLAT","35901eac-a0b0-44be-9bc1-51b4dbe21764"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_30","True","True","VSTESTCD","62d79cca-88c3-4e8d-ae6e-1b517f3c9b0f"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_31","True","True","VSORRES","eb9d39d2-c1f2-4e9e-a864-53cb12114534"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_32","True","True","VSORRESU","38638148-5aef-4ab8-a738-9e3e43c6fda5"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_33","True","True","VSPOS","b1029514-4681-4870-b91c-eb885966ad67"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_34","True","True","VSLOC","a4bc810c-a968-4f5e-b7a7-0a74ff49d56e"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_35","True","True","VSLAT","8f9d31cb-288f-4ba2-b3f1-11eb98492f2f"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_36","True","True","VSTESTCD","7de5c40f-b3e1-4a78-961b-2f2ff8479466"
"BiomedicalConceptProperty","float","VSORRES","BiomedicalConceptProperty_37","True","True","VSORRES","e07df314-c39c-46f5-9754-b9badf959bf3"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_38","True","True","VSORRESU","07e0db7d-0621-4fa5-9eda-73aa422a980a"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_39","True","True","VSLOC","8e83301d-d847-405f-84b6-6be09d820b30"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_40","True","True","VSTESTCD","7b939e0e-870e-4d08-b24a-e36921e2d932"
"BiomedicalConceptProperty","float","VSORRES","BiomedicalConceptProperty_41","True","True","VSORRES","0a354b2d-90ad-4606-943e-f8b4fa13880a"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_42","True","True","VSORRESU","cc011e42-aab0-4d04-bee9-0519329328ba"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_43","True","True","VSTESTCD","8dfd51fb-392d-4934-a5a8-8b323d22c9f6"
"BiomedicalConceptProperty","float","VSORRES","BiomedicalConceptProperty_44","True","True","VSORRES","94fb26b6-1f34-480f-9cda-96ffae8d2307"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_45","True","True","VSORRESU","c27c0bca-8372-49de-940f-9f3a8790cef1"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_46","True","True","LBTESTCD","0a82375d-49c7-4585-930c-42226e17de6a"
"BiomedicalConceptProperty","float","LBORRES","BiomedicalConceptProperty_47","True","True","LBORRES","a3db7ff9-8d82-46ab-baa5-f195d18b56e6"
"BiomedicalConceptProperty","","LBORRESU","BiomedicalConceptProperty_48","True","True","LBORRESU","ccc9e757-2033-4f7b-bca0-7ab1f3d8f001"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_49","True","True","LBSPEC","7397cbdd-f43e-40ef-b5f5-56b0f57fb4fd"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_50","True","True","LBFAST","67d6ece0-7ebd-4e7b-8189-bafe49cd7ff6"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_51","True","True","LBTESTCD","4dad2fc6-340b-4708-9772-97415780ff70"
"BiomedicalConceptProperty","text","LBORRES","BiomedicalConceptProperty_52","True","True","LBORRES","639024d7-48e9-460b-851c-840c262fb5be"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_53","True","True","LBSPEC","2f2464dd-31b7-447b-b20e-da6c21edcc96"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_54","True","True","LBFAST","16e3903f-e6ef-469f-b8f5-23f36d5f3105"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_55","True","True","LBTESTCD","1ba13de7-ae80-4ef2-abf3-064b66ba5f43"
"BiomedicalConceptProperty","float","LBORRES","BiomedicalConceptProperty_56","True","True","LBORRES","260a551b-e73c-4453-939e-9820fc8a2198"
"BiomedicalConceptProperty","","LBORRESU","BiomedicalConceptProperty_57","True","True","LBORRESU","3996ff34-fc16-4606-8323-afd5e262a24a"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_58","True","True","LBSPEC","f5e58cab-b478-443e-9091-95ae31bb984c"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_59","True","True","LBFAST","ce985a8e-2266-4ff6-a18b-8ca51776f5da"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_60","True","True","LBTESTCD","af76fd34-9661-48d4-b203-241c4e82e423"
"BiomedicalConceptProperty","float","LBORRES","BiomedicalConceptProperty_61","True","True","LBORRES","f1151052-af66-4d2d-9834-cfe95a5a3490"
"BiomedicalConceptProperty","","LBORRESU","BiomedicalConceptProperty_62","True","True","LBORRESU","993d1239-b2a7-4188-acfb-e565d65e528c"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_63","True","True","LBSPEC","29f2e866-26fd-403a-abae-b6b11520e3ab"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_64","True","True","LBFAST","51780fbe-78a8-48a2-9372-1f84724d305c"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_65","True","True","LBTESTCD","ff9eb485-5bfb-49e8-a00c-d2f003afa90d"
"BiomedicalConceptProperty","float","LBORRES","BiomedicalConceptProperty_66","True","True","LBORRES","2ab2c738-5ba2-4021-9859-f1fae5c28cf6"
"BiomedicalConceptProperty","","LBORRESU","BiomedicalConceptProperty_67","True","True","LBORRESU","e011b94e-13c8-4b8e-a411-0f99c5ff8930"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_68","True","True","LBSPEC","d6fecc40-550c-4402-9210-2d04765fad5e"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_69","True","True","LBFAST","81ab75c9-3df1-4f56-9ece-bff1761141a2"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_70","True","True","LBTESTCD","ddce961e-29cd-41c4-9490-1778460637ca"
"BiomedicalConceptProperty","float","LBORRES","BiomedicalConceptProperty_71","True","True","LBORRES","39cf4ac9-3c10-437f-a44d-eac32112731d"
"BiomedicalConceptProperty","","LBORRESU","BiomedicalConceptProperty_72","True","True","LBORRESU","6d618666-51cf-47c6-bae2-ea2574a3f97e"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_73","True","True","LBSPEC","a9048744-d2d5-4025-8760-41d6f0dacc8d"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_74","True","True","LBFAST","022539bc-2aba-426d-8989-e3e61b4e0278"
"BiomedicalConceptProperty","","LBTESTCD","BiomedicalConceptProperty_75","True","True","LBTESTCD","9a329580-017c-446f-b3c4-ce7d99d9a576"
"BiomedicalConceptProperty","float","LBORRES","BiomedicalConceptProperty_76","True","True","LBORRES","e942395d-027e-43a4-851c-f0f4ad5bcf35"
"BiomedicalConceptProperty","","LBORRESU","BiomedicalConceptProperty_77","True","True","LBORRESU","cbc6be51-93f9-4eac-a8aa-aeafdf759d1b"
"BiomedicalConceptProperty","","LBSPEC","BiomedicalConceptProperty_78","True","True","LBSPEC","f51acde0-5f89-466e-98e1-ffe60e953723"
"BiomedicalConceptProperty","","LBFAST","BiomedicalConceptProperty_79","True","True","LBFAST","6a83251f-11dc-4448-877f-94daf2635dd2"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_80","True","True","VSTESTCD","61474260-b218-43c2-b38b-5f9190aa75dc"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_81","True","True","VSORRES","b10a88b3-ea9c-4435-8751-93bfff845c7a"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_82","True","True","VSORRESU","3dba3ced-5cf3-4e2a-a15b-c937f20f7151"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_83","True","True","VSPOS","ca19d423-a510-4be2-8150-9cd361e9276f"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_84","True","True","VSLOC","3edbf123-f230-4d58-9686-4e27535aa570"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_85","True","True","VSLAT","1e615c4c-8489-455b-9cf1-6ad9cbaf17ae"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_86","True","True","VSTESTCD","f1c690d3-25af-4404-b9ee-86a709fb9496"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_87","True","True","VSORRES","d38d58c2-bd44-469a-9740-0a0d22e74bf1"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_88","True","True","VSORRESU","07aa2372-7153-4166-a919-01b4936c391c"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_89","True","True","VSPOS","4e781a37-58a8-4e66-a2a3-c38289d6c677"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_90","True","True","VSLOC","1bbb6abc-f3ca-43fc-8219-2ae654e16c37"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_91","True","True","VSLAT","3cf5aa7b-b673-43de-9396-45c9f7fe9174"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_92","True","True","VSTESTCD","36024786-41d6-4945-aa6d-3b7b7e2f5770"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_93","True","True","VSORRES","87762352-68ab-408a-995d-85a7a28b9b3e"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_94","True","True","VSORRESU","1d2854cc-0efa-43db-a2ae-c5ddbc96ee91"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_95","True","True","VSPOS","835a57e5-a8ae-4130-b57b-2b1c6b252a83"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_96","True","True","VSLOC","a5d62d62-d21f-45fb-adbd-b8846bb0ceb1"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_97","True","True","VSLAT","4b1652ee-caec-4b83-b510-18a21f91cdd3"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_98","True","True","VSTESTCD","4638cac9-13ee-4e61-ad88-16096d721a97"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_99","True","True","VSORRES","a0f814cc-542b-4124-a87f-a9eafa33e9fe"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_100","True","True","VSORRESU","02d1361e-24e4-449a-82db-a35b0d8f36ba"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_101","True","True","VSPOS","208dc2ac-510c-4d75-b52f-a61329d74853"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_102","True","True","VSLOC","05da13e3-d3f5-4c9b-95db-af30baac658a"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_103","True","True","VSLAT","5ed1e6d7-1e7b-413b-902d-ebdc3c7f3bd9"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_104","True","True","VSTESTCD","b4a5aa64-144b-4708-a163-7f32dfa9f3ea"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_105","True","True","VSORRES","618ad3eb-e210-44a0-818e-8fb2dad73f3b"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_106","True","True","VSORRESU","2dc397d5-1958-4d53-8609-4857f52d4f07"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_107","True","True","VSPOS","09e39a00-0a6a-41d8-873f-422df34678f3"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_108","True","True","VSLOC","d0bfe32c-6e1d-4a50-83a2-f2f135d9fddb"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_109","True","True","VSLAT","411771a5-5055-432f-b078-97cd36e37d2e"
"BiomedicalConceptProperty","","VSTESTCD","BiomedicalConceptProperty_110","True","True","VSTESTCD","7f0da7f5-edbb-4303-94ba-48d7230e78e2"
"BiomedicalConceptProperty","integer","VSORRES","BiomedicalConceptProperty_111","True","True","VSORRES","c83d7b25-837e-412e-b654-aa19eaee337e"
"BiomedicalConceptProperty","","VSORRESU","BiomedicalConceptProperty_112","True","True","VSORRESU","59ce1608-4fc0-4ff4-9f2e-0e4ef88d255b"
"BiomedicalConceptProperty","","VSPOS","BiomedicalConceptProperty_113","True","True","VSPOS","ffd6b9ef-e700-4a7f-ae1f-de3202d8d940"
"BiomedicalConceptProperty","","VSLOC","BiomedicalConceptProperty_114","True","True","VSLOC","5711e732-1a8b-4097-91f6-810e3ea5d95c"
"BiomedicalConceptProperty","","VSLAT","BiomedicalConceptProperty_115","True","True","VSLAT","29e389e3-6114-4746-a9df-5eddf10d9028"
