"id","isRequired","datatype","instanceType","uuid:ID","isEnabled","label","name"
"BiomedicalConceptProperty_132","True","float","BiomedicalConceptProperty","f45fffdf-8964-44ae-8379-0e5717d18507","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_133","True","","BiomedicalConceptProperty","7dd85240-0aef-4487-96b1-e3ab8bebae36","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_134","True","","BiomedicalConceptProperty","510103ef-781d-47a5-9e3d-85c8b945c493","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_135","True","","BiomedicalConceptProperty","b307b2ed-545f-4dc9-b254-e6f761d092fc","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_136","True","","BiomedicalConceptProperty","46c3694f-c56c-4dcc-95a9-1730076a8763","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_137","True","text","BiomedicalConceptProperty","b14d8437-f318-4e7e-b282-26096185a3c0","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_138","True","","BiomedicalConceptProperty","63f4ddf4-ddb5-410f-9a1d-9617151502ec","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_139","True","","BiomedicalConceptProperty","f7e4b0e3-d34c-40c1-b23d-b669f724ea88","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_140","True","","BiomedicalConceptProperty","0bfdb338-237f-4129-91e5-6bb1ec647b80","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_141","True","float","BiomedicalConceptProperty","cb014c55-7cdf-4ad5-99a8-baedb58d2e86","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_142","True","","BiomedicalConceptProperty","4a76da97-900d-4363-93d1-a90699ac04a0","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_143","True","","BiomedicalConceptProperty","745ce698-55bc-4831-b04d-8a80d2bb0076","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_144","True","","BiomedicalConceptProperty","9a4c3091-5aeb-43fe-a35f-72bf53ada65b","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_145","True","","BiomedicalConceptProperty","9ddddd98-4c06-4046-9338-4b018c42f05f","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_146","True","float","BiomedicalConceptProperty","14734328-c59c-463b-b828-46c1dfbb67d5","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_147","True","","BiomedicalConceptProperty","28cace68-796b-4aba-8473-a7371bce83df","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_148","True","","BiomedicalConceptProperty","a221bed7-e2c0-41cc-a1ff-d909a86fd686","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_149","True","","BiomedicalConceptProperty","2cb2d113-47f7-4610-8016-1bea44202e19","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_150","True","","BiomedicalConceptProperty","3b72ed1d-ca36-4889-aa28-d433b40bbdd6","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_151","True","float","BiomedicalConceptProperty","0f034323-49a9-4cf3-b36f-301f483bb9c8","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_152","True","","BiomedicalConceptProperty","65da0664-2c6c-46a9-861b-79665488586b","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_153","True","","BiomedicalConceptProperty","b86a8b22-d088-468c-937a-a33dae21e7e2","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_154","True","","BiomedicalConceptProperty","2cea33d9-3987-421a-888b-51487c59e6a6","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_155","True","","BiomedicalConceptProperty","4cd2a95d-4808-4467-9d6a-c6525165f376","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_156","True","float","BiomedicalConceptProperty","7b3e15fe-c1b0-4b34-ae79-d7cdcbc72ea8","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_157","True","","BiomedicalConceptProperty","683cb105-d5d0-44cc-b86a-d26792341146","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_158","True","","BiomedicalConceptProperty","39ac5ee3-3534-4405-a24b-7e8346865048","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_159","True","","BiomedicalConceptProperty","158d11f4-5ac6-4b5b-be92-867f550bd7fe","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_160","True","","BiomedicalConceptProperty","3b9ee5cc-7c2f-4990-8608-54601b73a7ed","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_161","True","float","BiomedicalConceptProperty","8393eac2-6fc4-4bb5-b49b-f61ac3b067b3","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_162","True","","BiomedicalConceptProperty","4e84f8d4-c9b3-49d4-bd39-c8ceb3a851f5","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_163","True","","BiomedicalConceptProperty","35bdeb68-87b4-4889-bbfa-9c7adb7a3e8b","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_164","True","","BiomedicalConceptProperty","cbc0d933-e284-45d1-b53f-69b2acaf4d49","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_165","True","","BiomedicalConceptProperty","4cee88d8-e07b-42cd-9c23-d3af0dc84f99","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_166","True","float","BiomedicalConceptProperty","67d37c6a-76c6-4844-9485-0675c321679e","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_167","True","","BiomedicalConceptProperty","d0d0b414-58f6-4a43-a9f1-588d3926f715","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_168","True","","BiomedicalConceptProperty","8f28be73-a406-45c6-bec8-d1e23819a1da","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_169","True","","BiomedicalConceptProperty","b6d4e1d3-68d7-4600-8186-7ed841b6c854","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_1","True","text","BiomedicalConceptProperty","9de63e74-2868-4035-9b6b-50b9ea3d8ccc","True","AETERM","AETERM"
"BiomedicalConceptProperty_2","True","text","BiomedicalConceptProperty","93110651-e6fe-440f-a537-34f7f85e4130","True","AEDECOD","AEDECOD"
"BiomedicalConceptProperty_3","True","text","BiomedicalConceptProperty","a4b0279c-0887-4dd7-b15d-f6fbc24bd547","True","AEPRESP","AEPRESP"
"BiomedicalConceptProperty_4","True","text","BiomedicalConceptProperty","4bb824bb-80c4-4a93-a9b0-19ef961edad0","True","AELOC","AELOC"
"BiomedicalConceptProperty_5","True","text","BiomedicalConceptProperty","c584b127-c0ab-4295-888d-2095e47861fc","True","AESEV","AESEV"
"BiomedicalConceptProperty_6","True","text","BiomedicalConceptProperty","9b88f943-cefd-4be2-944c-5c05782aa751","True","AESER","AESER"
"BiomedicalConceptProperty_7","True","text","BiomedicalConceptProperty","8be0102c-9e5a-4453-a91e-5856612659f8","True","AEACN","AEACN"
"BiomedicalConceptProperty_8","True","text","BiomedicalConceptProperty","5a8d4cab-63b5-485f-a272-24e397e82ad2","True","AEACNOTH","AEACNOTH"
"BiomedicalConceptProperty_9","True","text","BiomedicalConceptProperty","24535100-1dfb-4d75-8939-eec1440c9f46","True","AEREL","AEREL"
"BiomedicalConceptProperty_10","True","text","BiomedicalConceptProperty","75fc6c79-9478-41eb-ab1c-e824751a8c22","True","AERELNST","AERELNST"
"BiomedicalConceptProperty_11","True","text","BiomedicalConceptProperty","afc1c179-3cb0-461b-9de9-284590336116","True","AEPATT","AEPATT"
"BiomedicalConceptProperty_12","True","text","BiomedicalConceptProperty","5052a761-5643-445e-837f-71f8d30f3160","True","AEOUT","AEOUT"
"BiomedicalConceptProperty_13","True","text","BiomedicalConceptProperty","c0df7dfa-2ded-4b5d-b650-44d4eaf18e4f","True","AESCAN","AESCAN"
"BiomedicalConceptProperty_14","True","text","BiomedicalConceptProperty","9d4a2913-e3c0-45e2-8ae2-e1ff4d8b197b","True","AESCONG","AESCONG"
"BiomedicalConceptProperty_15","True","text","BiomedicalConceptProperty","654839ca-623c-4802-bd32-0dcd20228385","True","AESDISAB","AESDISAB"
"BiomedicalConceptProperty_16","True","text","BiomedicalConceptProperty","e6f92f73-4467-4b66-a930-fc4d27e6e9c5","True","AESDTH","AESDTH"
"BiomedicalConceptProperty_17","True","text","BiomedicalConceptProperty","405ed5a9-ee58-463c-a58c-4076c4c5127a","True","AESHOSP","AESHOSP"
"BiomedicalConceptProperty_18","True","text","BiomedicalConceptProperty","9c706947-6f25-4c80-bc52-679952366a36","True","AESLIFE","AESLIFE"
"BiomedicalConceptProperty_19","True","text","BiomedicalConceptProperty","a08ed666-966c-4548-a437-dd9c35147d88","True","AESOD","AESOD"
"BiomedicalConceptProperty_20","True","text","BiomedicalConceptProperty","8b82a426-7ff8-4df8-99a0-118b4dfec25b","True","AESMIE","AESMIE"
"BiomedicalConceptProperty_21","True","text","BiomedicalConceptProperty","09999773-9262-4a2a-b14a-1e0a67bf1f72","True","AECONTRT","AECONTRT"
"BiomedicalConceptProperty_22","True","datetime","BiomedicalConceptProperty","333f6c2d-e80a-4fcc-a577-b2ccce7370a9","True","AESTDTC","AESTDTC"
"BiomedicalConceptProperty_23","True","datetime","BiomedicalConceptProperty","365e35fe-c718-4ae4-b913-8ed95d384adf","True","AEENDTC","AEENDTC"
"BiomedicalConceptProperty_24","True","","BiomedicalConceptProperty","a00c749a-ba42-4ec2-978a-1de538622c93","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_25","True","integer","BiomedicalConceptProperty","86320ee2-ae39-431b-83f9-bc94faeb9689","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_26","True","","BiomedicalConceptProperty","3717bdab-3119-4b05-b5db-3a5819773f84","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_27","True","","BiomedicalConceptProperty","a925df11-83e2-42a3-82f2-e662f4cb6843","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_28","True","","BiomedicalConceptProperty","3db910dc-8fe9-4186-b992-1dba3458280f","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_29","True","","BiomedicalConceptProperty","8e1143f6-ec51-42a6-b270-abbe9cc5477a","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_30","True","","BiomedicalConceptProperty","53129bb1-6470-452b-846c-f0117425b2d5","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_31","True","integer","BiomedicalConceptProperty","3c5257b0-fb13-41d0-8b0f-ad0ce6186712","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_32","True","","BiomedicalConceptProperty","e633cce4-54e8-4576-b5a1-57d1bd219f10","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_33","True","","BiomedicalConceptProperty","97cac263-6da2-43cb-be77-befd6a06ec6c","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_34","True","","BiomedicalConceptProperty","41334716-3054-4fd8-952e-74a17455fe85","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_35","True","","BiomedicalConceptProperty","16e3160f-12ee-482e-8194-9a5e29e0a5a1","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_36","True","","BiomedicalConceptProperty","57241608-2a1b-4765-b836-e0c566cdf4b0","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_37","True","float","BiomedicalConceptProperty","f18ad60f-7df5-408d-91d7-1aa179c2c14f","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_38","True","","BiomedicalConceptProperty","4577c75d-7d22-4b55-888a-b3f846303fb7","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_39","True","","BiomedicalConceptProperty","dd2e4278-e610-46d6-9b3d-a7b086605b77","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_40","True","","BiomedicalConceptProperty","40acb25b-8402-40c2-8952-536e7542c28d","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_41","True","float","BiomedicalConceptProperty","bf5a14ab-c489-47d2-a5de-c06622ba73c6","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_42","True","","BiomedicalConceptProperty","a21579f9-b9c6-4d6b-8034-ba0247abc544","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_43","True","","BiomedicalConceptProperty","8a647d74-b44c-4248-bbb6-4dc2aa9ccdfb","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_44","True","float","BiomedicalConceptProperty","0804277d-caa2-455b-ab89-34c2b41e4640","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_45","True","","BiomedicalConceptProperty","838f719a-5aa3-4296-9ea7-e5fd727b914e","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_46","True","","BiomedicalConceptProperty","2ea71e39-9242-4253-923c-a45ac0bf46d9","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_47","True","float","BiomedicalConceptProperty","eef7442e-5e25-44b0-bdea-6ad816d0e985","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_48","True","","BiomedicalConceptProperty","94ff4e9e-b8c0-429b-8703-49aa82404964","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_49","True","","BiomedicalConceptProperty","87d1be47-eba1-4cf8-8d24-be5f9c786b4c","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_50","True","","BiomedicalConceptProperty","2493766c-0319-489d-aebe-e52f52ff6c93","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_51","True","","BiomedicalConceptProperty","bd3c7d30-a509-4a90-9b0b-88a3cfb1f6d1","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_52","True","text","BiomedicalConceptProperty","8b0b3f03-131f-4938-b1d5-7eda1f730bb1","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_53","True","","BiomedicalConceptProperty","9a292d60-ad99-4288-8c86-bfdd09807a93","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_54","True","","BiomedicalConceptProperty","9fbb1c3e-5f34-4c18-8971-bd9834387b8a","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_55","True","","BiomedicalConceptProperty","0917a315-f8c4-4a6a-ac03-ebfcf1dfa03f","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_56","True","float","BiomedicalConceptProperty","0fcaca62-45fd-4acd-9039-a98da216c912","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_57","True","","BiomedicalConceptProperty","b22b5c4b-b510-42d0-b779-2a92e81c393c","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_58","True","","BiomedicalConceptProperty","f52f5ccf-72c0-4265-af21-4ab545243f6b","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_59","True","","BiomedicalConceptProperty","e8fa7e21-3b97-4fda-b096-62f9cfeeb5c1","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_60","True","","BiomedicalConceptProperty","be9dec79-8497-41af-8c40-7cb0dabf0ae9","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_61","True","float","BiomedicalConceptProperty","6c35b9ee-6a39-462d-b8c6-a34d1cbb6406","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_62","True","","BiomedicalConceptProperty","8c3031f7-982b-45fa-893a-b0c36b74bade","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_63","True","","BiomedicalConceptProperty","c4a724d7-56c3-456f-8373-3cded15cc9ce","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_64","True","","BiomedicalConceptProperty","886cd4b5-c2ca-453a-8a09-f9f78808f339","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_65","True","","BiomedicalConceptProperty","03feeff1-7e31-4740-a90e-c8209d23f229","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_66","True","float","BiomedicalConceptProperty","92a40970-56be-4b49-bc33-4509105e4441","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_67","True","","BiomedicalConceptProperty","1b4b45f1-67a8-4b0c-8a14-e1e0e3dd3aab","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_68","True","","BiomedicalConceptProperty","b01c81a5-3cdb-4972-a6bb-ef5993dbeff3","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_69","True","","BiomedicalConceptProperty","89cfb778-b23f-4756-a1b6-a9fd3f23a5fc","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_70","True","","BiomedicalConceptProperty","03dc58d6-84ef-418f-9a19-d5f179863fb3","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_71","True","float","BiomedicalConceptProperty","0ae6c7fe-2bba-44d1-be44-d5ab22a6870c","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_72","True","","BiomedicalConceptProperty","cd6799a3-aa69-4241-8d9f-966ac2f042d2","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_73","True","","BiomedicalConceptProperty","97c5b6b3-5bcc-4880-b2af-ab2b5ea5bb4d","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_74","True","","BiomedicalConceptProperty","76d103ff-1d5a-441e-b460-3ee7823282aa","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_75","True","","BiomedicalConceptProperty","d91c6ee2-d2b6-443a-b467-75d759871916","True","LBTESTCD","LBTESTCD"
"BiomedicalConceptProperty_76","True","float","BiomedicalConceptProperty","28c7b8c8-3b02-437f-9784-23fcfba2f6e6","True","LBORRES","LBORRES"
"BiomedicalConceptProperty_77","True","","BiomedicalConceptProperty","318bd73b-4192-4154-8d29-3935fb7ac2f5","True","LBORRESU","LBORRESU"
"BiomedicalConceptProperty_78","True","","BiomedicalConceptProperty","c5617dd5-e56f-4b81-89f3-51e370562a22","True","LBSPEC","LBSPEC"
"BiomedicalConceptProperty_79","True","","BiomedicalConceptProperty","012ca0a1-020c-460b-8f3a-920da6319408","True","LBFAST","LBFAST"
"BiomedicalConceptProperty_80","True","","BiomedicalConceptProperty","0291f598-2091-4b75-8e42-bd65ad73fe9a","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_81","True","integer","BiomedicalConceptProperty","a19f2c74-798b-4b3e-a118-e9302e5d6796","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_82","True","","BiomedicalConceptProperty","c9beda4f-d4f0-428b-a24d-8ee349070964","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_83","True","","BiomedicalConceptProperty","1e881c3c-217e-4dfe-91d4-600e43304cea","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_84","True","","BiomedicalConceptProperty","78cc78fd-f28a-4663-85c8-9d0a3384eebf","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_85","True","","BiomedicalConceptProperty","13211ca5-0064-4492-8084-e705cac7b874","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_86","True","","BiomedicalConceptProperty","5fb37bd1-7c9f-4168-b19e-3cfb343323cc","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_87","True","integer","BiomedicalConceptProperty","7ce002a8-659e-4f7e-9937-1916e0111969","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_88","True","","BiomedicalConceptProperty","23f43828-57b6-411b-a8d3-82ddfeecd3fd","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_89","True","","BiomedicalConceptProperty","a5044390-ca07-4be8-8b17-17cfa7d34422","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_90","True","","BiomedicalConceptProperty","2dab5ef3-603c-4fd9-8575-be907d03c924","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_91","True","","BiomedicalConceptProperty","eae8ab1c-e0fd-4403-a8c7-fd1827f9c59b","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_92","True","","BiomedicalConceptProperty","18ce403e-0c0d-42d7-b72b-99237d5f315e","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_93","True","integer","BiomedicalConceptProperty","cf0474d3-36e0-4740-a160-7f36642f5d06","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_94","True","","BiomedicalConceptProperty","b65d3d5d-8b5f-4dcb-b4f9-015217711a85","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_95","True","","BiomedicalConceptProperty","07de5992-382b-42b6-9d6c-abf9f410dea9","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_96","True","","BiomedicalConceptProperty","7ecce348-6f25-4ec5-8fa7-a07a9d6adcb6","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_97","True","","BiomedicalConceptProperty","c0b7b207-3ed6-4ef0-a821-1c0ea6db2b71","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_98","True","","BiomedicalConceptProperty","5b37ff62-c20f-4b8c-805a-ecf41b2a50da","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_99","True","integer","BiomedicalConceptProperty","05f37d5d-a614-442a-849c-37ed351d7bde","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_100","True","","BiomedicalConceptProperty","800a42a9-44c4-48aa-9b34-d6c57c37bb0b","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_101","True","","BiomedicalConceptProperty","c3da78ad-ff2c-4221-a961-4c1591a2c7f1","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_102","True","","BiomedicalConceptProperty","d11bd57d-4df2-4f3b-881d-c1aaa2597272","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_103","True","","BiomedicalConceptProperty","64159ffd-a4d5-4cff-9764-fad0745d511f","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_104","True","","BiomedicalConceptProperty","137975c6-73d4-4c93-aa82-198ce7608884","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_105","True","integer","BiomedicalConceptProperty","25bd6b09-c280-4a0c-926f-03630a711ed8","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_106","True","","BiomedicalConceptProperty","d635fe09-6cbf-4ce7-b010-fc66e9d5570c","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_107","True","","BiomedicalConceptProperty","df3e643b-7898-4f70-89be-8ba5bcc416f5","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_108","True","","BiomedicalConceptProperty","e5e2c705-add1-4795-baf1-896055c271f1","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_109","True","","BiomedicalConceptProperty","54e4ec09-4e9a-4615-bd5b-7453998ca3c9","True","VSLAT","VSLAT"
"BiomedicalConceptProperty_110","True","","BiomedicalConceptProperty","7d1892c2-2749-4a38-811d-1e260781e0f1","True","VSTESTCD","VSTESTCD"
"BiomedicalConceptProperty_111","True","integer","BiomedicalConceptProperty","89094043-8a4a-4933-beba-f8c4f8c40285","True","VSORRES","VSORRES"
"BiomedicalConceptProperty_112","True","","BiomedicalConceptProperty","717a3a83-3ca2-4193-bfad-2d9959577540","True","VSORRESU","VSORRESU"
"BiomedicalConceptProperty_113","True","","BiomedicalConceptProperty","95b36266-d46b-49b6-959b-f61679c7bde9","True","VSPOS","VSPOS"
"BiomedicalConceptProperty_114","True","","BiomedicalConceptProperty","bc3b838d-dd70-47fa-b98f-503e5d2d29b7","True","VSLOC","VSLOC"
"BiomedicalConceptProperty_115","True","","BiomedicalConceptProperty","00a7d4d8-0429-4456-9fed-30a6af448db8","True","VSLAT","VSLAT"
