"isRequired","instanceType","isEnabled","uuid:ID","name","id","label","datatype"
"True","BiomedicalConceptProperty","True","2ff2989e-b05f-4903-ab11-e5ed54b0137d","LBSPEC","BiomedicalConceptProperty_160","LBSPEC",""
"True","BiomedicalConceptProperty","True","106de469-1e0c-48cf-a5bc-7367fefe06e8","LBFAST","BiomedicalConceptProperty_161","LBFAST",""
"True","BiomedicalConceptProperty","True","62fcb638-fea9-4f1d-ad1f-32c8c2b1a3fd","LBTESTCD","BiomedicalConceptProperty_162","LBTESTCD",""
"True","BiomedicalConceptProperty","True","4d8323f8-bda2-4030-a18f-12ccdb59f349","LBORRES","BiomedicalConceptProperty_163","LBORRES","float"
"True","BiomedicalConceptProperty","True","89bfd0a3-75d4-4bd5-8335-2bec74433291","LBORRESU","BiomedicalConceptProperty_164","LBORRESU",""
"True","BiomedicalConceptProperty","True","a3be5fe1-343f-403a-af4d-3b4b3c2f51ae","LBSPEC","BiomedicalConceptProperty_165","LBSPEC",""
"True","BiomedicalConceptProperty","True","d6b982cf-0577-4022-ae4d-8d6553320a1c","LBFAST","BiomedicalConceptProperty_166","LBFAST",""
"True","BiomedicalConceptProperty","True","a0f34598-397b-4e88-bb72-2d95b0a5b30d","AETERM","BiomedicalConceptProperty_1","AETERM","text"
"True","BiomedicalConceptProperty","True","dff0dde5-e4b9-47ee-8764-77dbbc952832","AEDECOD","BiomedicalConceptProperty_2","AEDECOD","text"
"True","BiomedicalConceptProperty","True","21c4a1a2-dc8b-4515-a1f4-ab6ea69ce767","AEPRESP","BiomedicalConceptProperty_3","AEPRESP","text"
"True","BiomedicalConceptProperty","True","acdcc7fe-2551-4b18-b4aa-98399912d20b","AELOC","BiomedicalConceptProperty_4","AELOC","text"
"True","BiomedicalConceptProperty","True","8e0e26b0-7ddc-4f70-a3d1-aa6dd2f2d164","AESEV","BiomedicalConceptProperty_5","AESEV","text"
"True","BiomedicalConceptProperty","True","a3c9e9da-57a0-4423-920f-b5fb4311d54b","AESER","BiomedicalConceptProperty_6","AESER","text"
"True","BiomedicalConceptProperty","True","0bbedd64-4c8b-4a05-a392-e61e7e341922","AEACN","BiomedicalConceptProperty_7","AEACN","text"
"True","BiomedicalConceptProperty","True","6e64cc5e-343e-4790-8135-154e59c2dfe8","AEACNOTH","BiomedicalConceptProperty_8","AEACNOTH","text"
"True","BiomedicalConceptProperty","True","7c7b6246-2f9f-4caa-b2f2-6a0543445b03","AEREL","BiomedicalConceptProperty_9","AEREL","text"
"True","BiomedicalConceptProperty","True","4bcbf9c6-7645-4647-9b19-fa3d353da2c7","AERELNST","BiomedicalConceptProperty_10","AERELNST","text"
"True","BiomedicalConceptProperty","True","7ce90b21-3409-42cc-8c4f-5b34c2d66251","AEPATT","BiomedicalConceptProperty_11","AEPATT","text"
"True","BiomedicalConceptProperty","True","9b2e6469-c125-4381-a986-2bfdf986b8b7","AEOUT","BiomedicalConceptProperty_12","AEOUT","text"
"True","BiomedicalConceptProperty","True","10d48ff4-369d-48d5-bf26-bceb56907168","AESCAN","BiomedicalConceptProperty_13","AESCAN","text"
"True","BiomedicalConceptProperty","True","24665262-605e-4068-bf01-eb9b2207608a","AESCONG","BiomedicalConceptProperty_14","AESCONG","text"
"True","BiomedicalConceptProperty","True","5e2d1fa9-d2ce-4fcc-be04-faefbb863a7a","AESDISAB","BiomedicalConceptProperty_15","AESDISAB","text"
"True","BiomedicalConceptProperty","True","55b7a321-39f8-4a4d-bf66-02cb85122127","AESDTH","BiomedicalConceptProperty_16","AESDTH","text"
"True","BiomedicalConceptProperty","True","fd9729bc-5285-4315-9b47-180d54deb416","AESHOSP","BiomedicalConceptProperty_17","AESHOSP","text"
"True","BiomedicalConceptProperty","True","70fe8386-af68-4320-8338-b998b8fcd0a6","AESLIFE","BiomedicalConceptProperty_18","AESLIFE","text"
"True","BiomedicalConceptProperty","True","a2c18dae-23b9-4b69-a3a9-61f896cdf275","AESOD","BiomedicalConceptProperty_19","AESOD","text"
"True","BiomedicalConceptProperty","True","7cdda4ff-1fc9-4b80-808c-713249f70c6c","AESMIE","BiomedicalConceptProperty_20","AESMIE","text"
"True","BiomedicalConceptProperty","True","090f1b3b-febe-45b6-b918-6c9bbce64f04","AECONTRT","BiomedicalConceptProperty_21","AECONTRT","text"
"True","BiomedicalConceptProperty","True","a35095d6-9805-4ced-b83a-e35c38d055fa","AESTDTC","BiomedicalConceptProperty_22","AESTDTC","datetime"
"True","BiomedicalConceptProperty","True","5edf3d82-910d-481a-ae4e-95f3434c44c3","AEENDTC","BiomedicalConceptProperty_23","AEENDTC","datetime"
"True","BiomedicalConceptProperty","True","47a1a605-7b78-4de5-ab93-6652d3ccea80","VSTESTCD","BiomedicalConceptProperty_24","VSTESTCD",""
"True","BiomedicalConceptProperty","True","367da1e6-bd35-4627-bb1e-72700c5bb950","VSORRES","BiomedicalConceptProperty_25","VSORRES","integer"
"True","BiomedicalConceptProperty","True","53db470d-0422-4814-a9bf-fa554870c3e7","VSORRESU","BiomedicalConceptProperty_26","VSORRESU",""
"True","BiomedicalConceptProperty","True","8959cdfb-8fb7-4df7-a95c-f3720ba699ef","VSPOS","BiomedicalConceptProperty_27","VSPOS",""
"True","BiomedicalConceptProperty","True","5277238c-4910-4e71-aac7-c9fdbd6096f3","VSLOC","BiomedicalConceptProperty_28","VSLOC",""
"True","BiomedicalConceptProperty","True","c5e0f9f8-f00d-4dbc-8aad-4ab2ac425106","VSLAT","BiomedicalConceptProperty_29","VSLAT",""
"True","BiomedicalConceptProperty","True","d802b1f5-29a4-40d5-8cbe-37e566278490","VSTESTCD","BiomedicalConceptProperty_30","VSTESTCD",""
"True","BiomedicalConceptProperty","True","6178136a-5028-4075-85ee-86260b14b5e4","VSORRES","BiomedicalConceptProperty_31","VSORRES","integer"
"True","BiomedicalConceptProperty","True","ec9782c1-b1c6-4fda-a300-a4587cc93ea6","VSORRESU","BiomedicalConceptProperty_32","VSORRESU",""
"True","BiomedicalConceptProperty","True","9dac3054-ff11-42a9-9ad6-37045ce35b8f","VSPOS","BiomedicalConceptProperty_33","VSPOS",""
"True","BiomedicalConceptProperty","True","7f2c896e-731d-4b42-b0de-bdae34e205b5","VSLOC","BiomedicalConceptProperty_34","VSLOC",""
"True","BiomedicalConceptProperty","True","50a5df63-5837-475e-a938-a6eff1f66712","VSLAT","BiomedicalConceptProperty_35","VSLAT",""
"True","BiomedicalConceptProperty","True","09273253-b2a9-433a-a965-7d1f7bdcfb83","VSTESTCD","BiomedicalConceptProperty_36","VSTESTCD",""
"True","BiomedicalConceptProperty","True","fd62ac4a-54b7-42b0-a3ad-90cc8c839f1c","VSORRES","BiomedicalConceptProperty_37","VSORRES","float"
"True","BiomedicalConceptProperty","True","ad1c8e31-ed2c-4337-8154-3dcf12f00ce1","VSORRESU","BiomedicalConceptProperty_38","VSORRESU",""
"True","BiomedicalConceptProperty","True","0eb33c62-576a-495c-a655-ab28d3d01c4a","VSLOC","BiomedicalConceptProperty_39","VSLOC",""
"True","BiomedicalConceptProperty","True","7fe7521c-0878-45a5-8826-c5b07f8cd2a0","VSTESTCD","BiomedicalConceptProperty_40","VSTESTCD",""
"True","BiomedicalConceptProperty","True","5a7938ea-1d4c-40a8-9094-117e8b093e9c","VSORRES","BiomedicalConceptProperty_41","VSORRES","float"
"True","BiomedicalConceptProperty","True","a3cb4a8c-72bb-4eac-8225-1d0275ebd1bc","VSORRESU","BiomedicalConceptProperty_42","VSORRESU",""
"True","BiomedicalConceptProperty","True","3b9a1bdc-182f-493e-ae96-641b79d9e457","VSTESTCD","BiomedicalConceptProperty_43","VSTESTCD",""
"True","BiomedicalConceptProperty","True","d10c6ac8-8cbe-47f5-921e-812f3c9ba187","VSORRES","BiomedicalConceptProperty_44","VSORRES","float"
"True","BiomedicalConceptProperty","True","22571a1d-0365-4a6e-8843-3af4fefec7b2","VSORRESU","BiomedicalConceptProperty_45","VSORRESU",""
"True","BiomedicalConceptProperty","True","43be915a-f19f-4a52-8136-4d5cfd6a7cf4","LBTESTCD","BiomedicalConceptProperty_46","LBTESTCD",""
"True","BiomedicalConceptProperty","True","780e3e1b-9314-43a4-b40a-4b6ac891c35f","LBORRES","BiomedicalConceptProperty_47","LBORRES","float"
"True","BiomedicalConceptProperty","True","03f877c5-4808-47e2-b750-9995ab9a673a","LBORRESU","BiomedicalConceptProperty_48","LBORRESU",""
"True","BiomedicalConceptProperty","True","71d8d311-9a5a-44e5-8d45-a55b6e8d91ce","LBSPEC","BiomedicalConceptProperty_49","LBSPEC",""
"True","BiomedicalConceptProperty","True","50dc591c-2252-443b-8645-5921df4b261f","LBFAST","BiomedicalConceptProperty_50","LBFAST",""
"True","BiomedicalConceptProperty","True","4264af29-a7e3-4fb0-b892-496cf671a23c","LBTESTCD","BiomedicalConceptProperty_51","LBTESTCD",""
"True","BiomedicalConceptProperty","True","d1e1ec6c-3f7c-4145-956f-49e60e09531b","LBORRES","BiomedicalConceptProperty_52","LBORRES","text"
"True","BiomedicalConceptProperty","True","5dcaa780-d01b-4a2b-92f7-3af0280a7145","LBSPEC","BiomedicalConceptProperty_53","LBSPEC",""
"True","BiomedicalConceptProperty","True","cfaa739d-1145-435a-978c-81ae0467b23c","LBFAST","BiomedicalConceptProperty_54","LBFAST",""
"True","BiomedicalConceptProperty","True","51ff21fc-ada6-4af1-8b02-51bd9be5d7aa","LBTESTCD","BiomedicalConceptProperty_55","LBTESTCD",""
"True","BiomedicalConceptProperty","True","9888d66c-2385-42a6-9223-6adbd3f84523","LBORRES","BiomedicalConceptProperty_56","LBORRES","float"
"True","BiomedicalConceptProperty","True","eabbe147-44e7-4141-aafb-1c826e805a38","LBORRESU","BiomedicalConceptProperty_57","LBORRESU",""
"True","BiomedicalConceptProperty","True","0813111c-2ff4-4400-a6f3-f95ae93debc5","LBSPEC","BiomedicalConceptProperty_58","LBSPEC",""
"True","BiomedicalConceptProperty","True","541165d8-cb4c-4bb6-a0af-37e48d12a529","LBFAST","BiomedicalConceptProperty_59","LBFAST",""
"True","BiomedicalConceptProperty","True","59314897-5ca2-477f-8513-a47247f5a018","LBTESTCD","BiomedicalConceptProperty_60","LBTESTCD",""
"True","BiomedicalConceptProperty","True","c57d55b1-c5ca-481b-a14a-8481f8147ca9","LBORRES","BiomedicalConceptProperty_61","LBORRES","float"
"True","BiomedicalConceptProperty","True","465edb8a-81c4-40d7-b381-66e3a904019c","LBORRESU","BiomedicalConceptProperty_62","LBORRESU",""
"True","BiomedicalConceptProperty","True","b156ae3d-d95d-4e25-b176-5c20409262fa","LBSPEC","BiomedicalConceptProperty_63","LBSPEC",""
"True","BiomedicalConceptProperty","True","efdc1d2d-e420-415b-b8fc-19119feb43ba","LBFAST","BiomedicalConceptProperty_64","LBFAST",""
"True","BiomedicalConceptProperty","True","d1300da9-213e-48a3-9601-2399c9e94fbb","LBTESTCD","BiomedicalConceptProperty_65","LBTESTCD",""
"True","BiomedicalConceptProperty","True","58e6f8c5-45ab-4cc5-9264-1f7d845ea7f1","LBORRES","BiomedicalConceptProperty_66","LBORRES","float"
"True","BiomedicalConceptProperty","True","ba2527a5-505a-47d0-9e52-0623885e7bc5","LBORRESU","BiomedicalConceptProperty_67","LBORRESU",""
"True","BiomedicalConceptProperty","True","be83b0e8-e8bc-44dd-a539-1f27ca516844","LBSPEC","BiomedicalConceptProperty_68","LBSPEC",""
"True","BiomedicalConceptProperty","True","25d8050a-38dd-4f8b-a8dd-813592f4c9ca","LBFAST","BiomedicalConceptProperty_69","LBFAST",""
"True","BiomedicalConceptProperty","True","be58f79b-90d2-4ad6-8e34-515aacdd6514","LBTESTCD","BiomedicalConceptProperty_70","LBTESTCD",""
"True","BiomedicalConceptProperty","True","010cffa4-6bdc-4287-82a7-35ec8b8f8563","LBORRES","BiomedicalConceptProperty_71","LBORRES","float"
"True","BiomedicalConceptProperty","True","43faed15-6073-4c46-adf1-5e46792b1653","LBORRESU","BiomedicalConceptProperty_72","LBORRESU",""
"True","BiomedicalConceptProperty","True","0c4ed75e-c93f-4f34-832f-42f37a1ce99a","LBSPEC","BiomedicalConceptProperty_73","LBSPEC",""
"True","BiomedicalConceptProperty","True","8dfe8205-d7cf-4111-a77a-5338a0073974","LBFAST","BiomedicalConceptProperty_74","LBFAST",""
"True","BiomedicalConceptProperty","True","55d61e8d-8667-4e1c-94aa-b75aff2cba9d","LBTESTCD","BiomedicalConceptProperty_75","LBTESTCD",""
"True","BiomedicalConceptProperty","True","d01215a2-2d5d-42e1-8dc1-8f13ff978747","LBORRES","BiomedicalConceptProperty_76","LBORRES","float"
"True","BiomedicalConceptProperty","True","7f467975-a89c-4f27-893c-2df44b4e874b","LBORRESU","BiomedicalConceptProperty_77","LBORRESU",""
"True","BiomedicalConceptProperty","True","262844a5-cdf8-4d57-8779-f0f451ea2316","LBSPEC","BiomedicalConceptProperty_78","LBSPEC",""
"True","BiomedicalConceptProperty","True","2aeaf75a-d0f9-4622-ba0c-6a25d3160e5c","LBFAST","BiomedicalConceptProperty_79","LBFAST",""
"True","BiomedicalConceptProperty","True","078a2253-69c0-4009-927e-bedb9d47535d","VSTESTCD","BiomedicalConceptProperty_80","VSTESTCD",""
"True","BiomedicalConceptProperty","True","554f10db-6648-42de-bc3d-a3b231947093","VSORRES","BiomedicalConceptProperty_81","VSORRES","integer"
"True","BiomedicalConceptProperty","True","704c23c3-2eb7-4b5a-9ae3-7917bbf46780","VSORRESU","BiomedicalConceptProperty_82","VSORRESU",""
"True","BiomedicalConceptProperty","True","bb96695c-cde1-448d-8db9-a034cd7b097c","VSPOS","BiomedicalConceptProperty_83","VSPOS",""
"True","BiomedicalConceptProperty","True","bcb86a72-1fb0-4350-99ec-85fef5810bfb","VSLOC","BiomedicalConceptProperty_84","VSLOC",""
"True","BiomedicalConceptProperty","True","2b98ee48-eeaf-4f3c-8f29-f949554a5c85","VSLAT","BiomedicalConceptProperty_85","VSLAT",""
"True","BiomedicalConceptProperty","True","d4f6a7df-da8c-4ab1-8254-27f0b5c44d48","VSTESTCD","BiomedicalConceptProperty_86","VSTESTCD",""
"True","BiomedicalConceptProperty","True","ce3e4fe7-487b-4e9e-b8dd-cd5386c04a5e","VSORRES","BiomedicalConceptProperty_87","VSORRES","integer"
"True","BiomedicalConceptProperty","True","b867abd7-badb-488b-b720-abb4ece62a07","VSORRESU","BiomedicalConceptProperty_88","VSORRESU",""
"True","BiomedicalConceptProperty","True","4d273185-66a4-420e-8013-db427b702aa3","VSPOS","BiomedicalConceptProperty_89","VSPOS",""
"True","BiomedicalConceptProperty","True","d5c85534-a69d-4b56-b684-63b6fa263e98","VSLOC","BiomedicalConceptProperty_90","VSLOC",""
"True","BiomedicalConceptProperty","True","2c1baa11-e147-4dff-8eaf-74aeeb6a9695","VSLAT","BiomedicalConceptProperty_91","VSLAT",""
"True","BiomedicalConceptProperty","True","31661d98-d908-47a6-ab98-49fa48ee9901","VSTESTCD","BiomedicalConceptProperty_92","VSTESTCD",""
"True","BiomedicalConceptProperty","True","53bd83a1-c29f-4905-9f1d-a06b2e450acb","VSORRES","BiomedicalConceptProperty_93","VSORRES","integer"
"True","BiomedicalConceptProperty","True","6a8c3e61-dd28-4de3-8501-fc8d386f34f9","VSORRESU","BiomedicalConceptProperty_94","VSORRESU",""
"True","BiomedicalConceptProperty","True","6d930f51-5832-4b2f-83b8-33d1b6557c14","VSPOS","BiomedicalConceptProperty_95","VSPOS",""
"True","BiomedicalConceptProperty","True","b6f22eb4-9a6d-4d0d-b65b-1c72878114bc","VSLOC","BiomedicalConceptProperty_96","VSLOC",""
"True","BiomedicalConceptProperty","True","55a3e913-5482-4f82-bc8d-7cd32d4190ca","VSLAT","BiomedicalConceptProperty_97","VSLAT",""
"True","BiomedicalConceptProperty","True","dbcccc88-ca38-419c-97d3-8a940bac07f6","VSTESTCD","BiomedicalConceptProperty_98","VSTESTCD",""
"True","BiomedicalConceptProperty","True","d751932b-0dbb-4dfd-bd06-cf7162ddc7ec","VSORRES","BiomedicalConceptProperty_99","VSORRES","integer"
"True","BiomedicalConceptProperty","True","c86951b8-26db-4704-b881-e96fa91c3ca0","VSORRESU","BiomedicalConceptProperty_100","VSORRESU",""
"True","BiomedicalConceptProperty","True","852f77ab-8fd7-431b-ab9c-d657e13a58bc","VSPOS","BiomedicalConceptProperty_101","VSPOS",""
"True","BiomedicalConceptProperty","True","7268127e-84ef-437b-8a62-d568363fe813","VSLOC","BiomedicalConceptProperty_102","VSLOC",""
"True","BiomedicalConceptProperty","True","2c83ac92-748b-4c11-a4f8-c2a9ca614bf0","VSLAT","BiomedicalConceptProperty_103","VSLAT",""
"True","BiomedicalConceptProperty","True","2723340b-c0d1-4bed-b43e-3463ecc47d73","VSTESTCD","BiomedicalConceptProperty_104","VSTESTCD",""
"True","BiomedicalConceptProperty","True","34767fd8-6de9-42e9-85cb-91fd7d1e88f8","VSORRES","BiomedicalConceptProperty_105","VSORRES","integer"
"True","BiomedicalConceptProperty","True","675893c1-8e3b-47a0-9c92-420e45e59cda","VSORRESU","BiomedicalConceptProperty_106","VSORRESU",""
"True","BiomedicalConceptProperty","True","dab346f9-8d1b-4861-8938-60e342545cec","VSPOS","BiomedicalConceptProperty_107","VSPOS",""
"True","BiomedicalConceptProperty","True","f861fe84-d21d-432f-a674-d82bd1113512","VSLOC","BiomedicalConceptProperty_108","VSLOC",""
"True","BiomedicalConceptProperty","True","e7fa2247-ce98-4ee0-9793-c6da09ed0b84","VSLAT","BiomedicalConceptProperty_109","VSLAT",""
"True","BiomedicalConceptProperty","True","db4dd776-02ca-4967-b589-923e3d33f3a5","VSTESTCD","BiomedicalConceptProperty_110","VSTESTCD",""
"True","BiomedicalConceptProperty","True","5dd2bacc-ef29-47da-baa5-60beb8f16515","VSORRES","BiomedicalConceptProperty_111","VSORRES","integer"
"True","BiomedicalConceptProperty","True","fdc70dd2-ec93-4b29-ba2c-0f508d84c797","VSORRESU","BiomedicalConceptProperty_112","VSORRESU",""
"True","BiomedicalConceptProperty","True","a1f99986-0f01-482b-a334-8a40f1cf519b","VSPOS","BiomedicalConceptProperty_113","VSPOS",""
"True","BiomedicalConceptProperty","True","71cdfe92-a8bf-48ff-a009-8f8108188cfe","VSLOC","BiomedicalConceptProperty_114","VSLOC",""
"True","BiomedicalConceptProperty","True","e14ddc78-b67b-4d54-b7a4-18f919909c94","VSLAT","BiomedicalConceptProperty_115","VSLAT",""
