"isEnabled","id","uuid:ID","name","datatype","instanceType","label","isRequired"
"True","BiomedicalConceptProperty_130","a985fa7d-cfd8-4f96-804d-c2f6df60ebb0","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_131","3583b38b-93f5-42ad-aad3-c1d500f14c0a","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_132","fc531ba2-5239-4ef8-8e88-cd806b247bb8","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_133","b73a5f0f-d76e-4b75-96c0-cc22bffbbe24","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_134","c348449e-2bad-42ff-ade3-4970895d773b","LBORRES","text","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_135","ab330820-682e-4e35-99b0-cfa1b2001d34","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_136","0a079382-f5c6-46b2-80b6-c855e7b05529","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_137","34769f89-dba2-4a8a-bb13-99f447a5b038","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_138","bedab90d-2ec6-4922-8e72-430cc07a3539","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_139","37ba98ec-4fbb-4394-acb4-475b946288ff","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_140","2c2d7d29-dafe-4ede-a53e-721c1fc8d7e1","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_141","3aa6c40c-a2ef-443d-a136-2f25165bc0dc","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_142","376172f5-046d-4817-ab93-e446d8706f83","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_143","e6dfd6bc-ed92-4433-982e-766382b30b51","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_144","1e4b9a79-e101-40a3-8024-72aab46bc718","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_145","69e758e2-5e7d-473d-a245-42261823d823","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_146","a642dc45-06d8-4d81-b901-08b2af917230","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_147","5d22ad61-99ca-4325-ac04-ea4aa2085c58","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_148","e3bb3536-3e93-4a97-b8b8-e8d31116d3d5","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_149","ce9b9db0-e1b2-4a4e-934d-a09760654770","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_150","e8e20085-9dc8-4ef9-988f-0006f75075e4","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_151","29bd849b-37f3-4323-833d-6f43061e7504","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_152","3d53a6c6-2464-4605-a3c2-aaffbd00513f","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_153","97ff774d-3ce8-4741-aab9-ca18e53edbd9","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_154","59ddb71d-c93c-468a-a900-060574ac7164","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_155","1661b5c6-a819-4a14-91c0-40fbe3b9402c","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_156","d3939a8b-7a7d-4eac-b4fe-62a638e3e1d4","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_157","9f4a3ea3-9df2-4361-a8b7-9c30edff80b4","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_158","7a6e9709-95e1-4d5d-b325-f69211d1ecdf","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_159","4f781183-eb84-4f45-832d-af432b41b027","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_160","81ee7dc4-28a9-4cdb-b3b9-22f0560011ef","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_161","414b7fad-04e6-448d-af4f-14ab74065bd0","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_162","4e8d4ae4-baf5-4dad-914e-d334ad6f0ef7","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_163","2b101ce4-f207-4d71-9e5f-b54de3d55c65","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_164","e008b60a-5594-4626-8331-10a261d403bf","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_165","87a1c199-bfae-424d-9ea4-4e17f9bd56a5","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_166","69e66e07-7c99-426d-84fe-3c3ae6bbad40","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_1","14cf2198-27c9-4c6f-b6a5-80e75b5ec913","AETERM","text","BiomedicalConceptProperty","AETERM","True"
"True","BiomedicalConceptProperty_2","dede7a85-fb9c-4d65-ad5c-ed882fff8da4","AEDECOD","text","BiomedicalConceptProperty","AEDECOD","True"
"True","BiomedicalConceptProperty_3","b58e7614-6a13-4f00-b8f6-a7a6c2262635","AEPRESP","text","BiomedicalConceptProperty","AEPRESP","True"
"True","BiomedicalConceptProperty_4","9a01b9b5-40b3-4b06-85ba-a9145ca6efac","AELOC","text","BiomedicalConceptProperty","AELOC","True"
"True","BiomedicalConceptProperty_5","a32cb0dd-00f8-440f-89c1-6af2afd4c789","AESEV","text","BiomedicalConceptProperty","AESEV","True"
"True","BiomedicalConceptProperty_6","e84094b8-4ad1-4601-9c0e-e7414882f9b9","AESER","text","BiomedicalConceptProperty","AESER","True"
"True","BiomedicalConceptProperty_7","ebfb45d0-682a-4976-bec5-93fe6a1768d6","AEACN","text","BiomedicalConceptProperty","AEACN","True"
"True","BiomedicalConceptProperty_8","9e99502d-0774-4a40-a3ac-0637dece2271","AEACNOTH","text","BiomedicalConceptProperty","AEACNOTH","True"
"True","BiomedicalConceptProperty_9","5309173a-f48d-4194-9eec-bba07d13347c","AEREL","text","BiomedicalConceptProperty","AEREL","True"
"True","BiomedicalConceptProperty_10","07015b16-41d0-4f03-aaa2-0a7d52cff78a","AERELNST","text","BiomedicalConceptProperty","AERELNST","True"
"True","BiomedicalConceptProperty_11","4a0502de-7aa7-40cd-a213-ed2bfc98ec8d","AEPATT","text","BiomedicalConceptProperty","AEPATT","True"
"True","BiomedicalConceptProperty_12","6368a803-a38a-4af6-91f2-036145f35a74","AEOUT","text","BiomedicalConceptProperty","AEOUT","True"
"True","BiomedicalConceptProperty_13","7e682e74-06fd-40fd-a906-b6cc5fefa3b3","AESCAN","text","BiomedicalConceptProperty","AESCAN","True"
"True","BiomedicalConceptProperty_14","c05393f2-ed3d-4248-ab4d-8470e2367dda","AESCONG","text","BiomedicalConceptProperty","AESCONG","True"
"True","BiomedicalConceptProperty_15","a9ed194b-fdc3-4960-92ae-4da66214aa4a","AESDISAB","text","BiomedicalConceptProperty","AESDISAB","True"
"True","BiomedicalConceptProperty_16","016f4816-8fc4-42b2-80d1-100a024142c9","AESDTH","text","BiomedicalConceptProperty","AESDTH","True"
"True","BiomedicalConceptProperty_17","2b330c1d-325d-404c-8a92-003498f5610e","AESHOSP","text","BiomedicalConceptProperty","AESHOSP","True"
"True","BiomedicalConceptProperty_18","899983bd-4fa5-4e9f-9ada-e4b66a039914","AESLIFE","text","BiomedicalConceptProperty","AESLIFE","True"
"True","BiomedicalConceptProperty_19","cd01a783-dab8-4709-bce9-693a8d5eaefd","AESOD","text","BiomedicalConceptProperty","AESOD","True"
"True","BiomedicalConceptProperty_20","b495c807-0510-4038-874f-c85530d509e0","AESMIE","text","BiomedicalConceptProperty","AESMIE","True"
"True","BiomedicalConceptProperty_21","7c4ac3e2-68e4-4f2a-a3cc-3247f4a6a54e","AECONTRT","text","BiomedicalConceptProperty","AECONTRT","True"
"True","BiomedicalConceptProperty_22","39af5295-2de5-4e7c-9a65-c9acddc24fa2","AESTDTC","datetime","BiomedicalConceptProperty","AESTDTC","True"
"True","BiomedicalConceptProperty_23","0b4a9018-58e1-4514-9e8f-7b23ee593092","AEENDTC","datetime","BiomedicalConceptProperty","AEENDTC","True"
"True","BiomedicalConceptProperty_24","4b144752-f6ad-4e87-9a87-9ddfba3434da","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_25","6dc068a7-e848-4eee-b584-d4da14958423","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_26","fcb985ab-0703-431b-af71-77da0ef8f4f2","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_27","3ad50ce1-69b3-4bbc-a7e4-c0a463e9815d","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_28","763244f1-6040-4e39-ba68-ed74ecf2ed8d","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_29","6501fc7d-66b1-4bc8-85a2-17d37bceec36","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_30","ebdb9f27-030e-40e7-ba48-f2babb85396a","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_31","dee30ace-8882-45be-894f-86325c5c4d7c","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_32","46fed7bc-8061-4202-a126-99a95799ee1e","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_33","ab1c0928-c1db-47ed-aa64-7501862244dc","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_34","c60f8d0d-6cec-4e25-bd04-ff2fd01f73d3","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_35","b8aa9837-f435-460a-8bbc-173d6329a369","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_36","76161c9c-5aee-4be0-aa10-561d76bfe051","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_37","ae6e82ea-72a5-4b55-88e0-f8816d382736","VSORRES","float","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_38","026fdc64-8420-411b-9714-7453fa7b0d55","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_39","0d80ea94-cc95-4426-a93e-e2d0c84c77c2","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_40","7abae09d-cda9-42df-9cf4-d5c347c635cc","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_41","6c7fdfb2-170d-45f0-b39b-89e1799a6b26","VSORRES","float","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_42","86075378-0e48-4145-b825-1c97f6037cf9","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_43","6bee8ba4-f4aa-4909-b315-6ba234255175","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_44","fdf8232b-3377-4d87-8375-99f30f1e4bf9","VSORRES","float","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_45","52c3b4d0-fee9-430b-b982-6b9979c2fc79","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_46","e4f02915-d3cf-483e-a0f3-2c7fcde2c9e1","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_47","415a69f0-020c-410c-a9ed-0526bb13ccf8","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_48","0be0d356-3aef-4e60-95d8-bdb2b6675809","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_49","393ccf0d-1dd7-4a93-8e04-05e15f00629c","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_50","a612f54b-8939-4464-ad73-8fa76585e629","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_51","759d5981-d917-4ed8-9008-3c2880ee09b0","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_52","a4863a53-ea85-49b3-ac4f-5f4e0f28d7af","LBORRES","text","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_53","7f20f6a3-fd9f-455b-9423-d9f365a2759d","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_54","02f19e3e-6c5c-41e5-94a8-f2829913a70f","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_55","e49b1427-d4d3-4df5-80f7-40fd527f321b","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_56","642a6f73-be06-4d1f-be3e-b5df565ecc72","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_57","cbd66172-a15f-44f6-9e72-c6ea29b60e07","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_58","f363fe13-55b6-4702-9b74-6b4a46da0a8c","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_59","a6aba5f6-a015-4548-9330-3178984f5f4d","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_60","e7da4b5b-9593-420e-8f0b-41236b96b37e","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_61","d12b65a1-d3f3-4b77-a5ba-498b700f9e17","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_62","422ced32-a571-4446-88be-8d4bbc59bbc4","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_63","26d46ef1-1391-4bbe-83a8-9de398bff93e","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_64","10a1d9aa-49f9-4e18-af29-70e3cc12ad80","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_65","570907c0-9c8e-44c0-83c9-a0b8b9273863","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_66","9697991e-3b2b-43f6-97f6-8ad9d26308ee","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_67","dafc2bfe-d758-4105-a2ee-6b2bb9e68420","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_68","8bbf021e-786e-49db-958c-a6fd41acb116","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_69","d0f461d7-0cd2-4969-a2ce-09560720bc83","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_70","757a848c-f59f-443d-add9-cde51859cd90","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_71","d2a5e704-6043-4dca-be16-1bf1b18abc18","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_72","f2e3e469-27a3-4a17-bdb7-532cd87cfb23","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_73","a3f0ceb7-d73a-4f60-9964-8c82f70eb66b","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_74","5cfeda39-7d21-4368-812a-d12a6ad50a05","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_75","11c45dc9-2d6f-42f3-8641-425690e5b2ed","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_76","32507ab2-a273-46fe-8094-319dc8e8476b","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_77","270e6e68-3c97-4521-a3bd-2c53e780f50e","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_78","862bc1f4-b781-4c4d-a581-736f0890f0f2","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_79","4dbd9c31-be82-4c38-bb35-5c159d34e270","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_80","e2954405-23f5-454d-ac50-8cb45a946ce3","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_81","521d6718-de36-4710-a862-18bb0e3daf1b","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_82","d3576169-a694-49c1-92ae-97ecb6035265","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_83","f0536fd9-1237-4e5e-b654-17f8ffec5c08","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_84","3ea6c252-376e-4690-bd3f-c48efb708c13","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_85","dbf618cf-6dbf-4201-9860-08191a276b8d","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_86","c8aa4942-118a-4e8d-957b-5045c347bb47","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_87","907c4157-4255-4d75-aba7-d07d32223eaa","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_88","07967b5a-2358-4e08-b0f7-24d317e48707","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_89","812fbf03-ad2c-413f-b4a8-35490bf594c8","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_90","52e70819-ebfd-4b95-b094-9d6c60a04839","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_91","aefae2db-4fa5-4d0f-8d78-6ea85675e0a0","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_92","041f79ca-61b6-4f97-b2fd-a746e1fcf647","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_93","2577f313-7387-4b97-954a-2e62c574daee","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_94","f4599a90-4bdc-46c0-a872-1ffd95ee0114","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_95","2b4a1042-023c-4dc4-a36d-67f0abc65fe5","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_96","aa84bad9-2ea2-4c0d-8687-1bae1e2d28b7","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_97","c52abc7e-d677-4594-bcb1-da919dd074a7","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_98","639c360d-f204-4498-bdba-b2bcd9efbc81","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_99","2b40941d-5a8c-46c1-81cc-12e63a7bc9fa","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_100","3a51c59f-6e71-4a4d-8333-3c8200fbf0f5","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_101","58c07589-0a32-417b-a261-d77bf9619545","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_102","504bf114-0c40-4e77-820c-10af9f056328","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_103","c441bf1a-6340-4556-8579-acf4f619532d","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_104","68c01041-ab93-4242-a54b-f7adb7ff9e91","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_105","e9a9b433-7ed5-43cb-857f-099225c330bf","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_106","f249ad7a-5b18-4b24-bcdb-f02bc8135846","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_107","548689e1-35de-43b3-a717-16dae4a19368","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_108","a39a14db-b44c-4c58-ac12-be6a8f547902","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_109","f4154d64-5836-41fc-9936-8944bbdcdbfd","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_110","3b5e5cfc-71ef-44ea-a79e-f61980222596","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_111","af0f781e-1e0b-49fa-9f4b-6d3e86cfd243","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_112","1d612653-1fa5-48d9-99ae-ebe081eb846b","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_113","26f3b71d-2a3c-4d05-90d3-b18b099f97b1","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_114","71153667-63c9-4702-b696-bafb9a437aa1","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_115","f43cb619-2141-4f79-b8e6-24d6c4f135b8","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
