"isRequired","id","label","isEnabled","datatype","name","instanceType","uuid:ID"
"True","BiomedicalConceptProperty_17","AESHOSP","True","text","AESHOSP","BiomedicalConceptProperty","f67a394d-1c0d-4c4b-88a9-b97f7a45142a"
"True","BiomedicalConceptProperty_18","AESLIFE","True","text","AESLIFE","BiomedicalConceptProperty","20126719-b9a1-4021-b25a-4f41e9e57678"
"True","BiomedicalConceptProperty_19","AESOD","True","text","AESOD","BiomedicalConceptProperty","7adb2bfa-e3ab-4287-a46c-1d0717a66156"
"True","BiomedicalConceptProperty_20","AESMIE","True","text","AESMIE","BiomedicalConceptProperty","7bc0d40d-8859-461a-9b49-785d791c38d9"
"True","BiomedicalConceptProperty_21","AECONTRT","True","text","AECONTRT","BiomedicalConceptProperty","60f05bc7-543f-45ce-8cc8-0d4d5d607a0e"
"True","BiomedicalConceptProperty_22","AESTDTC","True","datetime","AESTDTC","BiomedicalConceptProperty","9ba170c8-21c7-4044-a456-daf18661f138"
"True","BiomedicalConceptProperty_23","AEENDTC","True","datetime","AEENDTC","BiomedicalConceptProperty","2fcf1cd9-d041-4e28-aa41-053c622f4c63"
"True","BiomedicalConceptProperty_24","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","16c4b0e5-0972-4431-b092-710ce156fe6e"
"True","BiomedicalConceptProperty_25","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","90fcd51b-0e48-48e0-89d9-c8efdebead18"
"True","BiomedicalConceptProperty_26","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","1224a1f1-3db7-4a26-9f34-b74a9fcf20b2"
"True","BiomedicalConceptProperty_27","VSPOS","True","","VSPOS","BiomedicalConceptProperty","9b05c96c-380b-484e-8df4-fa540014e57c"
"True","BiomedicalConceptProperty_28","VSLOC","True","","VSLOC","BiomedicalConceptProperty","767e376b-a84f-46de-a640-bb1c921a7867"
"True","BiomedicalConceptProperty_29","VSLAT","True","","VSLAT","BiomedicalConceptProperty","37de4e70-a0ed-45ab-9998-ef4e62ae1e93"
"True","BiomedicalConceptProperty_30","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","b88421bf-5952-440d-bfe9-301a3bfb9f16"
"True","BiomedicalConceptProperty_31","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","5eccf939-d22a-4dd4-8b71-9b942aa4e40b"
"True","BiomedicalConceptProperty_32","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","ec9ccba5-204b-4f2b-a92f-878a905d59ff"
"True","BiomedicalConceptProperty_33","VSPOS","True","","VSPOS","BiomedicalConceptProperty","ef807691-2c40-4594-939a-097ad707a90e"
"True","BiomedicalConceptProperty_34","VSLOC","True","","VSLOC","BiomedicalConceptProperty","30280281-a29e-40ff-bc93-cf8d34ca7a75"
"True","BiomedicalConceptProperty_35","VSLAT","True","","VSLAT","BiomedicalConceptProperty","ced21351-cb21-4fce-b81b-6d1d9315c8fc"
"True","BiomedicalConceptProperty_36","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","798ad9d7-fcd2-4239-b0e1-861d51aeebf7"
"True","BiomedicalConceptProperty_37","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","b3fee28e-aa82-476a-9e8e-250e0678ee5d"
"True","BiomedicalConceptProperty_38","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","030621b1-5420-4879-9a60-51a573db0467"
"True","BiomedicalConceptProperty_39","VSLOC","True","","VSLOC","BiomedicalConceptProperty","92e28208-adfb-404d-8b15-74969a7c205b"
"True","BiomedicalConceptProperty_40","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","83ffcf3f-8ae6-4eaf-8514-786a5762d647"
"True","BiomedicalConceptProperty_41","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","78eb0379-e8f9-4b00-89e5-0b0af740bca5"
"True","BiomedicalConceptProperty_42","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","2cd44cdc-14dd-4211-bf17-1260f465b3e6"
"True","BiomedicalConceptProperty_43","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","9b7d3780-088b-4dd3-845b-cc0e94e1d57d"
"True","BiomedicalConceptProperty_44","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","cbf80106-151b-477d-9bd4-cfecd7cb58df"
"True","BiomedicalConceptProperty_45","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","25fa97b6-3fa6-4b13-8470-dc586a0d2147"
"True","BiomedicalConceptProperty_46","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","912c260f-531a-40d2-a904-876cc61b63cd"
"True","BiomedicalConceptProperty_47","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","5ae140a9-bb95-4cd4-bced-0201b4210733"
"True","BiomedicalConceptProperty_48","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","eed7294c-b6d7-4c06-928d-f52097678cc8"
"True","BiomedicalConceptProperty_49","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","ad192cb8-f2b0-4e1b-950f-8c74a7135aaf"
"True","BiomedicalConceptProperty_50","LBFAST","True","","LBFAST","BiomedicalConceptProperty","694fb11c-fad4-4404-9d25-ea17f6e43a94"
"True","BiomedicalConceptProperty_51","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","02babce0-d86d-4cd9-8fbb-262907bffb43"
"True","BiomedicalConceptProperty_52","LBORRES","True","text","LBORRES","BiomedicalConceptProperty","ce34a513-65e5-422d-8741-6764d63ff767"
"True","BiomedicalConceptProperty_53","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","89bfc0aa-70f3-44ac-90e7-2bfa1f61421e"
"True","BiomedicalConceptProperty_54","LBFAST","True","","LBFAST","BiomedicalConceptProperty","733f7d46-f9bb-4f21-90af-ab81bedc4eea"
"True","BiomedicalConceptProperty_55","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","53b609b6-d59f-49d5-a7d5-8621d0469d20"
"True","BiomedicalConceptProperty_56","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","3273c842-608c-4402-8aa4-585b1b2a2094"
"True","BiomedicalConceptProperty_57","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","3764cfa9-73d0-43a1-86af-3e554731aa58"
"True","BiomedicalConceptProperty_58","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","c769688b-eb03-4048-a533-f4e52a5f1123"
"True","BiomedicalConceptProperty_59","LBFAST","True","","LBFAST","BiomedicalConceptProperty","99bd06a0-66cf-43ec-b6af-aed818bc56ec"
"True","BiomedicalConceptProperty_60","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","13a2a414-58f9-4eb4-b71e-276b603fc3ec"
"True","BiomedicalConceptProperty_61","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","bf7aa34f-7fbe-4774-97e5-64897d880955"
"True","BiomedicalConceptProperty_62","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","f13bf434-fae7-4f23-8f13-17a82753af6b"
"True","BiomedicalConceptProperty_63","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","3bc74ecc-585a-45c2-bac1-9117e9ffc9bb"
"True","BiomedicalConceptProperty_64","LBFAST","True","","LBFAST","BiomedicalConceptProperty","8dfbcb8d-0e94-43b2-9ea3-4a54dcac2e50"
"True","BiomedicalConceptProperty_65","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","b5b56871-507e-4273-85ae-a48899c766dc"
"True","BiomedicalConceptProperty_66","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","9716da07-7890-4efa-986b-0f80c31a9834"
"True","BiomedicalConceptProperty_67","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","146a49d7-fec3-404b-905b-8b785e1e2c49"
"True","BiomedicalConceptProperty_68","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","e9912aaf-e991-43e2-bee9-4233d73b2d19"
"True","BiomedicalConceptProperty_69","LBFAST","True","","LBFAST","BiomedicalConceptProperty","a10b8a2b-fec6-4f8e-8a56-2fccd0b2e11f"
"True","BiomedicalConceptProperty_70","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","2a417363-64b4-414e-86d6-3075eff998c1"
"True","BiomedicalConceptProperty_71","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","2e60002b-c3e7-41d8-a438-b344a1f2781f"
"True","BiomedicalConceptProperty_72","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","46a5a0c6-70e9-4d6b-a6e5-30a176a35f5b"
"True","BiomedicalConceptProperty_73","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","b850b8f1-100d-4cda-aba4-a300dade8057"
"True","BiomedicalConceptProperty_74","LBFAST","True","","LBFAST","BiomedicalConceptProperty","62e5addd-3c7c-4f59-8634-a0174986c795"
"True","BiomedicalConceptProperty_75","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","7d30d087-53da-4d5f-ac07-2689778435d8"
"True","BiomedicalConceptProperty_76","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","8ed8093f-92f0-499e-86fa-b15239674543"
"True","BiomedicalConceptProperty_77","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","409406e8-482f-4cd0-8c66-59c9e5f60277"
"True","BiomedicalConceptProperty_78","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","a3be6d62-94a8-4f76-8dfc-5ccf12a34f24"
"True","BiomedicalConceptProperty_79","LBFAST","True","","LBFAST","BiomedicalConceptProperty","02947116-8a1d-4697-9131-1425026fe047"
"True","BiomedicalConceptProperty_80","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","0c41ca2d-d210-464d-884f-def68034b2ec"
"True","BiomedicalConceptProperty_81","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","dd6decc1-3374-4b9c-9774-732e9e267170"
"True","BiomedicalConceptProperty_82","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","454d59ca-a9ee-4e98-95d4-5507ae469ba2"
"True","BiomedicalConceptProperty_83","VSPOS","True","","VSPOS","BiomedicalConceptProperty","e071c531-4b50-4819-b8ee-3c2dfd83d254"
"True","BiomedicalConceptProperty_84","VSLOC","True","","VSLOC","BiomedicalConceptProperty","afcb2c18-c3aa-4eb2-8e95-263acf89fccf"
"True","BiomedicalConceptProperty_85","VSLAT","True","","VSLAT","BiomedicalConceptProperty","95c1324f-e289-4189-9833-fc9e36896d44"
"True","BiomedicalConceptProperty_86","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","e1ac1eea-1704-4341-bb4e-bb2a4af56fb8"
"True","BiomedicalConceptProperty_87","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","9ae384ab-39e3-470f-a578-b35b6503cc67"
"True","BiomedicalConceptProperty_88","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","4bf78c9d-30b6-41e2-bb06-e4e04a59311e"
"True","BiomedicalConceptProperty_89","VSPOS","True","","VSPOS","BiomedicalConceptProperty","85ac404d-0369-455d-82d8-20aa088f5f3a"
"True","BiomedicalConceptProperty_90","VSLOC","True","","VSLOC","BiomedicalConceptProperty","1bfe0e01-9fde-4425-a208-2c64056b7607"
"True","BiomedicalConceptProperty_91","VSLAT","True","","VSLAT","BiomedicalConceptProperty","663159ff-aa41-45f0-8892-fee76056464a"
"True","BiomedicalConceptProperty_92","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","ddd8bfdd-fdeb-4df9-b6b7-57b06956b98f"
"True","BiomedicalConceptProperty_93","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","28744238-99d6-43b0-8886-9b5d99df6803"
"True","BiomedicalConceptProperty_94","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","222b966c-fbb0-4601-934e-6575dd4e99a8"
"True","BiomedicalConceptProperty_95","VSPOS","True","","VSPOS","BiomedicalConceptProperty","4ca5fe47-5e51-4069-bc30-6d5c5715039f"
"True","BiomedicalConceptProperty_96","VSLOC","True","","VSLOC","BiomedicalConceptProperty","3034de98-e8b7-480d-a679-23716af5aa4b"
"True","BiomedicalConceptProperty_97","VSLAT","True","","VSLAT","BiomedicalConceptProperty","ac9fcfb0-ff93-48e5-b034-87fe2ae61c58"
"True","BiomedicalConceptProperty_98","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","b534162f-879f-464b-bcfa-4500948278df"
"True","BiomedicalConceptProperty_99","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","0ccc97fe-cc99-4a05-af1e-186294fe877e"
"True","BiomedicalConceptProperty_100","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","b995f721-e624-4277-8b15-89f9a57c9c4f"
"True","BiomedicalConceptProperty_101","VSPOS","True","","VSPOS","BiomedicalConceptProperty","fbd91996-fbc9-4fa9-8f2f-ec742c7ca7d7"
"True","BiomedicalConceptProperty_102","VSLOC","True","","VSLOC","BiomedicalConceptProperty","6f38861d-5298-41aa-9dfc-6970707b8980"
"True","BiomedicalConceptProperty_103","VSLAT","True","","VSLAT","BiomedicalConceptProperty","30d12c5b-ce4f-413b-9d1c-c01e2e5a10c4"
"True","BiomedicalConceptProperty_104","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","aadeeee7-cfab-4710-939f-711986e8f482"
"True","BiomedicalConceptProperty_105","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","1b325027-e5fb-4753-8af1-61123bd4492e"
"True","BiomedicalConceptProperty_106","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","c039d632-b175-4802-8d63-ce0ecdbee218"
"True","BiomedicalConceptProperty_107","VSPOS","True","","VSPOS","BiomedicalConceptProperty","da931fbd-8b3f-4b30-aa23-3ccc61af0981"
"True","BiomedicalConceptProperty_108","VSLOC","True","","VSLOC","BiomedicalConceptProperty","dc46100a-4554-44ff-8bd2-d54ac3471911"
"True","BiomedicalConceptProperty_109","VSLAT","True","","VSLAT","BiomedicalConceptProperty","fbf33a4d-0889-4691-9090-08302e00c2dc"
"True","BiomedicalConceptProperty_110","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","abafb1e8-88b1-4794-8895-4b1bf94c9cac"
"True","BiomedicalConceptProperty_111","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","78fbb260-5fb4-4f9c-a1be-072c143dba45"
"True","BiomedicalConceptProperty_112","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","5a34cc13-d6e3-4472-ad63-e0d50abfe561"
"True","BiomedicalConceptProperty_113","VSPOS","True","","VSPOS","BiomedicalConceptProperty","ad1e6f68-266b-48c1-a879-21228ae8aa70"
"True","BiomedicalConceptProperty_114","VSLOC","True","","VSLOC","BiomedicalConceptProperty","1e0a1d0f-9f07-41ab-95d5-7c1b8325cad1"
"True","BiomedicalConceptProperty_115","VSLAT","True","","VSLAT","BiomedicalConceptProperty","1484a4b0-cbe7-433d-95ad-cea4237b8940"
