"uuid:ID","label","datatype","instanceType","isRequired","name","isEnabled","id"
"0440f607-1ef8-410b-9894-b59114c638bb","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_149"
"102a6897-496d-44e2-9175-8a1603eb0a2b","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_150"
"bae401f1-944f-4c87-a926-f00d9ccbdd14","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_151"
"d2b7854e-8408-446c-b8be-2a3a81328271","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_152"
"99359f8e-7b99-4806-a06e-9eacf6a55d44","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_153"
"bbf2756f-556b-430d-9791-783ff62d87c5","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_154"
"da5cfe15-bef8-4c5a-8b1e-29c6b383682a","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_155"
"524f01f5-8db5-4d08-861b-08510088fa57","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_156"
"321f72ef-70ba-49ed-8d77-3a76f1830e39","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_157"
"27d7abcd-c983-4c45-9f21-966f9b97afc3","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_158"
"bb79a59c-f51b-488f-83b7-1582f801b163","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_159"
"fba466b2-a0a8-4578-b975-7ea2e9812d80","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_160"
"957f04f4-f27b-44d8-a609-b22f3b1c327f","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_161"
"10ac5cdf-1da4-4247-afdb-d0256a3b3a2a","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_162"
"1a94767c-bc9c-4658-9891-97a5f9a7ad6a","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_163"
"7ead44a3-f714-44ed-839c-6a4102fbdf22","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_164"
"455c9c3d-d4e6-4af0-9c06-1a7b90d94e77","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_165"
"74db7e09-99b5-41ed-8839-08dc3cda4f05","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_166"
"168d5139-d253-4a75-9342-effc3d23b845","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_167"
"2e437a2e-8e9e-4a38-9f19-c31cce92181d","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_168"
"7d39606f-1349-4d5e-b6f8-30532485e827","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_169"
"5654cf80-eef5-47d9-8811-f9ee3eea73fa","AETERM","text","BiomedicalConceptProperty","True","AETERM","True","BiomedicalConceptProperty_1"
"d6cec634-dab6-439b-94cc-47072d262bf9","AEDECOD","text","BiomedicalConceptProperty","True","AEDECOD","True","BiomedicalConceptProperty_2"
"139ccef3-3f9a-41f1-ba6f-9ae01e26d97c","AEPRESP","text","BiomedicalConceptProperty","True","AEPRESP","True","BiomedicalConceptProperty_3"
"701be431-8cb4-4f27-b98b-90eb92d42473","AELOC","text","BiomedicalConceptProperty","True","AELOC","True","BiomedicalConceptProperty_4"
"55ad996a-cee6-48bf-a8ac-1a9d3c6d27af","AESEV","text","BiomedicalConceptProperty","True","AESEV","True","BiomedicalConceptProperty_5"
"6181ef26-8560-4d6c-9940-e3420e3b71f9","AESER","text","BiomedicalConceptProperty","True","AESER","True","BiomedicalConceptProperty_6"
"d761db71-01e6-4059-856c-0c3504bd7e85","AEACN","text","BiomedicalConceptProperty","True","AEACN","True","BiomedicalConceptProperty_7"
"e22fafda-64ca-4f26-bb99-1238e4640287","AEACNOTH","text","BiomedicalConceptProperty","True","AEACNOTH","True","BiomedicalConceptProperty_8"
"2108c609-43fe-4295-907c-c04ba8d5a884","AEREL","text","BiomedicalConceptProperty","True","AEREL","True","BiomedicalConceptProperty_9"
"e66d730a-9c23-4ba1-99f1-7c458a14acc8","AERELNST","text","BiomedicalConceptProperty","True","AERELNST","True","BiomedicalConceptProperty_10"
"50b2c96b-a756-4100-8d99-fc98a935d7ae","AEPATT","text","BiomedicalConceptProperty","True","AEPATT","True","BiomedicalConceptProperty_11"
"7b25d532-d488-4eac-86b1-4bcb70bdcc92","AEOUT","text","BiomedicalConceptProperty","True","AEOUT","True","BiomedicalConceptProperty_12"
"4a67f42d-1e8c-44dc-926e-a0730e725b40","AESCAN","text","BiomedicalConceptProperty","True","AESCAN","True","BiomedicalConceptProperty_13"
"95cbd2a9-09fc-4773-ad3b-21b0e9d1a863","AESCONG","text","BiomedicalConceptProperty","True","AESCONG","True","BiomedicalConceptProperty_14"
"7b42f20d-d1f3-4709-8780-674a79a4eb3a","AESDISAB","text","BiomedicalConceptProperty","True","AESDISAB","True","BiomedicalConceptProperty_15"
"d4a90e0c-2dfa-438f-9786-522be141f1e4","AESDTH","text","BiomedicalConceptProperty","True","AESDTH","True","BiomedicalConceptProperty_16"
"e19012dd-084e-4598-a199-416c7357f059","AESHOSP","text","BiomedicalConceptProperty","True","AESHOSP","True","BiomedicalConceptProperty_17"
"c975cfc7-45e5-44fa-97e3-15b0f1a23ece","AESLIFE","text","BiomedicalConceptProperty","True","AESLIFE","True","BiomedicalConceptProperty_18"
"1b195ede-086a-45b2-a6f6-188bf988506e","AESOD","text","BiomedicalConceptProperty","True","AESOD","True","BiomedicalConceptProperty_19"
"54c78693-cc5d-42e6-b649-15cbf9ab6651","AESMIE","text","BiomedicalConceptProperty","True","AESMIE","True","BiomedicalConceptProperty_20"
"31c6d324-e5e9-4b9c-87d1-cd311156f73b","AECONTRT","text","BiomedicalConceptProperty","True","AECONTRT","True","BiomedicalConceptProperty_21"
"fab5573f-7427-4240-ab0b-4a9af5f05f59","AESTDTC","datetime","BiomedicalConceptProperty","True","AESTDTC","True","BiomedicalConceptProperty_22"
"a30d9521-9678-4223-95a8-d017c7fe7c53","AEENDTC","datetime","BiomedicalConceptProperty","True","AEENDTC","True","BiomedicalConceptProperty_23"
"5ae575f8-dbd5-4130-aa9a-8af0a21bc36d","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_24"
"822f0072-e9fb-4d49-b9aa-e99c725beba3","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_25"
"deabc283-06fb-4a0e-8693-47d26b24ee1c","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_26"
"d2ccf264-8a05-43a9-a1e6-f1aadf692b79","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_27"
"256f1578-6bee-4fd2-b616-c5dc4f17930c","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_28"
"2f9dc521-e44a-40db-b556-f1b0e0e9f4be","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_29"
"1d513075-212c-4a1a-98ec-937a52e70823","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_30"
"b1ef7a7f-4c75-408f-9741-56164176d5a2","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_31"
"9f8d3faa-1c83-4962-8145-cc9fa5200757","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_32"
"e9323857-ece4-41cd-937a-01b8ab954347","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_33"
"3d46a232-8df0-4a5f-aec2-c7114f26420e","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_34"
"328e0979-37c2-41f8-b362-c601fa0ecdf5","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_35"
"2294f33c-280d-44cd-8bab-2cf4d36e2f9c","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_36"
"2d7b5ed3-302a-45b7-ba18-479dd3adc806","VSORRES","float","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_37"
"5f6d919f-6236-48da-a0ea-8862937773c1","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_38"
"6675af87-c0e0-4be4-bfa2-c295f7a5e3a9","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_39"
"a1915b42-aa1b-4517-a07f-b2782ceec857","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_40"
"969ad51e-8720-435a-97c7-a240eb355d39","VSORRES","float","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_41"
"d2653466-5611-4511-a56c-0fd0773d3f44","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_42"
"7d6bd862-7849-4dcf-b7a2-2d7dc27d3ba4","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_43"
"17897161-2de0-4664-8bed-782c54f05ad9","VSORRES","float","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_44"
"5bfd0883-6484-4632-8a79-8f88a65a2d9f","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_45"
"22cfd514-a229-449a-b399-86ee13aed2ce","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_46"
"d8b01e91-3565-4a79-b653-afbddf54eae7","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_47"
"a85bd3ae-d8ac-4057-b9c8-e6c2dbba43a8","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_48"
"6ebc1bd0-ebd0-40a1-850e-24d17f2199cf","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_49"
"fc6f7755-5893-4067-978a-a071e1a69d49","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_50"
"22297acf-109a-4095-aa19-79e602c05a20","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_51"
"b453c4b3-dc61-4713-87d0-95b985f9c17f","LBORRES","text","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_52"
"0c2ee916-12ed-4466-8ef9-597d72bbc036","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_53"
"a17b8a93-7a24-450a-8dbc-ebec71b491e2","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_54"
"c6ad6833-d3ef-4491-9041-66dcfda0eca6","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_55"
"d1f84cca-d25b-4f3f-8744-9777724ab0d4","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_56"
"552f1450-9194-460b-b0b6-0ae68165e26d","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_57"
"1d24a219-d238-404b-9128-4c32fdb9bdad","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_58"
"d57e597b-a3b4-41dc-9fe5-4975b14f1d84","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_59"
"92dda73b-4afc-471a-8c20-36e6b5425ecf","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_60"
"b69743f8-213a-47b3-b981-63feafaf9eea","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_61"
"939cbc0c-378b-415b-bc5f-0792899d55e0","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_62"
"5765fbf5-52d9-4060-ad55-26b0d4b0049d","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_63"
"0080a96e-d4cd-4475-be5c-b549ae8a1674","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_64"
"8117bdfe-34ec-4bfb-bdcf-b7597fb95bfe","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_65"
"f2c6c408-0b61-41dd-8f8b-51f972608fb2","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_66"
"3328c999-c459-4712-a4c4-5e92eaf5c112","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_67"
"a4b2ecc1-ff0c-4ff0-8f8d-201c5babee7d","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_68"
"84335227-773a-42fb-b06c-ced98fc42c1f","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_69"
"d1c619f5-5315-416e-8427-a77ec0ae220f","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_70"
"10e65138-68e4-48a6-92b8-5529b49ba011","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_71"
"f48e1be3-8da3-4a9f-bd24-e6797074c52b","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_72"
"327c29c6-d9ab-4077-ba6c-0c24d7a59cc0","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_73"
"4207615b-6712-4dd3-8f4f-9cd54fe894b4","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_74"
"52218615-9508-48ed-9ba6-dba049977c53","LBTESTCD","","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_75"
"a1760dc9-1fd9-4cf0-822c-76ed90efd66c","LBORRES","float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_76"
"03e22f70-1d98-4354-b915-00a313acc13d","LBORRESU","","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_77"
"71ba0f20-be52-4f58-a688-60ba3e4108e1","LBSPEC","","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_78"
"414cdafb-2e35-4db5-b2b4-905df3a4bef0","LBFAST","","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_79"
"6780539c-57b9-41dd-a308-45e07e8e1be5","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_80"
"40a49460-a78a-4ab8-a57f-44227a79d40d","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_81"
"a8dc95b8-7022-4389-8dc5-c15d61e24c2b","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_82"
"43cffde9-e117-4a9e-9ec1-7cb4eba8da36","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_83"
"8ab03c3a-6c28-41ba-a1e8-c887e5d8307f","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_84"
"38ec1244-ed62-4205-83a5-d40613eb6b8f","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_85"
"5d4879ee-7649-4ecf-b834-09da35590c82","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_86"
"50ce76f2-88b0-4931-ae81-de2831441fd5","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_87"
"4ad17185-f084-44ce-9dbe-8d7c4e049b6d","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_88"
"acaaac29-b140-4569-8e01-d32ede7f1528","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_89"
"c08821f7-bf44-4637-939b-64770c5acfdc","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_90"
"7d6f9afd-fbb0-448b-b1c5-1ee01542cf9a","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_91"
"de185ac2-2f3a-4e7a-aa29-7fea1b8c95c2","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_92"
"cd8f170d-a4be-4a9e-964c-687ed9655a04","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_93"
"682cc730-5563-4718-b217-bee97035a3a9","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_94"
"8f419168-03a6-4625-9e58-f22a00fd19bd","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_95"
"e79e05c2-aaaf-4a98-b72c-c237e0d098e7","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_96"
"6baab3be-a901-49c6-8ddc-08efbf8101e1","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_97"
"5311e8a6-04eb-4e5b-afaf-7e69376488f6","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_98"
"c4f9108a-e16c-4525-bad9-07d38c42c957","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_99"
"01a29bc0-a158-40ca-b88e-97b60c5e58d3","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_100"
"54b7d819-cf6a-4561-ad66-03b135658302","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_101"
"5589a2d7-d0b3-46a6-ba87-2342dab24aaa","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_102"
"ac748e71-abc4-465b-b280-b4b826b3b9d5","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_103"
"296acbb9-3c69-49a0-be66-851506400be1","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_104"
"7e93eb41-14fb-4005-9528-15732798baf7","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_105"
"627d49bd-6030-47f2-a0e0-59b59feb7988","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_106"
"a484f73b-9bdf-41be-a6ee-071d8febc5b7","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_107"
"2824fca4-a8fb-41f1-88c4-269e2898a93a","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_108"
"1498c83b-c0d6-4390-a638-c7f32725e41f","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_109"
"dd217a82-612f-404c-9133-879c78b20596","VSTESTCD","","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_110"
"a1d82518-df79-4e1f-a5f9-c83f2f5c93ab","VSORRES","integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_111"
"81fe6be0-56c0-48aa-9615-42f8d8a8045a","VSORRESU","","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_112"
"28ea959c-1dd2-41a9-853a-7bca37acfb0f","VSPOS","","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_113"
"e7ceecde-9b8a-4cd5-bf7e-e051b438ac65","VSLOC","","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_114"
"1f128f2b-0bf9-46d9-8edf-3bc263b09dd9","VSLAT","","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_115"
