"label","id","name","instanceType","isEnabled","isRequired","datatype","uuid:ID"
"LBORRES","BiomedicalConceptProperty_134","LBORRES","BiomedicalConceptProperty","True","True","text","7022c61a-d33e-4996-baff-c83631c57ba1"
"LBSPEC","BiomedicalConceptProperty_135","LBSPEC","BiomedicalConceptProperty","True","True","","ffebcc54-75e6-4d34-b85b-3ff2e17946bc"
"LBFAST","BiomedicalConceptProperty_136","LBFAST","BiomedicalConceptProperty","True","True","","bc3f8d32-8d68-4c88-8b2d-433f39f139f1"
"LBTESTCD","BiomedicalConceptProperty_137","LBTESTCD","BiomedicalConceptProperty","True","True","","99003229-f48b-43b9-97b1-55b853911473"
"LBORRES","BiomedicalConceptProperty_138","LBORRES","BiomedicalConceptProperty","True","True","float","a644048f-135d-42fe-91e6-cb2539b1c2d6"
"LBORRESU","BiomedicalConceptProperty_139","LBORRESU","BiomedicalConceptProperty","True","True","","e612a2d4-6305-41cc-a1c0-f638916b5361"
"LBSPEC","BiomedicalConceptProperty_140","LBSPEC","BiomedicalConceptProperty","True","True","","6500ccc9-f882-40b6-acd1-45c9991f2de4"
"LBFAST","BiomedicalConceptProperty_141","LBFAST","BiomedicalConceptProperty","True","True","","aab42219-d88c-4366-a4e7-9c697253cd5e"
"LBTESTCD","BiomedicalConceptProperty_142","LBTESTCD","BiomedicalConceptProperty","True","True","","0c22fa1a-a2db-4d03-92f4-94df3bb0cdf8"
"LBORRES","BiomedicalConceptProperty_143","LBORRES","BiomedicalConceptProperty","True","True","float","59614d07-cf2a-453d-81c2-e02a8c249bc9"
"LBORRESU","BiomedicalConceptProperty_144","LBORRESU","BiomedicalConceptProperty","True","True","","3ecca3f9-c4f4-49e9-ba50-e28a7fac63a9"
"LBSPEC","BiomedicalConceptProperty_145","LBSPEC","BiomedicalConceptProperty","True","True","","95cc5579-f548-40f0-83b4-f6c18ae6fe7b"
"LBFAST","BiomedicalConceptProperty_146","LBFAST","BiomedicalConceptProperty","True","True","","0828f325-41c8-435b-ae72-b3b05ec7fe20"
"LBTESTCD","BiomedicalConceptProperty_147","LBTESTCD","BiomedicalConceptProperty","True","True","","d1436a0d-28d8-44d4-b40f-1aabc7624a6c"
"LBORRES","BiomedicalConceptProperty_148","LBORRES","BiomedicalConceptProperty","True","True","float","94754020-39c1-4c2f-b716-3350a9448dbc"
"LBORRESU","BiomedicalConceptProperty_149","LBORRESU","BiomedicalConceptProperty","True","True","","5fea335b-fe93-49a9-8b21-075023685ebf"
"LBSPEC","BiomedicalConceptProperty_150","LBSPEC","BiomedicalConceptProperty","True","True","","30da1d5f-c95f-4d1a-96ab-7f0e72b335bc"
"LBFAST","BiomedicalConceptProperty_151","LBFAST","BiomedicalConceptProperty","True","True","","275bfc23-8a1a-47bc-9015-7dafe8429ec9"
"LBTESTCD","BiomedicalConceptProperty_152","LBTESTCD","BiomedicalConceptProperty","True","True","","07b60ba2-8153-43b1-bbaa-3ac3a6291a41"
"LBORRES","BiomedicalConceptProperty_153","LBORRES","BiomedicalConceptProperty","True","True","float","f68d5472-daf9-46ed-aa7c-aaed6a1a0444"
"LBORRESU","BiomedicalConceptProperty_154","LBORRESU","BiomedicalConceptProperty","True","True","","d4f7b3e0-6420-4266-b6ae-5249334506ff"
"LBSPEC","BiomedicalConceptProperty_155","LBSPEC","BiomedicalConceptProperty","True","True","","988290d4-257d-4635-8a87-153da39b77b9"
"LBFAST","BiomedicalConceptProperty_156","LBFAST","BiomedicalConceptProperty","True","True","","4479cf11-0c20-4fe8-a32c-25d83ecb57df"
"LBTESTCD","BiomedicalConceptProperty_157","LBTESTCD","BiomedicalConceptProperty","True","True","","aea6a412-1dbe-414f-bb1f-10485aa8b48c"
"LBORRES","BiomedicalConceptProperty_158","LBORRES","BiomedicalConceptProperty","True","True","float","06033426-f295-4557-b9bc-cfba16907813"
"LBORRESU","BiomedicalConceptProperty_159","LBORRESU","BiomedicalConceptProperty","True","True","","ac67b0a4-6d8b-4588-bbe9-46e0b3200dc2"
"LBSPEC","BiomedicalConceptProperty_160","LBSPEC","BiomedicalConceptProperty","True","True","","52353bd2-4844-494f-a160-896b825776d6"
"LBFAST","BiomedicalConceptProperty_161","LBFAST","BiomedicalConceptProperty","True","True","","a7442165-a74b-4090-8d93-fd5769bd7fd5"
"LBTESTCD","BiomedicalConceptProperty_162","LBTESTCD","BiomedicalConceptProperty","True","True","","ecadfd98-a29b-4bac-9b28-916765243180"
"LBORRES","BiomedicalConceptProperty_163","LBORRES","BiomedicalConceptProperty","True","True","float","794687c2-8cb7-466f-86f6-7389ca37899d"
"LBORRESU","BiomedicalConceptProperty_164","LBORRESU","BiomedicalConceptProperty","True","True","","5b77115d-bc4a-4d0c-a896-f21d36a7cebc"
"LBSPEC","BiomedicalConceptProperty_165","LBSPEC","BiomedicalConceptProperty","True","True","","f2bd9f88-bdd9-4265-bae2-5d2aa8f81d76"
"LBFAST","BiomedicalConceptProperty_166","LBFAST","BiomedicalConceptProperty","True","True","","3690b10c-66c1-4ed3-9108-b27b49c39e94"
"AETERM","BiomedicalConceptProperty_1","AETERM","BiomedicalConceptProperty","True","True","text","da00af6f-5d56-4f27-a4eb-9f9c1a59a5b4"
"AEDECOD","BiomedicalConceptProperty_2","AEDECOD","BiomedicalConceptProperty","True","True","text","968fe552-089c-4540-876f-c7ec391d270d"
"AEPRESP","BiomedicalConceptProperty_3","AEPRESP","BiomedicalConceptProperty","True","True","text","34da3e6c-deed-442a-8b0f-42c98c82e437"
"AELOC","BiomedicalConceptProperty_4","AELOC","BiomedicalConceptProperty","True","True","text","e64e9d98-4343-4388-b924-428e122175bb"
"AESEV","BiomedicalConceptProperty_5","AESEV","BiomedicalConceptProperty","True","True","text","0bf696e7-20c7-40d9-9d9a-a7c0fc272ef3"
"AESER","BiomedicalConceptProperty_6","AESER","BiomedicalConceptProperty","True","True","text","2d8d16d8-5a9a-4806-b6a8-73f67bc9f282"
"AEACN","BiomedicalConceptProperty_7","AEACN","BiomedicalConceptProperty","True","True","text","8162fbc8-5d76-4e8c-8399-bf142d85876b"
"AEACNOTH","BiomedicalConceptProperty_8","AEACNOTH","BiomedicalConceptProperty","True","True","text","f44e4271-3fb5-48bd-933c-feb90a7cbe65"
"AEREL","BiomedicalConceptProperty_9","AEREL","BiomedicalConceptProperty","True","True","text","70786c75-73ac-42a2-aed1-ffc61789d18c"
"AERELNST","BiomedicalConceptProperty_10","AERELNST","BiomedicalConceptProperty","True","True","text","1a02df01-5e50-447f-8111-461e8df02043"
"AEPATT","BiomedicalConceptProperty_11","AEPATT","BiomedicalConceptProperty","True","True","text","15f717e7-ad17-4b57-96da-c062148fa213"
"AEOUT","BiomedicalConceptProperty_12","AEOUT","BiomedicalConceptProperty","True","True","text","87b0fe41-bdb1-4971-bbc3-ed23a46ca403"
"AESCAN","BiomedicalConceptProperty_13","AESCAN","BiomedicalConceptProperty","True","True","text","3bdfaddd-0327-4a45-9ead-5a0932062d21"
"AESCONG","BiomedicalConceptProperty_14","AESCONG","BiomedicalConceptProperty","True","True","text","f953ad55-23d5-4ca7-9c15-50eafbb27487"
"AESDISAB","BiomedicalConceptProperty_15","AESDISAB","BiomedicalConceptProperty","True","True","text","6ad3b282-5f3e-47bc-be8d-14c21a75d81a"
"AESDTH","BiomedicalConceptProperty_16","AESDTH","BiomedicalConceptProperty","True","True","text","91ec4f1c-146a-4a43-8ba9-5defb608313a"
"AESHOSP","BiomedicalConceptProperty_17","AESHOSP","BiomedicalConceptProperty","True","True","text","b22011c7-3f1b-444f-afdf-bbc0f511c203"
"AESLIFE","BiomedicalConceptProperty_18","AESLIFE","BiomedicalConceptProperty","True","True","text","a0b0184a-3f80-476b-a0df-ab726845e594"
"AESOD","BiomedicalConceptProperty_19","AESOD","BiomedicalConceptProperty","True","True","text","a096df76-8916-431e-b2cd-026764376135"
"AESMIE","BiomedicalConceptProperty_20","AESMIE","BiomedicalConceptProperty","True","True","text","92f2fdf0-062a-4040-a0be-86c33f60fd4c"
"AECONTRT","BiomedicalConceptProperty_21","AECONTRT","BiomedicalConceptProperty","True","True","text","66f68b66-aa13-435b-8397-d7a37bed64d8"
"AESTDTC","BiomedicalConceptProperty_22","AESTDTC","BiomedicalConceptProperty","True","True","datetime","33ff5c06-2f63-41ef-a3c6-f15b382163d1"
"AEENDTC","BiomedicalConceptProperty_23","AEENDTC","BiomedicalConceptProperty","True","True","datetime","58e4f8f7-5a66-4683-b4dc-b17e8ab8e92e"
"VSTESTCD","BiomedicalConceptProperty_24","VSTESTCD","BiomedicalConceptProperty","True","True","","295b171e-7db4-4cca-908e-a2f907c0ef2b"
"VSORRES","BiomedicalConceptProperty_25","VSORRES","BiomedicalConceptProperty","True","True","integer","abe71162-f8ac-4790-b84c-fe977c9a8435"
"VSORRESU","BiomedicalConceptProperty_26","VSORRESU","BiomedicalConceptProperty","True","True","","53b53a6b-db14-4434-933e-f93a5baba3ae"
"VSPOS","BiomedicalConceptProperty_27","VSPOS","BiomedicalConceptProperty","True","True","","d380a95a-286d-4f5e-af44-fe9c483dca8e"
"VSLOC","BiomedicalConceptProperty_28","VSLOC","BiomedicalConceptProperty","True","True","","d5784245-3b71-479b-b51b-ef4b6b725b2c"
"VSLAT","BiomedicalConceptProperty_29","VSLAT","BiomedicalConceptProperty","True","True","","850fc5c9-0781-4dfa-93cd-1ab1041c006a"
"VSTESTCD","BiomedicalConceptProperty_30","VSTESTCD","BiomedicalConceptProperty","True","True","","93087390-e481-4388-ac43-a25069a50645"
"VSORRES","BiomedicalConceptProperty_31","VSORRES","BiomedicalConceptProperty","True","True","integer","86a9e235-3b81-4eac-9e99-694e1193c191"
"VSORRESU","BiomedicalConceptProperty_32","VSORRESU","BiomedicalConceptProperty","True","True","","b2933f1e-9a71-407e-80f6-c1d33c8305ca"
"VSPOS","BiomedicalConceptProperty_33","VSPOS","BiomedicalConceptProperty","True","True","","7d7c941b-9b13-452d-aaca-422b8d442bb4"
"VSLOC","BiomedicalConceptProperty_34","VSLOC","BiomedicalConceptProperty","True","True","","58730bd6-60ab-4860-b05b-1d8bf1110eee"
"VSLAT","BiomedicalConceptProperty_35","VSLAT","BiomedicalConceptProperty","True","True","","fdd11b53-cb52-49b3-bc86-39b1213da30a"
"VSTESTCD","BiomedicalConceptProperty_36","VSTESTCD","BiomedicalConceptProperty","True","True","","58b390cb-26ca-4454-9841-77097847fe01"
"VSORRES","BiomedicalConceptProperty_37","VSORRES","BiomedicalConceptProperty","True","True","float","4fb4ef0f-d785-4102-bb82-a4ad803bf78e"
"VSORRESU","BiomedicalConceptProperty_38","VSORRESU","BiomedicalConceptProperty","True","True","","dfbdc446-94b2-4214-827d-5b60943786de"
"VSLOC","BiomedicalConceptProperty_39","VSLOC","BiomedicalConceptProperty","True","True","","f0a6dd82-253b-4ba4-8db4-467bf3bed712"
"VSTESTCD","BiomedicalConceptProperty_40","VSTESTCD","BiomedicalConceptProperty","True","True","","85f1639e-f06c-4fa6-8523-919afee888a5"
"VSORRES","BiomedicalConceptProperty_41","VSORRES","BiomedicalConceptProperty","True","True","float","3f88ba18-5462-4760-bc5b-7772e246f348"
"VSORRESU","BiomedicalConceptProperty_42","VSORRESU","BiomedicalConceptProperty","True","True","","419d52e2-d713-4e44-bf8e-ad06c13d70f3"
"VSTESTCD","BiomedicalConceptProperty_43","VSTESTCD","BiomedicalConceptProperty","True","True","","2eef6ef2-19a9-4b54-9cdf-8bf4e4c29193"
"VSORRES","BiomedicalConceptProperty_44","VSORRES","BiomedicalConceptProperty","True","True","float","1aa8dd52-61e2-4b0b-b95c-ac315ed21c83"
"VSORRESU","BiomedicalConceptProperty_45","VSORRESU","BiomedicalConceptProperty","True","True","","158c3c4b-3ef2-4361-b643-f2d0a436e2ee"
"LBTESTCD","BiomedicalConceptProperty_46","LBTESTCD","BiomedicalConceptProperty","True","True","","c7598b67-c957-430e-980d-40a590f0edbc"
"LBORRES","BiomedicalConceptProperty_47","LBORRES","BiomedicalConceptProperty","True","True","float","3d290c92-3e00-45dd-b07c-06077a6a3fe9"
"LBORRESU","BiomedicalConceptProperty_48","LBORRESU","BiomedicalConceptProperty","True","True","","1088a53b-3d46-49f1-871d-8c1b0a3f6da4"
"LBSPEC","BiomedicalConceptProperty_49","LBSPEC","BiomedicalConceptProperty","True","True","","b1a0e888-f1fe-431b-910c-0e5943e390ea"
"LBFAST","BiomedicalConceptProperty_50","LBFAST","BiomedicalConceptProperty","True","True","","6e9fa4dd-ce18-4a6a-aeb9-fd2f7799fa91"
"LBTESTCD","BiomedicalConceptProperty_51","LBTESTCD","BiomedicalConceptProperty","True","True","","fde70b3d-ea9a-4dab-9cf5-1d647e8d2a7f"
"LBORRES","BiomedicalConceptProperty_52","LBORRES","BiomedicalConceptProperty","True","True","text","8f09c339-dabf-4adf-97d3-a0550d39e778"
"LBSPEC","BiomedicalConceptProperty_53","LBSPEC","BiomedicalConceptProperty","True","True","","c17d63fe-3b5c-4987-95ea-7200daf04c8c"
"LBFAST","BiomedicalConceptProperty_54","LBFAST","BiomedicalConceptProperty","True","True","","9cba5d3b-2756-414c-b477-d6fe7cbc6c00"
"LBTESTCD","BiomedicalConceptProperty_55","LBTESTCD","BiomedicalConceptProperty","True","True","","019d8f40-c97a-400d-9088-9bfd29e910d0"
"LBORRES","BiomedicalConceptProperty_56","LBORRES","BiomedicalConceptProperty","True","True","float","1256db83-afa5-43a4-95bb-f50b7e6dcb7b"
"LBORRESU","BiomedicalConceptProperty_57","LBORRESU","BiomedicalConceptProperty","True","True","","b3abf3a7-b333-4864-a632-53a928ac4629"
"LBSPEC","BiomedicalConceptProperty_58","LBSPEC","BiomedicalConceptProperty","True","True","","4277751e-8b79-425d-b243-d77124272214"
"LBFAST","BiomedicalConceptProperty_59","LBFAST","BiomedicalConceptProperty","True","True","","fce31145-1858-4733-b3fb-c3b4b040cdd4"
"LBTESTCD","BiomedicalConceptProperty_60","LBTESTCD","BiomedicalConceptProperty","True","True","","176d8959-2953-409c-97f4-456fb0978de0"
"LBORRES","BiomedicalConceptProperty_61","LBORRES","BiomedicalConceptProperty","True","True","float","5ba658fd-5e92-41e9-83f6-21faf0588c81"
"LBORRESU","BiomedicalConceptProperty_62","LBORRESU","BiomedicalConceptProperty","True","True","","130c5f2a-48d8-486d-abc2-9ddaa89125de"
"LBSPEC","BiomedicalConceptProperty_63","LBSPEC","BiomedicalConceptProperty","True","True","","6db80fbf-424b-4b91-aba5-170dfaeca6df"
"LBFAST","BiomedicalConceptProperty_64","LBFAST","BiomedicalConceptProperty","True","True","","2bfe44c7-2795-481b-83f8-db09bb4ccfb2"
"LBTESTCD","BiomedicalConceptProperty_65","LBTESTCD","BiomedicalConceptProperty","True","True","","67d37038-56f0-43f8-99ff-89301f7727c4"
"LBORRES","BiomedicalConceptProperty_66","LBORRES","BiomedicalConceptProperty","True","True","float","755142e6-9d6d-454f-9b32-71e9a0b05a8f"
"LBORRESU","BiomedicalConceptProperty_67","LBORRESU","BiomedicalConceptProperty","True","True","","80c051a8-649e-4f05-84ee-cd5fa75d5e20"
"LBSPEC","BiomedicalConceptProperty_68","LBSPEC","BiomedicalConceptProperty","True","True","","4a1f597d-2f00-4bf7-8989-e3a307aa6758"
"LBFAST","BiomedicalConceptProperty_69","LBFAST","BiomedicalConceptProperty","True","True","","9316d440-efee-4f17-874e-b4692759d3a5"
"LBTESTCD","BiomedicalConceptProperty_70","LBTESTCD","BiomedicalConceptProperty","True","True","","f33d2c0c-eb98-4140-b1c7-df2c1bb09ce5"
"LBORRES","BiomedicalConceptProperty_71","LBORRES","BiomedicalConceptProperty","True","True","float","a53efd8a-7218-4da8-b865-67f3c607f3d5"
"LBORRESU","BiomedicalConceptProperty_72","LBORRESU","BiomedicalConceptProperty","True","True","","ad58b1aa-3182-4ae8-9cc4-a6f0f79ed6f3"
"LBSPEC","BiomedicalConceptProperty_73","LBSPEC","BiomedicalConceptProperty","True","True","","08a1098a-97c7-4a75-a245-39bf8ec57651"
"LBFAST","BiomedicalConceptProperty_74","LBFAST","BiomedicalConceptProperty","True","True","","8be73786-c3ee-4aa4-a7ee-9b0bc71d8914"
"LBTESTCD","BiomedicalConceptProperty_75","LBTESTCD","BiomedicalConceptProperty","True","True","","6896b96e-af1e-4725-8fcd-556309557733"
"LBORRES","BiomedicalConceptProperty_76","LBORRES","BiomedicalConceptProperty","True","True","float","4e886178-cb1d-4039-a21a-85a30a431b26"
"LBORRESU","BiomedicalConceptProperty_77","LBORRESU","BiomedicalConceptProperty","True","True","","5c29ec2f-83cd-4efc-8de3-ea1855adea12"
"LBSPEC","BiomedicalConceptProperty_78","LBSPEC","BiomedicalConceptProperty","True","True","","73b40d18-9f9d-47ad-a8da-385a1a19ce1b"
"LBFAST","BiomedicalConceptProperty_79","LBFAST","BiomedicalConceptProperty","True","True","","a388dd6d-e2c2-4834-ab5c-d69a9437a6eb"
"VSTESTCD","BiomedicalConceptProperty_80","VSTESTCD","BiomedicalConceptProperty","True","True","","796553a1-427e-46e9-9531-44ff6f7e392c"
"VSORRES","BiomedicalConceptProperty_81","VSORRES","BiomedicalConceptProperty","True","True","integer","e2a583db-80d2-420f-8b8c-c79c9c6d8d7d"
"VSORRESU","BiomedicalConceptProperty_82","VSORRESU","BiomedicalConceptProperty","True","True","","136b3564-61be-4538-886e-c2581564e4bb"
"VSPOS","BiomedicalConceptProperty_83","VSPOS","BiomedicalConceptProperty","True","True","","8293c008-adec-4105-b911-831d4ccbfc68"
"VSLOC","BiomedicalConceptProperty_84","VSLOC","BiomedicalConceptProperty","True","True","","0a07a29e-5025-4cae-8ec2-9a1f20ef7da5"
"VSLAT","BiomedicalConceptProperty_85","VSLAT","BiomedicalConceptProperty","True","True","","e607a504-0548-4e44-a5ce-b4e50d7397b0"
"VSTESTCD","BiomedicalConceptProperty_86","VSTESTCD","BiomedicalConceptProperty","True","True","","d5542916-2ef2-40c0-ab68-ff81c20a5b01"
"VSORRES","BiomedicalConceptProperty_87","VSORRES","BiomedicalConceptProperty","True","True","integer","a116360f-3468-4f71-b918-7db544109b21"
"VSORRESU","BiomedicalConceptProperty_88","VSORRESU","BiomedicalConceptProperty","True","True","","b05a4335-4094-4482-a70a-1854476bcc18"
"VSPOS","BiomedicalConceptProperty_89","VSPOS","BiomedicalConceptProperty","True","True","","3d3af3ad-eb29-4f1a-8a09-3ad577f48e5f"
"VSLOC","BiomedicalConceptProperty_90","VSLOC","BiomedicalConceptProperty","True","True","","ea008e0d-59b8-468f-86fb-c73942807dbc"
"VSLAT","BiomedicalConceptProperty_91","VSLAT","BiomedicalConceptProperty","True","True","","2329c3d9-0355-492d-9832-99f0a090f150"
"VSTESTCD","BiomedicalConceptProperty_92","VSTESTCD","BiomedicalConceptProperty","True","True","","520550c9-74e3-45c3-b772-0d2452f33bc4"
"VSORRES","BiomedicalConceptProperty_93","VSORRES","BiomedicalConceptProperty","True","True","integer","22877b91-9b1d-4c0d-a94f-0978556de327"
"VSORRESU","BiomedicalConceptProperty_94","VSORRESU","BiomedicalConceptProperty","True","True","","6d9fbf4f-4a69-4a0d-a407-478c5de0452d"
"VSPOS","BiomedicalConceptProperty_95","VSPOS","BiomedicalConceptProperty","True","True","","6e639f8a-1356-4df0-8eb0-528b34557bf4"
"VSLOC","BiomedicalConceptProperty_96","VSLOC","BiomedicalConceptProperty","True","True","","605bb730-a6ae-4d05-9356-911b6d3789a1"
"VSLAT","BiomedicalConceptProperty_97","VSLAT","BiomedicalConceptProperty","True","True","","0eb694ba-ee77-4855-9145-e2ae58f3eb10"
"VSTESTCD","BiomedicalConceptProperty_98","VSTESTCD","BiomedicalConceptProperty","True","True","","72f87786-1ef8-4352-b8ef-726f70fcdcb1"
"VSORRES","BiomedicalConceptProperty_99","VSORRES","BiomedicalConceptProperty","True","True","integer","2994cfd7-1bab-4d60-9544-fd5767636aa0"
"VSORRESU","BiomedicalConceptProperty_100","VSORRESU","BiomedicalConceptProperty","True","True","","ec14ad88-e04b-4b24-8b1d-524f7c023cdf"
"VSPOS","BiomedicalConceptProperty_101","VSPOS","BiomedicalConceptProperty","True","True","","754162c7-ed86-4361-82dc-dba68fadf28b"
"VSLOC","BiomedicalConceptProperty_102","VSLOC","BiomedicalConceptProperty","True","True","","b2a44c8c-7e1c-4845-87ae-e3b6ed093913"
"VSLAT","BiomedicalConceptProperty_103","VSLAT","BiomedicalConceptProperty","True","True","","85740064-df93-4b7b-8506-ea647642b08a"
"VSTESTCD","BiomedicalConceptProperty_104","VSTESTCD","BiomedicalConceptProperty","True","True","","6060c9c3-fbcc-4eec-a60f-018b87983f62"
"VSORRES","BiomedicalConceptProperty_105","VSORRES","BiomedicalConceptProperty","True","True","integer","188149fb-8430-484a-8429-5daebd92ef33"
"VSORRESU","BiomedicalConceptProperty_106","VSORRESU","BiomedicalConceptProperty","True","True","","eccb9d1f-a8a9-46ba-92ad-28de9fb8d5c1"
"VSPOS","BiomedicalConceptProperty_107","VSPOS","BiomedicalConceptProperty","True","True","","a66b8bfa-7ca9-43d6-9b84-242ba829cb19"
"VSLOC","BiomedicalConceptProperty_108","VSLOC","BiomedicalConceptProperty","True","True","","0f8b16ff-635d-4c8c-b3bd-55866ef319cf"
"VSLAT","BiomedicalConceptProperty_109","VSLAT","BiomedicalConceptProperty","True","True","","fda7199d-a210-4a7c-b1ce-0eea656c6233"
"VSTESTCD","BiomedicalConceptProperty_110","VSTESTCD","BiomedicalConceptProperty","True","True","","efafca52-12c2-4316-a3b3-092503e2c071"
"VSORRES","BiomedicalConceptProperty_111","VSORRES","BiomedicalConceptProperty","True","True","integer","6f60021a-bd8e-4598-b4df-ea0e1084eee4"
"VSORRESU","BiomedicalConceptProperty_112","VSORRESU","BiomedicalConceptProperty","True","True","","360e8be2-6cca-407a-bcda-505a5c78c951"
"VSPOS","BiomedicalConceptProperty_113","VSPOS","BiomedicalConceptProperty","True","True","","e0f889fc-662f-416c-a835-3e56277961c3"
"VSLOC","BiomedicalConceptProperty_114","VSLOC","BiomedicalConceptProperty","True","True","","3a6576a1-bdd2-4da9-9760-e9ff9c2650cc"
"VSLAT","BiomedicalConceptProperty_115","VSLAT","BiomedicalConceptProperty","True","True","","d2a3369b-fd3a-4ab9-991e-cc3da00ce121"
