"id","label","isEnabled","datatype","isRequired","name","uuid:ID","instanceType"
"BiomedicalConceptProperty_147","LBORRESU","True","","True","LBORRESU","18ba0df5-9370-417a-ae5f-50eff7ed4f8f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_148","LBSPEC","True","","True","LBSPEC","d24710a9-2776-4103-877d-12a7e37ef070","BiomedicalConceptProperty"
"BiomedicalConceptProperty_149","LBFAST","True","","True","LBFAST","b9785659-037d-4865-9ac4-f79f5b285cd8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_150","LBTESTCD","True","","True","LBTESTCD","cb5d776b-7144-483d-bda6-f4974e49da21","BiomedicalConceptProperty"
"BiomedicalConceptProperty_151","LBORRES","True","float","True","LBORRES","f5f413f7-54c8-4026-b6a5-03ec3ff8fe42","BiomedicalConceptProperty"
"BiomedicalConceptProperty_152","LBORRESU","True","","True","LBORRESU","0fa9d1c9-f7b0-4558-820f-19529dfbe0f8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_153","LBSPEC","True","","True","LBSPEC","6617b6e9-423d-43c1-a156-b14b718dbce7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_154","LBFAST","True","","True","LBFAST","00f173ed-afbe-4470-9254-3d719c3adda3","BiomedicalConceptProperty"
"BiomedicalConceptProperty_155","LBTESTCD","True","","True","LBTESTCD","91a20000-136c-48ed-9f4f-d47a0b7145e9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_156","LBORRES","True","float","True","LBORRES","267947bb-df6f-49df-8cfc-0b4227bbf77b","BiomedicalConceptProperty"
"BiomedicalConceptProperty_157","LBORRESU","True","","True","LBORRESU","dfc42fc8-80c9-4e3d-87ca-96f3c4c9eed7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_158","LBSPEC","True","","True","LBSPEC","788be12b-7743-40e1-8896-a1fdcbaa4826","BiomedicalConceptProperty"
"BiomedicalConceptProperty_159","LBFAST","True","","True","LBFAST","e66582fb-2088-44f6-b251-2b5571c5b110","BiomedicalConceptProperty"
"BiomedicalConceptProperty_160","LBTESTCD","True","","True","LBTESTCD","da1cd7bb-5057-4c6c-8453-fe07637125f9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_161","LBORRES","True","float","True","LBORRES","27e67936-73ba-4777-ac2a-53ea170ded8f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_162","LBORRESU","True","","True","LBORRESU","643b1eda-c809-4696-b9c3-6ec25d41284b","BiomedicalConceptProperty"
"BiomedicalConceptProperty_163","LBSPEC","True","","True","LBSPEC","67f09bd8-bc64-40f1-b76a-20b79b542844","BiomedicalConceptProperty"
"BiomedicalConceptProperty_164","LBFAST","True","","True","LBFAST","a946421c-412c-4722-920d-bb7f7242e922","BiomedicalConceptProperty"
"BiomedicalConceptProperty_165","LBTESTCD","True","","True","LBTESTCD","663b930d-5d7f-4e2b-8630-84f7b96cc364","BiomedicalConceptProperty"
"BiomedicalConceptProperty_166","LBORRES","True","float","True","LBORRES","9f48afd0-fd20-4568-bc7c-69f7e13db9c5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_167","LBORRESU","True","","True","LBORRESU","d1e6a900-2a91-44bb-82dd-3fcf8e583c01","BiomedicalConceptProperty"
"BiomedicalConceptProperty_168","LBSPEC","True","","True","LBSPEC","fcb88ce9-24a3-4205-b784-43a16ea43c3e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_169","LBFAST","True","","True","LBFAST","c8d10d9f-325a-4868-b7bf-997e9f1a4609","BiomedicalConceptProperty"
"BiomedicalConceptProperty_1","AETERM","True","text","True","AETERM","a6effb1c-86cf-40ac-8674-c431ac47aff5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_2","AEDECOD","True","text","True","AEDECOD","a819773d-4789-416f-875f-6f3c44d9b0e3","BiomedicalConceptProperty"
"BiomedicalConceptProperty_3","AEPRESP","True","text","True","AEPRESP","2b1a9e0e-b96f-4d68-baa6-a0073d2c8e8f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_4","AELOC","True","text","True","AELOC","84b1c796-382d-43eb-ad06-bb1a1ec5fc80","BiomedicalConceptProperty"
"BiomedicalConceptProperty_5","AESEV","True","text","True","AESEV","4e2c0bca-88ed-4d3b-8efb-22cff79c1b44","BiomedicalConceptProperty"
"BiomedicalConceptProperty_6","AESER","True","text","True","AESER","17d36ff2-4c19-435c-86f4-0840f225f568","BiomedicalConceptProperty"
"BiomedicalConceptProperty_7","AEACN","True","text","True","AEACN","d17adb18-c8fc-414e-8acb-51b61eaa8be8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_8","AEACNOTH","True","text","True","AEACNOTH","b2685d54-6d6e-4fbd-aee3-efc5432300eb","BiomedicalConceptProperty"
"BiomedicalConceptProperty_9","AEREL","True","text","True","AEREL","29ca97c2-bedd-4924-8612-184cc7f8c291","BiomedicalConceptProperty"
"BiomedicalConceptProperty_10","AERELNST","True","text","True","AERELNST","4d4a48f6-5999-46f1-a1c1-ed16e3267b33","BiomedicalConceptProperty"
"BiomedicalConceptProperty_11","AEPATT","True","text","True","AEPATT","bca7a496-bf9d-4adb-9b2d-3b935bf26b78","BiomedicalConceptProperty"
"BiomedicalConceptProperty_12","AEOUT","True","text","True","AEOUT","3c7b0ef4-3fa0-4773-aca6-04418e652719","BiomedicalConceptProperty"
"BiomedicalConceptProperty_13","AESCAN","True","text","True","AESCAN","e81a48f3-8d2f-414f-b909-e7f15734a9cc","BiomedicalConceptProperty"
"BiomedicalConceptProperty_14","AESCONG","True","text","True","AESCONG","ad5c7a53-e3de-4da3-9e02-e2050ff74872","BiomedicalConceptProperty"
"BiomedicalConceptProperty_15","AESDISAB","True","text","True","AESDISAB","d8e78ac8-12d2-4186-bc09-daf8c5cccce6","BiomedicalConceptProperty"
"BiomedicalConceptProperty_16","AESDTH","True","text","True","AESDTH","abde4732-2d32-473e-9e5a-4e2cdd5c60d6","BiomedicalConceptProperty"
"BiomedicalConceptProperty_17","AESHOSP","True","text","True","AESHOSP","c85e8b62-c748-4008-abbe-8cc7186f1de1","BiomedicalConceptProperty"
"BiomedicalConceptProperty_18","AESLIFE","True","text","True","AESLIFE","224b7aa9-f0db-4a7a-9f85-de46bece7260","BiomedicalConceptProperty"
"BiomedicalConceptProperty_19","AESOD","True","text","True","AESOD","c68f0292-04ce-4432-bdf7-6c124caaf3dc","BiomedicalConceptProperty"
"BiomedicalConceptProperty_20","AESMIE","True","text","True","AESMIE","285cece7-d5c9-4654-9fef-acf4f16ed83f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_21","AECONTRT","True","text","True","AECONTRT","45ffd5ce-16be-4806-b736-bf27bf01c166","BiomedicalConceptProperty"
"BiomedicalConceptProperty_22","AESTDTC","True","datetime","True","AESTDTC","469402cc-c41f-478a-a1fe-7b9ff5cf8232","BiomedicalConceptProperty"
"BiomedicalConceptProperty_23","AEENDTC","True","datetime","True","AEENDTC","38b34bff-2d70-402f-8e96-12a05580ca15","BiomedicalConceptProperty"
"BiomedicalConceptProperty_24","VSTESTCD","True","","True","VSTESTCD","372b3e0d-f321-4a88-86a5-2470cce29955","BiomedicalConceptProperty"
"BiomedicalConceptProperty_25","VSORRES","True","integer","True","VSORRES","16da256c-f6bc-4889-9332-feb5c041a389","BiomedicalConceptProperty"
"BiomedicalConceptProperty_26","VSORRESU","True","","True","VSORRESU","328c7a04-79c2-4763-84bd-37bf51c2877c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_27","VSPOS","True","","True","VSPOS","64865e88-4446-41e7-b04e-50669190ffd7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_28","VSLOC","True","","True","VSLOC","1daa5bb6-f9e0-489b-8eca-dd797f588477","BiomedicalConceptProperty"
"BiomedicalConceptProperty_29","VSLAT","True","","True","VSLAT","21bf0720-da55-432d-9c1f-6b9c74949100","BiomedicalConceptProperty"
"BiomedicalConceptProperty_30","VSTESTCD","True","","True","VSTESTCD","deca2323-3c05-4316-a6a7-5d7136335f20","BiomedicalConceptProperty"
"BiomedicalConceptProperty_31","VSORRES","True","integer","True","VSORRES","befeb128-ec76-4071-b52c-c5d366aca772","BiomedicalConceptProperty"
"BiomedicalConceptProperty_32","VSORRESU","True","","True","VSORRESU","2dcdc45e-fa57-4bed-afdb-09765311d920","BiomedicalConceptProperty"
"BiomedicalConceptProperty_33","VSPOS","True","","True","VSPOS","5773dce0-6eb0-4656-b704-e58409be5824","BiomedicalConceptProperty"
"BiomedicalConceptProperty_34","VSLOC","True","","True","VSLOC","3cbc251b-211a-44dc-8232-0dd4ca7e9ab9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_35","VSLAT","True","","True","VSLAT","ff7324ca-d0ac-4051-9a92-397177998d4f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_36","VSTESTCD","True","","True","VSTESTCD","df50a7de-c944-4e29-b24f-2c4979010154","BiomedicalConceptProperty"
"BiomedicalConceptProperty_37","VSORRES","True","float","True","VSORRES","46c320f5-5320-4722-80d8-31e081efb20e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_38","VSORRESU","True","","True","VSORRESU","9587699a-bf5d-45af-a7b4-d7f9bd60b055","BiomedicalConceptProperty"
"BiomedicalConceptProperty_39","VSLOC","True","","True","VSLOC","8ea2e921-4f87-43f3-a481-cc416363b2a1","BiomedicalConceptProperty"
"BiomedicalConceptProperty_40","VSTESTCD","True","","True","VSTESTCD","af8ef8e0-253a-4002-8d0d-d72ad085032d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_41","VSORRES","True","float","True","VSORRES","1b4ab2f1-4190-469e-b796-7fedb84f9599","BiomedicalConceptProperty"
"BiomedicalConceptProperty_42","VSORRESU","True","","True","VSORRESU","e5df11b8-80be-4459-b239-46587689ccc7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_43","VSTESTCD","True","","True","VSTESTCD","d384258c-74b9-4157-a28a-6b653542f324","BiomedicalConceptProperty"
"BiomedicalConceptProperty_44","VSORRES","True","float","True","VSORRES","16a994cc-b99e-463f-9522-b6da1d33b442","BiomedicalConceptProperty"
"BiomedicalConceptProperty_45","VSORRESU","True","","True","VSORRESU","040bcc86-f38f-4be4-bceb-c6eaab220bd5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_46","LBTESTCD","True","","True","LBTESTCD","5ed485fd-a85d-476a-a7a4-a952fe2290b0","BiomedicalConceptProperty"
"BiomedicalConceptProperty_47","LBORRES","True","float","True","LBORRES","ea979c50-25c5-4a63-9bdf-69cd441ea52d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_48","LBORRESU","True","","True","LBORRESU","e8efbcb5-341f-4ce8-838b-98285ae24bd1","BiomedicalConceptProperty"
"BiomedicalConceptProperty_49","LBSPEC","True","","True","LBSPEC","b5183908-3a76-412d-a11c-6aac0c688838","BiomedicalConceptProperty"
"BiomedicalConceptProperty_50","LBFAST","True","","True","LBFAST","8153a64e-4e62-4848-91d0-e157f2c8294d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_51","LBTESTCD","True","","True","LBTESTCD","af1c61fb-696e-421d-bcb1-26ff240c4b88","BiomedicalConceptProperty"
"BiomedicalConceptProperty_52","LBORRES","True","text","True","LBORRES","3cad9095-44b4-460b-bfc9-9d1e3866bee7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_53","LBSPEC","True","","True","LBSPEC","71477508-7a0f-43f3-a577-b300199b9fb5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_54","LBFAST","True","","True","LBFAST","96dde131-b26e-434a-abe6-200091716699","BiomedicalConceptProperty"
"BiomedicalConceptProperty_55","LBTESTCD","True","","True","LBTESTCD","b1e15795-95e0-404d-8dea-43a4081af47a","BiomedicalConceptProperty"
"BiomedicalConceptProperty_56","LBORRES","True","float","True","LBORRES","eda37616-bb00-4d8e-a0ea-f82fa61b30dd","BiomedicalConceptProperty"
"BiomedicalConceptProperty_57","LBORRESU","True","","True","LBORRESU","3a6e43bf-c877-4768-a20f-defc301e2a57","BiomedicalConceptProperty"
"BiomedicalConceptProperty_58","LBSPEC","True","","True","LBSPEC","7ed275bb-e0ec-401c-848f-4bfbd0a28a8e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_59","LBFAST","True","","True","LBFAST","72b41c9d-2beb-4dd1-b9d2-223f9e6e5213","BiomedicalConceptProperty"
"BiomedicalConceptProperty_60","LBTESTCD","True","","True","LBTESTCD","d745a745-086c-48df-be86-81273b73bed8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_61","LBORRES","True","float","True","LBORRES","ef9f79d0-9198-42af-b0af-5d444b4c4264","BiomedicalConceptProperty"
"BiomedicalConceptProperty_62","LBORRESU","True","","True","LBORRESU","b90a3869-fbe1-4f2d-a84e-a38a8af119b6","BiomedicalConceptProperty"
"BiomedicalConceptProperty_63","LBSPEC","True","","True","LBSPEC","b18f68ff-ec0e-4a78-9029-9cd3fdac668f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_64","LBFAST","True","","True","LBFAST","dc15b83a-145c-47de-8438-4a9d310f233e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_65","LBTESTCD","True","","True","LBTESTCD","cb7c788f-cdcb-438f-96a1-1930e5ace1be","BiomedicalConceptProperty"
"BiomedicalConceptProperty_66","LBORRES","True","float","True","LBORRES","369d173d-f57f-4fb5-a042-1873be83360e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_67","LBORRESU","True","","True","LBORRESU","3d944dde-c491-46b3-a729-368ca0206969","BiomedicalConceptProperty"
"BiomedicalConceptProperty_68","LBSPEC","True","","True","LBSPEC","6421e66c-accd-4ea7-af5f-fbd06650857f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_69","LBFAST","True","","True","LBFAST","077b0e02-83b7-4182-9174-7d4211078498","BiomedicalConceptProperty"
"BiomedicalConceptProperty_70","LBTESTCD","True","","True","LBTESTCD","7a3d34b8-9a8e-4c97-bf5e-fc5f21e94f67","BiomedicalConceptProperty"
"BiomedicalConceptProperty_71","LBORRES","True","float","True","LBORRES","a9222382-cdfd-4a7e-978b-b0c2241b9bd9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_72","LBORRESU","True","","True","LBORRESU","f013d173-2ef9-4659-b2b9-24a6de2510ae","BiomedicalConceptProperty"
"BiomedicalConceptProperty_73","LBSPEC","True","","True","LBSPEC","de07dd5a-ec11-435a-832b-b70260eaa983","BiomedicalConceptProperty"
"BiomedicalConceptProperty_74","LBFAST","True","","True","LBFAST","56875447-831d-433c-99e8-b81dbb9adfcc","BiomedicalConceptProperty"
"BiomedicalConceptProperty_75","LBTESTCD","True","","True","LBTESTCD","7828ad01-b27f-4e8e-9ca7-79a5ce38bafb","BiomedicalConceptProperty"
"BiomedicalConceptProperty_76","LBORRES","True","float","True","LBORRES","ec407cff-f4a8-4b12-983a-e6db98c06a63","BiomedicalConceptProperty"
"BiomedicalConceptProperty_77","LBORRESU","True","","True","LBORRESU","86871e63-0d00-4da3-a6be-96c18fd6d82f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_78","LBSPEC","True","","True","LBSPEC","6b6fdd5c-ff68-4119-9e18-24f8e06d4b7d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_79","LBFAST","True","","True","LBFAST","03d395fd-0fc3-4924-9625-6b3207649285","BiomedicalConceptProperty"
"BiomedicalConceptProperty_80","VSTESTCD","True","","True","VSTESTCD","8b8db8fb-c525-4c80-b42b-d29e7208a5c3","BiomedicalConceptProperty"
"BiomedicalConceptProperty_81","VSORRES","True","integer","True","VSORRES","30b0edd1-6b3e-4a4c-a6a5-803ff4dbf032","BiomedicalConceptProperty"
"BiomedicalConceptProperty_82","VSORRESU","True","","True","VSORRESU","7e9bc2e1-906c-44ad-8b02-85fb7e0bb6d9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_83","VSPOS","True","","True","VSPOS","4083e990-df03-49c4-9751-4be687faf619","BiomedicalConceptProperty"
"BiomedicalConceptProperty_84","VSLOC","True","","True","VSLOC","7af1d008-ad84-4724-bbef-8651cab5a83c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_85","VSLAT","True","","True","VSLAT","ce325f95-8600-403f-9a8e-63707198904c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_86","VSTESTCD","True","","True","VSTESTCD","3c422440-0077-42c7-a779-af68065f0e57","BiomedicalConceptProperty"
"BiomedicalConceptProperty_87","VSORRES","True","integer","True","VSORRES","03c684d6-04b4-4fe5-b275-9ac611e3188e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_88","VSORRESU","True","","True","VSORRESU","6503eb89-4701-4af2-ac21-3f806b4889f7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_89","VSPOS","True","","True","VSPOS","916f6229-7f53-47ff-b3f3-f68c0ea3eda3","BiomedicalConceptProperty"
"BiomedicalConceptProperty_90","VSLOC","True","","True","VSLOC","8283d298-7ac7-44e5-b95f-d6efb42e1177","BiomedicalConceptProperty"
"BiomedicalConceptProperty_91","VSLAT","True","","True","VSLAT","8daab905-5ae0-477e-b65f-151b7168eae0","BiomedicalConceptProperty"
"BiomedicalConceptProperty_92","VSTESTCD","True","","True","VSTESTCD","883e9344-59a0-4cbd-bf7c-f309f7ed31f9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_93","VSORRES","True","integer","True","VSORRES","41fa07a7-3e95-4fb9-a640-be15716e24b5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_94","VSORRESU","True","","True","VSORRESU","686eb6ce-9c8f-4e59-bc46-45c53b8618f8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_95","VSPOS","True","","True","VSPOS","2ebbb4dc-6d3c-41ce-8858-26a680c35b78","BiomedicalConceptProperty"
"BiomedicalConceptProperty_96","VSLOC","True","","True","VSLOC","8bbbe886-f05e-413a-baac-7614fc0d9d13","BiomedicalConceptProperty"
"BiomedicalConceptProperty_97","VSLAT","True","","True","VSLAT","ecb2ca51-2be3-47f6-8bc8-21633145bf9e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_98","VSTESTCD","True","","True","VSTESTCD","d46d52f1-d1fe-43a2-89ac-16e2921a9e34","BiomedicalConceptProperty"
"BiomedicalConceptProperty_99","VSORRES","True","integer","True","VSORRES","33c22ccc-1e48-4d6a-9633-3ef274df59e6","BiomedicalConceptProperty"
"BiomedicalConceptProperty_100","VSORRESU","True","","True","VSORRESU","ea25555d-6f0c-4503-8d7f-58cc1d0deae5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_101","VSPOS","True","","True","VSPOS","bae52aca-b5af-42ae-88bd-75a87ac3edcf","BiomedicalConceptProperty"
"BiomedicalConceptProperty_102","VSLOC","True","","True","VSLOC","723ad1b2-933b-4d2f-bfc6-b4ed04403706","BiomedicalConceptProperty"
"BiomedicalConceptProperty_103","VSLAT","True","","True","VSLAT","2bb5c0ae-8868-47e2-8eac-ae89855deae4","BiomedicalConceptProperty"
"BiomedicalConceptProperty_104","VSTESTCD","True","","True","VSTESTCD","75332df2-04bc-457a-9184-19e21460fc46","BiomedicalConceptProperty"
"BiomedicalConceptProperty_105","VSORRES","True","integer","True","VSORRES","0ccd5c88-c2ee-4596-a69f-68c00e49635c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_106","VSORRESU","True","","True","VSORRESU","b71c7605-7977-406f-8096-c41c726efe8b","BiomedicalConceptProperty"
"BiomedicalConceptProperty_107","VSPOS","True","","True","VSPOS","0350b4a2-766d-432d-8811-785f89e446be","BiomedicalConceptProperty"
"BiomedicalConceptProperty_108","VSLOC","True","","True","VSLOC","e220cb57-487f-4c34-89e1-ff1c6fa3d5ee","BiomedicalConceptProperty"
"BiomedicalConceptProperty_109","VSLAT","True","","True","VSLAT","323f1bb2-4d1d-40b5-8093-112e23a915ae","BiomedicalConceptProperty"
"BiomedicalConceptProperty_110","VSTESTCD","True","","True","VSTESTCD","cd94667c-023b-4df5-87c5-e772671c9331","BiomedicalConceptProperty"
"BiomedicalConceptProperty_111","VSORRES","True","integer","True","VSORRES","a663ddc8-72fc-413d-bfd3-5e728bd6103f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_112","VSORRESU","True","","True","VSORRESU","44f1db2f-872c-4ae1-a7e6-e5c2a41c7506","BiomedicalConceptProperty"
"BiomedicalConceptProperty_113","VSPOS","True","","True","VSPOS","1d6a4086-bb84-4665-a4b7-91ac17a54e20","BiomedicalConceptProperty"
"BiomedicalConceptProperty_114","VSLOC","True","","True","VSLOC","a1c9ef74-3860-416e-95f5-7aa08be34764","BiomedicalConceptProperty"
"BiomedicalConceptProperty_115","VSLAT","True","","True","VSLAT","e37e0284-ad20-4740-a611-839064f50958","BiomedicalConceptProperty"
