"isEnabled","uuid:ID","datatype","instanceType","id","label","isRequired","name"
"True","e98719a2-cd1d-421b-951a-c5ec4a8de61c","","BiomedicalConceptProperty","BiomedicalConceptProperty_148","LBSPEC","True","LBSPEC"
"True","21ce92fe-99cf-40fc-a1de-f515aec09058","","BiomedicalConceptProperty","BiomedicalConceptProperty_149","LBFAST","True","LBFAST"
"True","91e996ac-d9d5-42e1-a14f-b485d7e0d695","","BiomedicalConceptProperty","BiomedicalConceptProperty_150","LBTESTCD","True","LBTESTCD"
"True","dc2d535b-afd1-473c-ba79-f6a7006d31c7","float","BiomedicalConceptProperty","BiomedicalConceptProperty_151","LBORRES","True","LBORRES"
"True","28630e3d-abeb-4f56-84e8-733a02c464f2","","BiomedicalConceptProperty","BiomedicalConceptProperty_152","LBORRESU","True","LBORRESU"
"True","5450843d-4961-4aea-b7d5-a1ea95e41f26","","BiomedicalConceptProperty","BiomedicalConceptProperty_153","LBSPEC","True","LBSPEC"
"True","5782576e-cab8-42d7-bc2f-2ebe0b518a10","","BiomedicalConceptProperty","BiomedicalConceptProperty_154","LBFAST","True","LBFAST"
"True","844be0ca-f351-450f-8898-086a2e1ed989","","BiomedicalConceptProperty","BiomedicalConceptProperty_155","LBTESTCD","True","LBTESTCD"
"True","0e022e17-b769-4dc4-8037-858067d36ec4","float","BiomedicalConceptProperty","BiomedicalConceptProperty_156","LBORRES","True","LBORRES"
"True","0c58b6f9-f9da-4014-8302-cb41e3d1244b","","BiomedicalConceptProperty","BiomedicalConceptProperty_157","LBORRESU","True","LBORRESU"
"True","fb35b3d1-48d4-4a61-b6c8-7fe3049e9de6","","BiomedicalConceptProperty","BiomedicalConceptProperty_158","LBSPEC","True","LBSPEC"
"True","e247994b-635e-46c2-b41a-cdb6f7277b3f","","BiomedicalConceptProperty","BiomedicalConceptProperty_159","LBFAST","True","LBFAST"
"True","efd962a1-7a7f-42d2-9fdb-cb0607d87ce8","","BiomedicalConceptProperty","BiomedicalConceptProperty_160","LBTESTCD","True","LBTESTCD"
"True","39f3dcb3-ad00-4411-a378-dba501e7701f","float","BiomedicalConceptProperty","BiomedicalConceptProperty_161","LBORRES","True","LBORRES"
"True","0fe7d2d5-df33-41f5-8448-fbe75cfe7850","","BiomedicalConceptProperty","BiomedicalConceptProperty_162","LBORRESU","True","LBORRESU"
"True","9e4c9a09-06b7-40ff-ab50-f9837e3862e2","","BiomedicalConceptProperty","BiomedicalConceptProperty_163","LBSPEC","True","LBSPEC"
"True","b73b1534-a31a-4761-b91a-1f33010aeaca","","BiomedicalConceptProperty","BiomedicalConceptProperty_164","LBFAST","True","LBFAST"
"True","4a989544-e483-4994-b149-5e0ac6d1ffa6","","BiomedicalConceptProperty","BiomedicalConceptProperty_165","LBTESTCD","True","LBTESTCD"
"True","63cdba35-9c2c-4b28-b715-197f32a00f2d","float","BiomedicalConceptProperty","BiomedicalConceptProperty_166","LBORRES","True","LBORRES"
"True","0c7e4c83-8117-41f7-8ecb-667a77b07255","","BiomedicalConceptProperty","BiomedicalConceptProperty_167","LBORRESU","True","LBORRESU"
"True","32b1ed75-f79c-4069-8fe3-02a12f14b120","","BiomedicalConceptProperty","BiomedicalConceptProperty_168","LBSPEC","True","LBSPEC"
"True","47963384-f6c1-493c-bb27-31fbf7a23b40","","BiomedicalConceptProperty","BiomedicalConceptProperty_169","LBFAST","True","LBFAST"
"True","2d7e7ed6-4f66-45ff-a71c-b3f800b02b9c","text","BiomedicalConceptProperty","BiomedicalConceptProperty_1","AETERM","True","AETERM"
"True","86504eb8-91e8-46b4-906f-fd7bc1e0eab7","text","BiomedicalConceptProperty","BiomedicalConceptProperty_2","AEDECOD","True","AEDECOD"
"True","6c8f4179-f49b-43fa-8b19-007452999a9f","text","BiomedicalConceptProperty","BiomedicalConceptProperty_3","AEPRESP","True","AEPRESP"
"True","d34b0bc5-7913-4e54-88b5-e93e8f8920da","text","BiomedicalConceptProperty","BiomedicalConceptProperty_4","AELOC","True","AELOC"
"True","eefadd58-7f32-4289-8c2b-4a79f69875d4","text","BiomedicalConceptProperty","BiomedicalConceptProperty_5","AESEV","True","AESEV"
"True","ab83f105-61b1-4eca-8f45-15168068c306","text","BiomedicalConceptProperty","BiomedicalConceptProperty_6","AESER","True","AESER"
"True","6173081a-7ad1-4128-9bce-eebc7e2182fa","text","BiomedicalConceptProperty","BiomedicalConceptProperty_7","AEACN","True","AEACN"
"True","d2ec29bf-9dd2-4289-b75f-ff56617c759c","text","BiomedicalConceptProperty","BiomedicalConceptProperty_8","AEACNOTH","True","AEACNOTH"
"True","c468221b-4b2a-4494-8821-19a5952981d1","text","BiomedicalConceptProperty","BiomedicalConceptProperty_9","AEREL","True","AEREL"
"True","2e606c1f-ddcc-4124-844b-a5d63e35ef2c","text","BiomedicalConceptProperty","BiomedicalConceptProperty_10","AERELNST","True","AERELNST"
"True","16459678-fb28-471a-a3ea-9717c328101a","text","BiomedicalConceptProperty","BiomedicalConceptProperty_11","AEPATT","True","AEPATT"
"True","2b79a7c0-e5cd-45ed-abb1-ebe3216c70ca","text","BiomedicalConceptProperty","BiomedicalConceptProperty_12","AEOUT","True","AEOUT"
"True","df375f9a-b1cf-4425-9515-468507105c9e","text","BiomedicalConceptProperty","BiomedicalConceptProperty_13","AESCAN","True","AESCAN"
"True","201f378e-1d31-4e49-8dcb-6bd690454f30","text","BiomedicalConceptProperty","BiomedicalConceptProperty_14","AESCONG","True","AESCONG"
"True","ddfbab2a-247b-4285-beb7-8c80137b18cb","text","BiomedicalConceptProperty","BiomedicalConceptProperty_15","AESDISAB","True","AESDISAB"
"True","725fd15c-7a3b-4df6-80b5-80ac573fb80c","text","BiomedicalConceptProperty","BiomedicalConceptProperty_16","AESDTH","True","AESDTH"
"True","fb5385d9-544b-464d-b5ed-4d4f8b15ea53","text","BiomedicalConceptProperty","BiomedicalConceptProperty_17","AESHOSP","True","AESHOSP"
"True","44ebec2d-1da6-4aaf-bfe0-8742a6d6a40e","text","BiomedicalConceptProperty","BiomedicalConceptProperty_18","AESLIFE","True","AESLIFE"
"True","1db99cdd-d3d5-43cb-a06f-c073768cee88","text","BiomedicalConceptProperty","BiomedicalConceptProperty_19","AESOD","True","AESOD"
"True","3b3901be-38e9-418b-947c-5e98cd1f9321","text","BiomedicalConceptProperty","BiomedicalConceptProperty_20","AESMIE","True","AESMIE"
"True","16edfff8-1f8b-4bc5-8076-294ff584a716","text","BiomedicalConceptProperty","BiomedicalConceptProperty_21","AECONTRT","True","AECONTRT"
"True","6f641d4f-61e7-416f-b3cd-8ec608f904ee","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_22","AESTDTC","True","AESTDTC"
"True","83b41280-062f-4246-bda7-e8aaa2bb2cca","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_23","AEENDTC","True","AEENDTC"
"True","053f237d-db7c-4e07-bb65-cb20931f3024","","BiomedicalConceptProperty","BiomedicalConceptProperty_24","VSTESTCD","True","VSTESTCD"
"True","75a51081-18bc-4b8a-9431-54a4e8898865","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_25","VSORRES","True","VSORRES"
"True","225ae77c-220a-41d2-b5c4-3132c4220d93","","BiomedicalConceptProperty","BiomedicalConceptProperty_26","VSORRESU","True","VSORRESU"
"True","4c1b08f0-145b-4f82-8345-5a8a73c45847","","BiomedicalConceptProperty","BiomedicalConceptProperty_27","VSPOS","True","VSPOS"
"True","3e98d3e5-bf42-4cdf-addb-da8b30ebd81e","","BiomedicalConceptProperty","BiomedicalConceptProperty_28","VSLOC","True","VSLOC"
"True","1f10ef29-f16f-4ea0-b364-32ba344b5da4","","BiomedicalConceptProperty","BiomedicalConceptProperty_29","VSLAT","True","VSLAT"
"True","2f515b9f-a9cb-4753-b524-846e1e180385","","BiomedicalConceptProperty","BiomedicalConceptProperty_30","VSTESTCD","True","VSTESTCD"
"True","88813266-e4f6-4625-92a1-a3c1020e0a7d","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_31","VSORRES","True","VSORRES"
"True","2460b9ef-9d6e-459f-ba43-2de5e86d1eef","","BiomedicalConceptProperty","BiomedicalConceptProperty_32","VSORRESU","True","VSORRESU"
"True","9c2746f3-6ceb-4ff7-957f-c3b30acc8bab","","BiomedicalConceptProperty","BiomedicalConceptProperty_33","VSPOS","True","VSPOS"
"True","86955ce0-8cbf-4e98-87bb-4334c2c5ec60","","BiomedicalConceptProperty","BiomedicalConceptProperty_34","VSLOC","True","VSLOC"
"True","5d224b93-b1db-467d-8e9a-1d2bcad4cf92","","BiomedicalConceptProperty","BiomedicalConceptProperty_35","VSLAT","True","VSLAT"
"True","3b045506-1e59-4e9e-bd5a-fe1ffea92aa9","","BiomedicalConceptProperty","BiomedicalConceptProperty_36","VSTESTCD","True","VSTESTCD"
"True","55b5078d-ac90-4bb4-803a-1c7de7b09034","float","BiomedicalConceptProperty","BiomedicalConceptProperty_37","VSORRES","True","VSORRES"
"True","6fb819f9-45ae-4a86-bfd1-8431c201e6f0","","BiomedicalConceptProperty","BiomedicalConceptProperty_38","VSORRESU","True","VSORRESU"
"True","3156e966-accc-4006-b2e2-ec8753c31c61","","BiomedicalConceptProperty","BiomedicalConceptProperty_39","VSLOC","True","VSLOC"
"True","2bc0f4ad-3a26-4175-be98-855d1c1b8b38","","BiomedicalConceptProperty","BiomedicalConceptProperty_40","VSTESTCD","True","VSTESTCD"
"True","6288588c-d7b8-44e9-b52c-b25a5a3674b5","float","BiomedicalConceptProperty","BiomedicalConceptProperty_41","VSORRES","True","VSORRES"
"True","1954948c-db30-4e4a-a943-6b8695485a5b","","BiomedicalConceptProperty","BiomedicalConceptProperty_42","VSORRESU","True","VSORRESU"
"True","82bec453-1371-4a9c-8f36-12952b8b523f","","BiomedicalConceptProperty","BiomedicalConceptProperty_43","VSTESTCD","True","VSTESTCD"
"True","52eced62-074f-4ed2-a459-554f444c51f3","float","BiomedicalConceptProperty","BiomedicalConceptProperty_44","VSORRES","True","VSORRES"
"True","51f879c8-afff-4e55-b593-9fc40b9fb934","","BiomedicalConceptProperty","BiomedicalConceptProperty_45","VSORRESU","True","VSORRESU"
"True","0c2ef1f2-1d16-49ef-a780-cf06bc2665f0","","BiomedicalConceptProperty","BiomedicalConceptProperty_46","LBTESTCD","True","LBTESTCD"
"True","f20b5132-ed32-48fa-9c98-7f65ddffeed4","float","BiomedicalConceptProperty","BiomedicalConceptProperty_47","LBORRES","True","LBORRES"
"True","ac2e6a93-13a1-47fb-a9b6-724baeaa57dc","","BiomedicalConceptProperty","BiomedicalConceptProperty_48","LBORRESU","True","LBORRESU"
"True","542c6eee-2277-49a8-9a74-1b2cc11320a4","","BiomedicalConceptProperty","BiomedicalConceptProperty_49","LBSPEC","True","LBSPEC"
"True","1e6c4f65-5544-43b4-9cab-d26dc1087972","","BiomedicalConceptProperty","BiomedicalConceptProperty_50","LBFAST","True","LBFAST"
"True","3afa52fc-ed5a-4e40-9211-7c8a83a372ca","","BiomedicalConceptProperty","BiomedicalConceptProperty_51","LBTESTCD","True","LBTESTCD"
"True","5a61ea94-e85a-4c7e-a941-e67d3510b080","text","BiomedicalConceptProperty","BiomedicalConceptProperty_52","LBORRES","True","LBORRES"
"True","35c64d00-4d1c-43d0-992a-331460d97f2b","","BiomedicalConceptProperty","BiomedicalConceptProperty_53","LBSPEC","True","LBSPEC"
"True","eec4f403-da01-46ff-bbea-6d00ddf22625","","BiomedicalConceptProperty","BiomedicalConceptProperty_54","LBFAST","True","LBFAST"
"True","a06cc58e-793d-49d1-a666-2cea5661fb35","","BiomedicalConceptProperty","BiomedicalConceptProperty_55","LBTESTCD","True","LBTESTCD"
"True","4c089c50-cafe-48f7-a125-3e2867ab52c5","float","BiomedicalConceptProperty","BiomedicalConceptProperty_56","LBORRES","True","LBORRES"
"True","661546d3-1412-4249-ae27-e863d4a9ccdd","","BiomedicalConceptProperty","BiomedicalConceptProperty_57","LBORRESU","True","LBORRESU"
"True","c4a7e1ba-0c0d-49b5-b226-535df290cd32","","BiomedicalConceptProperty","BiomedicalConceptProperty_58","LBSPEC","True","LBSPEC"
"True","e9af4ced-6edf-4a7d-aa92-ce3493aae97b","","BiomedicalConceptProperty","BiomedicalConceptProperty_59","LBFAST","True","LBFAST"
"True","c6d62f6c-b8c4-4b30-a2d0-46d426a8c4d9","","BiomedicalConceptProperty","BiomedicalConceptProperty_60","LBTESTCD","True","LBTESTCD"
"True","fadcbed8-5607-4f14-a058-ab90dbd7626e","float","BiomedicalConceptProperty","BiomedicalConceptProperty_61","LBORRES","True","LBORRES"
"True","6a47b20e-8597-4462-8e16-99fc67ce366f","","BiomedicalConceptProperty","BiomedicalConceptProperty_62","LBORRESU","True","LBORRESU"
"True","3035ffcc-9eec-4c6e-8c5e-efcca2d3a10e","","BiomedicalConceptProperty","BiomedicalConceptProperty_63","LBSPEC","True","LBSPEC"
"True","a5056208-59cf-44b1-968b-15928e9c1561","","BiomedicalConceptProperty","BiomedicalConceptProperty_64","LBFAST","True","LBFAST"
"True","95cbc8dd-c704-4210-a122-c1b18b7128c1","","BiomedicalConceptProperty","BiomedicalConceptProperty_65","LBTESTCD","True","LBTESTCD"
"True","a095fe48-c3e8-49b2-b05a-3874d1eff900","float","BiomedicalConceptProperty","BiomedicalConceptProperty_66","LBORRES","True","LBORRES"
"True","d6ac07a8-6ce3-4e68-8b79-c8a7241bf774","","BiomedicalConceptProperty","BiomedicalConceptProperty_67","LBORRESU","True","LBORRESU"
"True","410a6ecd-a4c4-4059-9879-ca5e57f5c657","","BiomedicalConceptProperty","BiomedicalConceptProperty_68","LBSPEC","True","LBSPEC"
"True","f83011b9-f0d9-4708-b81c-c2d02a338c24","","BiomedicalConceptProperty","BiomedicalConceptProperty_69","LBFAST","True","LBFAST"
"True","3aa26b51-4568-4230-8649-ac49785a997b","","BiomedicalConceptProperty","BiomedicalConceptProperty_70","LBTESTCD","True","LBTESTCD"
"True","2c5558d8-ce7c-44ec-8b0f-8aab046110f7","float","BiomedicalConceptProperty","BiomedicalConceptProperty_71","LBORRES","True","LBORRES"
"True","03f1a0cb-7d4a-4177-a925-f7a3dcf0c026","","BiomedicalConceptProperty","BiomedicalConceptProperty_72","LBORRESU","True","LBORRESU"
"True","779ae923-6f37-4baf-ac85-5c74c0694a4a","","BiomedicalConceptProperty","BiomedicalConceptProperty_73","LBSPEC","True","LBSPEC"
"True","28311afb-4981-449b-a595-39cf4ecf483b","","BiomedicalConceptProperty","BiomedicalConceptProperty_74","LBFAST","True","LBFAST"
"True","37d71832-4dda-4edf-b8a5-6c116290f6d4","","BiomedicalConceptProperty","BiomedicalConceptProperty_75","LBTESTCD","True","LBTESTCD"
"True","7465bf74-f6ed-457c-9250-ce695e4d3e60","float","BiomedicalConceptProperty","BiomedicalConceptProperty_76","LBORRES","True","LBORRES"
"True","01a1c775-daf2-47da-b10d-702074e77597","","BiomedicalConceptProperty","BiomedicalConceptProperty_77","LBORRESU","True","LBORRESU"
"True","405e96f7-933b-4a12-bcfe-2955bd3d3c5c","","BiomedicalConceptProperty","BiomedicalConceptProperty_78","LBSPEC","True","LBSPEC"
"True","94004488-d781-42f6-80c5-1d977e2c47e1","","BiomedicalConceptProperty","BiomedicalConceptProperty_79","LBFAST","True","LBFAST"
"True","13313cc1-ebb2-444b-bab8-83869a829b07","","BiomedicalConceptProperty","BiomedicalConceptProperty_80","VSTESTCD","True","VSTESTCD"
"True","3696079d-4b48-4fd0-a911-0648eb22c2d5","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_81","VSORRES","True","VSORRES"
"True","a9bce489-d79f-43b1-bd60-c31c97c708ac","","BiomedicalConceptProperty","BiomedicalConceptProperty_82","VSORRESU","True","VSORRESU"
"True","39e9e23b-1be9-42a9-b615-5eb4c89673c3","","BiomedicalConceptProperty","BiomedicalConceptProperty_83","VSPOS","True","VSPOS"
"True","81f8e6d9-70a7-4127-bf0b-be97d9153edc","","BiomedicalConceptProperty","BiomedicalConceptProperty_84","VSLOC","True","VSLOC"
"True","4202b8d7-c1ac-4eee-a174-a3e88e3ab18c","","BiomedicalConceptProperty","BiomedicalConceptProperty_85","VSLAT","True","VSLAT"
"True","07744b21-f993-4aed-88e7-5e9a906769ac","","BiomedicalConceptProperty","BiomedicalConceptProperty_86","VSTESTCD","True","VSTESTCD"
"True","9f024242-b5af-40eb-a352-4dfcb9311600","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_87","VSORRES","True","VSORRES"
"True","6f8d921f-78de-4311-801c-85ccc3469cfe","","BiomedicalConceptProperty","BiomedicalConceptProperty_88","VSORRESU","True","VSORRESU"
"True","8fffe334-1b5c-4e06-99e2-f9d04b19a501","","BiomedicalConceptProperty","BiomedicalConceptProperty_89","VSPOS","True","VSPOS"
"True","33489705-5509-4322-bc37-5417bf5ee01e","","BiomedicalConceptProperty","BiomedicalConceptProperty_90","VSLOC","True","VSLOC"
"True","f844d3be-e53a-433d-992c-9429112dd75b","","BiomedicalConceptProperty","BiomedicalConceptProperty_91","VSLAT","True","VSLAT"
"True","f97fde61-da18-4864-aab8-31a504a7096f","","BiomedicalConceptProperty","BiomedicalConceptProperty_92","VSTESTCD","True","VSTESTCD"
"True","fec84e1b-be4d-45ef-96d9-da66ef01526d","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_93","VSORRES","True","VSORRES"
"True","e6a56a29-1548-459b-856f-dc3732391e85","","BiomedicalConceptProperty","BiomedicalConceptProperty_94","VSORRESU","True","VSORRESU"
"True","b0bcc472-2159-4fc3-af0e-3910d780b25e","","BiomedicalConceptProperty","BiomedicalConceptProperty_95","VSPOS","True","VSPOS"
"True","ba69843c-9997-4e93-9dec-1ed6564520ce","","BiomedicalConceptProperty","BiomedicalConceptProperty_96","VSLOC","True","VSLOC"
"True","9bd14c41-5a44-4394-874c-06cd9335ec43","","BiomedicalConceptProperty","BiomedicalConceptProperty_97","VSLAT","True","VSLAT"
"True","1c3bdcb3-1ced-490a-871b-1303b7cbe5ee","","BiomedicalConceptProperty","BiomedicalConceptProperty_98","VSTESTCD","True","VSTESTCD"
"True","d1e2744b-d5e2-4da3-be23-6ddae0a2d6f0","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_99","VSORRES","True","VSORRES"
"True","b3294c34-4e5d-44ef-ad44-b1ab5af62ca7","","BiomedicalConceptProperty","BiomedicalConceptProperty_100","VSORRESU","True","VSORRESU"
"True","4f4f6f70-4812-406a-bd29-3db6bd1d6625","","BiomedicalConceptProperty","BiomedicalConceptProperty_101","VSPOS","True","VSPOS"
"True","8da9f5d0-e702-4351-8b28-2499fab59855","","BiomedicalConceptProperty","BiomedicalConceptProperty_102","VSLOC","True","VSLOC"
"True","ff9bfc85-a1ee-4184-8c06-506c65463633","","BiomedicalConceptProperty","BiomedicalConceptProperty_103","VSLAT","True","VSLAT"
"True","67ad15e3-becb-4642-9138-a7f5413b65bc","","BiomedicalConceptProperty","BiomedicalConceptProperty_104","VSTESTCD","True","VSTESTCD"
"True","55241952-d636-4ec1-8dfc-3224b1d9e2c8","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_105","VSORRES","True","VSORRES"
"True","a0e9b353-1d58-4d8f-914c-51f5bb72ba42","","BiomedicalConceptProperty","BiomedicalConceptProperty_106","VSORRESU","True","VSORRESU"
"True","74c3d45a-05fa-4c45-9dfc-9fd2fe9af1dd","","BiomedicalConceptProperty","BiomedicalConceptProperty_107","VSPOS","True","VSPOS"
"True","6adb587a-ba23-4e5c-9653-01f0442c96c4","","BiomedicalConceptProperty","BiomedicalConceptProperty_108","VSLOC","True","VSLOC"
"True","5233b418-108b-4f3f-afc9-5f8f4bed0d9c","","BiomedicalConceptProperty","BiomedicalConceptProperty_109","VSLAT","True","VSLAT"
"True","1630c6db-80b7-4930-80a3-d6e494d79d46","","BiomedicalConceptProperty","BiomedicalConceptProperty_110","VSTESTCD","True","VSTESTCD"
"True","32dc0499-e606-4a6d-a207-3432ce9a2cec","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_111","VSORRES","True","VSORRES"
"True","01db9fe9-c699-42ed-86a0-5de2c5dd9e25","","BiomedicalConceptProperty","BiomedicalConceptProperty_112","VSORRESU","True","VSORRESU"
"True","18bf31de-2b53-4523-9429-3b27bbfd827a","","BiomedicalConceptProperty","BiomedicalConceptProperty_113","VSPOS","True","VSPOS"
"True","f6c05c8e-3284-45b3-93ee-1c5866c6844f","","BiomedicalConceptProperty","BiomedicalConceptProperty_114","VSLOC","True","VSLOC"
"True","80728c63-72de-41aa-b579-73a9ad370161","","BiomedicalConceptProperty","BiomedicalConceptProperty_115","VSLAT","True","VSLAT"
