"id","codeSystem","instanceType","decode","codeSystemVersion","uuid:ID","code"
"Code_149","NCI Thesaurus","Code","Laboratory Test Result","","016772c6-c09d-465b-8f9c-38a50267a0ab","C36292"
"Code_150","NCI Thesaurus","Code","Laboratory Test Fasting Status","","8a18c0c8-e388-4820-ade8-35c9aedcb701","C83309"
"Code_151","NCI Thesaurus","Code","Biospecimen Type","","636128f5-8c5b-4e51-8a30-1865cbc20eb5","C70713"
"Code_148","NCI Thesaurus","Code","pH","","68c55ab8-65bd-4932-ac7b-d93d55dd66a7","C45997"
"Code_117","http://www.cdisc.org","Code","Experimental Arm","2023-09-29","11249be0-03da-43ab-8f46-023ac7e4a64c","C174266"
"Code_118","http://www.cdisc.org","Code","Data Generated Within Study","2023-09-29","1ce244f2-adce-413f-8373-7b288490ce6e","C188866"
"Code_119","http://www.cdisc.org","Code","Experimental Arm","2023-09-29","932c57e4-6900-45c4-973c-64c91831acd7","C174266"
"Code_120","http://www.cdisc.org","Code","Data Generated Within Study","2023-09-29","5ab1d74e-7efe-4723-bf80-7a4ceb11c91f","C188866"
"Code_126","http://www.cdisc.org","Code","Open Label Study","2023-09-29","69d50cc4-7ea5-44a1-9e0e-c1f77ee4fc1c","C49659"
"Code_121","http://www.cdisc.org","Code","Trial Screening","2023-09-29","deb8e633-7ea7-4b8d-9a2c-5dc28f84118a","C48262"
"Code_122","http://www.cdisc.org","Code","Treatment Epoch","2023-09-29","c3da551b-cabe-4df8-aed6-d52679f47b65","C101526"
"Code_123","http://www.cdisc.org","Code","Washout Period","2023-09-29","77b98e63-04c8-4a12-9a39-367e67a67b95","C42872"
"Code_124","http://www.cdisc.org","Code","Treatment Epoch","2023-09-29","ed2cbbc3-109f-4d9f-8d41-db7464794e08","C101526"
"Code_125","http://www.cdisc.org","Code","Clinical Study Follow-up","2023-09-29","8784c78a-514a-4abf-ba48-9e42e17907de","C99158"
"Code_152","SNOMED","Code","Diabetes mellitus type 1","January 31, 2018","6d5fd350-fa5e-40a2-ad60-66adf858cbbe","46635009"
"Code_153","SNOMED","Code","Diabetes mellitus type 2","January 31, 2018","17bfb5e3-f49e-4e4e-a798-7e95fe09213b","44054006"
"Code_159","http://www.cdisc.org","Code","Experimental Intervention","2023-09-29","71d465d3-74b2-4a01-a485-d4ac85262a41","C41161"
"Code_160","http://www.cdisc.org","Code","Pharmacologic Substance","2023-09-29","85d7f5af-85ae-414e-aea9-370dea6ec3d4","C1909"
"Code_163","http://www.cdisc.org","Code","Day","2023-09-29","0d7bce2d-5792-461d-b0fe-566ecff0e0a9","C25301"
"Code_158","SPONSOR","Code","B","12","47b4bbf5-2612-477d-ad39-26927acd53d1","A"
"Code_154","http://www.cdisc.org","Code","Day","2023-09-29","c3e55ec7-08cc-48cb-b21a-28ddb8126b9c","C25301"
"Code_156","http://www.cdisc.org","Code","Milligram","2023-09-29","4edd4e5e-d3df-4046-9f3d-65125e920a41","C28253"
"Code_155","http://www.cdisc.org","Code","Nasal Route of Administration","2023-09-29","fd27cd92-b9e5-4565-a867-b840f1f6af28","C38284"
"Code_157","http://www.cdisc.org","Code","Once","2023-09-29","a42df906-587a-4006-960f-02dc7a310a65","C64576"
"Code_162","http://www.cdisc.org","Code","IMP","2023-09-29","0bf3c6d1-be7d-4cd5-9f33-cba44dd563d1","C99909x1"
"Code_161","FDA","Code","B","None set","7fa9fbff-039e-4c64-a9a3-f518c579570b","A"
"Code_169","http://www.cdisc.org","Code","Experimental Intervention","2023-09-29","dfecb663-7eae-41f3-90ca-3e864bc56492","C41161"
"Code_170","http://www.cdisc.org","Code","Pharmacologic Substance","2023-09-29","5925c459-8d18-4b6d-be7d-6d6655ab7054","C1909"
"Code_173","http://www.cdisc.org","Code","Day","2023-09-29","6923f65e-0891-491d-8ed3-17ae8df58508","C25301"
"Code_168","SPONSOR","Code","B","12","764ab714-f03f-4234-9794-a733120d3741","A"
"Code_164","http://www.cdisc.org","Code","Day","2023-09-29","060dd912-ff6f-46a7-9774-2a477d47a244","C25301"
"Code_166","http://www.cdisc.org","Code","Milligram","2023-09-29","6a557268-6cc7-4246-8a4a-15e6e3a8bbcc","C28253"
"Code_165","http://www.cdisc.org","Code","Intramuscular Route of Administration","2023-09-29","672162d6-d786-4e3a-8068-27e572ea012f","C28161"
"Code_167","http://www.cdisc.org","Code","Once","2023-09-29","df1ef0df-b58f-4a15-8665-22a5ecd5c4b2","C64576"
"Code_172","http://www.cdisc.org","Code","IMP","2023-09-29","eab4bf0c-5d06-4ee6-852b-a7327e7967c9","C99909x1"
"Code_171","FDA","Code","B","None set","706df334-0f65-495b-b02b-5afe6a44ec8a","A"
"Code_178","http://www.cdisc.org","Code","Trial Primary Objective","2023-09-29","c18d4d03-e254-4f2e-9d5c-d049074c17f8","C85826"
"Code_177","http://www.cdisc.org","Code","Primary Endpoint","2023-09-29","da8aedf4-4edf-445e-9a42-5bdabbb34b8e","C94496"
"Code_180","http://www.cdisc.org","Code","Trial Secondary Objective","2023-09-29","5e5d0590-7d71-40c7-bc36-adb5f6ddf7e1","C85827"
"Code_179","http://www.cdisc.org","Code","Secondary Endpoint","2023-09-29","a049fd10-0d25-44f1-aa37-9a55ab038123","C139173"
"Code_182","http://www.cdisc.org","Code","Trial Secondary Objective","2023-09-29","da82d85d-aaa2-4cad-b783-df5c7c28c8b0","C85827"
"Code_181","http://www.cdisc.org","Code","Secondary Endpoint","2023-09-29","cfd97c30-b319-4c29-9757-2b8869951e1d","C139173"
"Code_184","http://www.cdisc.org","Code","Trial Secondary Objective","2023-09-29","3e95920c-93eb-47a0-8982-bb4cf8ddebb7","C85827"
"Code_183","http://www.cdisc.org","Code","Secondary Endpoint","2023-09-29","20b7bb3f-b96b-4ad5-899c-4ab050f907f6","C139173"
"Code_186","http://www.cdisc.org","Code","Trial Secondary Objective","2023-09-29","13fe2097-e681-44db-acae-0ac348d463f7","C85827"
"Code_185","http://www.cdisc.org","Code","Exploratory Endpoint","2023-09-29","288546cc-3cd5-4097-b69a-bf7d4bd3460f","C170559"
"Code_188","http://www.cdisc.org","Code","Trial Secondary Objective","2023-09-29","b1b094d2-8dd5-46ee-ba57-b90a714bcc24","C85827"
"Code_187","http://www.cdisc.org","Code","Exploratory Endpoint","2023-09-29","162f101a-354c-46b4-aeae-8effdeea611d","C170559"
"Code_189","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","9399c8f8-96ca-46f9-b0ee-8c5803c9ffd5","C25532"
"Code_190","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","cc509d1f-a3d9-42e2-9e13-02b9a443fb8a","C25532"
"Code_191","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","f39f3a69-d896-4cd0-9b0c-38230f313aa3","C25532"
"Code_192","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","5d55d608-1a03-4782-9de5-80e6696c8235","C25532"
"Code_193","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","60bb05fb-fc14-485d-8db1-98545ea24d7e","C25532"
"Code_194","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","01de51b3-c95f-48db-bd0d-46f01106c042","C25532"
"Code_195","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","14a2e365-32b9-4ab4-b90f-d63abb149658","C25532"
"Code_196","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","7e6a8f6b-b7d8-4ae2-a548-294ae7d6890f","C25532"
"Code_197","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","0d7e61f9-2f80-4577-8253-b256057296c7","C25532"
"Code_198","http://www.cdisc.org","Code","Inclusion Criteria","2023-09-29","5e188db5-fd9c-401a-862c-e17db1de9e70","C25532"
"Code_199","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","b75dc108-facc-479a-99d3-5055cb68bf90","C25370"
"Code_200","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","71d6517d-c996-4696-ad61-df4c20fb6795","C25370"
"Code_201","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","0c5e729f-2032-41b9-8090-1612b036a501","C25370"
"Code_202","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","cc0ddd55-bd41-48cc-94c8-d625dfd609b7","C25370"
"Code_203","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","466b557b-e1df-40c8-aba8-f186e9467e34","C25370"
"Code_204","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","65d704df-10c4-4c53-9ea0-cc9c06bc6db0","C25370"
"Code_205","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","3d5f37c5-9cb1-455e-85ec-e7d15cbe6c63","C25370"
"Code_206","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","8fcdcac7-8051-427c-8f6e-7a39e804d77d","C25370"
"Code_207","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","f3cd2309-aba1-4daf-b603-485468f6a543","C25370"
"Code_208","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","52a58c17-f208-438e-91d9-a918042a9490","C25370"
"Code_209","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","7ce124d8-9c76-45c6-8d76-e5505b0b8086","C25370"
"Code_210","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","16ebb85f-6a80-4d10-9780-9e4d3fa0e502","C25370"
"Code_211","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","4ef645b4-c3b6-4527-819a-b6b518df6934","C25370"
"Code_212","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","df76ee06-da3e-4f3a-8b01-9414c8310872","C25370"
"Code_213","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","502f1329-0839-4093-bee0-2e920d9f1d7b","C25370"
"Code_214","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","4e4de7ad-31b8-4105-8a11-1510cf1737d8","C25370"
"Code_215","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","5813e786-be45-451e-8f4c-9099bfa02b63","C25370"
"Code_216","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","0ac2df90-17fd-49a2-b096-26dc462b5c64","C25370"
"Code_217","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","1cee37a3-f7f7-4a95-9ea1-be7991bc1050","C25370"
"Code_218","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","5e284707-4983-4a37-a979-a0117dcaf981","C25370"
"Code_219","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","73464626-5b0f-44ae-862f-8418e0cdfc9e","C25370"
"Code_220","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","20db43d3-a243-4fa0-bb85-596675e98715","C25370"
"Code_221","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","53920b58-2160-4be0-a3be-bbaaf1d2d616","C25370"
"Code_222","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","3df9a680-f5a2-4198-9205-b233a6f5e511","C25370"
"Code_223","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","458b7adb-ad7d-473c-b9c0-1017421fec93","C25370"
"Code_224","http://www.cdisc.org","Code","Exclusion Criteria","2023-09-29","2463d732-ecb8-4e98-b102-6fa96ae751c9","C25370"
"Code_175","http://www.cdisc.org","Code","Year","2023-09-29","76a5e307-fb3e-49bd-9fe1-37c1010e4e94","C29848"
"Code_176","http://www.cdisc.org","Code","Year","2023-09-29","a0c1fd0f-9f2d-4d27-9fcf-957df4f504b8","C29848"
"Code_8","http://www.cdisc.org","Code","Before","2023-09-29","91094bec-8152-48b4-9e96-f94575bfcc42","C201357"
"Code_9","http://www.cdisc.org","Code","Start to Start","2023-09-29","dc1e3a31-ad3f-466f-a688-f39776207f7f","C201355"
"Code_11","http://www.cdisc.org","Code","Before","2023-09-29","3dadfa4b-add5-4dca-ae60-291e310d740a","C201357"
"Code_12","http://www.cdisc.org","Code","Start to Start","2023-09-29","53f3b9a1-3089-4c96-beed-a5e958fe6103","C201355"
"Code_13","http://www.cdisc.org","Code","Before","2023-09-29","eb1114ed-dfb0-40f5-a1b1-c1406339612a","C201357"
"Code_14","http://www.cdisc.org","Code","Start to Start","2023-09-29","003c0203-9b95-4f10-ada9-15de1d9ca437","C201355"
"Code_15","http://www.cdisc.org","Code","Before","2023-09-29","2b4be4e8-2722-4386-823c-e3c8e902fec3","C201357"
"Code_16","http://www.cdisc.org","Code","Start to Start","2023-09-29","95a75952-950c-4073-9fcf-1c569a606ddd","C201355"
"Code_17","http://www.cdisc.org","Code","Before","2023-09-29","5ef9d80e-2ebd-4278-a176-279cb086e918","C201357"
"Code_18","http://www.cdisc.org","Code","Start to Start","2023-09-29","218244ac-1986-4628-84a8-4f1caa8bbc7a","C201355"
"Code_19","http://www.cdisc.org","Code","Fixed Reference","2023-09-29","9150d8ae-c0c4-4ace-8c24-0627a109fb16","C201358"
"Code_20","http://www.cdisc.org","Code","Start to Start","2023-09-29","e687a4a2-9053-4322-8237-821bd1d8e452","C201355"
"Code_21","http://www.cdisc.org","Code","After","2023-09-29","3dd803fe-bdea-422c-8991-2511f46abd65","C201356"
"Code_22","http://www.cdisc.org","Code","Start to Start","2023-09-29","eb5cf9f7-e09f-4d53-9a73-d3eabaa19541","C201355"
"Code_23","http://www.cdisc.org","Code","After","2023-09-29","830ad7ac-26c8-4e18-9b73-e3fdc9dac7c5","C201356"
"Code_24","http://www.cdisc.org","Code","Start to Start","2023-09-29","0bc42613-41b4-4261-8711-84885c4c02b5","C201355"
"Code_26","http://www.cdisc.org","Code","After","2023-09-29","fe77481e-3997-4a3f-aa52-c6fbcb6c64d5","C201356"
"Code_27","http://www.cdisc.org","Code","Start to Start","2023-09-29","691f94d0-673c-4b31-9be0-94580e48b4e3","C201355"
"Code_28","http://www.cdisc.org","Code","After","2023-09-29","6df20f47-f380-4694-904e-08dd5fa4a023","C201356"
"Code_29","http://www.cdisc.org","Code","Start to Start","2023-09-29","359b6123-18c9-4b22-aae3-85997d99461d","C201355"
"Code_30","http://www.cdisc.org","Code","After","2023-09-29","636f4e7f-63cd-4c0e-a292-79ab40a854bd","C201356"
"Code_31","http://www.cdisc.org","Code","Start to Start","2023-09-29","a0a1cf69-4629-4a59-941e-68216cd8636a","C201355"
"Code_32","http://www.cdisc.org","Code","After","2023-09-29","bd38b8ed-dc4f-410b-aa32-1d6099c665e2","C201356"
"Code_33","http://www.cdisc.org","Code","Start to Start","2023-09-29","605339dc-788a-4d06-a621-4111027a1a00","C201355"
"Code_34","http://www.cdisc.org","Code","After","2023-09-29","c82ea2bf-62eb-4abf-9d46-5126a3f0b46e","C201356"
"Code_35","http://www.cdisc.org","Code","Start to Start","2023-09-29","d650b1eb-9f3e-4bb0-bc05-2506a1b024a3","C201355"
"Code_36","http://www.cdisc.org","Code","After","2023-09-29","b8880eeb-f2ba-488a-bbaf-3911eb435008","C201356"
"Code_37","http://www.cdisc.org","Code","Start to Start","2023-09-29","e35c5eee-a4ea-45a4-8210-4b62c886003d","C201355"
"Code_39","http://www.cdisc.org","Code","After","2023-09-29","0bf053d5-e433-4478-b521-2804f5fab8fd","C201356"
"Code_40","http://www.cdisc.org","Code","Start to Start","2023-09-29","cd039735-53a2-4193-9855-65a49614d7e6","C201355"
"Code_71","http://www.cdisc.org","Code","Before","2023-09-29","9612b184-9a05-4b20-b6fc-899c1208afb3","C201357"
"Code_72","http://www.cdisc.org","Code","Start to Start","2023-09-29","fee323fa-6159-40da-81e8-ad8953097e74","C201355"
"Code_73","http://www.cdisc.org","Code","Before","2023-09-29","f77a306d-23a1-4d0d-b60c-eeedde337ae8","C201357"
"Code_74","http://www.cdisc.org","Code","Start to Start","2023-09-29","c8d4dafc-45b2-43ec-bdf8-757e7447a796","C201355"
"Code_75","http://www.cdisc.org","Code","Before","2023-09-29","053c73a3-5399-4107-9092-dbcbcf57f1f3","C201357"
"Code_76","http://www.cdisc.org","Code","Start to Start","2023-09-29","1f4c8fca-ef5c-42c8-a94a-71a02e8cda48","C201355"
"Code_77","http://www.cdisc.org","Code","Fixed Reference","2023-09-29","49e0b01e-b568-4f4e-9d88-0586b8bad588","C201358"
"Code_78","http://www.cdisc.org","Code","Start to Start","2023-09-29","b1eacc98-b7f8-4d4d-be6e-fb656ecca903","C201355"
"Code_79","http://www.cdisc.org","Code","After","2023-09-29","941be9af-9d1e-4df5-ad5f-43578eaa5601","C201356"
"Code_80","http://www.cdisc.org","Code","Start to Start","2023-09-29","7d825171-4f8a-48e1-b6e8-7b1b4743decd","C201355"
"Code_41","http://www.cdisc.org","Code","Before","2023-09-29","c972378a-fd45-41d9-af74-bf661e06fdd2","C201357"
"Code_42","http://www.cdisc.org","Code","Start to Start","2023-09-29","df1bdff0-c37b-4941-bbc8-cf2ee339e07d","C201355"
"Code_43","http://www.cdisc.org","Code","Fixed Reference","2023-09-29","d4f97be7-502b-44c6-a31c-d5e559a96b34","C201358"
"Code_44","http://www.cdisc.org","Code","Start to Start","2023-09-29","8aa0c212-5fa1-4eaf-9fba-5af0caf6d1a0","C201355"
"Code_45","http://www.cdisc.org","Code","After","2023-09-29","eda5195d-4771-4c54-874e-5e96cfa4f693","C201356"
"Code_46","http://www.cdisc.org","Code","Start to Start","2023-09-29","4a3a57d9-7220-4cdd-a5b7-49bc0daadb7f","C201355"
"Code_47","http://www.cdisc.org","Code","After","2023-09-29","486e9823-9a4a-4d17-a745-1726c6b3a331","C201356"
"Code_48","http://www.cdisc.org","Code","Start to Start","2023-09-29","a04fc188-4273-4857-a740-687b0f90f29c","C201355"
"Code_49","http://www.cdisc.org","Code","After","2023-09-29","5a7ae5b0-7003-4c0f-9418-7f6c51e7828d","C201356"
"Code_50","http://www.cdisc.org","Code","Start to Start","2023-09-29","664f628b-4910-4db9-851e-7a0b8f430b40","C201355"
"Code_51","http://www.cdisc.org","Code","After","2023-09-29","2b5c8d9e-21a6-4ee5-9077-d6e9235000b1","C201356"
"Code_52","http://www.cdisc.org","Code","Start to Start","2023-09-29","0f95c4ed-7888-46c8-9e67-d19e445321a7","C201355"
"Code_53","http://www.cdisc.org","Code","After","2023-09-29","49dc8373-b1ed-48a6-bf57-7ff72aa6b3dc","C201356"
"Code_54","http://www.cdisc.org","Code","Start to Start","2023-09-29","8337921a-6f1a-45f2-a16f-fe4e7f52da52","C201355"
"Code_55","http://www.cdisc.org","Code","After","2023-09-29","d1996a38-b4a1-43f2-9863-6cce0a3b7245","C201356"
"Code_56","http://www.cdisc.org","Code","Start to Start","2023-09-29","ffcdd980-8469-49e8-92d1-59f1bb53be4b","C201355"
"Code_57","http://www.cdisc.org","Code","After","2023-09-29","aabf6e7e-c74f-4f88-a41b-c0b720373f4f","C201356"
"Code_58","http://www.cdisc.org","Code","Start to Start","2023-09-29","1af9ea55-9e8b-4569-89bb-1ba0335be812","C201355"
"Code_59","http://www.cdisc.org","Code","After","2023-09-29","69ad0c11-a447-47f2-819f-cfb508a8d2f8","C201356"
"Code_60","http://www.cdisc.org","Code","Start to Start","2023-09-29","3b8eb4ff-60d8-4727-ac66-576549364dac","C201355"
"Code_61","http://www.cdisc.org","Code","After","2023-09-29","7511d768-d850-40ca-a173-00408196e729","C201356"
"Code_62","http://www.cdisc.org","Code","Start to Start","2023-09-29","d8f712eb-c2e9-4cfc-b8dc-2e1149e559b0","C201355"
"Code_63","http://www.cdisc.org","Code","After","2023-09-29","4610d491-343e-4ac4-8e35-9a88e8dd77e1","C201356"
"Code_64","http://www.cdisc.org","Code","Start to Start","2023-09-29","6ab8a624-67ff-46eb-9340-bd5521d8ffd9","C201355"
"Code_65","http://www.cdisc.org","Code","After","2023-09-29","fded4482-ddb6-48e8-a57f-2b4cc890b375","C201356"
"Code_66","http://www.cdisc.org","Code","Start to Start","2023-09-29","76cabaab-11a0-40c3-bb8b-dc4087937ca1","C201355"
"Code_67","http://www.cdisc.org","Code","After","2023-09-29","709fe221-8fec-49b7-83c7-3effc801bb54","C201356"
