"name","isRequired","datatype","uuid:ID","isEnabled","label","id","instanceType"
"LBORRES","True","float","ac5efca2-fd7c-443a-9747-730a57480029","True","LBORRES","BiomedicalConceptProperty_129","BiomedicalConceptProperty"
"LBORRESU","True","","adadb4e2-7fb0-4609-bfc3-788a2dd2e1b6","True","LBORRESU","BiomedicalConceptProperty_130","BiomedicalConceptProperty"
"LBSPEC","True","","b32d95b0-c7d6-43e5-b2e1-389c5efb7cfc","True","LBSPEC","BiomedicalConceptProperty_131","BiomedicalConceptProperty"
"LBFAST","True","","80801025-d3ce-485e-8deb-7b4b8768a113","True","LBFAST","BiomedicalConceptProperty_132","BiomedicalConceptProperty"
"LBTESTCD","True","","66041682-301e-4e8f-8f66-8a79d90fe180","True","LBTESTCD","BiomedicalConceptProperty_133","BiomedicalConceptProperty"
"LBORRES","True","text","c9a5f7cc-0cfd-4b3d-bb9c-47ab320a000c","True","LBORRES","BiomedicalConceptProperty_134","BiomedicalConceptProperty"
"LBSPEC","True","","140148c5-20e2-4d0b-8f1a-43c485091d54","True","LBSPEC","BiomedicalConceptProperty_135","BiomedicalConceptProperty"
"LBFAST","True","","dfed546c-318d-4d91-8d29-d39f7bc8b3e5","True","LBFAST","BiomedicalConceptProperty_136","BiomedicalConceptProperty"
"LBTESTCD","True","","0c13ac4e-b054-436e-86a0-bf8ae7deb10d","True","LBTESTCD","BiomedicalConceptProperty_137","BiomedicalConceptProperty"
"LBORRES","True","float","4491a0db-8d44-439b-8abf-14e25a0297df","True","LBORRES","BiomedicalConceptProperty_138","BiomedicalConceptProperty"
"LBORRESU","True","","5823cf57-205b-4717-9353-f9e878cdf8b7","True","LBORRESU","BiomedicalConceptProperty_139","BiomedicalConceptProperty"
"LBSPEC","True","","e9f3d5b0-93cc-4fee-bbb4-655c26861f48","True","LBSPEC","BiomedicalConceptProperty_140","BiomedicalConceptProperty"
"LBFAST","True","","78b5a40a-6c83-4aaf-a291-c0ce37029973","True","LBFAST","BiomedicalConceptProperty_141","BiomedicalConceptProperty"
"LBTESTCD","True","","9a4920e3-646b-4bab-9f35-26eaf364e34d","True","LBTESTCD","BiomedicalConceptProperty_142","BiomedicalConceptProperty"
"LBORRES","True","float","7d75da91-bbc8-4366-86c4-5ebdedc9f738","True","LBORRES","BiomedicalConceptProperty_143","BiomedicalConceptProperty"
"LBORRESU","True","","a1405636-3a5a-4d86-9524-aa7839ae45ac","True","LBORRESU","BiomedicalConceptProperty_144","BiomedicalConceptProperty"
"LBSPEC","True","","b8c737bd-d32d-45ac-825d-1d40c461d472","True","LBSPEC","BiomedicalConceptProperty_145","BiomedicalConceptProperty"
"LBFAST","True","","255a47c6-7989-4ee8-9413-7bd456d28703","True","LBFAST","BiomedicalConceptProperty_146","BiomedicalConceptProperty"
"LBTESTCD","True","","0f592ca7-a35c-4b5a-aecb-33e9866bc7d4","True","LBTESTCD","BiomedicalConceptProperty_147","BiomedicalConceptProperty"
"LBORRES","True","float","29be3ba9-e549-4148-b18e-eed19355abcf","True","LBORRES","BiomedicalConceptProperty_148","BiomedicalConceptProperty"
"LBORRESU","True","","ef5cd850-a8c2-46ab-a9f3-a273a9086bfd","True","LBORRESU","BiomedicalConceptProperty_149","BiomedicalConceptProperty"
"LBSPEC","True","","e80c01fa-7106-4fc2-adea-6db4e35165d7","True","LBSPEC","BiomedicalConceptProperty_150","BiomedicalConceptProperty"
"LBFAST","True","","db2ab0ef-ea9a-40c7-a402-a448a35b3f93","True","LBFAST","BiomedicalConceptProperty_151","BiomedicalConceptProperty"
"LBTESTCD","True","","6d8b7dae-c460-42e2-8451-0364f484ac44","True","LBTESTCD","BiomedicalConceptProperty_152","BiomedicalConceptProperty"
"LBORRES","True","float","ac1842f5-fb0f-469c-9340-2d19ce4dd7d4","True","LBORRES","BiomedicalConceptProperty_153","BiomedicalConceptProperty"
"LBORRESU","True","","ef9eca40-0256-46a6-bbf9-e87f4540a816","True","LBORRESU","BiomedicalConceptProperty_154","BiomedicalConceptProperty"
"LBSPEC","True","","7d3ecdfb-73fc-482d-8cc1-85c85092ae86","True","LBSPEC","BiomedicalConceptProperty_155","BiomedicalConceptProperty"
"LBFAST","True","","53ef652a-0da1-4386-ba85-44f863cbd7bf","True","LBFAST","BiomedicalConceptProperty_156","BiomedicalConceptProperty"
"LBTESTCD","True","","b1c2b231-85c5-45ba-a544-7c0b81c2c9c0","True","LBTESTCD","BiomedicalConceptProperty_157","BiomedicalConceptProperty"
"LBORRES","True","float","2fdd2582-e43a-45a3-a585-36fccd7b1eee","True","LBORRES","BiomedicalConceptProperty_158","BiomedicalConceptProperty"
"LBORRESU","True","","78afb413-bc40-4aa2-9825-8ab15d6aaddd","True","LBORRESU","BiomedicalConceptProperty_159","BiomedicalConceptProperty"
"LBSPEC","True","","9b062e9f-2927-4592-bc9b-859617ab10bc","True","LBSPEC","BiomedicalConceptProperty_160","BiomedicalConceptProperty"
"LBFAST","True","","cfb35a0f-e73e-4387-b450-c1097d575d9b","True","LBFAST","BiomedicalConceptProperty_161","BiomedicalConceptProperty"
"LBTESTCD","True","","9d6ac37a-c8e2-4c28-a15a-3491012fa6d8","True","LBTESTCD","BiomedicalConceptProperty_162","BiomedicalConceptProperty"
"LBORRES","True","float","88919725-dacf-4b00-ae24-06be51ad3341","True","LBORRES","BiomedicalConceptProperty_163","BiomedicalConceptProperty"
"LBORRESU","True","","4e372dc8-f308-4866-a075-609d74ffd984","True","LBORRESU","BiomedicalConceptProperty_164","BiomedicalConceptProperty"
"LBSPEC","True","","11fb6e63-72df-4ae3-8e1a-bbd7a7ac35de","True","LBSPEC","BiomedicalConceptProperty_165","BiomedicalConceptProperty"
"LBFAST","True","","916a2190-9143-4dc4-895c-1502aa44542e","True","LBFAST","BiomedicalConceptProperty_166","BiomedicalConceptProperty"
"AETERM","True","text","4028e440-3914-42e6-9815-2dc0ed08785b","True","AETERM","BiomedicalConceptProperty_1","BiomedicalConceptProperty"
"AEDECOD","True","text","0ddcf7d9-f3a3-434b-8617-60e15343cbf4","True","AEDECOD","BiomedicalConceptProperty_2","BiomedicalConceptProperty"
"AEPRESP","True","text","92717fdb-60e3-421f-8980-7e0c26e4a6fb","True","AEPRESP","BiomedicalConceptProperty_3","BiomedicalConceptProperty"
"AELOC","True","text","d61cfc62-4c6b-441c-aafe-1b0390622a4c","True","AELOC","BiomedicalConceptProperty_4","BiomedicalConceptProperty"
"AESEV","True","text","0dcb5d40-51ac-4cc9-a5c1-43134b1440dd","True","AESEV","BiomedicalConceptProperty_5","BiomedicalConceptProperty"
"AESER","True","text","c564adce-02c4-4ea6-9757-3807a11a4941","True","AESER","BiomedicalConceptProperty_6","BiomedicalConceptProperty"
"AEACN","True","text","16f0e102-e7f5-433b-b3e9-c0cf46cd09c4","True","AEACN","BiomedicalConceptProperty_7","BiomedicalConceptProperty"
"AEACNOTH","True","text","ae636554-ee12-46f4-9069-0b7a4f5f70b6","True","AEACNOTH","BiomedicalConceptProperty_8","BiomedicalConceptProperty"
"AEREL","True","text","79323619-33dc-40cd-8eb8-c28fa0046a4d","True","AEREL","BiomedicalConceptProperty_9","BiomedicalConceptProperty"
"AERELNST","True","text","95036dca-3b68-4548-98f0-370d7317e1a3","True","AERELNST","BiomedicalConceptProperty_10","BiomedicalConceptProperty"
"AEPATT","True","text","f355cbe2-c442-421c-bfdf-64b019d60341","True","AEPATT","BiomedicalConceptProperty_11","BiomedicalConceptProperty"
"AEOUT","True","text","1f3f655e-60ad-42af-9957-8f6a1b743600","True","AEOUT","BiomedicalConceptProperty_12","BiomedicalConceptProperty"
"AESCAN","True","text","8aa7316e-2fa4-4986-ae06-5dc94aebe973","True","AESCAN","BiomedicalConceptProperty_13","BiomedicalConceptProperty"
"AESCONG","True","text","9f15a1de-4a1e-4a52-99bd-3e0c5b73a11f","True","AESCONG","BiomedicalConceptProperty_14","BiomedicalConceptProperty"
"AESDISAB","True","text","de039b50-89f7-42fa-9703-728eb48d2467","True","AESDISAB","BiomedicalConceptProperty_15","BiomedicalConceptProperty"
"AESDTH","True","text","612b397e-244c-4c30-9a51-9bd42edc8b70","True","AESDTH","BiomedicalConceptProperty_16","BiomedicalConceptProperty"
"AESHOSP","True","text","3bcf3a99-2789-41c7-81ca-cdebe6a05be9","True","AESHOSP","BiomedicalConceptProperty_17","BiomedicalConceptProperty"
"AESLIFE","True","text","865dde47-a320-4cec-9d22-0532bfad7fa2","True","AESLIFE","BiomedicalConceptProperty_18","BiomedicalConceptProperty"
"AESOD","True","text","8b265aa9-f6e6-4442-a3c9-f684d2d8433c","True","AESOD","BiomedicalConceptProperty_19","BiomedicalConceptProperty"
"AESMIE","True","text","28df9d66-1431-4518-bfb0-07a3f3dbaa3f","True","AESMIE","BiomedicalConceptProperty_20","BiomedicalConceptProperty"
"AECONTRT","True","text","e1975b88-f61d-448d-a0af-ae81249ca607","True","AECONTRT","BiomedicalConceptProperty_21","BiomedicalConceptProperty"
"AESTDTC","True","datetime","86f6eb03-4acb-4b91-8785-4a94f01eb2f5","True","AESTDTC","BiomedicalConceptProperty_22","BiomedicalConceptProperty"
"AEENDTC","True","datetime","df305cd2-c8f6-46db-a34c-d9c0fecd2e63","True","AEENDTC","BiomedicalConceptProperty_23","BiomedicalConceptProperty"
"VSTESTCD","True","","50e82d91-4c62-4c3f-a040-78e2b3800ae9","True","VSTESTCD","BiomedicalConceptProperty_24","BiomedicalConceptProperty"
"VSORRES","True","integer","5306a1da-116f-4bb4-995b-eec61aa81d27","True","VSORRES","BiomedicalConceptProperty_25","BiomedicalConceptProperty"
"VSORRESU","True","","73a1c1e4-5154-46a1-8d0e-4605058ee163","True","VSORRESU","BiomedicalConceptProperty_26","BiomedicalConceptProperty"
"VSPOS","True","","30b8fe61-bd0d-43a8-a740-e1463b60d146","True","VSPOS","BiomedicalConceptProperty_27","BiomedicalConceptProperty"
"VSLOC","True","","bdcd74b8-3ce1-4586-8a18-97fcfdde571a","True","VSLOC","BiomedicalConceptProperty_28","BiomedicalConceptProperty"
"VSLAT","True","","9ecb7bc1-2ac2-43d4-8fd1-16bd2848b8e1","True","VSLAT","BiomedicalConceptProperty_29","BiomedicalConceptProperty"
"VSTESTCD","True","","ae9e897a-bc7a-474b-89e0-759c5b2ff294","True","VSTESTCD","BiomedicalConceptProperty_30","BiomedicalConceptProperty"
"VSORRES","True","integer","75353c3e-3cea-419a-bfd5-76929324dc23","True","VSORRES","BiomedicalConceptProperty_31","BiomedicalConceptProperty"
"VSORRESU","True","","bf3e277a-c4ed-4278-a638-5375cef0d7c2","True","VSORRESU","BiomedicalConceptProperty_32","BiomedicalConceptProperty"
"VSPOS","True","","f4720d3a-47fe-4a93-8ae9-59a7f9a3ec7f","True","VSPOS","BiomedicalConceptProperty_33","BiomedicalConceptProperty"
"VSLOC","True","","5190efbf-d19d-4872-8c25-6772cccc07ce","True","VSLOC","BiomedicalConceptProperty_34","BiomedicalConceptProperty"
"VSLAT","True","","f5b81f2a-7491-4f46-ab60-e23fd5acf9ad","True","VSLAT","BiomedicalConceptProperty_35","BiomedicalConceptProperty"
"VSTESTCD","True","","7d29c44a-9c95-48c9-a210-9337ebce210a","True","VSTESTCD","BiomedicalConceptProperty_36","BiomedicalConceptProperty"
"VSORRES","True","float","8153e6ba-ad5b-40e4-b9d6-0f383f991aae","True","VSORRES","BiomedicalConceptProperty_37","BiomedicalConceptProperty"
"VSORRESU","True","","09411c02-1918-4589-af50-80dc6060ad3c","True","VSORRESU","BiomedicalConceptProperty_38","BiomedicalConceptProperty"
"VSLOC","True","","24efee28-fd66-479f-8bbd-9971d475a9c7","True","VSLOC","BiomedicalConceptProperty_39","BiomedicalConceptProperty"
"VSTESTCD","True","","dcf091b2-233f-4aa7-bfab-7500c644a30f","True","VSTESTCD","BiomedicalConceptProperty_40","BiomedicalConceptProperty"
"VSORRES","True","float","5f758119-1761-4ff9-8c8c-30e7f28803fc","True","VSORRES","BiomedicalConceptProperty_41","BiomedicalConceptProperty"
"VSORRESU","True","","07a33c7b-c782-4755-9b26-020630050218","True","VSORRESU","BiomedicalConceptProperty_42","BiomedicalConceptProperty"
"VSTESTCD","True","","567d656b-94c9-4638-9d32-a794c83c50b8","True","VSTESTCD","BiomedicalConceptProperty_43","BiomedicalConceptProperty"
"VSORRES","True","float","ae8180a7-3f53-49fc-82c4-a34e7127ef81","True","VSORRES","BiomedicalConceptProperty_44","BiomedicalConceptProperty"
"VSORRESU","True","","8c0db6fa-ccce-4bb7-8b3b-d502f866c4a4","True","VSORRESU","BiomedicalConceptProperty_45","BiomedicalConceptProperty"
"LBTESTCD","True","","e72f08a4-7166-443b-8f36-fb07f7c20bf9","True","LBTESTCD","BiomedicalConceptProperty_46","BiomedicalConceptProperty"
"LBORRES","True","float","428f59a9-85bf-4159-98ce-99eff956d46b","True","LBORRES","BiomedicalConceptProperty_47","BiomedicalConceptProperty"
"LBORRESU","True","","9e9e4d0f-24fa-471f-bf22-2a23162e4f97","True","LBORRESU","BiomedicalConceptProperty_48","BiomedicalConceptProperty"
"LBSPEC","True","","077a6fe5-a41a-462d-a695-5b7d3b46e4cb","True","LBSPEC","BiomedicalConceptProperty_49","BiomedicalConceptProperty"
"LBFAST","True","","c96fbfcd-13b8-48ff-a7bb-36b9002bbd09","True","LBFAST","BiomedicalConceptProperty_50","BiomedicalConceptProperty"
"LBTESTCD","True","","f80f16e9-0385-4e14-a6f3-722563cb0f68","True","LBTESTCD","BiomedicalConceptProperty_51","BiomedicalConceptProperty"
"LBORRES","True","text","28e5a7f0-7538-48d1-8a56-9978d59c724f","True","LBORRES","BiomedicalConceptProperty_52","BiomedicalConceptProperty"
"LBSPEC","True","","50feccf2-13ba-4bef-8c72-88943375fe95","True","LBSPEC","BiomedicalConceptProperty_53","BiomedicalConceptProperty"
"LBFAST","True","","2cd85f26-fe29-4a86-b142-3f2c630fbca2","True","LBFAST","BiomedicalConceptProperty_54","BiomedicalConceptProperty"
"LBTESTCD","True","","650c5b61-7220-48d3-adf6-52e99af25b7e","True","LBTESTCD","BiomedicalConceptProperty_55","BiomedicalConceptProperty"
"LBORRES","True","float","f0670c56-a10f-4fa7-b700-4724ab3f591f","True","LBORRES","BiomedicalConceptProperty_56","BiomedicalConceptProperty"
"LBORRESU","True","","39e617e9-80c0-4077-ac04-1742100e5245","True","LBORRESU","BiomedicalConceptProperty_57","BiomedicalConceptProperty"
"LBSPEC","True","","4d96ffbc-af5b-4f72-b172-27724129ae9f","True","LBSPEC","BiomedicalConceptProperty_58","BiomedicalConceptProperty"
"LBFAST","True","","1e979458-73f6-45df-a80b-84bed9b3e116","True","LBFAST","BiomedicalConceptProperty_59","BiomedicalConceptProperty"
"LBTESTCD","True","","540d1e85-d548-47e4-88cb-d983f483158a","True","LBTESTCD","BiomedicalConceptProperty_60","BiomedicalConceptProperty"
"LBORRES","True","float","4363a0ac-1072-4370-a3a6-69d0c6c4d9e6","True","LBORRES","BiomedicalConceptProperty_61","BiomedicalConceptProperty"
"LBORRESU","True","","60193f3d-e24f-4ae6-9b28-79809dd02fb0","True","LBORRESU","BiomedicalConceptProperty_62","BiomedicalConceptProperty"
"LBSPEC","True","","af000e90-85a3-4e39-a67e-b62334e4a190","True","LBSPEC","BiomedicalConceptProperty_63","BiomedicalConceptProperty"
"LBFAST","True","","42bd9373-056f-4378-af37-390eaca57eec","True","LBFAST","BiomedicalConceptProperty_64","BiomedicalConceptProperty"
"LBTESTCD","True","","b3d23725-5c00-475b-aa86-ca201178a8a6","True","LBTESTCD","BiomedicalConceptProperty_65","BiomedicalConceptProperty"
"LBORRES","True","float","a176d312-e378-4bea-8032-eb76f1c6dddd","True","LBORRES","BiomedicalConceptProperty_66","BiomedicalConceptProperty"
"LBORRESU","True","","fef159e2-3969-426b-a4e6-ad6e7bbd88f7","True","LBORRESU","BiomedicalConceptProperty_67","BiomedicalConceptProperty"
"LBSPEC","True","","513e20f6-bf96-4521-8482-8371a55bee51","True","LBSPEC","BiomedicalConceptProperty_68","BiomedicalConceptProperty"
"LBFAST","True","","7abcd1c5-2fb7-4f2e-999a-514398d15f25","True","LBFAST","BiomedicalConceptProperty_69","BiomedicalConceptProperty"
"LBTESTCD","True","","fc6a0715-33ca-4ba9-abcc-2e8393f15cab","True","LBTESTCD","BiomedicalConceptProperty_70","BiomedicalConceptProperty"
"LBORRES","True","float","35647883-a23a-4a1d-a0f0-8069f33df806","True","LBORRES","BiomedicalConceptProperty_71","BiomedicalConceptProperty"
"LBORRESU","True","","0890fc84-42f3-48eb-a5df-d20f781d0fc5","True","LBORRESU","BiomedicalConceptProperty_72","BiomedicalConceptProperty"
"LBSPEC","True","","a9344925-b201-441f-ab5e-b2981a7dc349","True","LBSPEC","BiomedicalConceptProperty_73","BiomedicalConceptProperty"
"LBFAST","True","","9d1132f6-517b-4cdf-9305-afb2ba9fe9f3","True","LBFAST","BiomedicalConceptProperty_74","BiomedicalConceptProperty"
"LBTESTCD","True","","b468ab2d-51f3-4755-8797-2ba8a95ec223","True","LBTESTCD","BiomedicalConceptProperty_75","BiomedicalConceptProperty"
"LBORRES","True","float","486d41d1-048e-4b2a-a289-1eeaa95ff3df","True","LBORRES","BiomedicalConceptProperty_76","BiomedicalConceptProperty"
"LBORRESU","True","","40a48835-7d80-42cc-a93a-2f93df6a577a","True","LBORRESU","BiomedicalConceptProperty_77","BiomedicalConceptProperty"
"LBSPEC","True","","d4c7ff55-5c88-4f0c-98b4-9b63b1a5b710","True","LBSPEC","BiomedicalConceptProperty_78","BiomedicalConceptProperty"
"LBFAST","True","","bc29fb7f-9d79-4e39-83c1-63cb9ca5cf0a","True","LBFAST","BiomedicalConceptProperty_79","BiomedicalConceptProperty"
"VSTESTCD","True","","d66a35d5-098f-4f85-84a5-19051883fc61","True","VSTESTCD","BiomedicalConceptProperty_80","BiomedicalConceptProperty"
"VSORRES","True","integer","5a1e1b4c-db63-4142-a17d-2de23e656b9c","True","VSORRES","BiomedicalConceptProperty_81","BiomedicalConceptProperty"
"VSORRESU","True","","e38e76fc-03fa-4b94-a012-2002f1c0b5e5","True","VSORRESU","BiomedicalConceptProperty_82","BiomedicalConceptProperty"
"VSPOS","True","","ed7ada16-4424-4a48-91e4-97b274db4d7f","True","VSPOS","BiomedicalConceptProperty_83","BiomedicalConceptProperty"
"VSLOC","True","","f4b4a929-51b2-4812-a4f1-b5e1b05603b2","True","VSLOC","BiomedicalConceptProperty_84","BiomedicalConceptProperty"
"VSLAT","True","","354161a1-550e-4f97-8c94-cbdc135f0fd9","True","VSLAT","BiomedicalConceptProperty_85","BiomedicalConceptProperty"
"VSTESTCD","True","","310c9cd2-ae1e-4290-8571-4eb66b01f7d2","True","VSTESTCD","BiomedicalConceptProperty_86","BiomedicalConceptProperty"
"VSORRES","True","integer","fd2ff3ac-5c35-43e7-90bb-089bc788ca5d","True","VSORRES","BiomedicalConceptProperty_87","BiomedicalConceptProperty"
"VSORRESU","True","","502ce4b3-25f5-4d0d-bce1-5a37e2dcb6c3","True","VSORRESU","BiomedicalConceptProperty_88","BiomedicalConceptProperty"
"VSPOS","True","","94fc33fb-f3fd-4865-91a5-0da7bc2ea62a","True","VSPOS","BiomedicalConceptProperty_89","BiomedicalConceptProperty"
"VSLOC","True","","ad6daca1-eca4-4a38-8dde-eca6c0cb8d0e","True","VSLOC","BiomedicalConceptProperty_90","BiomedicalConceptProperty"
"VSLAT","True","","9ef88f6f-a630-40a0-8188-ed3bf87919d3","True","VSLAT","BiomedicalConceptProperty_91","BiomedicalConceptProperty"
"VSTESTCD","True","","b9e6946b-2844-4520-8858-eaacfd16f69f","True","VSTESTCD","BiomedicalConceptProperty_92","BiomedicalConceptProperty"
"VSORRES","True","integer","f8683c4d-2a2b-4c71-afe5-f1c90d7235c8","True","VSORRES","BiomedicalConceptProperty_93","BiomedicalConceptProperty"
"VSORRESU","True","","43789c8b-65ff-44d5-8e37-a9fc114db78e","True","VSORRESU","BiomedicalConceptProperty_94","BiomedicalConceptProperty"
"VSPOS","True","","72580d5e-5c75-4d40-81c9-e52a9d818900","True","VSPOS","BiomedicalConceptProperty_95","BiomedicalConceptProperty"
"VSLOC","True","","006257b1-e24a-43d7-af0a-4e8a839ddc50","True","VSLOC","BiomedicalConceptProperty_96","BiomedicalConceptProperty"
"VSLAT","True","","9d0f6119-f0dc-42aa-ad24-b131ed61813e","True","VSLAT","BiomedicalConceptProperty_97","BiomedicalConceptProperty"
"VSTESTCD","True","","c402a4ad-c0d2-4106-99bc-220422965d37","True","VSTESTCD","BiomedicalConceptProperty_98","BiomedicalConceptProperty"
"VSORRES","True","integer","4af9402f-1a04-4ec3-a8d5-b9ef2acf0a12","True","VSORRES","BiomedicalConceptProperty_99","BiomedicalConceptProperty"
"VSORRESU","True","","e95add5b-5d7b-4b0f-b2f7-b961c0c2ef95","True","VSORRESU","BiomedicalConceptProperty_100","BiomedicalConceptProperty"
"VSPOS","True","","4d63414a-42e1-4211-b549-57c95b7bc69f","True","VSPOS","BiomedicalConceptProperty_101","BiomedicalConceptProperty"
"VSLOC","True","","b75990bf-e6ea-42cb-898d-2f9ea4873a26","True","VSLOC","BiomedicalConceptProperty_102","BiomedicalConceptProperty"
"VSLAT","True","","ba998130-1afc-4ccf-9355-533071d9a2ee","True","VSLAT","BiomedicalConceptProperty_103","BiomedicalConceptProperty"
"VSTESTCD","True","","4e39a769-e931-4dfc-bf26-b8f5254ed876","True","VSTESTCD","BiomedicalConceptProperty_104","BiomedicalConceptProperty"
"VSORRES","True","integer","ae376836-23ae-4671-9609-167e55d94e66","True","VSORRES","BiomedicalConceptProperty_105","BiomedicalConceptProperty"
"VSORRESU","True","","c5d335a5-5b59-4974-9edb-49ce3cf39ad2","True","VSORRESU","BiomedicalConceptProperty_106","BiomedicalConceptProperty"
"VSPOS","True","","2c579d94-912f-4e31-8a2c-9fa9168ab973","True","VSPOS","BiomedicalConceptProperty_107","BiomedicalConceptProperty"
"VSLOC","True","","e6169da2-02ec-48ec-b9e5-f1f3e2d3d436","True","VSLOC","BiomedicalConceptProperty_108","BiomedicalConceptProperty"
"VSLAT","True","","447ef69e-7151-4089-b721-86c551bd297c","True","VSLAT","BiomedicalConceptProperty_109","BiomedicalConceptProperty"
"VSTESTCD","True","","c419a16b-e106-4b64-b8a5-46f7ed4f091a","True","VSTESTCD","BiomedicalConceptProperty_110","BiomedicalConceptProperty"
"VSORRES","True","integer","1deee6a9-72d2-4808-ac91-e178466ec223","True","VSORRES","BiomedicalConceptProperty_111","BiomedicalConceptProperty"
"VSORRESU","True","","698e34d7-ec79-40c3-ad3e-78dafdc70567","True","VSORRESU","BiomedicalConceptProperty_112","BiomedicalConceptProperty"
"VSPOS","True","","03056a7e-a5b7-48b6-a543-9beeef017eed","True","VSPOS","BiomedicalConceptProperty_113","BiomedicalConceptProperty"
"VSLOC","True","","649c2755-735f-4ae7-9dea-c383352652c1","True","VSLOC","BiomedicalConceptProperty_114","BiomedicalConceptProperty"
"VSLAT","True","","3b37b419-ec37-447e-b053-4ca8df5fce52","True","VSLAT","BiomedicalConceptProperty_115","BiomedicalConceptProperty"
