"isRequired","datatype","uuid:ID","isEnabled","id","instanceType","name","label"
"True","","39056af3-05ea-4776-93aa-3951bed59a67","True","BiomedicalConceptProperty_144","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","daf9f992-5da8-4eb2-96c4-3495be349df5","True","BiomedicalConceptProperty_145","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","5575b93d-a405-4d2a-a2b2-2868e0703bd2","True","BiomedicalConceptProperty_146","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","015f8b16-220f-457d-aa25-1bba984b3019","True","BiomedicalConceptProperty_147","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","da2f78cc-c383-4844-88d2-4f79306773a2","True","BiomedicalConceptProperty_148","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","e8b468b0-5ae6-4bd3-ad64-fac64a097cbe","True","BiomedicalConceptProperty_149","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","e264014a-2045-4888-b3cd-9194dcb8207a","True","BiomedicalConceptProperty_150","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","1c8c1ce9-e6cc-4a75-a6f0-b264feea6e53","True","BiomedicalConceptProperty_151","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","7882a68b-3928-4220-b6a6-d78ce6868c88","True","BiomedicalConceptProperty_152","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","710ff267-328e-4f28-a1a2-80847f284fff","True","BiomedicalConceptProperty_153","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","ce3a3329-5850-4524-bac9-31a13a920f3d","True","BiomedicalConceptProperty_154","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","fcecff55-4555-4e2d-97f9-25fe6726d9a6","True","BiomedicalConceptProperty_155","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","c2759b5f-d1e3-4d87-b33e-00df7f2af89b","True","BiomedicalConceptProperty_156","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","9f9a3514-ebca-4526-a5d2-b3545e4b8469","True","BiomedicalConceptProperty_157","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","aa515e19-c501-4b12-9d7f-2a2f216361c9","True","BiomedicalConceptProperty_158","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","515c0c62-44b4-4692-be0f-ee488521dd2f","True","BiomedicalConceptProperty_159","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","62cb120e-1492-4e8f-936c-3cad29a4d5a2","True","BiomedicalConceptProperty_160","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","40789099-fed1-4a98-84be-f8260177b262","True","BiomedicalConceptProperty_161","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","d7959d58-acfd-4352-b45f-44e2f5f2e381","True","BiomedicalConceptProperty_162","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","abb1c250-0965-4111-9679-1637ef78447c","True","BiomedicalConceptProperty_163","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","d16806eb-ceb4-4bd1-a738-937be7e336a9","True","BiomedicalConceptProperty_164","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","e8e88bb4-c53c-4460-b880-a07d61785fb5","True","BiomedicalConceptProperty_165","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","af3efaa1-2be9-4138-97eb-cd52ffd72c21","True","BiomedicalConceptProperty_166","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","text","aca87ab8-361b-453e-b8e2-e9593e61796b","True","BiomedicalConceptProperty_1","BiomedicalConceptProperty","AETERM","AETERM"
"True","text","e8e0f8f0-509a-4c52-976e-b529409c31fd","True","BiomedicalConceptProperty_2","BiomedicalConceptProperty","AEDECOD","AEDECOD"
"True","text","4421b165-adcd-4d2e-aded-478561ad54aa","True","BiomedicalConceptProperty_3","BiomedicalConceptProperty","AEPRESP","AEPRESP"
"True","text","e91d661c-b848-4857-968c-1be63b6cd84f","True","BiomedicalConceptProperty_4","BiomedicalConceptProperty","AELOC","AELOC"
"True","text","06fe2797-d376-41a6-9c5c-6de42743ffee","True","BiomedicalConceptProperty_5","BiomedicalConceptProperty","AESEV","AESEV"
"True","text","788e7a9a-44d3-4274-910f-48ebfa4cb6d0","True","BiomedicalConceptProperty_6","BiomedicalConceptProperty","AESER","AESER"
"True","text","33216b75-a493-4a66-a93d-79ca663bfde6","True","BiomedicalConceptProperty_7","BiomedicalConceptProperty","AEACN","AEACN"
"True","text","9aff9bb9-d3c1-48a4-abb2-37dd23511ae3","True","BiomedicalConceptProperty_8","BiomedicalConceptProperty","AEACNOTH","AEACNOTH"
"True","text","4b036cdf-aae5-4071-a791-2efe425456f3","True","BiomedicalConceptProperty_9","BiomedicalConceptProperty","AEREL","AEREL"
"True","text","b5ce2a50-5beb-4cc8-8764-862c3fae47f9","True","BiomedicalConceptProperty_10","BiomedicalConceptProperty","AERELNST","AERELNST"
"True","text","e24731ed-232c-4295-951f-27c357770166","True","BiomedicalConceptProperty_11","BiomedicalConceptProperty","AEPATT","AEPATT"
"True","text","358f37bd-cb3b-4d68-b66e-f27fda18f126","True","BiomedicalConceptProperty_12","BiomedicalConceptProperty","AEOUT","AEOUT"
"True","text","41029b1d-e140-4ce6-94e1-4275a5641865","True","BiomedicalConceptProperty_13","BiomedicalConceptProperty","AESCAN","AESCAN"
"True","text","c6d6ccfb-c2db-483d-b0ce-4519d5844857","True","BiomedicalConceptProperty_14","BiomedicalConceptProperty","AESCONG","AESCONG"
"True","text","616f4343-fcf7-4ec3-a6ce-86be7c81615c","True","BiomedicalConceptProperty_15","BiomedicalConceptProperty","AESDISAB","AESDISAB"
"True","text","0498abff-7c6b-4a0b-bd98-9bb14b5c6599","True","BiomedicalConceptProperty_16","BiomedicalConceptProperty","AESDTH","AESDTH"
"True","text","102036a0-c5a9-4ff1-b18d-b1bc1db89296","True","BiomedicalConceptProperty_17","BiomedicalConceptProperty","AESHOSP","AESHOSP"
"True","text","03e96500-1d5e-4028-a267-bbac62467cbb","True","BiomedicalConceptProperty_18","BiomedicalConceptProperty","AESLIFE","AESLIFE"
"True","text","ce2d77ee-6490-4f53-b205-23a9256138a1","True","BiomedicalConceptProperty_19","BiomedicalConceptProperty","AESOD","AESOD"
"True","text","0f770174-cd20-431b-97c7-2dfaa3fd2bfd","True","BiomedicalConceptProperty_20","BiomedicalConceptProperty","AESMIE","AESMIE"
"True","text","c321cb4d-3ef2-44e2-9403-ba55d12a5f3c","True","BiomedicalConceptProperty_21","BiomedicalConceptProperty","AECONTRT","AECONTRT"
"True","datetime","743981b1-0afc-42c4-9572-db1969f30061","True","BiomedicalConceptProperty_22","BiomedicalConceptProperty","AESTDTC","AESTDTC"
"True","datetime","2a485a0d-d333-4a9b-80cd-6192825586cd","True","BiomedicalConceptProperty_23","BiomedicalConceptProperty","AEENDTC","AEENDTC"
"True","","c9efbd44-0f3d-4b82-9182-c5367ef7d725","True","BiomedicalConceptProperty_24","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","f45bbd0c-1001-44b8-a43d-b7ed4c17367d","True","BiomedicalConceptProperty_25","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","6662c24c-35a5-4c01-a301-655d550d16a0","True","BiomedicalConceptProperty_26","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","123deb8b-8295-47d9-9962-a106af315767","True","BiomedicalConceptProperty_27","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","d6f2cea2-1301-4cd2-b973-da646f7c1287","True","BiomedicalConceptProperty_28","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","5d822a34-c41f-4dfe-9c7c-7289716aeb3e","True","BiomedicalConceptProperty_29","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","6ec907bc-17e0-4a75-b80a-3bdeb05e5016","True","BiomedicalConceptProperty_30","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","0686e8ab-71c7-480a-adf5-ccbbb977d2d6","True","BiomedicalConceptProperty_31","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","1e5bd397-7161-42bb-86a6-7ff579296459","True","BiomedicalConceptProperty_32","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","3be6eba5-e997-4a9a-8471-f0d80513e215","True","BiomedicalConceptProperty_33","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","578952a6-48d6-485c-8b22-25c709db8b8f","True","BiomedicalConceptProperty_34","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","757a04b5-b935-41e9-9ce9-564e9601b24f","True","BiomedicalConceptProperty_35","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","43d1df23-ff9a-4381-a3a1-2f3f9448c1d1","True","BiomedicalConceptProperty_36","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","float","7a7f5b43-64fc-498d-8050-6142fa465875","True","BiomedicalConceptProperty_37","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","1d962b46-d9c9-4835-84d5-806f03f8b98f","True","BiomedicalConceptProperty_38","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","ec43f8cd-5a55-451d-a289-baa0820dfdb1","True","BiomedicalConceptProperty_39","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","9df6df7e-1417-4d1f-b1a5-e920aeff30aa","True","BiomedicalConceptProperty_40","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","float","c0d027f4-5b5a-4551-aaf9-675499c17695","True","BiomedicalConceptProperty_41","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","6e572e42-5e1d-4970-b358-ddeae288d9c2","True","BiomedicalConceptProperty_42","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","edbefeb5-bad8-42d9-b4cf-fa57a973a355","True","BiomedicalConceptProperty_43","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","float","3625adcb-6fab-42df-95ed-c4a23abd2b28","True","BiomedicalConceptProperty_44","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","7d07ce50-d92d-4408-ad90-d2c46795064a","True","BiomedicalConceptProperty_45","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","0a8fb33c-c696-4fb4-912c-bd2a1953229d","True","BiomedicalConceptProperty_46","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","98f4d031-39f1-482e-82fc-4d4c229763ec","True","BiomedicalConceptProperty_47","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","c3f742de-f55e-401d-9aa3-d1a3b30aa316","True","BiomedicalConceptProperty_48","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","bc51cc24-8c66-4351-ae95-ac7e3128a722","True","BiomedicalConceptProperty_49","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","3286fc6c-702f-4fbb-ad07-a82613b12d67","True","BiomedicalConceptProperty_50","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","b99639cd-a794-478a-b98b-879b9fe1dc34","True","BiomedicalConceptProperty_51","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","text","57db8ec6-2594-4913-a554-c84d31bd8e67","True","BiomedicalConceptProperty_52","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","6f19eded-ca5e-4b9c-87d5-db197d825959","True","BiomedicalConceptProperty_53","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","37f7ac83-4607-4183-a6c0-409a49b8ffc6","True","BiomedicalConceptProperty_54","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","2524b04a-ecdc-42d9-b03b-c4610f5266b6","True","BiomedicalConceptProperty_55","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","ddb8500c-8723-4c34-ab17-cf1ea97e9817","True","BiomedicalConceptProperty_56","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","1ea64e04-5804-4200-8441-e344874fc9ea","True","BiomedicalConceptProperty_57","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","88e899ef-f3bd-43c1-8d46-17cb627bb1fc","True","BiomedicalConceptProperty_58","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","b4fcc224-02c8-4321-9ec6-98e23bdfac30","True","BiomedicalConceptProperty_59","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","815715cd-336c-4ee9-9111-5010c14eeb48","True","BiomedicalConceptProperty_60","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","a736aaf5-9a99-4371-b642-04fc9507933a","True","BiomedicalConceptProperty_61","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","d2e92562-a152-45e2-8484-5c798e2e0d5b","True","BiomedicalConceptProperty_62","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","1df8b3a4-1de8-428a-b99e-c4c1604cee64","True","BiomedicalConceptProperty_63","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","53e25465-6a87-4b47-8148-8444b0b05131","True","BiomedicalConceptProperty_64","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","cc6fe8bf-cfb9-4909-8959-c7cd886aa6e0","True","BiomedicalConceptProperty_65","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","ff732510-85e6-43c4-9174-2119643766d5","True","BiomedicalConceptProperty_66","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","468be435-33f7-4130-9b8b-1cbf5f150cb6","True","BiomedicalConceptProperty_67","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","b71cedf8-79ae-4da7-8b8a-1f5ec15d9b04","True","BiomedicalConceptProperty_68","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","c775c5c3-9895-4a58-8a73-5f54c6ec6582","True","BiomedicalConceptProperty_69","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","ff4176d1-0ca6-4003-a32e-7cb06f29b404","True","BiomedicalConceptProperty_70","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","dd2c7fa0-1d17-4aa1-8f9a-b0018e031f9a","True","BiomedicalConceptProperty_71","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","4a4c7402-8070-4e6f-bd50-1b3e64fc75c2","True","BiomedicalConceptProperty_72","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","1b968fd0-dbf5-4ccd-ad66-5860b0532537","True","BiomedicalConceptProperty_73","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","a265a1a5-f5fd-4201-a679-917684867740","True","BiomedicalConceptProperty_74","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","6f5f70fe-e993-456c-ace3-45f27534c039","True","BiomedicalConceptProperty_75","BiomedicalConceptProperty","LBTESTCD","LBTESTCD"
"True","float","58edd91c-9eb0-4056-a726-7fb172a3c5e7","True","BiomedicalConceptProperty_76","BiomedicalConceptProperty","LBORRES","LBORRES"
"True","","98416d97-afa3-4052-8cc5-a19eaa30a990","True","BiomedicalConceptProperty_77","BiomedicalConceptProperty","LBORRESU","LBORRESU"
"True","","fef0fbdf-e00e-407c-a74f-3ae361220ade","True","BiomedicalConceptProperty_78","BiomedicalConceptProperty","LBSPEC","LBSPEC"
"True","","5f64dcae-b864-4f95-a943-0544a8620ca2","True","BiomedicalConceptProperty_79","BiomedicalConceptProperty","LBFAST","LBFAST"
"True","","5973d984-4a76-4e1b-aaf8-6d28b7875a77","True","BiomedicalConceptProperty_80","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","672c077c-879d-4fee-be96-aa5ddafdff04","True","BiomedicalConceptProperty_81","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","9615de50-f1c7-4777-a9fc-aec4234efb33","True","BiomedicalConceptProperty_82","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","f6adeb81-5207-4d55-8875-c4776d5a33d0","True","BiomedicalConceptProperty_83","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","4f237f5a-acfd-4db8-83a1-044dd82f3dcb","True","BiomedicalConceptProperty_84","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","ad8e444e-95c6-46a0-9700-dcf7d0801393","True","BiomedicalConceptProperty_85","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","2a10f301-1478-4118-9f74-c8b683c8880d","True","BiomedicalConceptProperty_86","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","60ede01c-0a22-4b16-9235-7c98cf544c8e","True","BiomedicalConceptProperty_87","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","628fbbec-5c45-4ed6-ab84-9f6c08cc1561","True","BiomedicalConceptProperty_88","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","82fa2c54-8e47-48a2-9a47-0ed4da0d2f4b","True","BiomedicalConceptProperty_89","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","75abf8f1-0ea5-46ef-bb0f-120583d844a5","True","BiomedicalConceptProperty_90","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","4054e283-df6f-47cb-adba-d16878d2d066","True","BiomedicalConceptProperty_91","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","bb0e0322-1fe4-4709-82d0-3820a381b040","True","BiomedicalConceptProperty_92","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","54d0ae71-8142-4ad5-9a2d-592ba99d9c1a","True","BiomedicalConceptProperty_93","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","d90e20ed-14e8-4c30-b468-16685c2fca8f","True","BiomedicalConceptProperty_94","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","43a5084c-3a03-4bbb-aa23-de9bf769435a","True","BiomedicalConceptProperty_95","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","59a08e2e-d124-47ef-857a-716a5222b08f","True","BiomedicalConceptProperty_96","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","7a37aef0-f2b4-4ee4-88e0-5057e27db196","True","BiomedicalConceptProperty_97","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","43e21fb6-b789-4380-855d-9f41142b96f4","True","BiomedicalConceptProperty_98","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","015be73f-e6a4-4a21-a8cc-ed8726ed8e39","True","BiomedicalConceptProperty_99","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","4efb3fd2-db1a-48f0-be15-35cb3aa4f926","True","BiomedicalConceptProperty_100","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","f652224c-e645-49e7-94c4-d23bf98e0468","True","BiomedicalConceptProperty_101","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","4cf4d619-13ec-42ea-9da9-8108a8ae22fa","True","BiomedicalConceptProperty_102","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","b7a4d883-79ab-409a-b5f3-3d25a830ac35","True","BiomedicalConceptProperty_103","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","bb3daa34-0a81-4c7f-9bcc-18e707774a42","True","BiomedicalConceptProperty_104","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","7136730c-8743-4900-985c-60c8c3d43ea3","True","BiomedicalConceptProperty_105","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","9a15d183-c065-4bde-b42d-c0378064df7e","True","BiomedicalConceptProperty_106","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","0615154f-1ce2-4394-8c88-5182223100e3","True","BiomedicalConceptProperty_107","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","87f6db03-1d39-4d08-ba5f-a67134e548f7","True","BiomedicalConceptProperty_108","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","5e852eef-17bd-47c8-88fb-8dc3f7f74421","True","BiomedicalConceptProperty_109","BiomedicalConceptProperty","VSLAT","VSLAT"
"True","","d1e20fd5-47ad-4110-936c-03f47ef2d19d","True","BiomedicalConceptProperty_110","BiomedicalConceptProperty","VSTESTCD","VSTESTCD"
"True","integer","a883c3f2-e29c-43d5-9097-81ad4393c065","True","BiomedicalConceptProperty_111","BiomedicalConceptProperty","VSORRES","VSORRES"
"True","","1b1eb0cc-931a-44f5-a033-f48bca8d84a9","True","BiomedicalConceptProperty_112","BiomedicalConceptProperty","VSORRESU","VSORRESU"
"True","","8e3e0696-cab9-4b03-8602-ba57f8d68ad0","True","BiomedicalConceptProperty_113","BiomedicalConceptProperty","VSPOS","VSPOS"
"True","","9f550b56-0055-4bd0-b92a-18eeee14efbd","True","BiomedicalConceptProperty_114","BiomedicalConceptProperty","VSLOC","VSLOC"
"True","","3a4423b8-0d69-4917-b301-72ca8fee65c7","True","BiomedicalConceptProperty_115","BiomedicalConceptProperty","VSLAT","VSLAT"
