"name","isRequired","instanceType","isEnabled","uuid:ID","id","label","datatype"
"LBTESTCD","True","BiomedicalConceptProperty","True","78e69adf-9442-40f5-9c71-d910ff30f5e2","BiomedicalConceptProperty_133","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","a708590f-a926-42a0-87c7-9effe4c7b797","BiomedicalConceptProperty_134","LBORRES","text"
"LBSPEC","True","BiomedicalConceptProperty","True","28054472-a9bb-4ef4-b180-1fc848a799a9","BiomedicalConceptProperty_135","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","bb700bcc-7754-4cea-aadd-72f16d2d30f0","BiomedicalConceptProperty_136","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","2099c387-d571-461b-bf0c-65561b2b9bf2","BiomedicalConceptProperty_137","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","9345acc9-858b-479f-bfce-8203ba79bc00","BiomedicalConceptProperty_138","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","ebfe114e-03a8-4aa3-9307-34201c467375","BiomedicalConceptProperty_139","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","80818578-a614-4c74-a7a1-51f0f9b010da","BiomedicalConceptProperty_140","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","90544cc0-48e2-45e6-b55f-226ae970dd3f","BiomedicalConceptProperty_141","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","ebaf2a10-1f4c-4960-9759-746237d5effc","BiomedicalConceptProperty_142","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","ad906c1f-88cf-45c9-9fc9-3ec484f7134f","BiomedicalConceptProperty_143","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","fea0f827-13a2-4e82-b5bb-0d4665dfa84e","BiomedicalConceptProperty_144","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","d5836818-3f44-4de9-94c6-32bb5505c741","BiomedicalConceptProperty_145","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","0f5a6ffb-6763-46a1-aaeb-697708088e03","BiomedicalConceptProperty_146","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","3b7a37d5-9814-44e5-b73c-894d3a96980c","BiomedicalConceptProperty_147","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","604cbd2b-0823-4b20-b49c-91e0b67a70a3","BiomedicalConceptProperty_148","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","2b59e51e-ffd6-4dcb-93ef-e5f6725baded","BiomedicalConceptProperty_149","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","c69bd56c-1244-46c5-8051-4fcdd8b67543","BiomedicalConceptProperty_150","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","1dd7f735-63f8-4ab9-9243-f9bf3973c0e6","BiomedicalConceptProperty_151","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","04aa5e15-f4c9-461f-aced-4ad71ba1a066","BiomedicalConceptProperty_152","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","571aa560-a3df-49e1-9b1c-9abb887d68ca","BiomedicalConceptProperty_153","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","6731cdba-1074-40bc-a087-7d12f5723afb","BiomedicalConceptProperty_154","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","7b94dc1c-a6ae-4a11-9de7-5b5ed6269e55","BiomedicalConceptProperty_155","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","8dbfea32-f7a2-4789-8e02-4809a97c117c","BiomedicalConceptProperty_156","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","02c927cf-6e25-4d6f-83c1-aaa3324599f0","BiomedicalConceptProperty_157","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","a035624d-7223-4c15-907f-bd85498b7680","BiomedicalConceptProperty_158","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","bb65dd73-92b1-4220-80a1-3811145faef1","BiomedicalConceptProperty_159","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","a5f3d8f7-d24b-446d-828c-7bacb8856fa7","BiomedicalConceptProperty_160","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","8a28c182-17e2-4bf1-a265-388d12a4a742","BiomedicalConceptProperty_161","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","5bc96021-c2b7-44aa-b7b5-43e9c6c1efe3","BiomedicalConceptProperty_162","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","231552f9-99fb-47c2-8220-0fca77ce1b9b","BiomedicalConceptProperty_163","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","ee84c404-d131-4eb6-82fe-f8c349b76d8b","BiomedicalConceptProperty_164","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","df384fcc-7854-4947-8f1c-c664d4c14f83","BiomedicalConceptProperty_165","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","9c5ce86a-1101-4ab5-a9e2-9a63582a37b2","BiomedicalConceptProperty_166","LBFAST",""
"AETERM","True","BiomedicalConceptProperty","True","a46be21b-58bc-4ff0-b983-7f9abfa8e87b","BiomedicalConceptProperty_1","AETERM","text"
"AEDECOD","True","BiomedicalConceptProperty","True","d0b5ba0a-98e5-4cdc-8880-df4afb35db92","BiomedicalConceptProperty_2","AEDECOD","text"
"AEPRESP","True","BiomedicalConceptProperty","True","84008aad-f15a-4dbd-8438-a10094f421c6","BiomedicalConceptProperty_3","AEPRESP","text"
"AELOC","True","BiomedicalConceptProperty","True","ec058a70-051b-413c-b86d-23212faa94e9","BiomedicalConceptProperty_4","AELOC","text"
"AESEV","True","BiomedicalConceptProperty","True","c3de3dfa-046d-4709-b1aa-7daa89021f61","BiomedicalConceptProperty_5","AESEV","text"
"AESER","True","BiomedicalConceptProperty","True","8cc3b3e3-1a8e-4982-9034-fb20f12c525d","BiomedicalConceptProperty_6","AESER","text"
"AEACN","True","BiomedicalConceptProperty","True","07f4c4cd-fd9f-42c2-9aa5-71a1f1066988","BiomedicalConceptProperty_7","AEACN","text"
"AEACNOTH","True","BiomedicalConceptProperty","True","6ec085bc-bfb6-457f-911d-1b9bc21291e6","BiomedicalConceptProperty_8","AEACNOTH","text"
"AEREL","True","BiomedicalConceptProperty","True","a2004180-2d45-4970-a195-ad8cd18725f9","BiomedicalConceptProperty_9","AEREL","text"
"AERELNST","True","BiomedicalConceptProperty","True","3fe60d37-7590-4920-8759-fb876eec1e64","BiomedicalConceptProperty_10","AERELNST","text"
"AEPATT","True","BiomedicalConceptProperty","True","e4ba26dc-d6ba-40fc-a832-64e70a5fa866","BiomedicalConceptProperty_11","AEPATT","text"
"AEOUT","True","BiomedicalConceptProperty","True","45d3668e-deca-4c5f-8a9d-5cfe5f1c207d","BiomedicalConceptProperty_12","AEOUT","text"
"AESCAN","True","BiomedicalConceptProperty","True","b60d24bc-a7b0-4733-bd9e-4217e57607e5","BiomedicalConceptProperty_13","AESCAN","text"
"AESCONG","True","BiomedicalConceptProperty","True","00f87785-ba68-43fb-9daf-ea030dc85a13","BiomedicalConceptProperty_14","AESCONG","text"
"AESDISAB","True","BiomedicalConceptProperty","True","7f8f5b5c-ea38-4f27-bbcd-568a8d0807e5","BiomedicalConceptProperty_15","AESDISAB","text"
"AESDTH","True","BiomedicalConceptProperty","True","3cf25285-bbf8-46f8-83be-ccbb3ac93b15","BiomedicalConceptProperty_16","AESDTH","text"
"AESHOSP","True","BiomedicalConceptProperty","True","caf6c577-bc15-4866-bfa4-809411c01a78","BiomedicalConceptProperty_17","AESHOSP","text"
"AESLIFE","True","BiomedicalConceptProperty","True","fef352b5-2482-4c1e-b910-393c541f04e9","BiomedicalConceptProperty_18","AESLIFE","text"
"AESOD","True","BiomedicalConceptProperty","True","fdc105a3-7700-44fb-be99-a89bee1a2b3c","BiomedicalConceptProperty_19","AESOD","text"
"AESMIE","True","BiomedicalConceptProperty","True","612e5015-ef16-4329-a8dc-d5aeaf351f62","BiomedicalConceptProperty_20","AESMIE","text"
"AECONTRT","True","BiomedicalConceptProperty","True","cc305c84-ded2-473a-814f-49c102736fee","BiomedicalConceptProperty_21","AECONTRT","text"
"AESTDTC","True","BiomedicalConceptProperty","True","f3fdb182-6275-4952-8dc4-25a637e3d299","BiomedicalConceptProperty_22","AESTDTC","datetime"
"AEENDTC","True","BiomedicalConceptProperty","True","23b21379-ae67-4f0a-83e4-ad04ce987cc7","BiomedicalConceptProperty_23","AEENDTC","datetime"
"VSTESTCD","True","BiomedicalConceptProperty","True","b1e0356e-7965-4909-893d-86f7a73a7762","BiomedicalConceptProperty_24","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","2b118aab-aada-4084-92cf-655207859994","BiomedicalConceptProperty_25","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","b75534dc-bc0c-4d94-a631-724eaa58472e","BiomedicalConceptProperty_26","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","4415b9f0-91d2-4458-bfa8-2b36bcff4f64","BiomedicalConceptProperty_27","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","d05ac6c6-ba2b-4c64-8e8a-2dc3939563d5","BiomedicalConceptProperty_28","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","ffc8614d-acfb-4c24-98c6-b1debd7f0ce7","BiomedicalConceptProperty_29","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","5311015c-d813-4174-872b-4cd26cf26d49","BiomedicalConceptProperty_30","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","ef46ef7c-8396-4fa7-91c2-6bb6052d6f05","BiomedicalConceptProperty_31","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","d20a919b-9d92-4e4d-9e3d-049ef7a0575e","BiomedicalConceptProperty_32","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","e62a733e-a8ac-4b0e-89f8-b815bdc5e2b4","BiomedicalConceptProperty_33","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","3501b218-6fff-4485-845d-fd86ea63fbdf","BiomedicalConceptProperty_34","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","180c1fef-e028-401b-8da0-bae52e5598af","BiomedicalConceptProperty_35","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","cf88ef45-97cd-40f3-9ad7-2170717574a8","BiomedicalConceptProperty_36","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","a90d1430-5064-4b00-aebd-9cba11c6690d","BiomedicalConceptProperty_37","VSORRES","float"
"VSORRESU","True","BiomedicalConceptProperty","True","07f9f014-e473-4941-9660-d606e9505c8a","BiomedicalConceptProperty_38","VSORRESU",""
"VSLOC","True","BiomedicalConceptProperty","True","1d2cb932-2258-4015-9d4d-49e980c611c2","BiomedicalConceptProperty_39","VSLOC",""
"VSTESTCD","True","BiomedicalConceptProperty","True","44ee9d3a-678f-4244-841b-c28d08a8be3c","BiomedicalConceptProperty_40","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","4d1387da-0958-40d3-8232-1489f3db26ca","BiomedicalConceptProperty_41","VSORRES","float"
"VSORRESU","True","BiomedicalConceptProperty","True","39c68145-d1c3-4529-a940-370517205b4b","BiomedicalConceptProperty_42","VSORRESU",""
"VSTESTCD","True","BiomedicalConceptProperty","True","ee1fd717-2651-408f-b3ca-7f0d0ee33c5d","BiomedicalConceptProperty_43","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","5e9e461e-2431-4587-b596-e4a4871f6972","BiomedicalConceptProperty_44","VSORRES","float"
"VSORRESU","True","BiomedicalConceptProperty","True","ff7820b6-cfd1-4089-8d31-2cf575ddb929","BiomedicalConceptProperty_45","VSORRESU",""
"LBTESTCD","True","BiomedicalConceptProperty","True","f93159a9-fcb5-4308-845d-3c9f9f040c99","BiomedicalConceptProperty_46","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","8c289ce5-5499-47cf-a990-384460c8a9e7","BiomedicalConceptProperty_47","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","096a4876-50a9-4dc2-94ae-4ce2ad14bb20","BiomedicalConceptProperty_48","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","29d223b9-2e8e-481b-95d5-3c3906866df9","BiomedicalConceptProperty_49","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","65801074-0b20-4c1a-913d-b92dd6c6cb09","BiomedicalConceptProperty_50","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","a4312388-16e1-4e75-8bec-416069d47c85","BiomedicalConceptProperty_51","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","d69ef25b-debc-42b3-b196-cb12170b7fd0","BiomedicalConceptProperty_52","LBORRES","text"
"LBSPEC","True","BiomedicalConceptProperty","True","b689d6a5-d3ba-475b-8255-b7a6bcbe70ac","BiomedicalConceptProperty_53","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","2eb9eee7-ac44-4e36-9e2e-4c579ad2a472","BiomedicalConceptProperty_54","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","7b40f3e3-94d4-4b4b-9322-b3f0822e2cf5","BiomedicalConceptProperty_55","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","039b69b6-20cd-4f53-a18b-9276823bc7d5","BiomedicalConceptProperty_56","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","1eb5a5a6-7a45-44ab-9021-6ada4d25d333","BiomedicalConceptProperty_57","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","eab22ed8-1b65-474b-894d-aa4c9a68d4f6","BiomedicalConceptProperty_58","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","67c38802-da59-4718-aa9b-1129e11c187b","BiomedicalConceptProperty_59","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","3cee81c3-40c7-46bc-a423-1fab96e0ce8e","BiomedicalConceptProperty_60","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","9b0d0495-7e89-4088-929d-3e4037b2d79b","BiomedicalConceptProperty_61","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","a19adf02-a171-46f8-85bc-051977230ce9","BiomedicalConceptProperty_62","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","9f521627-3d4b-497b-bd97-ac297f875800","BiomedicalConceptProperty_63","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","0a8b4596-846c-4eb2-8878-f0f08e5c484c","BiomedicalConceptProperty_64","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","3227e0bd-9a41-4830-bdd4-4ff8e0ef8566","BiomedicalConceptProperty_65","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","b4f3b9c3-4d39-4ce7-bbf4-43ef5a01226e","BiomedicalConceptProperty_66","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","08f12d6f-6a74-4d51-999c-2cb2115dae2c","BiomedicalConceptProperty_67","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","2d5f0b93-10f5-4021-86eb-582db0893f95","BiomedicalConceptProperty_68","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","bc77a01c-2599-47ba-a8e9-1a182e337c9d","BiomedicalConceptProperty_69","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","d03fa233-f806-4888-9107-ef75ec521f23","BiomedicalConceptProperty_70","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","97255037-0b9f-4ee2-9175-70523a7a349d","BiomedicalConceptProperty_71","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","fcc6d6de-f17f-4108-901c-513fa814cd40","BiomedicalConceptProperty_72","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","34537803-c5dd-4251-886e-a1faa269f62f","BiomedicalConceptProperty_73","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","ef078393-4d42-4104-9383-df7da36f55f2","BiomedicalConceptProperty_74","LBFAST",""
"LBTESTCD","True","BiomedicalConceptProperty","True","89775937-a56f-4b56-998f-0a91428656ff","BiomedicalConceptProperty_75","LBTESTCD",""
"LBORRES","True","BiomedicalConceptProperty","True","080c1508-c1f4-47fe-8945-9e1d2d5efe36","BiomedicalConceptProperty_76","LBORRES","float"
"LBORRESU","True","BiomedicalConceptProperty","True","8bdd1fbd-060d-4b30-af3d-ff723f566b97","BiomedicalConceptProperty_77","LBORRESU",""
"LBSPEC","True","BiomedicalConceptProperty","True","1a905f7a-936d-4568-bf37-331c0bcf12b6","BiomedicalConceptProperty_78","LBSPEC",""
"LBFAST","True","BiomedicalConceptProperty","True","4932d9b5-952d-4013-bf46-927a6d2b5542","BiomedicalConceptProperty_79","LBFAST",""
"VSTESTCD","True","BiomedicalConceptProperty","True","d42f536e-b4ac-40d5-a457-e3623da8d4ed","BiomedicalConceptProperty_80","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","1725a0e2-b98d-43fc-a0af-18aa1bbd46ba","BiomedicalConceptProperty_81","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","d120099b-d0fa-4f46-b744-42ce33cdc642","BiomedicalConceptProperty_82","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","d4b7d8b1-baab-4add-ac71-56757e88fc4b","BiomedicalConceptProperty_83","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","cb25046b-1c0f-4f44-bead-6007aaf14bc2","BiomedicalConceptProperty_84","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","dae29971-62ad-4d28-8141-d8b2c0e8c92f","BiomedicalConceptProperty_85","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","32ef7527-3778-4131-9001-4df5ead55652","BiomedicalConceptProperty_86","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","308795d5-5bb5-4302-83e1-b0b9363a1d8a","BiomedicalConceptProperty_87","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","26552468-f433-4afc-a293-e29baf9cf354","BiomedicalConceptProperty_88","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","74d154bc-1d81-4216-b57b-83802dc2c017","BiomedicalConceptProperty_89","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","62b5491e-3a6f-4ce2-a052-52e1b955aef7","BiomedicalConceptProperty_90","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","1ba95f36-3592-47f4-bd9c-9e595e46b18a","BiomedicalConceptProperty_91","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","aab86d56-b1b9-4020-b6bc-d03e07d4a1b4","BiomedicalConceptProperty_92","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","c504df6b-c945-4a25-8a04-53c585dfa1d5","BiomedicalConceptProperty_93","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","bfae174b-b77e-4282-bf25-f27287c462fe","BiomedicalConceptProperty_94","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","006592c8-dd1d-4cf8-a5b0-49141a668951","BiomedicalConceptProperty_95","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","bfa64a5c-b12d-4dea-a81a-b5aafbb811e2","BiomedicalConceptProperty_96","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","6069465d-81a3-4d6f-a1a3-e0f7e6bc10a3","BiomedicalConceptProperty_97","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","4453d2d6-3c25-4e6d-ab40-5225eb46c9ef","BiomedicalConceptProperty_98","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","812fc57a-554b-48c5-8268-a5b3a97f7759","BiomedicalConceptProperty_99","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","290c1741-3a6a-48a6-9358-b707c23db51a","BiomedicalConceptProperty_100","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","b0ce27f1-3c63-4da3-8642-83f515d201f5","BiomedicalConceptProperty_101","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","10cc2e64-78db-40cd-b323-3655687c80fc","BiomedicalConceptProperty_102","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","a70f8168-f517-45ef-a200-b3c89b925bfc","BiomedicalConceptProperty_103","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","b697bde5-ca0c-47f6-be7c-37c850af3846","BiomedicalConceptProperty_104","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","8e22c330-53e2-4d6c-b853-6d3280ce6c4e","BiomedicalConceptProperty_105","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","aeee4951-2950-4056-a456-b509fdae74f1","BiomedicalConceptProperty_106","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","1dac468c-a357-4127-b698-bf4f9a0c34cb","BiomedicalConceptProperty_107","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","51931c9c-45e9-445a-9f1c-d37349de184e","BiomedicalConceptProperty_108","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","a590c819-3313-4a69-a50f-ffa91ea5bb27","BiomedicalConceptProperty_109","VSLAT",""
"VSTESTCD","True","BiomedicalConceptProperty","True","59c05d07-59a9-439c-93f8-e9a06af1d0f4","BiomedicalConceptProperty_110","VSTESTCD",""
"VSORRES","True","BiomedicalConceptProperty","True","7add490f-8bf4-462f-92f8-c94e848a5477","BiomedicalConceptProperty_111","VSORRES","integer"
"VSORRESU","True","BiomedicalConceptProperty","True","27990cd7-5b03-49f5-b199-3eb5b25bb7ec","BiomedicalConceptProperty_112","VSORRESU",""
"VSPOS","True","BiomedicalConceptProperty","True","e6a9d859-5df0-43f8-b31e-b253ce57ed91","BiomedicalConceptProperty_113","VSPOS",""
"VSLOC","True","BiomedicalConceptProperty","True","cecfd203-7a29-47fb-bb76-52fd43d91879","BiomedicalConceptProperty_114","VSLOC",""
"VSLAT","True","BiomedicalConceptProperty","True","d303a31a-f71c-4239-b18d-b26921aaa022","BiomedicalConceptProperty_115","VSLAT",""
