"uuid:ID","label","datatype","isEnabled","name","id","instanceType","isRequired"
"18177d29-d5ce-4323-b0e0-5b539404f28d","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_158","BiomedicalConceptProperty","True"
"f3cdb7f7-c2f6-455d-8087-5cd8cdc793c4","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_159","BiomedicalConceptProperty","True"
"bb1826f9-e487-4153-ae3b-d67820fc2a0f","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_160","BiomedicalConceptProperty","True"
"c32ac950-ebcd-49fb-b242-9e9f2418096c","LBFAST","","True","LBFAST","BiomedicalConceptProperty_161","BiomedicalConceptProperty","True"
"efe3fc0f-cf01-4f24-b237-76e4b8052aef","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_162","BiomedicalConceptProperty","True"
"1cbb09e2-9dd0-40a4-9c4e-dfd19f15f365","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_163","BiomedicalConceptProperty","True"
"8478026c-d672-497e-81fb-857f8d1fda1c","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_164","BiomedicalConceptProperty","True"
"7134ef6b-8918-4270-a4a8-34fe210a5048","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_165","BiomedicalConceptProperty","True"
"c61d7ca7-83ed-4ecd-b35d-7863050dd50c","LBFAST","","True","LBFAST","BiomedicalConceptProperty_166","BiomedicalConceptProperty","True"
"66b7b7cc-4c63-49a4-b116-ef212110d488","AETERM","text","True","AETERM","BiomedicalConceptProperty_1","BiomedicalConceptProperty","True"
"4fa39f8b-05f2-4b64-b234-e93b15b5708f","AEDECOD","text","True","AEDECOD","BiomedicalConceptProperty_2","BiomedicalConceptProperty","True"
"c04e04f7-9914-4155-b6a7-5e8cf1b5dae4","AEPRESP","text","True","AEPRESP","BiomedicalConceptProperty_3","BiomedicalConceptProperty","True"
"e1d05428-9ae5-41b8-8fd9-2fabb9d6d9de","AELOC","text","True","AELOC","BiomedicalConceptProperty_4","BiomedicalConceptProperty","True"
"f11c5b42-67e6-4f70-90c8-c713b761401d","AESEV","text","True","AESEV","BiomedicalConceptProperty_5","BiomedicalConceptProperty","True"
"a3b2e925-0cb2-4a55-b8c6-7f8ec19f6cb8","AESER","text","True","AESER","BiomedicalConceptProperty_6","BiomedicalConceptProperty","True"
"75fa20b0-656b-4c5b-95a1-e807df12e21e","AEACN","text","True","AEACN","BiomedicalConceptProperty_7","BiomedicalConceptProperty","True"
"b7c159c2-f2ee-4118-b075-2e411d248ec0","AEACNOTH","text","True","AEACNOTH","BiomedicalConceptProperty_8","BiomedicalConceptProperty","True"
"1b84a31d-584d-47d2-9805-72daf308a41a","AEREL","text","True","AEREL","BiomedicalConceptProperty_9","BiomedicalConceptProperty","True"
"de42bee4-72db-4288-8d71-1a05c620079b","AERELNST","text","True","AERELNST","BiomedicalConceptProperty_10","BiomedicalConceptProperty","True"
"d6575e65-4911-4866-ac8f-755f6a7c45bd","AEPATT","text","True","AEPATT","BiomedicalConceptProperty_11","BiomedicalConceptProperty","True"
"e2fa2e9c-a41d-4896-b758-866f27c49dfc","AEOUT","text","True","AEOUT","BiomedicalConceptProperty_12","BiomedicalConceptProperty","True"
"b588ffd9-d2cb-4116-b4b7-8526ea6d7677","AESCAN","text","True","AESCAN","BiomedicalConceptProperty_13","BiomedicalConceptProperty","True"
"40ec6630-2812-4dab-935e-1daafeb94c48","AESCONG","text","True","AESCONG","BiomedicalConceptProperty_14","BiomedicalConceptProperty","True"
"2c91ab7d-e448-4998-bf12-3489042d5c53","AESDISAB","text","True","AESDISAB","BiomedicalConceptProperty_15","BiomedicalConceptProperty","True"
"8ae7209b-8ef8-495a-a5a9-c632a6ae7749","AESDTH","text","True","AESDTH","BiomedicalConceptProperty_16","BiomedicalConceptProperty","True"
"3924b8bc-5aaf-4f35-b8c6-c0e95ab94689","AESHOSP","text","True","AESHOSP","BiomedicalConceptProperty_17","BiomedicalConceptProperty","True"
"61133e4a-041c-4aa0-8802-2402d8ac76fc","AESLIFE","text","True","AESLIFE","BiomedicalConceptProperty_18","BiomedicalConceptProperty","True"
"d723584d-4c69-43ad-ba21-397f2753dfbc","AESOD","text","True","AESOD","BiomedicalConceptProperty_19","BiomedicalConceptProperty","True"
"44514eda-2d96-4cf3-aabb-56b0b21f09fc","AESMIE","text","True","AESMIE","BiomedicalConceptProperty_20","BiomedicalConceptProperty","True"
"05a8141d-9340-404b-bb21-e5d11baa7d4b","AECONTRT","text","True","AECONTRT","BiomedicalConceptProperty_21","BiomedicalConceptProperty","True"
"3f33a15c-1dce-4c53-926d-828ba8faf56b","AESTDTC","datetime","True","AESTDTC","BiomedicalConceptProperty_22","BiomedicalConceptProperty","True"
"2abcc769-5709-464c-8a90-1aa77c71a325","AEENDTC","datetime","True","AEENDTC","BiomedicalConceptProperty_23","BiomedicalConceptProperty","True"
"7ae365fe-0685-4dd6-b5f5-5991e939296d","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_24","BiomedicalConceptProperty","True"
"6e4ceb94-aac8-4592-8f53-249fd2b9cc67","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_25","BiomedicalConceptProperty","True"
"cc604364-294b-4e5a-b4a6-49e4c8360456","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_26","BiomedicalConceptProperty","True"
"305d2d16-b6c6-4907-ba28-97107c800597","VSPOS","","True","VSPOS","BiomedicalConceptProperty_27","BiomedicalConceptProperty","True"
"c6364d20-edce-4a57-be9c-92d6226e54ca","VSLOC","","True","VSLOC","BiomedicalConceptProperty_28","BiomedicalConceptProperty","True"
"49e41a93-190b-4b9a-ba73-e6430575707e","VSLAT","","True","VSLAT","BiomedicalConceptProperty_29","BiomedicalConceptProperty","True"
"901d5522-94e3-4b72-b3d9-d70aa84170f7","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_30","BiomedicalConceptProperty","True"
"6e8daaf1-54e5-4919-a149-04e0b45e4b02","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_31","BiomedicalConceptProperty","True"
"1ec783b5-5f81-4583-9211-310a69232d51","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_32","BiomedicalConceptProperty","True"
"0b3e8c34-7ac8-40f0-a958-8aad7013a144","VSPOS","","True","VSPOS","BiomedicalConceptProperty_33","BiomedicalConceptProperty","True"
"f9de6ce5-2f2b-4a8b-a096-0a02b7055c82","VSLOC","","True","VSLOC","BiomedicalConceptProperty_34","BiomedicalConceptProperty","True"
"61dfa6b9-ab32-4929-a276-3da36af0b23c","VSLAT","","True","VSLAT","BiomedicalConceptProperty_35","BiomedicalConceptProperty","True"
"efd03878-5e63-4bb1-aa22-dad14edb9ed1","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_36","BiomedicalConceptProperty","True"
"0fa481be-2d0c-4233-96c1-15b440f39925","VSORRES","float","True","VSORRES","BiomedicalConceptProperty_37","BiomedicalConceptProperty","True"
"5c13dce8-3234-4ae4-95e3-ece76df486ed","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_38","BiomedicalConceptProperty","True"
"3cc6ee49-3dce-4b1e-9664-239e2d62c398","VSLOC","","True","VSLOC","BiomedicalConceptProperty_39","BiomedicalConceptProperty","True"
"c8169d49-578a-4d20-b89e-275780867a50","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_40","BiomedicalConceptProperty","True"
"9bc7a840-d4ba-4886-9675-3af0e7cafe08","VSORRES","float","True","VSORRES","BiomedicalConceptProperty_41","BiomedicalConceptProperty","True"
"3c20f73b-e225-4611-b176-6823fade0571","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_42","BiomedicalConceptProperty","True"
"2b312e00-760c-4e0e-aeeb-25890f2e6ad2","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_43","BiomedicalConceptProperty","True"
"a5618cb8-bdda-4fbd-a619-25d22e57a9b0","VSORRES","float","True","VSORRES","BiomedicalConceptProperty_44","BiomedicalConceptProperty","True"
"37d66f50-d0c3-4d66-a285-34dd4088aa2c","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_45","BiomedicalConceptProperty","True"
"32e0a695-0682-4da1-b400-b353f9133bbe","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_46","BiomedicalConceptProperty","True"
"af04b64b-5d51-47ed-933a-4864323581a1","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_47","BiomedicalConceptProperty","True"
"f95922a8-5edd-4993-aa17-debceeea84d2","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_48","BiomedicalConceptProperty","True"
"11289e28-b683-49b5-aab5-ffe698fee913","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_49","BiomedicalConceptProperty","True"
"2dd61f06-85aa-4a3a-bddd-dc459ce70198","LBFAST","","True","LBFAST","BiomedicalConceptProperty_50","BiomedicalConceptProperty","True"
"57242260-39e0-4b22-8764-81e9481adca2","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_51","BiomedicalConceptProperty","True"
"45447649-790f-4641-a549-fb7611f9c16a","LBORRES","text","True","LBORRES","BiomedicalConceptProperty_52","BiomedicalConceptProperty","True"
"9220d81f-bcd1-4f43-8093-e4f8c3d2bb56","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_53","BiomedicalConceptProperty","True"
"982b4571-a949-4b6c-9198-31bff286ae77","LBFAST","","True","LBFAST","BiomedicalConceptProperty_54","BiomedicalConceptProperty","True"
"5ff6d77f-42d5-43a0-bf46-29adf7a202b1","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_55","BiomedicalConceptProperty","True"
"4985c60a-2b3f-488d-ac66-01da2f1b1df6","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_56","BiomedicalConceptProperty","True"
"29bf793e-9417-44a2-9cc3-5572baf0e121","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_57","BiomedicalConceptProperty","True"
"30ff35b0-796b-41f2-92fc-80febd9e58fa","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_58","BiomedicalConceptProperty","True"
"4333e3f9-1e77-4f90-a6f0-35e4e397e0d4","LBFAST","","True","LBFAST","BiomedicalConceptProperty_59","BiomedicalConceptProperty","True"
"c79473ba-30df-44d1-b778-d3071eb328af","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_60","BiomedicalConceptProperty","True"
"db8a3755-e137-46cf-a5ca-794d79d4b822","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_61","BiomedicalConceptProperty","True"
"a93e4c68-5203-4faa-8aa0-815244a42f89","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_62","BiomedicalConceptProperty","True"
"ad73eefe-a5db-49cd-adfa-07eec6c4f617","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_63","BiomedicalConceptProperty","True"
"3b32c9a7-4e87-4498-961f-0076b8bcb504","LBFAST","","True","LBFAST","BiomedicalConceptProperty_64","BiomedicalConceptProperty","True"
"e33f038c-cf10-4608-84d6-c7f3f35177fe","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_65","BiomedicalConceptProperty","True"
"82caaf5e-680d-4695-89ce-ac51d655b54f","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_66","BiomedicalConceptProperty","True"
"a1f33502-eb8d-4cf9-855f-fa27fd0394a4","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_67","BiomedicalConceptProperty","True"
"a7ae0bb0-da53-4acb-afe8-a79bd94406b7","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_68","BiomedicalConceptProperty","True"
"5b59012e-fc1e-4c1d-8036-71106e995e43","LBFAST","","True","LBFAST","BiomedicalConceptProperty_69","BiomedicalConceptProperty","True"
"8e78d379-0e89-4b88-88e4-0998aa7308df","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_70","BiomedicalConceptProperty","True"
"ec30717c-949f-4dd7-889c-3e826a46d7ab","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_71","BiomedicalConceptProperty","True"
"debfcdb0-f3cd-4c13-a3b1-3237ce7648c1","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_72","BiomedicalConceptProperty","True"
"6b729a6b-24e6-462a-81b8-6d7f0264ac9d","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_73","BiomedicalConceptProperty","True"
"ad1b70e7-6215-4730-8436-4c9a8ae3a5cf","LBFAST","","True","LBFAST","BiomedicalConceptProperty_74","BiomedicalConceptProperty","True"
"e504c5ef-880f-4f3c-aa89-4cdc57f66e19","LBTESTCD","","True","LBTESTCD","BiomedicalConceptProperty_75","BiomedicalConceptProperty","True"
"abb1a12a-bc43-4c79-b43b-6380d8bce1d6","LBORRES","float","True","LBORRES","BiomedicalConceptProperty_76","BiomedicalConceptProperty","True"
"e6344dd8-29a1-44e8-8835-036d4c0ea00f","LBORRESU","","True","LBORRESU","BiomedicalConceptProperty_77","BiomedicalConceptProperty","True"
"3647e2ae-6be8-4bc3-a680-3e4cb51dfa58","LBSPEC","","True","LBSPEC","BiomedicalConceptProperty_78","BiomedicalConceptProperty","True"
"ac5dd853-e8aa-464f-8a2c-6f6669b81d50","LBFAST","","True","LBFAST","BiomedicalConceptProperty_79","BiomedicalConceptProperty","True"
"57f8039a-672d-4231-ae1e-35d6c95eff0c","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_80","BiomedicalConceptProperty","True"
"58fd2dad-99c1-4566-90ec-48dd4a66dfab","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_81","BiomedicalConceptProperty","True"
"63beb63f-b388-498b-8c17-c4595bd0c9cd","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_82","BiomedicalConceptProperty","True"
"2cb72a15-ea5e-4380-9d20-cd3dd6e7527e","VSPOS","","True","VSPOS","BiomedicalConceptProperty_83","BiomedicalConceptProperty","True"
"338e6a11-8a03-495e-a50f-e7275f8be130","VSLOC","","True","VSLOC","BiomedicalConceptProperty_84","BiomedicalConceptProperty","True"
"22609371-44a9-4cac-94e0-e52d1562fde3","VSLAT","","True","VSLAT","BiomedicalConceptProperty_85","BiomedicalConceptProperty","True"
"fced1900-9dc1-4c3e-851f-b5deedb56dee","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_86","BiomedicalConceptProperty","True"
"a34850e9-10c2-4d2a-8e55-cd5534f1e0cd","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_87","BiomedicalConceptProperty","True"
"8f5cbba1-4756-4839-862d-3dc48c85890f","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_88","BiomedicalConceptProperty","True"
"3ae271a0-7c39-4fee-98e1-af1261a4da0c","VSPOS","","True","VSPOS","BiomedicalConceptProperty_89","BiomedicalConceptProperty","True"
"dd5d0f7c-b840-4cef-bd26-b75f2c6a36a4","VSLOC","","True","VSLOC","BiomedicalConceptProperty_90","BiomedicalConceptProperty","True"
"e193dd33-4913-42da-9153-bbeb5c567f73","VSLAT","","True","VSLAT","BiomedicalConceptProperty_91","BiomedicalConceptProperty","True"
"7c066eeb-4111-405c-aca0-a2eebfe7782b","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_92","BiomedicalConceptProperty","True"
"3822eef2-4e76-49dc-b7bd-47a254ce5389","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_93","BiomedicalConceptProperty","True"
"4c097d27-ff3e-4ff6-bb42-921ede2b53c9","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_94","BiomedicalConceptProperty","True"
"d301ff05-cb83-4bfb-9a37-c60e5db57ee6","VSPOS","","True","VSPOS","BiomedicalConceptProperty_95","BiomedicalConceptProperty","True"
"a3eaba07-b90c-42f4-a3f2-d11c3c97f409","VSLOC","","True","VSLOC","BiomedicalConceptProperty_96","BiomedicalConceptProperty","True"
"b134a9d3-71f2-435a-b7a2-573f8fb413c8","VSLAT","","True","VSLAT","BiomedicalConceptProperty_97","BiomedicalConceptProperty","True"
"5fa46c55-fad5-4f53-9f8d-6a20818bbf17","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_98","BiomedicalConceptProperty","True"
"b14bca4c-79f8-43c7-851d-5ed9924c9aa7","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_99","BiomedicalConceptProperty","True"
"4a256d85-157e-47d8-8d00-870db3b46fce","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_100","BiomedicalConceptProperty","True"
"6c0fb1bc-8974-4574-82ea-9c003b631320","VSPOS","","True","VSPOS","BiomedicalConceptProperty_101","BiomedicalConceptProperty","True"
"2fe17220-c0b3-425e-b273-38d664818353","VSLOC","","True","VSLOC","BiomedicalConceptProperty_102","BiomedicalConceptProperty","True"
"34b1960c-10fe-470a-bb7c-08d69856ff77","VSLAT","","True","VSLAT","BiomedicalConceptProperty_103","BiomedicalConceptProperty","True"
"9758bda3-6971-4e45-a367-37316fa5778f","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_104","BiomedicalConceptProperty","True"
"0d175c49-0c27-4b67-89e2-353f4ef00227","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_105","BiomedicalConceptProperty","True"
"69d58958-681c-4163-96f7-4c444ba38532","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_106","BiomedicalConceptProperty","True"
"c65f87da-aaae-4f50-8dae-21b0e34cc1bb","VSPOS","","True","VSPOS","BiomedicalConceptProperty_107","BiomedicalConceptProperty","True"
"4e28a026-55e6-47d2-a905-ec1d7ff4ea48","VSLOC","","True","VSLOC","BiomedicalConceptProperty_108","BiomedicalConceptProperty","True"
"31624997-bc99-45b1-b5c3-53bbfa43abec","VSLAT","","True","VSLAT","BiomedicalConceptProperty_109","BiomedicalConceptProperty","True"
"c95edb36-764d-445c-b778-59cd8fcf67a1","VSTESTCD","","True","VSTESTCD","BiomedicalConceptProperty_110","BiomedicalConceptProperty","True"
"635d6a81-c721-41b9-98e0-729234d1e165","VSORRES","integer","True","VSORRES","BiomedicalConceptProperty_111","BiomedicalConceptProperty","True"
"3adf37fd-67da-4847-b544-011774b66b7a","VSORRESU","","True","VSORRESU","BiomedicalConceptProperty_112","BiomedicalConceptProperty","True"
"ee85eb3a-ea3a-4ae8-85a0-187ad8596d76","VSPOS","","True","VSPOS","BiomedicalConceptProperty_113","BiomedicalConceptProperty","True"
"fc9ea30f-bb17-44ef-882d-a1dd11ae52c4","VSLOC","","True","VSLOC","BiomedicalConceptProperty_114","BiomedicalConceptProperty","True"
"2e168e4d-d8a2-4aeb-b5c2-573ad8838571","VSLAT","","True","VSLAT","BiomedicalConceptProperty_115","BiomedicalConceptProperty","True"
