"name","isEnabled","label","uuid:ID","isRequired","id","instanceType","datatype"
"LBSPEC","True","LBSPEC","78a2ed73-3be9-4d39-89be-eb34d0e8fd3a","True","BiomedicalConceptProperty_163","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","d22ec473-ee68-4dee-b8ed-626d3ff85a31","True","BiomedicalConceptProperty_164","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","628f9791-e431-4499-a533-f16497ad6ceb","True","BiomedicalConceptProperty_165","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","7934da41-477f-4ec3-87e3-3ad715b7ca15","True","BiomedicalConceptProperty_166","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","a6c1eda3-d351-46ed-80ab-729015c13cca","True","BiomedicalConceptProperty_167","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","250a503c-7666-448b-8b13-5c84e7ec0a35","True","BiomedicalConceptProperty_168","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","b36abcea-badd-4b37-9bf3-f938112b11f7","True","BiomedicalConceptProperty_169","BiomedicalConceptProperty",""
"AETERM","True","AETERM","29dc2cf1-0432-4c4b-99eb-8e0c8dafbdef","True","BiomedicalConceptProperty_1","BiomedicalConceptProperty","text"
"AEDECOD","True","AEDECOD","1db367ec-c5c2-4b23-b8d0-702d4e1db320","True","BiomedicalConceptProperty_2","BiomedicalConceptProperty","text"
"AEPRESP","True","AEPRESP","ac2fceee-c28b-4aad-b849-1458a55d2241","True","BiomedicalConceptProperty_3","BiomedicalConceptProperty","text"
"AELOC","True","AELOC","9df6ebd5-b679-4c4b-948e-ad9b51d55747","True","BiomedicalConceptProperty_4","BiomedicalConceptProperty","text"
"AESEV","True","AESEV","445307f2-53e8-40ef-b2e5-911683fbfdc7","True","BiomedicalConceptProperty_5","BiomedicalConceptProperty","text"
"AESER","True","AESER","c66ceba6-e0bd-4cc5-8b8a-207062c138d6","True","BiomedicalConceptProperty_6","BiomedicalConceptProperty","text"
"AEACN","True","AEACN","142efaa5-d823-4e09-aa26-9be54a83235b","True","BiomedicalConceptProperty_7","BiomedicalConceptProperty","text"
"AEACNOTH","True","AEACNOTH","06c7e5cf-2173-4200-860f-c759e564d196","True","BiomedicalConceptProperty_8","BiomedicalConceptProperty","text"
"AEREL","True","AEREL","f7dda933-c3cf-4326-9121-ebb19e86124f","True","BiomedicalConceptProperty_9","BiomedicalConceptProperty","text"
"AERELNST","True","AERELNST","73cf34f0-93cb-4f65-a1d3-1808d90d6ab2","True","BiomedicalConceptProperty_10","BiomedicalConceptProperty","text"
"AEPATT","True","AEPATT","2490682b-0246-4224-b209-f428c37ddbd7","True","BiomedicalConceptProperty_11","BiomedicalConceptProperty","text"
"AEOUT","True","AEOUT","096c8eaf-c5bb-4081-b03f-0058cca3f05d","True","BiomedicalConceptProperty_12","BiomedicalConceptProperty","text"
"AESCAN","True","AESCAN","8779f126-0a98-494c-be5d-790df586d2c1","True","BiomedicalConceptProperty_13","BiomedicalConceptProperty","text"
"AESCONG","True","AESCONG","ba2339a1-b6d0-4a0a-9105-9a0567a82e53","True","BiomedicalConceptProperty_14","BiomedicalConceptProperty","text"
"AESDISAB","True","AESDISAB","f59a65d1-a293-49c3-a031-2d51ddf989ed","True","BiomedicalConceptProperty_15","BiomedicalConceptProperty","text"
"AESDTH","True","AESDTH","d9bb8028-e61e-4541-9a04-e54c85cb134e","True","BiomedicalConceptProperty_16","BiomedicalConceptProperty","text"
"AESHOSP","True","AESHOSP","57c39c43-abf9-4789-8bd2-66612546834c","True","BiomedicalConceptProperty_17","BiomedicalConceptProperty","text"
"AESLIFE","True","AESLIFE","268a72b3-c8ba-4a1e-94ae-63bd3c4be8c9","True","BiomedicalConceptProperty_18","BiomedicalConceptProperty","text"
"AESOD","True","AESOD","9f72c720-0371-4d95-bbfb-a5145e761040","True","BiomedicalConceptProperty_19","BiomedicalConceptProperty","text"
"AESMIE","True","AESMIE","26a8fd6f-4388-452f-8992-831daa53e201","True","BiomedicalConceptProperty_20","BiomedicalConceptProperty","text"
"AECONTRT","True","AECONTRT","8ede7a5c-83e7-401d-b6fe-e3fa0ed6961b","True","BiomedicalConceptProperty_21","BiomedicalConceptProperty","text"
"AESTDTC","True","AESTDTC","b192e8eb-85f7-4717-94ec-b25cfa74bddb","True","BiomedicalConceptProperty_22","BiomedicalConceptProperty","datetime"
"AEENDTC","True","AEENDTC","3f7e8cc2-83b5-4843-831d-ff43b72f4ef8","True","BiomedicalConceptProperty_23","BiomedicalConceptProperty","datetime"
"VSTESTCD","True","VSTESTCD","10e89ca5-a697-46b7-9609-b9ceb5183adc","True","BiomedicalConceptProperty_24","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","fad5a46f-3c95-4901-b4bb-d594ae484da9","True","BiomedicalConceptProperty_25","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","c87ce8c7-c75a-4629-bea8-f730bf7a6b33","True","BiomedicalConceptProperty_26","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","688c2f5c-9731-47dd-a339-f9eafde8fcdf","True","BiomedicalConceptProperty_27","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","255112ae-5aff-42ce-90d7-627b7756cf81","True","BiomedicalConceptProperty_28","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","3df302fc-fee8-4765-b8a2-bbfed251f08e","True","BiomedicalConceptProperty_29","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","aae2ab81-3b48-4872-9e57-efe9924968ed","True","BiomedicalConceptProperty_30","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","827be2b0-fad4-441d-b3e2-056460f63d78","True","BiomedicalConceptProperty_31","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","306f0205-a319-4700-8474-f8d814f665a2","True","BiomedicalConceptProperty_32","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","4862bbe5-db27-4d86-a847-83790f5137e2","True","BiomedicalConceptProperty_33","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","ea5ef829-7a44-4e62-b50a-cea37562129d","True","BiomedicalConceptProperty_34","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","c3adf99a-e946-4577-8ee2-76e039501330","True","BiomedicalConceptProperty_35","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","ff5455b1-a0b6-483f-a253-2cada4f8800d","True","BiomedicalConceptProperty_36","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","d5058386-ba41-4ad8-9177-08740b402c8e","True","BiomedicalConceptProperty_37","BiomedicalConceptProperty","float"
"VSORRESU","True","VSORRESU","231b0e32-f6ee-4916-be1c-5bc932721908","True","BiomedicalConceptProperty_38","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","8ae4ab7b-90d3-4602-9216-e541a379bd3a","True","BiomedicalConceptProperty_39","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","97990aeb-0db3-4ca3-bb38-2b9631810322","True","BiomedicalConceptProperty_40","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","27a116fd-6522-4765-a0a7-1775fb54d27f","True","BiomedicalConceptProperty_41","BiomedicalConceptProperty","float"
"VSORRESU","True","VSORRESU","71e92786-6d40-4706-8b4c-daba8a6c7540","True","BiomedicalConceptProperty_42","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","7de51ed9-cfeb-4c14-8fc9-17e4ddd3c9a4","True","BiomedicalConceptProperty_43","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","7af6bfc0-ff33-453d-a553-6499ab48adc6","True","BiomedicalConceptProperty_44","BiomedicalConceptProperty","float"
"VSORRESU","True","VSORRESU","506d769b-b684-419d-bb7b-95cf65f1c4b0","True","BiomedicalConceptProperty_45","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","cdba551a-83b4-408b-a9ce-db1aeac416a3","True","BiomedicalConceptProperty_46","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","37e38213-733c-4168-a885-7c3d987ef3d2","True","BiomedicalConceptProperty_47","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","f45cca9c-49e5-4d74-a8e0-6c610e8dfb16","True","BiomedicalConceptProperty_48","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","db8861b9-7733-4ce4-8b95-ef3cc1d6e9e3","True","BiomedicalConceptProperty_49","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","f09ecf6a-db22-43e7-836b-87c26dd36c98","True","BiomedicalConceptProperty_50","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","ed2df2fa-33ef-46cd-a533-3a5fd628e75f","True","BiomedicalConceptProperty_51","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","79ce4137-33a0-4709-9061-ce566ccab503","True","BiomedicalConceptProperty_52","BiomedicalConceptProperty","text"
"LBSPEC","True","LBSPEC","30d5567c-2317-4e4c-ab89-17b0f14d3bd3","True","BiomedicalConceptProperty_53","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","58e97ccc-c6bf-41ab-b483-2f87c8d5f7c1","True","BiomedicalConceptProperty_54","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","43540088-d6e0-49b1-97a7-013caceac66f","True","BiomedicalConceptProperty_55","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","8340628e-50e6-4170-b337-53dc3d5f864a","True","BiomedicalConceptProperty_56","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","f5832ab5-7efd-41e1-b1f3-2418cb881ff7","True","BiomedicalConceptProperty_57","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","0bac87f3-0264-48e0-8862-a498f6e3115c","True","BiomedicalConceptProperty_58","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","b0781b2a-8593-477f-b367-2c678865d2f1","True","BiomedicalConceptProperty_59","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","6c16ef13-2f0f-4cb4-840b-4d357af990ff","True","BiomedicalConceptProperty_60","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","d2f9e201-399b-4ef4-a64c-1c6b4f1395e2","True","BiomedicalConceptProperty_61","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","f875387c-a2f1-45b0-a13f-e94923f4610f","True","BiomedicalConceptProperty_62","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","d4ee8f9a-40e0-4d47-84fd-1d419edc12c4","True","BiomedicalConceptProperty_63","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","91077638-3a22-49bc-ad49-da5c94a7cbbe","True","BiomedicalConceptProperty_64","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","47bd7665-423e-49fd-880f-79b47d1718f8","True","BiomedicalConceptProperty_65","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","eecc5f6a-a0c6-4ff7-bb4c-848abdd9b109","True","BiomedicalConceptProperty_66","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","869b8037-d994-4180-bbec-89a4c33dec37","True","BiomedicalConceptProperty_67","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","d03ea681-eac4-4a16-8b74-6efe83e56773","True","BiomedicalConceptProperty_68","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","0c8d973c-b45a-4c65-975b-bbc395be079b","True","BiomedicalConceptProperty_69","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","0b2e98b6-55e9-4533-bd56-127494972f2f","True","BiomedicalConceptProperty_70","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","809a7875-5aa7-4c62-92dd-1c3a45706e55","True","BiomedicalConceptProperty_71","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","2123d31a-83be-48fa-a53f-bea7214a6969","True","BiomedicalConceptProperty_72","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","9c07d26c-2983-4512-a519-170071127c08","True","BiomedicalConceptProperty_73","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","f822c611-56a0-49a6-baf6-e70107b1b9b2","True","BiomedicalConceptProperty_74","BiomedicalConceptProperty",""
"LBTESTCD","True","LBTESTCD","753eae07-3b1d-4903-a9ee-fa0358bb2c5e","True","BiomedicalConceptProperty_75","BiomedicalConceptProperty",""
"LBORRES","True","LBORRES","db75825b-2990-401d-90b4-88fd6f5df103","True","BiomedicalConceptProperty_76","BiomedicalConceptProperty","float"
"LBORRESU","True","LBORRESU","915669b0-0bde-4726-914e-28d2641c3621","True","BiomedicalConceptProperty_77","BiomedicalConceptProperty",""
"LBSPEC","True","LBSPEC","1faf2309-8a21-45c7-8589-21b92e894f2c","True","BiomedicalConceptProperty_78","BiomedicalConceptProperty",""
"LBFAST","True","LBFAST","fb7db571-0c91-4c88-bc96-b188ca1ef699","True","BiomedicalConceptProperty_79","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","6c29505b-d2bd-411d-a9ff-584c05be4392","True","BiomedicalConceptProperty_80","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","179fefda-cf96-4c18-840b-23e959921470","True","BiomedicalConceptProperty_81","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","9bc1945d-90b4-4305-be01-d85f2e349074","True","BiomedicalConceptProperty_82","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","0bce8438-c324-4c6a-85cd-6ebfb5fdf652","True","BiomedicalConceptProperty_83","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","a2e7daca-7f81-4969-88b3-cad1f6974cb8","True","BiomedicalConceptProperty_84","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","f6b95260-e03b-4601-a02b-338483567b67","True","BiomedicalConceptProperty_85","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","37627857-0dd6-4601-a04d-ea5a687a15fc","True","BiomedicalConceptProperty_86","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","50a7d157-2b55-4a98-8937-ab04eb5e8dc8","True","BiomedicalConceptProperty_87","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","1141f74a-df2c-4c5a-92f8-f31d56c75ada","True","BiomedicalConceptProperty_88","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","1ff5a765-36d2-4c53-b562-63212c601ba1","True","BiomedicalConceptProperty_89","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","b986852a-8d7f-41e0-8186-2b3a8651e2d7","True","BiomedicalConceptProperty_90","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","396cbd38-0ec7-47ff-a362-2542fb6e6ed8","True","BiomedicalConceptProperty_91","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","b24cf09a-f6c2-4fab-97b7-e19ffeaf6e2f","True","BiomedicalConceptProperty_92","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","1e401f36-5a6d-4af0-af45-c713f75ab2fa","True","BiomedicalConceptProperty_93","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","c28eca31-653c-4287-9a8d-fa0129c862e9","True","BiomedicalConceptProperty_94","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","59e7ac6a-de95-49bf-8117-b5a4d16fc554","True","BiomedicalConceptProperty_95","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","2fed6d30-37a0-49bd-83e1-ad0e562e8f6d","True","BiomedicalConceptProperty_96","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","0c25769b-7cd3-49e6-b636-f8299a3711a9","True","BiomedicalConceptProperty_97","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","c4f04e4d-a5cf-47c8-af68-c6885d27ac1f","True","BiomedicalConceptProperty_98","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","24fd2926-61ae-4e97-ac1d-0887a8a7271c","True","BiomedicalConceptProperty_99","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","5236d7de-211c-493f-a229-7437343281e6","True","BiomedicalConceptProperty_100","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","9289983a-2489-4d65-bc90-8eddfe7445a3","True","BiomedicalConceptProperty_101","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","680e1320-ec6d-47a6-858b-24f2bfec56d4","True","BiomedicalConceptProperty_102","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","067eb3de-7cd5-411c-95b2-6b41842d0f20","True","BiomedicalConceptProperty_103","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","b7994de9-a087-416b-a462-c9e062c62da2","True","BiomedicalConceptProperty_104","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","9762d85a-cebb-4931-b9fe-1dc281fb9343","True","BiomedicalConceptProperty_105","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","e2d0c7b2-862e-40b0-b561-4ba46ff7ff76","True","BiomedicalConceptProperty_106","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","c00a6188-c50e-4142-bd29-8d40bac74fa5","True","BiomedicalConceptProperty_107","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","792b5eee-4d54-40f5-bdd0-ec45cd01cfb0","True","BiomedicalConceptProperty_108","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","6e2cb98a-8cb3-43c1-b73d-7488796aa105","True","BiomedicalConceptProperty_109","BiomedicalConceptProperty",""
"VSTESTCD","True","VSTESTCD","6e5f304b-111d-4d9d-b8a5-e35038d51d45","True","BiomedicalConceptProperty_110","BiomedicalConceptProperty",""
"VSORRES","True","VSORRES","7efd3c1c-cb42-4a69-bb72-08f9c9346621","True","BiomedicalConceptProperty_111","BiomedicalConceptProperty","integer"
"VSORRESU","True","VSORRESU","17e50e86-75fa-4af4-9300-d8e14b10dd04","True","BiomedicalConceptProperty_112","BiomedicalConceptProperty",""
"VSPOS","True","VSPOS","3b3b1730-01d5-404a-bffa-e84a299db489","True","BiomedicalConceptProperty_113","BiomedicalConceptProperty",""
"VSLOC","True","VSLOC","95b36369-5eaf-4efd-9c3b-b46eda448e79","True","BiomedicalConceptProperty_114","BiomedicalConceptProperty",""
"VSLAT","True","VSLAT","9028ebde-d715-404e-8c83-e9682c87d62d","True","BiomedicalConceptProperty_115","BiomedicalConceptProperty",""
