"instanceType","uuid:ID","id","label","isEnabled","name","isRequired","datatype"
"BiomedicalConceptProperty","f1c889b2-7c1d-47b0-ab60-2293124f6388","BiomedicalConceptProperty_134","LBORRES","True","LBORRES","True","text"
"BiomedicalConceptProperty","d5d9445a-8e24-4fa4-916b-e30a01717147","BiomedicalConceptProperty_135","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","ddb10369-6159-4a0b-810f-860919cc5c66","BiomedicalConceptProperty_136","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","dfcd2d4d-72ce-492c-a7cc-bf248dc8bfa4","BiomedicalConceptProperty_137","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","392f69c5-dd8a-4652-9ea7-a6d970dd4eca","BiomedicalConceptProperty_138","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","64f5ef6d-3e5c-4910-a356-6267b7cd1076","BiomedicalConceptProperty_139","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","f615a024-621a-45cf-880c-3585a681181c","BiomedicalConceptProperty_140","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","2acd6943-db7f-48ef-bba3-3b0a371b9180","BiomedicalConceptProperty_141","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","85b9aa7d-4c7b-46c1-bab3-b05adebe2caa","BiomedicalConceptProperty_142","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","96bdcbf6-6393-4a71-96fd-d4c142277ce3","BiomedicalConceptProperty_143","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","49a63f6d-6c24-4f9d-bb1f-773585f61f77","BiomedicalConceptProperty_144","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","b6a546b5-b2dd-4650-ae33-d72cf2c5106e","BiomedicalConceptProperty_145","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","a89a153f-5972-4bc9-9529-90fa7c9b8644","BiomedicalConceptProperty_146","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","a45cd8d0-6f72-44e1-ac8d-12bd849deb6e","BiomedicalConceptProperty_147","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","9d86c0ab-551a-42d0-8be6-3bd21d83b587","BiomedicalConceptProperty_148","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","75fa2411-de89-42fb-8549-ee7e9c502b0b","BiomedicalConceptProperty_149","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","21f269e4-3dea-4e05-9987-355a19606483","BiomedicalConceptProperty_150","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","31e165af-5188-4154-9af5-d72dee26150b","BiomedicalConceptProperty_151","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","cc3b89e4-eaa1-4b48-b2da-ac7f3f916858","BiomedicalConceptProperty_152","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","55722c0e-e3f6-4721-ad11-7069da748acc","BiomedicalConceptProperty_153","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","ce82d70b-432f-44ac-bcbb-a39102a089e2","BiomedicalConceptProperty_154","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","5720e4e9-11d0-401b-be56-bb37f7d8df43","BiomedicalConceptProperty_155","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","60b572b8-9fdd-4345-bb3b-b49d78b0c247","BiomedicalConceptProperty_156","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","21518bc5-79da-4c34-b692-acaab3b8d300","BiomedicalConceptProperty_157","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","61f8b3b5-ad66-4198-9609-c1e8edbe7560","BiomedicalConceptProperty_158","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","9109215d-9ed1-41f7-ba73-a0bad3ca89d3","BiomedicalConceptProperty_159","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","fba8fa1c-5c1f-4d61-91d2-02ff33ebeed9","BiomedicalConceptProperty_160","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","93ad70c6-bd2a-4bd0-b2b6-ad372bc63744","BiomedicalConceptProperty_161","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","7644af82-1587-482a-957a-f198c73c59c0","BiomedicalConceptProperty_162","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","7ea99b11-1e3a-4784-8662-251d4322adcc","BiomedicalConceptProperty_163","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","360360b8-9895-457e-9856-c18dae2b5eb5","BiomedicalConceptProperty_164","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","fc6379db-7feb-4798-86c8-fa4695f59f50","BiomedicalConceptProperty_165","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","78029a56-a38a-4d2f-b853-7caeb8902b42","BiomedicalConceptProperty_166","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","ac9a865e-2be9-495a-94d5-d6ec0506ed13","BiomedicalConceptProperty_1","AETERM","True","AETERM","True","text"
"BiomedicalConceptProperty","7ce29075-7f66-4d4c-80d6-2ebcf8ed102a","BiomedicalConceptProperty_2","AEDECOD","True","AEDECOD","True","text"
"BiomedicalConceptProperty","09bf6f3a-0fa2-481b-a7c3-9e362f9142be","BiomedicalConceptProperty_3","AEPRESP","True","AEPRESP","True","text"
"BiomedicalConceptProperty","910ab0f4-f9f6-4a98-b695-82ace1a6a3e6","BiomedicalConceptProperty_4","AELOC","True","AELOC","True","text"
"BiomedicalConceptProperty","fcbe267b-b2bd-4ff9-b743-fbd0ebe4b4cc","BiomedicalConceptProperty_5","AESEV","True","AESEV","True","text"
"BiomedicalConceptProperty","1c392886-3edf-4dc9-bdf8-3eef8df37188","BiomedicalConceptProperty_6","AESER","True","AESER","True","text"
"BiomedicalConceptProperty","9faac029-a72f-4d6c-93f1-349e285f9e72","BiomedicalConceptProperty_7","AEACN","True","AEACN","True","text"
"BiomedicalConceptProperty","c66a5613-724c-434d-90f9-cc594589f4ae","BiomedicalConceptProperty_8","AEACNOTH","True","AEACNOTH","True","text"
"BiomedicalConceptProperty","4f023312-fadf-4c31-9946-657b3fb6f0f6","BiomedicalConceptProperty_9","AEREL","True","AEREL","True","text"
"BiomedicalConceptProperty","441be2e7-714e-4412-a8c0-a17887955010","BiomedicalConceptProperty_10","AERELNST","True","AERELNST","True","text"
"BiomedicalConceptProperty","e89821e2-55d1-49fe-b634-b485a3dc414b","BiomedicalConceptProperty_11","AEPATT","True","AEPATT","True","text"
"BiomedicalConceptProperty","8982795e-636e-4fd4-8fba-10467c578029","BiomedicalConceptProperty_12","AEOUT","True","AEOUT","True","text"
"BiomedicalConceptProperty","7bc1bc9a-f250-466d-8b4e-b6e6536ffdbb","BiomedicalConceptProperty_13","AESCAN","True","AESCAN","True","text"
"BiomedicalConceptProperty","38656d24-ecd2-45e4-91c3-cf06956ed242","BiomedicalConceptProperty_14","AESCONG","True","AESCONG","True","text"
"BiomedicalConceptProperty","a5102aea-cd4a-43f2-bcde-c39e1b310d67","BiomedicalConceptProperty_15","AESDISAB","True","AESDISAB","True","text"
"BiomedicalConceptProperty","da328241-c358-4da1-b4f6-2023bd433681","BiomedicalConceptProperty_16","AESDTH","True","AESDTH","True","text"
"BiomedicalConceptProperty","1695561f-d907-4699-a74a-5d9a3bf33eea","BiomedicalConceptProperty_17","AESHOSP","True","AESHOSP","True","text"
"BiomedicalConceptProperty","dc5f004b-8e87-4e2a-b8f6-25e3029dffbd","BiomedicalConceptProperty_18","AESLIFE","True","AESLIFE","True","text"
"BiomedicalConceptProperty","3eb04ed8-8283-4e32-882d-913c2a054643","BiomedicalConceptProperty_19","AESOD","True","AESOD","True","text"
"BiomedicalConceptProperty","2646a5ee-9872-4aed-befd-a74d611ce0d2","BiomedicalConceptProperty_20","AESMIE","True","AESMIE","True","text"
"BiomedicalConceptProperty","f9f5dffc-551f-4c55-bfea-00cf02cbd936","BiomedicalConceptProperty_21","AECONTRT","True","AECONTRT","True","text"
"BiomedicalConceptProperty","91e8e41d-c1cd-4586-9204-125cd128641f","BiomedicalConceptProperty_22","AESTDTC","True","AESTDTC","True","datetime"
"BiomedicalConceptProperty","1bcb5bd7-4b4f-4413-a6b6-bd14c2e6b057","BiomedicalConceptProperty_23","AEENDTC","True","AEENDTC","True","datetime"
"BiomedicalConceptProperty","073724e3-8d01-46db-9b7a-cab90da8ebcc","BiomedicalConceptProperty_24","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","aacfdd3b-4d63-49f5-8adb-6d102dca87f6","BiomedicalConceptProperty_25","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","d156062a-e6d3-47a8-a4fb-c9ee23173f07","BiomedicalConceptProperty_26","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","46111788-4331-4856-b24d-c2cceac2e70c","BiomedicalConceptProperty_27","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","ab7b97e7-74fa-4d80-8d1a-b9ca0c10acd3","BiomedicalConceptProperty_28","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","fd0b7308-7993-4bcc-81e3-e7708dd0d51a","BiomedicalConceptProperty_29","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","6e3dc8f4-a943-4623-821c-544990e6f92f","BiomedicalConceptProperty_30","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","1d891b5a-a64e-42b4-99f9-82e97eade27d","BiomedicalConceptProperty_31","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","ec1f7ab2-3e5c-45c9-a820-fa9d148bc2a1","BiomedicalConceptProperty_32","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","c1beb9d2-9c9c-4194-8bb4-d2f9d0f4cdc7","BiomedicalConceptProperty_33","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","4cdc7d38-9ebb-4313-9de8-ddcf9dfa1c82","BiomedicalConceptProperty_34","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","56599ed5-5551-4b01-b388-b632b44ed7e7","BiomedicalConceptProperty_35","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","ccd1117a-0093-47eb-bf44-68a79989a093","BiomedicalConceptProperty_36","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","62fdad14-bfc7-4e92-9cca-7038e92cb0b7","BiomedicalConceptProperty_37","VSORRES","True","VSORRES","True","float"
"BiomedicalConceptProperty","f91a7e62-0733-4b6d-a4a3-1d03ba00c4a1","BiomedicalConceptProperty_38","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","6937b310-0343-4185-84b3-3569d06038b5","BiomedicalConceptProperty_39","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","4799166c-dd07-4372-8a58-14833ff7e30f","BiomedicalConceptProperty_40","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","45882fb1-4459-4462-ac3a-57664bb88380","BiomedicalConceptProperty_41","VSORRES","True","VSORRES","True","float"
"BiomedicalConceptProperty","91ffe3e9-362c-47bc-934a-a13b454de7ac","BiomedicalConceptProperty_42","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","5b069786-7305-488c-a475-63dbe9033d03","BiomedicalConceptProperty_43","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","24577821-4c36-4d76-927f-40cde4763bd7","BiomedicalConceptProperty_44","VSORRES","True","VSORRES","True","float"
"BiomedicalConceptProperty","c602f361-b9b9-4a77-b1a9-495580bddb13","BiomedicalConceptProperty_45","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","1493702e-cd96-4aa4-a518-d5c44e29f4c1","BiomedicalConceptProperty_46","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","691cd624-d88a-42ff-858c-ed257e6515fb","BiomedicalConceptProperty_47","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","425eab37-462a-4b9d-b2d9-40df06e05424","BiomedicalConceptProperty_48","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","dbc664a0-1a29-4a08-a459-ebb11b282550","BiomedicalConceptProperty_49","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","078f5ceb-3445-47ec-8c66-4f2caff83bfe","BiomedicalConceptProperty_50","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","ab9cb50f-9021-4e61-afa2-11e213b7a1d1","BiomedicalConceptProperty_51","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","7704f6e7-a4ff-4973-80a2-493200ad723d","BiomedicalConceptProperty_52","LBORRES","True","LBORRES","True","text"
"BiomedicalConceptProperty","99818634-5342-489b-a98b-0cd34fecaf6c","BiomedicalConceptProperty_53","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","f1c0d8d0-8cc0-4276-8998-06bc1c1bb9e7","BiomedicalConceptProperty_54","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","1fd394e3-35e2-4f46-b87f-033e36a2e6e2","BiomedicalConceptProperty_55","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","ba94ad9e-a516-4117-bb54-1cf138b5a9ed","BiomedicalConceptProperty_56","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","d5a407ca-8a6b-4a03-aaeb-6b2cb0df3f16","BiomedicalConceptProperty_57","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","02d629bb-e1f7-474e-bdf2-1c1378657113","BiomedicalConceptProperty_58","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","bc4a9606-9e96-4fbf-8d0a-8f5203fd2167","BiomedicalConceptProperty_59","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","d3858ead-e4d9-40cd-87e5-b58a140efedd","BiomedicalConceptProperty_60","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","8bb626ec-aca6-45d5-8aa1-ad721c2d3951","BiomedicalConceptProperty_61","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","478c9af4-d184-4e40-bf11-843385040122","BiomedicalConceptProperty_62","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","56f0ed00-9127-4dae-b898-d38ca6ee2499","BiomedicalConceptProperty_63","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","c323405a-47c9-4a7e-aade-b6813174dc21","BiomedicalConceptProperty_64","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","d9718efe-9f01-41fe-a8a6-a49bb6e35518","BiomedicalConceptProperty_65","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","f2acd533-ac7d-4b86-9e52-26305fed752b","BiomedicalConceptProperty_66","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","5fdc3991-e67b-441c-a5dd-f21bbe360dfb","BiomedicalConceptProperty_67","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","f5af5604-3441-4e09-aba9-8221bea76911","BiomedicalConceptProperty_68","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","c185f895-5c1d-42b3-a404-8a977aa70407","BiomedicalConceptProperty_69","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","f50d8b41-1945-4325-bd39-995b4276c8ce","BiomedicalConceptProperty_70","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","15aa3952-3687-4a5b-98d2-9ac0ba37e0d7","BiomedicalConceptProperty_71","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","35ee6143-0b43-4fc8-8462-244262cb40fd","BiomedicalConceptProperty_72","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","a45ab3a8-40aa-4813-ad27-22dccceb3dc9","BiomedicalConceptProperty_73","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","20ca735f-9d75-416d-a17e-3594ccbd6478","BiomedicalConceptProperty_74","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","d5ddd859-a684-48b1-91b7-3f49286472e5","BiomedicalConceptProperty_75","LBTESTCD","True","LBTESTCD","True",""
"BiomedicalConceptProperty","144be62b-b741-44c6-8e61-ca643eaf26e1","BiomedicalConceptProperty_76","LBORRES","True","LBORRES","True","float"
"BiomedicalConceptProperty","e1df3da6-9a88-4551-af35-8049119fe0a9","BiomedicalConceptProperty_77","LBORRESU","True","LBORRESU","True",""
"BiomedicalConceptProperty","43e91bda-8970-4009-8e10-c0a4595c5a64","BiomedicalConceptProperty_78","LBSPEC","True","LBSPEC","True",""
"BiomedicalConceptProperty","4a0cee49-9b11-4e83-99d2-0c51180ecea5","BiomedicalConceptProperty_79","LBFAST","True","LBFAST","True",""
"BiomedicalConceptProperty","3556fb19-059d-4219-b230-795ece1252a7","BiomedicalConceptProperty_80","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","cf699b2d-5ade-44f6-9799-f54f4f904d5f","BiomedicalConceptProperty_81","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","d248db79-3139-438d-b57c-7f07fb669656","BiomedicalConceptProperty_82","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","9b11855b-f91b-4ee0-8199-073a912ca9ca","BiomedicalConceptProperty_83","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","994b8cbf-6831-42ab-83cd-7bc604f48c2b","BiomedicalConceptProperty_84","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","1ec18820-a568-4496-bd5e-a0508f8af43d","BiomedicalConceptProperty_85","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","db713b26-ed0c-4612-aca6-a98e22cf3a06","BiomedicalConceptProperty_86","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","addec825-7680-4d94-be8d-85697daed4de","BiomedicalConceptProperty_87","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","71d3eecc-4898-498b-b606-2d50984ee9a7","BiomedicalConceptProperty_88","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","f6f5198e-20a0-413e-9890-27fa98404d33","BiomedicalConceptProperty_89","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","7d40a6d7-28e1-4add-9f81-a79dc90f503d","BiomedicalConceptProperty_90","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","3558285c-a2e9-4a0b-adf4-99a16bafa236","BiomedicalConceptProperty_91","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","ba65b5ab-bfcd-47c5-a3ed-362e2c6be97b","BiomedicalConceptProperty_92","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","f965fc0a-3b09-44a5-b8eb-ead855a872fe","BiomedicalConceptProperty_93","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","cfc41aa3-0887-445b-b539-91c85c0f8d58","BiomedicalConceptProperty_94","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","e20908bb-554e-4096-a200-584dc5f545b7","BiomedicalConceptProperty_95","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","13d1d9ae-6190-422a-9471-160df8c0a254","BiomedicalConceptProperty_96","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","4159be3b-2ae8-4ce4-aab2-e67817df7cef","BiomedicalConceptProperty_97","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","26e3d395-dada-4de5-b6f4-4a464b041096","BiomedicalConceptProperty_98","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","6dd91a60-bb36-48a6-91e3-09b96a666f89","BiomedicalConceptProperty_99","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","c6b60834-da19-49c0-a64e-27b4ad9e5f80","BiomedicalConceptProperty_100","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","ccea15f6-7dde-4880-bafc-d60fb6effbfe","BiomedicalConceptProperty_101","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","af38438f-bb3b-4dc7-a44f-6ae8487a7f62","BiomedicalConceptProperty_102","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","6927d478-96c3-43e0-a693-7a734cde8026","BiomedicalConceptProperty_103","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","069687a3-887e-4129-b947-8cf2d18b4ad6","BiomedicalConceptProperty_104","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","8efa451c-e7aa-423f-b296-f3c13e74a909","BiomedicalConceptProperty_105","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","509e01fd-50d8-4a36-ad90-5fb841410497","BiomedicalConceptProperty_106","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","b080cf0e-0cd7-46de-b372-9022ddc8b7dc","BiomedicalConceptProperty_107","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","0f63d1f4-a293-47d9-b6cd-c6d6015350dc","BiomedicalConceptProperty_108","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","5886d463-63a8-4fc5-98b1-94e73a151af5","BiomedicalConceptProperty_109","VSLAT","True","VSLAT","True",""
"BiomedicalConceptProperty","ca10e959-17d0-4ea7-995d-7470e30098a3","BiomedicalConceptProperty_110","VSTESTCD","True","VSTESTCD","True",""
"BiomedicalConceptProperty","813c562f-6344-4130-9f90-163d21c25d7b","BiomedicalConceptProperty_111","VSORRES","True","VSORRES","True","integer"
"BiomedicalConceptProperty","794496d7-b234-4ec2-9e00-259343c00038","BiomedicalConceptProperty_112","VSORRESU","True","VSORRESU","True",""
"BiomedicalConceptProperty","754f53e1-035b-4b4d-a9f0-6657406932af","BiomedicalConceptProperty_113","VSPOS","True","VSPOS","True",""
"BiomedicalConceptProperty","e259981a-db0a-43c9-bba5-1cd06fb49269","BiomedicalConceptProperty_114","VSLOC","True","VSLOC","True",""
"BiomedicalConceptProperty","cb1c547b-f8ca-4e46-9891-46eb15eb094a","BiomedicalConceptProperty_115","VSLAT","True","VSLAT","True",""
