"instanceType","isRequired","id","uuid:ID","datatype","name","label","isEnabled"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","43945981-9267-409f-bf21-9cdbca5d0c27","text","AESDTH","AESDTH","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","1e335fc0-dbf3-4537-8bcc-850d950d1b99","text","AESHOSP","AESHOSP","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","03d397d1-7905-4270-aebc-df627b41a536","text","AESLIFE","AESLIFE","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","f2abfc9d-a697-4734-96da-cfbc0efe74f8","text","AESOD","AESOD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","1911e4e0-8617-4729-9655-6dceeca29997","text","AESMIE","AESMIE","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","2427e0f4-c6e8-455e-b734-5dac4c9ebab2","text","AECONTRT","AECONTRT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","4adfdd82-2050-4dbc-87e1-10bbef5c13b8","datetime","AESTDTC","AESTDTC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","1469e2f9-4360-4d21-a2a8-f460274c40c5","datetime","AEENDTC","AEENDTC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","b3a3889c-3efa-49cf-890c-4a7e4d93bf5f","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","65d5a798-6706-4b0c-bde5-e464dc0976ef","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","afecb24a-34da-4476-a9d7-56e2cce6b867","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","1a86f839-961c-4f61-8165-b0a6147d753b","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","5c0c4c06-9685-4e48-9f03-9223c99490bb","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","32762651-d6aa-4bbb-8dcf-934e15a83bd4","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","8fdcab92-0934-4034-8e5f-10d871a3b0fd","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","9d8ba654-d53d-483f-9dcd-5e8302dbbf02","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","a24b9320-adcc-4c03-9eb1-6722f5ac7fee","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","02f44aec-07d5-4e34-9d82-f27f3188ca22","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","353a1c8f-4b14-4401-934a-f2ccbd864581","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","853c6856-9f0e-4219-bc02-c07dcb63054b","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","1e86c984-c6f0-429f-a3dc-67f23ca1994e","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","1f7d1aa7-464a-4b2f-9e79-de60b6cf36d4","float","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","0d3300fe-db1d-48ff-aedd-6e7fb0f73904","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","40e5d3d8-0785-4713-8887-80680496cec2","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","b05a28ef-4754-42b3-bf8c-1c747c736882","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","dcbef0ba-d761-46da-a02d-0f7fe3e078f6","float","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","175fd46e-7fc2-4d76-9560-64a61dd2aed0","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","55c5e313-c065-49c7-9a4d-c5475df5c528","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","c47196e9-7029-4556-97fa-d263cdf16af5","float","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","24aea2cc-f63f-4479-863e-0227f918d134","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","b5e2b40f-2138-4840-8e48-b198412d83b4","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","1c7682db-9f6d-494f-a3d5-1dcf83801637","float","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","967fbe5d-da16-478c-a6fb-12692880dc20","","LBORRESU","LBORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","f6483b42-5e5d-4464-a4d5-244413ceda05","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","a81fd7a5-9999-45a8-9cb6-0d4c5eddb0e7","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","c86eea5a-7e03-4c97-af08-51b7a1016df2","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","486fba0e-cfbe-4c46-970a-2680ff2f93c2","text","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","970b4af2-7927-4975-9929-38ac0b5a5ad4","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","67e39d9f-a850-4dbf-957a-a94b4defff94","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","91495003-20f5-4e9c-9142-d006e49fd6bf","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","3048865c-6c83-457a-8640-f7ba7b989c8c","float","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","96b5f836-c5bf-44f5-86f4-83a795fd81ab","","LBORRESU","LBORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","251de2b0-2fce-48b6-8bca-3b43166b5982","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","d9c86d4d-1d9e-47f6-a0ec-677d3091d0a9","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","832a09a3-c1a0-46be-af20-311803b9f4c5","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","721b3ab6-8321-40e4-a03c-0767633e055e","float","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","87765845-127a-4622-9e32-fd060b43be94","","LBORRESU","LBORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","b670ee88-6944-4d89-b9f5-bb5c4b07dcb4","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","1f63b150-d0fd-4ca1-8e07-3a61b6f0250f","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","ab121891-245e-4884-b350-edc71fbc353b","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","fa96db8e-03da-47c7-9e7b-82e50343d0fa","float","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","650a0bdb-c77e-4525-9a29-e77836de34f9","","LBORRESU","LBORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","d201f7ed-73e7-43e2-8577-b8993a463d59","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","3c0b97b6-b008-4f7f-a127-fb2df8f66c49","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","8c195699-8cca-4227-939f-2b1e7973d12f","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","793df9ab-da1d-496a-a98b-6e47e1aba43b","float","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","2c6d2527-bf52-4f4e-91cb-884f8df82044","","LBORRESU","LBORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","95fd8304-6887-4ddd-a1b7-c437fa0c1c64","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","a6776e3f-fa75-41b5-9292-87de3f6e2a87","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","c1b1d45b-ac80-4cc9-82b4-d426f60e078d","","LBTESTCD","LBTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","f33bb310-b5a8-42b7-8549-e855a66cabda","float","LBORRES","LBORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","12cf2b9d-1176-48b6-a718-28d442e1d5de","","LBORRESU","LBORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","fead8aee-b541-40b1-b972-9579425f5528","","LBSPEC","LBSPEC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","4c87a5f2-4e0b-448e-bedd-ea37d71273f6","","LBFAST","LBFAST","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","20ffccc8-3568-4b2f-a96b-e0c9002ae3aa","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","5d1c41a0-3d9b-4feb-bea1-0ec04f2b390e","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","e314be41-64a7-4cb2-8397-6279fb34f8ff","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","ae449dc1-8359-4a53-98d4-ab8a45d1eba5","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","5897253b-3c8c-4800-ae74-ad28f3bfdfcf","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","75549542-dbe2-4543-bab2-0ed0d442138a","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","cef9f03b-8996-4179-8fad-50d09517a250","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","b00d621c-c2a3-43d4-9127-40d32eff6b1b","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","ec9b54bc-5961-431f-8f04-871cca7e182d","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_89","355a68ca-836a-42b3-8018-88cc2101b5e3","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_90","b43a99c9-fe76-4266-a318-32e51591915a","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_91","5889451d-5d17-425d-9150-900bb7b995e1","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_92","d1cbe96f-948f-4aa3-b262-1b6a27617bb5","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_93","21201ec2-01de-49ac-9a80-d76991c779b8","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_94","b906c7c8-0e8a-4975-a9ee-667d0d75318e","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_95","18483e15-c38b-4eeb-a3d2-386a50ec001d","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_96","c8bbb036-f798-45c0-9f28-c04c5c3521f6","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_97","48052e2e-aa2a-43d4-b49e-8ed2676e80a3","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_98","d90ed8c0-a1e6-4b2e-a973-dc04d17342ba","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_99","d1532f6e-9ca0-4564-9c2f-f25f22e5f1c2","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_100","e8fa22b1-5e5c-49ad-af4c-f0c3b16fd9ee","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_101","e4384f38-8c94-4ab8-9620-428f276f9a4a","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_102","6f2b1071-1e27-4d60-aaf7-ef261d597582","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_103","c9c84e68-e1de-48c8-bb63-9e413f7b8ce2","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_104","2c8f0625-a655-44c6-b1e9-6d931652ca30","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_105","5df6be35-dd30-4a30-ab25-df6c2d25eb90","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_106","a45cea8f-6ea5-40ef-9369-a9053cad609e","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_107","5b8bbf2a-9213-4543-b5cd-502b35d0e39a","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_108","d99bda4c-f2e0-4a84-967d-0c471e0a70ce","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_109","4333d16d-94a6-4d08-8473-00a4676950a6","","VSLAT","VSLAT","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_110","ef797a0b-7b3e-473c-9d42-fe9f621b0888","","VSTESTCD","VSTESTCD","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_111","c0444678-edb8-42d3-a65c-c26a92d6d6f2","integer","VSORRES","VSORRES","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_112","4b9f165d-f933-4f5c-a59c-a9a407d1180c","","VSORRESU","VSORRESU","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_113","2b9f452e-745d-40b9-987f-46c8a6566bcc","","VSPOS","VSPOS","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_114","f68a94e8-70a8-461c-90a9-dd9572e3552e","","VSLOC","VSLOC","True"
"BiomedicalConceptProperty","True","BiomedicalConceptProperty_115","a96ca12b-1658-4729-8fdd-0fdb7179e5f4","","VSLAT","VSLAT","True"
